inner_fold,epoch,train_loss,train_accuracy,validation_n,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_per_class_recall,validation_per_class_precision,validation_per_class_f1,validation_support,validation_loss,validation_mae,validation_quadratic_weighted_kappa
1,1,0.706458085378011,0.68,40,0.675,0.5,0.40298507462686567,"[1.0, 0.0]","[0.675, 0.0]","[0.8059701492537313, 0.0]","[27, 13]",0.7041441679000855,0.325,0.0
1,2,0.6899418354034423,0.64,40,0.675,0.5,0.40298507462686567,"[1.0, 0.0]","[0.675, 0.0]","[0.8059701492537313, 0.0]","[27, 13]",0.699989402294159,0.325,0.0
1,3,0.6958589132626851,0.6666666666666666,40,0.675,0.5,0.40298507462686567,"[1.0, 0.0]","[0.675, 0.0]","[0.8059701492537313, 0.0]","[27, 13]",0.6948368310928345,0.325,0.0
1,4,0.6955184618631999,0.56,40,0.65,0.48148148148148145,0.3939393939393939,"[0.9629629629629629, 0.0]","[0.6666666666666666, 0.0]","[0.7878787878787878, 0.0]","[27, 13]",0.6912119865417481,0.35,-0.04868913857677892
1,5,0.689288276831309,0.6533333333333333,40,0.675,0.51994301994302,0.4666666666666667,"[0.9629629629629629, 0.07692307692307693]","[0.6842105263157895, 0.5]","[0.7999999999999999, 0.13333333333333336]","[27, 13]",0.6889568448066712,0.325,0.05109489051094884
1,6,0.6945913203557332,0.6266666666666667,40,0.675,0.5,0.40298507462686567,"[1.0, 0.0]","[0.675, 0.0]","[0.8059701492537313, 0.0]","[27, 13]",0.6915231466293335,0.325,0.0
1,7,0.6841007455190022,0.6533333333333333,40,0.675,0.51994301994302,0.4666666666666667,"[0.9629629629629629, 0.07692307692307693]","[0.6842105263157895, 0.5]","[0.7999999999999999, 0.13333333333333336]","[27, 13]",0.6900825738906861,0.325,0.05109489051094884
1,8,0.6943720730145773,0.5866666666666667,40,0.7,0.5384615384615384,0.4805194805194805,"[1.0, 0.07692307692307693]","[0.6923076923076923, 1.0]","[0.8181818181818181, 0.14285714285714288]","[27, 13]",0.6908446073532104,0.3,0.10112359550561811
1,9,0.6864768807093302,0.68,40,0.675,0.51994301994302,0.4666666666666667,"[0.9629629629629629, 0.07692307692307693]","[0.6842105263157895, 0.5]","[0.7999999999999999, 0.13333333333333336]","[27, 13]",0.6901519179344178,0.325,0.05109489051094884
1,10,0.6794591029485066,0.68,40,0.7,0.5384615384615384,0.4805194805194805,"[1.0, 0.07692307692307693]","[0.6923076923076923, 1.0]","[0.8181818181818181, 0.14285714285714288]","[27, 13]",0.6884740471839905,0.3,0.10112359550561811
1,11,0.6884491650263468,0.68,40,0.65,0.5413105413105413,0.5333333333333333,"[0.8518518518518519, 0.23076923076923078]","[0.696969696969697, 0.42857142857142855]","[0.7666666666666667, 0.3]","[27, 13]",0.6861724019050598,0.35,0.09385113268608414
1,12,0.6897588340441386,0.52,40,0.625,0.5626780626780626,0.5636363636363637,"[0.7407407407407407, 0.38461538461538464]","[0.7142857142857143, 0.4166666666666667]","[0.7272727272727273, 0.4]","[27, 13]",0.685279393196106,0.375,0.12790697674418605
1,13,0.6648782372474671,0.7066666666666667,40,0.675,0.5598290598290598,0.551337359792925,"[0.8888888888888888, 0.23076923076923078]","[0.7058823529411765, 0.5]","[0.7868852459016393, 0.3157894736842105]","[27, 13]",0.684649395942688,0.325,0.13907284768211925
1,14,0.6823597915967305,0.6133333333333333,40,0.55,0.5071225071225072,0.5054945054945055,"[0.6296296296296297, 0.38461538461538464]","[0.68, 0.3333333333333333]","[0.6538461538461539, 0.3571428571428571]","[27, 13]",0.6852119088172912,0.45,0.013698630136986356
1,15,0.6818684919675191,0.5866666666666667,40,0.5,0.4700854700854701,0.4666666666666667,"[0.5555555555555556, 0.38461538461538464]","[0.6521739130434783, 0.29411764705882354]","[0.6, 0.33333333333333337]","[27, 13]",0.6885766625404358,0.5,-0.0554089709762533
1,16,0.6720692483584086,0.72,40,0.525,0.4487179487179487,0.44727272727272727,"[0.6666666666666666, 0.23076923076923078]","[0.6428571428571429, 0.25]","[0.6545454545454545, 0.24000000000000002]","[27, 13]",0.6935562372207642,0.475,-0.10465116279069764
1,17,0.6542970124880473,0.68,40,0.525,0.5284900284900285,0.5099935525467441,"[0.5185185185185185, 0.5384615384615384]","[0.7, 0.35]","[0.5957446808510639, 0.4242424242424242]","[27, 13]",0.6985897064208985,0.475,0.050000000000000044
1,18,0.645263675848643,0.72,40,0.55,0.5270655270655271,0.52,"[0.5925925925925926, 0.46153846153846156]","[0.6956521739130435, 0.35294117647058826]","[0.6399999999999999, 0.4000000000000001]","[27, 13]",0.7042839288711548,0.45,0.05013192612137196
1,19,0.6439075764020284,0.6533333333333333,40,0.5,0.5299145299145299,0.494949494949495,"[0.4444444444444444, 0.6153846153846154]","[0.7058823529411765, 0.34782608695652173]","[0.5454545454545455, 0.4444444444444444]","[27, 13]",0.7066248536109925,0.5,0.049881235154394354
