epoch,loss,accuracy
1,0.7272124474698847,0.6545454545454545
2,0.7320244344798001,0.36363636363636365
3,0.6962863065979698,0.4818181818181818
4,0.6971337881955233,0.5909090909090909
5,0.6851194208318537,0.6727272727272727
6,0.699522759697654,0.6090909090909091
