fold,experiment,C,balanced_accuracy,macro_f1,negative_log_likelihood,code_C,face_C,alpha_face
1,fusion_raw,,0.34004706533776297,0.33436086189709374,5.12119607897452,1.0,10.0,1.0
1,fusion_raw,,0.6103197674418605,0.6079887657980966,0.7981660414339242,10.0,0.001,0.0
1,fusion_raw,,0.6198435769656699,0.618706271864068,0.7889960384349141,10.0,0.001,0.1
1,fusion_raw,,0.6502007198228129,0.648109429448172,0.7832116240521412,10.0,0.001,0.25
1,fusion_raw,,0.5921511627906977,0.5903909132363306,0.8048862328651937,10.0,0.001,0.5
1,fusion_raw,,0.5558001107419712,0.5591563839482173,0.8978635238812924,10.0,0.001,0.75
1,fusion_raw,,0.4643341638981174,0.46587829514658785,1.0144890038595056,10.0,0.001,0.9
1,fusion_raw,,0.37196151716500553,0.37023809523809526,1.1275862249735153,10.0,0.001,1.0
1,fusion_raw,,0.6103197674418605,0.6079887657980966,0.7981660414339242,10.0,0.01,0.0
1,fusion_raw,,0.6397840531561462,0.638784774279527,0.7949888701787153,10.0,0.01,0.1
1,fusion_raw,,0.5722106866002216,0.5698252921439315,0.8122220944993755,10.0,0.01,0.25
1,fusion_raw,,0.524563953488372,0.526019296607532,0.9099242348135751,10.0,0.01,0.5
1,fusion_raw,,0.4512389258028793,0.45583231250850687,1.1210111642127323,10.0,0.01,0.75
1,fusion_raw,,0.4255606312292359,0.4261849261849262,1.3196195588831126,10.0,0.01,0.9
1,fusion_raw,,0.3453765227021041,0.33476470638175043,1.4852494177821216,10.0,0.01,1.0
1,fusion_raw,,0.6103197674418605,0.6079887657980966,0.7981660414339242,10.0,0.1,0.0
1,fusion_raw,,0.6043535437430786,0.5960977844411127,0.8171048811283056,10.0,0.1,0.1
1,fusion_raw,,0.5305440199335548,0.5295748950921365,0.9148804795739145,10.0,0.1,0.25
1,fusion_raw,,0.4866832779623477,0.49116863803002003,1.243755817984049,10.0,0.1,0.5
1,fusion_raw,,0.4073920265780731,0.4091133816743573,1.7603294762557107,10.0,0.1,0.75
1,fusion_raw,,0.3582156699889258,0.35336565507788925,2.1494348670950254,10.0,0.1,0.9
1,fusion_raw,,0.34271179401993357,0.3345238095238095,2.436438856248999,10.0,0.1,1.0
1,fusion_raw,,0.6103197674418605,0.6079887657980966,0.7981660414339242,10.0,1.0,0.0
1,fusion_raw,,0.5600221483942415,0.5562328219044638,0.852203296344987,10.0,1.0,0.1
1,fusion_raw,,0.524563953488372,0.5264623569268627,1.080781766911698,10.0,1.0,0.25
1,fusion_raw,,0.4660921926910299,0.47003367003367,1.73781188804507,10.0,1.0,0.5
1,fusion_raw,,0.3659676079734219,0.3630484378829874,2.6309977480984124,10.0,1.0,0.75
1,fusion_raw,,0.3582156699889258,0.35336565507788925,3.241794146686996,10.0,1.0,0.9
1,fusion_raw,,0.35046373200442965,0.34402269764588606,3.6699626839375608,10.0,1.0,1.0
1,fusion_raw,,0.6103197674418605,0.6079887657980966,0.7981660414339242,10.0,10.0,0.0
1,fusion_raw,,0.550484496124031,0.550484496124031,0.9014914304612693,10.0,10.0,0.1
1,fusion_raw,,0.495328073089701,0.5001077510038084,1.3096647676115698,10.0,10.0,0.25
1,fusion_raw,,0.4273325027685493,0.4285140562248995,2.3711844210205593,10.0,10.0,0.5
