inner_fold,epoch,train_loss,train_accuracy,validation_n,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_per_class_recall,validation_per_class_precision,validation_per_class_f1,validation_support,validation_loss,validation_mae,validation_quadratic_weighted_kappa
1,1,0.6726003201802572,0.3466666666666667,35,0.2857142857142857,0.3333333333333333,0.14814814814814817,"[0.0, 0.0, 1.0]","[0.0, 0.0, 0.2857142857142857]","[0.0, 0.0, 0.4444444444444445]","[15, 10, 10]",0.675227963924408,1.1428571428571428,0.0
1,2,0.645859207312266,0.3466666666666667,35,0.42857142857142855,0.3444444444444445,0.24986361156573922,"[0.9333333333333333, 0.0, 0.1]","[0.4375, 0.0, 0.3333333333333333]","[0.5957446808510638, 0.0, 0.15384615384615383]","[15, 10, 10]",0.6508225849696568,0.8571428571428571,0.03314917127071815
1,3,0.649896498521169,0.4,35,0.45714285714285713,0.41111111111111115,0.3431257344300822,"[0.7333333333333333, 0.0, 0.5]","[0.5, 0.0, 0.38461538461538464]","[0.5945945945945945, 0.0, 0.4347826086956522]","[15, 10, 10]",0.6460123079163688,0.8,0.1990049751243781
1,4,0.6360902500152588,0.4,35,0.4857142857142857,0.45555555555555555,0.375,"[0.6666666666666666, 0.0, 0.7]","[0.5882352941176471, 0.0, 0.3888888888888889]","[0.625, 0.0, 0.5]","[15, 10, 10]",0.6355582288333348,0.7428571428571429,0.3033175355450237
1,5,0.6069798795382182,0.49333333333333335,35,0.4857142857142857,0.45555555555555555,0.375,"[0.6666666666666666, 0.0, 0.7]","[0.5882352941176471, 0.0, 0.3888888888888889]","[0.625, 0.0, 0.5]","[15, 10, 10]",0.6243064403533936,0.7428571428571429,0.3033175355450237
1,6,0.5841984065373739,0.4266666666666667,35,0.45714285714285713,0.4666666666666666,0.3540932236584411,"[0.4, 0.0, 1.0]","[0.75, 0.0, 0.37037037037037035]","[0.5217391304347827, 0.0, 0.5405405405405406]","[15, 10, 10]",0.645016872882843,0.8,0.29694323144104806
1,7,0.5612711870670318,0.5066666666666667,35,0.4857142857142857,0.4666666666666666,0.37777777777777777,"[0.6, 0.0, 0.8]","[0.6, 0.0, 0.4]","[0.6, 0.0, 0.5333333333333333]","[15, 10, 10]",0.6448651552200317,0.7428571428571429,0.3162790697674419
1,8,0.5933843024571737,0.4533333333333333,35,0.5714285714285714,0.5555555555555555,0.4489337822671156,"[0.6666666666666666, 0.0, 1.0]","[0.8333333333333334, 0.0, 0.43478260869565216]","[0.7407407407407408, 0.0, 0.6060606060606061]","[15, 10, 10]",0.6349467635154724,0.5714285714285714,0.5248868778280542
1,9,0.5714557762940725,0.49333333333333335,35,0.5428571428571428,0.5222222222222223,0.42559523809523814,"[0.6666666666666666, 0.0, 0.9]","[0.7692307692307693, 0.0, 0.4090909090909091]","[0.7142857142857142, 0.0, 0.5625000000000001]","[15, 10, 10]",0.6128940905843462,0.6285714285714286,0.45662100456621
1,10,0.5464356311162313,0.49333333333333335,35,0.5714285714285714,0.5555555555555555,0.4464285714285714,"[0.6666666666666666, 0.0, 1.0]","[0.7692307692307693, 0.0, 0.45454545454545453]","[0.7142857142857142, 0.0, 0.625]","[15, 10, 10]",0.6040494731494359,0.5714285714285714,0.5205479452054794
