fold,experiment,n_inner_folds,n_train_conditions,n_test_conditions,train_subjects,test_subjects,selected_k_features,selected_C,n,accuracy,balanced_accuracy,macro_f1,per_class_recall,per_class_precision,per_class_f1,support,mae,quadratic_weighted_kappa
1,video_raw,3,110,30,P002|P004|P005|P007|P009|P010|P013|P014|P015|P016|P017|P018|P019|P021|P023|P024|P025|P026|P027|P028|P029|P030,P001|P003|P006|P008|P011|P020,16,0.1,30,0.36666666666666664,0.3611111111111111,0.3686868686868687,"[0.4166666666666667, 0.3333333333333333, 0.3333333333333333]","[0.625, 0.23076923076923078, 0.3333333333333333]","[0.5, 0.27272727272727276, 0.3333333333333333]","[12, 9, 9]",0.7333333333333333,0.2670157068062827
1,video_trial_delta,3,110,30,P002|P004|P005|P007|P009|P010|P013|P014|P015|P016|P017|P018|P019|P021|P023|P024|P025|P026|P027|P028|P029|P030,P001|P003|P006|P008|P011|P020,32,0.01,30,0.36666666666666664,0.3703703703703704,0.35837365249129954,"[0.3333333333333333, 0.2222222222222222, 0.5555555555555556]","[0.4, 0.25, 0.4166666666666667]","[0.3636363636363636, 0.23529411764705882, 0.4761904761904762]","[12, 9, 9]",0.8333333333333334,0.14746543778801835
1,video_water_delta,3,110,30,P002|P004|P005|P007|P009|P010|P013|P014|P015|P016|P017|P018|P019|P021|P023|P024|P025|P026|P027|P028|P029|P030,P001|P003|P006|P008|P011|P020,32,0.01,30,0.4666666666666667,0.4537037037037037,0.443064182194617,"[0.5833333333333334, 0.5555555555555556, 0.2222222222222222]","[0.6363636363636364, 0.35714285714285715, 0.4]","[0.6086956521739131, 0.43478260869565216, 0.2857142857142857]","[12, 9, 9]",0.6333333333333333,0.3016759776536312
