fold,experiment,rank_by_training_f_score,summary_feature_index,training_f_score,node,source_feature,statistic,feature_family
4,video_raw,41,16,2.702239751815796,brow_left_inner,cz,late_minus_early,temporal
4,video_raw,42,49,2.678553581237793,brow_left_inner,velocity_aspect,std,temporal
4,video_raw,43,356,2.6763205528259277,eye_right_upper,velocity_x,quantile_10,temporal
4,video_raw,44,536,2.6142661571502686,nose_alar_left,velocity_aspect,quantile_10,temporal
4,video_raw,45,782,2.6041648387908936,chin_center,aspect,quantile_10,temporal
4,video_raw,46,556,2.590643882751465,nose_alar_right,cz,late_minus_early,temporal
4,video_raw,47,822,2.5855984687805176,brow_left_inner,velocity_aspect,absolute_mean,absolute_motion
4,video_raw,48,32,2.5785183906555176,brow_left_inner,velocity_x,quantile_10,temporal
4,video_raw,49,892,2.5656063556671143,eye_left_lower,velocity_x,absolute_quantile_90,absolute_motion
4,video_raw,50,823,2.5370712280273438,brow_left_inner,velocity_aspect,absolute_std,absolute_motion
4,video_raw,51,217,2.5336153507232666,eye_left_upper,cx,std,temporal
4,video_raw,52,636,2.5277490615844727,upper_lip,velocity_area,mean,temporal
4,video_raw,53,372,2.5217809677124023,eye_right_upper,velocity_aspect,mean,temporal
4,video_raw,54,622,2.5212244987487793,upper_lip,aspect,late_minus_early,temporal
4,video_raw,55,810,2.4998016357421875,brow_left_inner,velocity_x,absolute_mean,absolute_motion
4,video_raw,56,898,2.4885950088500977,eye_left_lower,velocity_area,absolute_mean,absolute_motion
4,video_raw,57,143,2.4784910678863525,brow_right_inner,velocity_x,temporal_slope,temporal
4,video_raw,58,553,2.471414566040039,nose_alar_right,cz,std,temporal
4,video_raw,59,402,2.4667696952819824,eye_right_lower,aspect,mean,temporal
4,video_raw,60,303,2.461519479751587,eye_left_lower,velocity_x,quantile_90,temporal
4,video_raw,61,404,2.4452528953552246,eye_right_lower,aspect,quantile_10,temporal
4,video_raw,62,33,2.440276861190796,brow_left_inner,velocity_x,quantile_90,temporal
4,video_raw,63,967,2.439681053161621,nose_alar_left,velocity_aspect,absolute_std,absolute_motion
4,video_raw,64,826,2.4375922679901123,brow_left_outer,velocity_x,absolute_mean,absolute_motion
4,video_trial_delta,1,899,7.5404462814331055,eye_left_lower,velocity_area,absolute_std,absolute_motion
4,video_trial_delta,2,901,6.491880416870117,eye_left_lower,velocity_area,absolute_max,absolute_motion
4,video_trial_delta,3,499,4.808325290679932,nose_alar_left,cz,std,temporal
4,video_trial_delta,4,313,4.7759690284729,eye_left_lower,velocity_area,std,temporal
4,video_trial_delta,5,900,4.763493061065674,eye_left_lower,velocity_area,absolute_quantile_90,absolute_motion
4,video_trial_delta,6,616,4.563418865203857,upper_lip,area,late_minus_early,temporal
4,video_trial_delta,7,617,4.530354976654053,upper_lip,area,temporal_slope,temporal
4,video_trial_delta,8,13,4.47382926940918,brow_left_inner,cz,std,temporal
4,video_trial_delta,9,503,4.366427898406982,nose_alar_left,cz,temporal_slope,temporal
4,video_trial_delta,10,612,4.162618160247803,upper_lip,area,mean,temporal
4,video_trial_delta,11,502,4.057433605194092,nose_alar_left,cz,late_minus_early,temporal
4,video_trial_delta,12,537,3.975403070449829,nose_alar_left,velocity_aspect,quantile_90,temporal
4,video_trial_delta,13,501,3.969139337539673,nose_alar_left,cz,quantile_90,temporal
4,video_trial_delta,14,445,3.7573182582855225,nose_bridge,cz,std,temporal
4,video_trial_delta,15,449,3.6907460689544678,nose_bridge,cz,temporal_slope,temporal
4,video_trial_delta,16,289,3.531622886657715,eye_left_lower,area,std,temporal
4,video_water_delta,1,508,5.9518022537231445,nose_alar_left,area,late_minus_early,temporal
4,video_water_delta,2,901,5.850907325744629,eye_left_lower,velocity_area,absolute_max,absolute_motion
4,video_water_delta,3,509,5.801261901855469,nose_alar_left,area,temporal_slope,temporal
4,video_water_delta,4,544,5.196568489074707,nose_alar_right,cx,late_minus_early,temporal
4,video_water_delta,5,490,4.989039421081543,nose_alar_left,cx,late_minus_early,temporal
4,video_water_delta,6,545,4.760584831237793,nose_alar_right,cx,temporal_slope,temporal
4,video_water_delta,7,690,4.712133407592773,lower_lip,velocity_area,mean,temporal
4,video_water_delta,8,289,4.649756908416748,eye_left_lower,area,std,temporal
4,video_water_delta,9,17,4.438592433929443,brow_left_inner,cz,temporal_slope,temporal
4,video_water_delta,10,58,4.436977863311768,brow_left_outer,cx,late_minus_early,temporal
4,video_water_delta,11,491,4.398523807525635,nose_alar_left,cx,temporal_slope,temporal
4,video_water_delta,12,436,4.304934024810791,nose_bridge,cx,late_minus_early,temporal
4,video_water_delta,13,699,4.2184977531433105,lower_lip,velocity_aspect,quantile_90,temporal
4,video_water_delta,14,59,4.198718547821045,brow_left_outer,cx,temporal_slope,temporal
4,video_water_delta,15,437,4.086727619171143,nose_bridge,cx,temporal_slope,temporal
4,video_water_delta,16,16,4.053097724914551,brow_left_inner,cz,late_minus_early,temporal
4,video_water_delta,17,514,4.003500461578369,nose_alar_left,aspect,late_minus_early,temporal
4,video_water_delta,18,652,3.8814594745635986,lower_lip,cx,late_minus_early,temporal
4,video_water_delta,19,598,3.8168742656707764,upper_lip,cx,late_minus_early,temporal
4,video_water_delta,20,706,3.8049943447113037,lip_corners,cx,late_minus_early,temporal
4,video_water_delta,21,233,3.7873752117156982,eye_left_upper,cz,temporal_slope,temporal
4,video_water_delta,22,232,3.652562379837036,eye_left_upper,cz,late_minus_early,temporal
4,video_water_delta,23,395,3.648935556411743,eye_right_lower,cz,temporal_slope,temporal
4,video_water_delta,24,154,3.6479129791259766,brow_right_inner,velocity_area,late_minus_early,temporal
4,video_water_delta,25,515,3.6336450576782227,nose_alar_left,aspect,temporal_slope,temporal
4,video_water_delta,26,155,3.6196699142456055,brow_right_inner,velocity_area,temporal_slope,temporal
4,video_water_delta,27,71,3.582361936569214,brow_left_outer,cz,temporal_slope,temporal
4,video_water_delta,28,899,3.514409303665161,eye_left_lower,velocity_area,absolute_std,absolute_motion
4,video_water_delta,29,38,3.480160713195801,brow_left_inner,velocity_y,quantile_10,temporal
4,video_water_delta,30,394,3.464326858520508,eye_right_lower,cz,late_minus_early,temporal
4,video_water_delta,31,196,3.4115474224090576,brow_right_outer,velocity_x,late_minus_early,temporal
4,video_water_delta,32,341,3.4015138149261475,eye_right_upper,cz,temporal_slope,temporal
4,video_water_delta,33,340,3.3926453590393066,eye_right_upper,cz,late_minus_early,temporal
4,video_water_delta,34,816,3.376962900161743,brow_left_inner,velocity_y,absolute_quantile_90,absolute_motion
4,video_water_delta,35,1016,3.369096279144287,lower_lip,velocity_aspect,absolute_quantile_90,absolute_motion
4,video_water_delta,36,814,3.3569252490997314,brow_left_inner,velocity_y,absolute_mean,absolute_motion
4,video_water_delta,37,562,3.329294204711914,nose_alar_right,area,late_minus_early,temporal
4,video_water_delta,38,760,3.2927393913269043,chin_center,cx,late_minus_early,temporal
4,video_water_delta,39,191,3.2619454860687256,brow_right_outer,aspect,temporal_slope,temporal
4,video_water_delta,40,137,3.249810218811035,brow_right_inner,aspect,temporal_slope,temporal
4,video_water_delta,41,653,3.247804880142212,lower_lip,cx,temporal_slope,temporal
4,video_water_delta,42,563,3.2403271198272705,nose_alar_right,area,temporal_slope,temporal
4,video_water_delta,43,287,3.2148101329803467,eye_left_lower,cz,temporal_slope,temporal
4,video_water_delta,44,599,3.1971452236175537,upper_lip,cx,temporal_slope,temporal
4,video_water_delta,45,190,3.1806564331054688,brow_right_outer,aspect,late_minus_early,temporal
4,video_water_delta,46,568,3.163130760192871,nose_alar_right,aspect,late_minus_early,temporal
4,video_water_delta,47,37,3.1512556076049805,brow_left_inner,velocity_y,std,temporal
4,video_water_delta,48,83,3.1284725666046143,brow_left_outer,aspect,temporal_slope,temporal
4,video_water_delta,49,82,3.115328550338745,brow_left_outer,aspect,late_minus_early,temporal
4,video_water_delta,50,286,3.114644765853882,eye_left_lower,cz,late_minus_early,temporal
4,video_water_delta,51,707,3.0728819370269775,lip_corners,cx,temporal_slope,temporal
4,video_water_delta,52,569,3.0624308586120605,nose_alar_right,aspect,temporal_slope,temporal
4,video_water_delta,53,70,2.9393937587738037,brow_left_outer,cz,late_minus_early,temporal
4,video_water_delta,54,39,2.935997724533081,brow_left_inner,velocity_y,quantile_90,temporal
4,video_water_delta,55,636,2.927549123764038,upper_lip,velocity_area,mean,temporal
4,video_water_delta,56,564,2.7953076362609863,nose_alar_right,aspect,mean,temporal
4,video_water_delta,57,536,2.753633975982666,nose_alar_left,velocity_aspect,quantile_10,temporal
4,video_water_delta,58,761,2.720174789428711,chin_center,cx,temporal_slope,temporal
4,video_water_delta,59,1014,2.7008352279663086,lower_lip,velocity_aspect,absolute_mean,absolute_motion
4,video_water_delta,60,696,2.6998205184936523,lower_lip,velocity_aspect,mean,temporal
4,video_water_delta,61,824,2.6746160984039307,brow_left_inner,velocity_aspect,absolute_quantile_90,absolute_motion
4,video_water_delta,62,197,2.634753942489624,brow_right_outer,velocity_x,temporal_slope,temporal
4,video_water_delta,63,136,2.5994935035705566,brow_right_inner,aspect,late_minus_early,temporal
4,video_water_delta,64,497,2.5774612426757812,nose_alar_left,cy,temporal_slope,temporal
5,video_raw,1,901,5.600994110107422,eye_left_lower,velocity_area,absolute_max,absolute_motion
5,video_raw,2,899,4.99940299987793,eye_left_lower,velocity_area,absolute_std,absolute_motion
5,video_raw,3,726,4.979243755340576,lip_corners,aspect,mean,temporal
5,video_raw,4,728,4.968783855438232,lip_corners,aspect,quantile_10,temporal
5,video_raw,5,1017,4.529803276062012,lower_lip,velocity_aspect,absolute_max,absolute_motion
5,video_raw,6,729,4.266628742218018,lip_corners,aspect,quantile_90,temporal
5,video_raw,7,668,3.4011223316192627,lower_lip,area,quantile_10,temporal
5,video_raw,8,499,3.343981981277466,nose_alar_left,cz,std,temporal
5,video_raw,9,356,3.3163564205169678,eye_right_upper,velocity_x,quantile_10,temporal
5,video_raw,10,445,3.29715633392334,nose_bridge,cz,std,temporal
5,video_raw,11,404,3.218971014022827,eye_right_lower,aspect,quantile_10,temporal
5,video_raw,12,423,3.152477741241455,eye_right_lower,velocity_area,quantile_90,temporal
5,video_raw,13,357,3.1505110263824463,eye_right_upper,velocity_x,quantile_90,temporal
5,video_raw,14,217,3.121401786804199,eye_left_upper,cx,std,temporal
5,video_raw,15,402,3.121265411376953,eye_right_lower,aspect,mean,temporal
5,video_raw,16,503,3.1127641201019287,nose_alar_left,cz,temporal_slope,temporal
5,video_trial_delta,1,901,5.600994110107422,eye_left_lower,velocity_area,absolute_max,absolute_motion
5,video_trial_delta,2,899,4.99940299987793,eye_left_lower,velocity_area,absolute_std,absolute_motion
5,video_trial_delta,3,1017,4.529803276062012,lower_lip,velocity_aspect,absolute_max,absolute_motion
5,video_trial_delta,4,500,3.5798089504241943,nose_alar_left,cz,quantile_10,temporal
5,video_trial_delta,5,499,3.3439815044403076,nose_alar_left,cz,std,temporal
5,video_trial_delta,6,356,3.3163564205169678,eye_right_upper,velocity_x,quantile_10,temporal
5,video_trial_delta,7,445,3.29715633392334,nose_bridge,cz,std,temporal
5,video_trial_delta,8,446,3.19950795173645,nose_bridge,cz,quantile_10,temporal
5,video_trial_delta,9,423,3.152477741241455,eye_right_lower,velocity_area,quantile_90,temporal
5,video_trial_delta,10,357,3.1505110263824463,eye_right_upper,velocity_x,quantile_90,temporal
5,video_trial_delta,11,217,3.1214001178741455,eye_left_upper,cx,std,temporal
5,video_trial_delta,12,503,3.112764835357666,nose_alar_left,cz,temporal_slope,temporal
5,video_trial_delta,13,968,2.9113283157348633,nose_alar_left,velocity_aspect,absolute_quantile_90,absolute_motion
5,video_trial_delta,14,900,2.854339599609375,eye_left_lower,velocity_area,absolute_quantile_90,absolute_motion
5,video_trial_delta,15,608,2.778085231781006,upper_lip,cz,quantile_10,temporal
5,video_trial_delta,16,313,2.756225109100342,eye_left_lower,velocity_area,std,temporal
5,video_trial_delta,17,411,2.723681688308716,eye_right_lower,velocity_x,quantile_90,temporal
5,video_trial_delta,18,50,2.7165629863739014,brow_left_inner,velocity_aspect,quantile_10,temporal
5,video_trial_delta,19,303,2.7114765644073486,eye_left_lower,velocity_x,quantile_90,temporal
5,video_trial_delta,20,501,2.6828999519348145,nose_alar_left,cz,quantile_90,temporal
5,video_trial_delta,21,1020,2.6411094665527344,lip_corners,velocity_x,absolute_quantile_90,absolute_motion
5,video_trial_delta,22,502,2.6336510181427,nose_alar_left,cz,late_minus_early,temporal
5,video_trial_delta,23,932,2.6243836879730225,eye_right_lower,velocity_area,absolute_quantile_90,absolute_motion
5,video_trial_delta,24,769,2.579036235809326,chin_center,cz,std,temporal
5,video_trial_delta,25,449,2.5632193088531494,nose_bridge,cz,temporal_slope,temporal
5,video_trial_delta,26,770,2.5388362407684326,chin_center,cz,quantile_10,temporal
5,video_trial_delta,27,554,2.528296947479248,nose_alar_right,cz,quantile_10,temporal
5,video_trial_delta,28,661,2.4835727214813232,lower_lip,cz,std,temporal
5,video_trial_delta,29,716,2.474754571914673,lip_corners,cz,quantile_10,temporal
5,video_trial_delta,30,768,2.466073751449585,chin_center,cz,mean,temporal
5,video_trial_delta,31,498,2.4561548233032227,nose_alar_left,cz,mean,temporal
5,video_trial_delta,32,773,2.449486494064331,chin_center,cz,temporal_slope,temporal
5,video_trial_delta,33,969,2.436229944229126,nose_alar_left,velocity_aspect,absolute_max,absolute_motion
5,video_trial_delta,34,607,2.425825595855713,upper_lip,cz,std,temporal
5,video_trial_delta,35,715,2.3957931995391846,lip_corners,cz,std,temporal
5,video_trial_delta,36,822,2.3936843872070312,brow_left_inner,velocity_aspect,absolute_mean,absolute_motion
5,video_trial_delta,37,606,2.3891422748565674,upper_lip,cz,mean,temporal
5,video_trial_delta,38,464,2.3733232021331787,nose_bridge,velocity_x,quantile_10,temporal
5,video_trial_delta,39,750,2.3694236278533936,lip_corners,velocity_aspect,mean,temporal
5,video_trial_delta,40,49,2.3370063304901123,brow_left_inner,velocity_aspect,std,temporal
5,video_trial_delta,41,422,2.3339033126831055,eye_right_lower,velocity_area,quantile_10,temporal
5,video_trial_delta,42,662,2.3328969478607178,lower_lip,cz,quantile_10,temporal
5,video_trial_delta,43,660,2.3150720596313477,lower_lip,cz,mean,temporal
5,video_trial_delta,44,714,2.293548583984375,lip_corners,cz,mean,temporal
5,video_trial_delta,45,967,2.291560173034668,nose_alar_left,velocity_aspect,absolute_std,absolute_motion
5,video_trial_delta,46,552,2.2913317680358887,nose_alar_right,cz,mean,temporal
5,video_trial_delta,47,735,2.286343574523926,lip_corners,velocity_x,quantile_90,temporal
5,video_trial_delta,48,537,2.274195671081543,nose_alar_left,velocity_aspect,quantile_90,temporal
5,video_trial_delta,49,553,2.2523272037506104,nose_alar_right,cz,std,temporal
5,video_trial_delta,50,143,2.2468512058258057,brow_right_inner,velocity_x,temporal_slope,temporal
5,video_trial_delta,51,771,2.236400842666626,chin_center,cz,quantile_90,temporal
5,video_trial_delta,52,665,2.2252588272094727,lower_lip,cz,temporal_slope,temporal
5,video_trial_delta,53,262,2.223444938659668,eye_left_upper,velocity_area,late_minus_early,temporal
5,video_trial_delta,54,772,2.2207345962524414,chin_center,cz,late_minus_early,temporal
5,video_trial_delta,55,611,2.20853853225708,upper_lip,cz,temporal_slope,temporal
5,video_trial_delta,56,370,2.1842877864837646,eye_right_upper,velocity_area,late_minus_early,temporal
5,video_trial_delta,57,410,2.1734776496887207,eye_right_lower,velocity_x,quantile_10,temporal
5,video_trial_delta,58,931,2.144967794418335,eye_right_lower,velocity_area,absolute_std,absolute_motion
5,video_trial_delta,59,828,2.140666961669922,brow_left_outer,velocity_x,absolute_quantile_90,absolute_motion
5,video_trial_delta,60,1033,2.1174216270446777,lip_corners,velocity_aspect,absolute_max,absolute_motion
5,video_trial_delta,61,52,2.1097090244293213,brow_left_inner,velocity_aspect,late_minus_early,temporal
5,video_trial_delta,62,663,2.097203254699707,lower_lip,cz,quantile_90,temporal
5,video_trial_delta,63,719,2.0936739444732666,lip_corners,cz,temporal_slope,temporal
5,video_trial_delta,64,104,2.088590383529663,brow_left_outer,velocity_aspect,quantile_10,temporal
5,video_water_delta,1,289,4.771188735961914,eye_left_lower,area,std,temporal
5,video_water_delta,2,155,4.269567966461182,brow_right_inner,velocity_area,temporal_slope,temporal
5,video_water_delta,3,154,3.7181179523468018,brow_right_inner,velocity_area,late_minus_early,temporal
5,video_water_delta,4,123,3.6044933795928955,brow_right_inner,cz,quantile_90,temporal
5,video_water_delta,5,177,3.4769530296325684,brow_right_outer,cz,quantile_90,temporal
5,video_water_delta,6,796,3.4592912197113037,chin_center,velocity_y,late_minus_early,temporal
5,video_water_delta,7,196,3.1578192710876465,brow_right_outer,velocity_x,late_minus_early,temporal
5,video_water_delta,8,586,3.0986642837524414,nose_alar_right,velocity_area,late_minus_early,temporal
5,video_water_delta,9,351,3.0584123134613037,eye_right_upper,aspect,quantile_90,temporal
5,video_water_delta,10,466,3.021815061569214,nose_bridge,velocity_x,late_minus_early,temporal
5,video_water_delta,11,170,2.924609422683716,brow_right_outer,cy,quantile_10,temporal
5,video_water_delta,12,397,2.890667200088501,eye_right_lower,area,std,temporal
5,video_water_delta,13,574,2.86497163772583,nose_alar_right,velocity_x,late_minus_early,temporal
5,video_water_delta,14,699,2.8460347652435303,lower_lip,velocity_aspect,quantile_90,temporal
5,video_water_delta,15,169,2.8024916648864746,brow_right_outer,cy,std,temporal
5,video_water_delta,16,291,2.7929890155792236,eye_left_lower,area,quantile_90,temporal
