experiment,n,accuracy,balanced_accuracy,macro_f1,per_class_recall,per_class_precision,per_class_f1,support,mae,quadratic_weighted_kappa
video_raw,140,0.36428571428571427,0.357760532150776,0.35782148033384975,"[0.43636363636363634, 0.29545454545454547, 0.34146341463414637]","[0.46153846153846156, 0.29545454545454547, 0.3181818181818182]","[0.4485981308411215, 0.29545454545454547, 0.32941176470588235]","[55, 44, 41]",0.8285714285714286,0.10714285714285698
video_trial_delta,140,0.39285714285714285,0.3824094604582409,0.3828434723171565,"[0.4909090909090909, 0.36363636363636365, 0.2926829268292683]","[0.5094339622641509, 0.3137254901960784, 0.3333333333333333]","[0.5, 0.3368421052631579, 0.3116883116883117]","[55, 44, 41]",0.7642857142857142,0.16850220264317173
video_water_delta,140,0.38571428571428573,0.37124907612712493,0.36902356902356903,"[0.5272727272727272, 0.3181818181818182, 0.2682926829268293]","[0.4461538461538462, 0.3181818181818182, 0.3548387096774194]","[0.48333333333333334, 0.3181818181818182, 0.3055555555555556]","[55, 44, 41]",0.8,0.11447084233261329
