inner_fold,epoch,train_loss,train_accuracy,validation_n,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_per_class_recall,validation_per_class_precision,validation_per_class_f1,validation_support,validation_loss,validation_mae,validation_quadratic_weighted_kappa
1,1,0.6923089078494481,0.42857142857142855,40,0.3,0.5172413793103449,0.25333333333333335,"[0.034482758620689655, 1.0]","[1.0, 0.28205128205128205]","[0.06666666666666667, 0.44000000000000006]","[29, 11]",0.7108568906784057,0.7,0.01926444833625207
1,2,0.6953231811523437,0.4142857142857143,40,0.35,0.438871473354232,0.35,"[0.2413793103448276, 0.6363636363636364]","[0.6363636363636364, 0.2413793103448276]","[0.35, 0.35]","[29, 11]",0.7057780623435974,0.65,-0.08108108108108114
1,3,0.6845701319830758,0.5857142857142857,40,0.6,0.4702194357366771,0.4666666666666666,"[0.7586206896551724, 0.18181818181818182]","[0.7096774193548387, 0.2222222222222222]","[0.7333333333333333, 0.19999999999999998]","[29, 11]",0.6968009114265442,0.4,-0.06312292358803973
1,4,0.6945912616593497,0.4857142857142857,40,0.525,0.39028213166144204,0.3866020984665053,"[0.6896551724137931, 0.09090909090909091]","[0.6666666666666666, 0.1]","[0.6779661016949153, 0.09523809523809525]","[29, 11]",0.6967610478401184,0.475,-0.22580645161290325
1,5,0.6874353749411447,0.6142857142857143,40,0.5,0.4294670846394984,0.43019943019943013,"[0.5862068965517241, 0.2727272727272727]","[0.68, 0.2]","[0.6296296296296295, 0.23076923076923075]","[29, 11]",0.6983252048492432,0.5,-0.12676056338028174
1,6,0.6853589739118303,0.6142857142857143,40,0.475,0.44043887147335425,0.43204868154158216,"[0.5172413793103449, 0.36363636363636365]","[0.6818181818181818, 0.2222222222222222]","[0.5882352941176471, 0.27586206896551724]","[29, 11]",0.7015229225158691,0.525,-0.09947643979057585
1,7,0.6965188026428223,0.5857142857142857,40,0.45,0.4231974921630094,0.41333333333333333,"[0.4827586206896552, 0.36363636363636365]","[0.6666666666666666, 0.21052631578947367]","[0.56, 0.26666666666666666]","[29, 11]",0.7060731530189515,0.55,-0.1253196930946292
1,8,0.7040935448237828,0.5,40,0.45,0.45141065830721006,0.42708333333333326,"[0.4482758620689655, 0.45454545454545453]","[0.6842105263157895, 0.23809523809523808]","[0.5416666666666666, 0.31249999999999994]","[29, 11]",0.7069955229759216,0.55,-0.07579462102689494
1,9,0.691817261491503,0.5428571428571428,40,0.45,0.45141065830721006,0.42708333333333326,"[0.4482758620689655, 0.45454545454545453]","[0.6842105263157895, 0.23809523809523808]","[0.5416666666666666, 0.31249999999999994]","[29, 11]",0.7078979730606079,0.55,-0.07579462102689494
1,10,0.6963804943220956,0.5428571428571428,40,0.375,0.3996865203761756,0.3650793650793651,"[0.3448275862068966, 0.45454545454545453]","[0.625, 0.20833333333333334]","[0.4444444444444445, 0.28571428571428575]","[29, 11]",0.7092890858650207,0.625,-0.1467889908256883
1,11,0.6742778778076172,0.6285714285714286,40,0.425,0.4059561128526646,0.39433838051349573,"[0.4482758620689655, 0.36363636363636365]","[0.65, 0.2]","[0.5306122448979592, 0.25806451612903225]","[29, 11]",0.7091357350349426,0.575,-0.1499999999999999
2,1,0.7154509687423706,0.30666666666666664,35,0.34285714285714286,0.46014492753623193,0.30663221360895776,"[0.08695652173913043, 0.8333333333333334]","[0.5, 0.3225806451612903]","[0.14814814814814817, 0.4651162790697674]","[23, 12]",0.6988988723073687,0.6571428571428571,-0.05781865965834432
2,2,0.7285080202420553,0.29333333333333333,35,0.34285714285714286,0.46014492753623193,0.30663221360895776,"[0.08695652173913043, 0.8333333333333334]","[0.5, 0.3225806451612903]","[0.14814814814814817, 0.4651162790697674]","[23, 12]",0.6943803838321141,0.6571428571428571,-0.05781865965834432
2,3,0.7043650468190511,0.38666666666666666,35,0.4,0.483695652173913,0.39205955334987597,"[0.21739130434782608, 0.75]","[0.625, 0.3333333333333333]","[0.3225806451612903, 0.46153846153846156]","[23, 12]",0.6908773354121617,0.6,-0.025104602510460206
2,4,0.6966330297787984,0.44,35,0.4,0.483695652173913,0.39205955334987597,"[0.21739130434782608, 0.75]","[0.625, 0.3333333333333333]","[0.3225806451612903, 0.46153846153846156]","[23, 12]",0.690978993688311,0.6,-0.025104602510460206
2,5,0.7039127071698507,0.38666666666666666,35,0.5142857142857142,0.5706521739130435,0.5142857142857143,"[0.391304347826087, 0.75]","[0.75, 0.391304347826087]","[0.5142857142857143, 0.5142857142857143]","[23, 12]",0.6908980114119393,0.4857142857142857,0.1158989598811292
2,6,0.7009372266133627,0.5066666666666667,35,0.4,0.483695652173913,0.39205955334987597,"[0.21739130434782608, 0.75]","[0.625, 0.3333333333333333]","[0.3225806451612903, 0.46153846153846156]","[23, 12]",0.6932744758469718,0.6,-0.025104602510460206
2,7,0.6943321895599365,0.44,35,0.4,0.46376811594202894,0.39803439803439805,"[0.2608695652173913, 0.6666666666666666]","[0.6, 0.32]","[0.36363636363636365, 0.43243243243243246]","[23, 12]",0.692795695577349,0.6,-0.05755395683453246
2,8,0.7065420238176982,0.5733333333333334,35,0.45714285714285713,0.5072463768115942,0.4571428571428571,"[0.34782608695652173, 0.6666666666666666]","[0.6666666666666666, 0.34782608695652173]","[0.4571428571428571, 0.4571428571428571]","[23, 12]",0.6930875216211592,0.5428571428571428,0.011887072808320909
2,9,0.7192090710004171,0.5066666666666667,35,0.45714285714285713,0.46739130434782605,0.4499586435070306,"[0.43478260869565216, 0.5]","[0.625, 0.3157894736842105]","[0.5128205128205128, 0.3870967741935484]","[23, 12]",0.6961493730545044,0.5428571428571428,-0.05723370429252772
2,10,0.6777099585533142,0.68,35,0.4857142857142857,0.3894927536231884,0.36999999999999994,"[0.6956521739130435, 0.08333333333333333]","[0.5925925925925926, 0.125]","[0.6399999999999999, 0.1]","[23, 12]",0.6998614396367754,0.5142857142857142,-0.24015748031496043
2,11,0.6819279026985169,0.64,35,0.4857142857142857,0.4492753623188406,0.44930069930069927,"[0.5652173913043478, 0.3333333333333333]","[0.6190476190476191, 0.2857142857142857]","[0.5909090909090909, 0.30769230769230765]","[23, 12]",0.699334568636758,0.5142857142857142,-0.09756097560975618
2,12,0.6708404564857483,0.56,35,0.5428571428571428,0.45289855072463764,0.44000000000000006,"[0.7391304347826086, 0.16666666666666666]","[0.6296296296296297, 0.25]","[0.68, 0.2]","[23, 12]",0.7017139366694859,0.45714285714285713,-0.10236220472440927
2,13,0.7195175727208455,0.5066666666666667,35,0.6571428571428571,0.5398550724637681,0.5138888888888888,"[0.9130434782608695, 0.16666666666666666]","[0.6774193548387096, 0.5]","[0.7777777777777777, 0.25]","[23, 12]",0.7009536061968122,0.34285714285714286,0.09482758620689646
2,14,0.6843708244959513,0.5733333333333334,35,0.5714285714285714,0.5543478260869565,0.5478036175710594,"[0.6086956521739131, 0.5]","[0.7, 0.4]","[0.6511627906976744, 0.4444444444444445]","[23, 12]",0.6935308950287955,0.42857142857142855,0.10256410256410264
2,15,0.6998443706830343,0.6133333333333333,35,0.5142857142857142,0.4909420289855072,0.48751076658053405,"[0.5652173913043478, 0.4166666666666667]","[0.65, 0.3333333333333333]","[0.6046511627906976, 0.3703703703703704]","[23, 12]",0.6915155478886196,0.4857142857142857,-0.017094017094017033
3,1,0.7069382190704345,0.6666666666666666,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.7324512907436915,0.34285714285714286,0.0
3,2,0.6817877840995789,0.6133333333333333,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.7153156978743417,0.34285714285714286,0.0
3,3,0.7061614576975505,0.5866666666666667,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.7025263002940587,0.34285714285714286,0.0
3,4,0.7022825129826864,0.6133333333333333,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.7014082482882908,0.34285714285714286,0.0
3,5,0.7055161428451538,0.6133333333333333,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.6968476465770177,0.34285714285714286,0.0
3,6,0.6894062344233195,0.5866666666666667,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.6977174741881235,0.34285714285714286,0.0
3,7,0.6955759342511495,0.5333333333333333,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.6968039240155901,0.34285714285714286,0.0
3,8,0.6855285882949829,0.5333333333333333,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.6953741363116673,0.34285714285714286,0.0
3,9,0.6734358954429627,0.5866666666666667,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.6977508442742484,0.34285714285714286,0.0
3,10,0.7332624530792237,0.4533333333333333,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.702871595110212,0.34285714285714286,0.0
3,11,0.68075616757075,0.6133333333333333,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.6973019616944449,0.34285714285714286,0.0
3,12,0.7038235982259115,0.48,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.6951843976974488,0.34285714285714286,0.0
3,13,0.6983282868067423,0.4533333333333333,35,0.5714285714285714,0.5144927536231884,0.5143385753931544,"[0.6956521739130435, 0.3333333333333333]","[0.6666666666666666, 0.36363636363636365]","[0.6808510638297872, 0.34782608695652173]","[23, 12]",0.6907084703445434,0.42857142857142855,0.02957486136783727
3,14,0.7020353062947591,0.49333333333333335,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.6943200639316014,0.34285714285714286,0.0
3,15,0.6980393576622009,0.56,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.6977011799812317,0.34285714285714286,0.0
3,16,0.6973817110061645,0.56,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.6964362638337271,0.34285714285714286,0.0
3,17,0.6727618296941121,0.64,35,0.6285714285714286,0.4782608695652174,0.3859649122807018,"[0.9565217391304348, 0.0]","[0.6470588235294118, 0.0]","[0.7719298245614036, 0.0]","[23, 12]",0.6924197265080043,0.37142857142857144,-0.05568445475638062
3,18,0.7083978867530822,0.5066666666666667,35,0.6571428571428571,0.519927536231884,0.4642857142857142,"[0.9565217391304348, 0.08333333333333333]","[0.6666666666666666, 0.5]","[0.7857142857142856, 0.14285714285714285]","[23, 12]",0.6923010485512869,0.34285714285714286,0.04977375565610864
3,19,0.6865147360165914,0.6133333333333333,35,0.6,0.47644927536231885,0.43287037037037035,"[0.8695652173913043, 0.08333333333333333]","[0.6451612903225806, 0.25]","[0.7407407407407407, 0.125]","[23, 12]",0.6932521513530187,0.4,-0.056034482758620774
3,20,0.6810428826014201,0.5733333333333334,35,0.6,0.47644927536231885,0.43287037037037035,"[0.8695652173913043, 0.08333333333333333]","[0.6451612903225806, 0.25]","[0.7407407407407407, 0.125]","[23, 12]",0.6939382382801601,0.4,-0.056034482758620774
