epoch,loss,accuracy
1,0.7364558199177618,0.7130434782608696
2,0.6966385307519333,0.48695652173913045
3,0.6947401627250339,0.45217391304347826
4,0.6989852677220884,0.5739130434782609
5,0.6784771473511405,0.6434782608695652
6,0.6743658806966699,0.591304347826087
7,0.6492611014324686,0.6347826086956522
8,0.6656457745510599,0.6608695652173913
9,0.6460436105728149,0.5130434782608696
10,0.7012606594873512,0.591304347826087
