fold,window,window_start_seconds,window_end_seconds,k_features,selection_strategy,C,balanced_accuracy,macro_f1,negative_log_likelihood
3,0:10,0.0,10.0,64,kbest,0.01,0.3194698228128461,0.3097069597069597,1.1926787048161005
3,0:10,0.0,10.0,64,kbest,0.1,0.2891126799557032,0.2833906728808722,1.5662581327925187
3,0:10,0.0,10.0,64,kbest,1.0,0.30526716500553713,0.30579130960228523,2.5735105417889526
4,0:2,0.0,2.0,0,all_after_variance,0.01,0.273616036249015,0.27139843279083786,1.4491506975964572
4,0:2,0.0,2.0,0,all_after_variance,0.1,0.2915681639085895,0.29160600299840805,2.3004969896800946
4,0:2,0.0,2.0,0,all_after_variance,1.0,0.28723404255319146,0.28766996234395004,3.5390656436974774
4,0:2,0.0,2.0,8,kbest,0.01,0.3283096926713948,0.32226321714470124,1.150059948476639
4,0:2,0.0,2.0,8,kbest,0.1,0.3375689519306541,0.33107918476445036,1.2933513623461756
4,0:2,0.0,2.0,8,kbest,1.0,0.31673561859732074,0.3126142295209464,1.4158498060349498
4,0:2,0.0,2.0,16,kbest,0.01,0.320774231678487,0.30468930468930466,1.1623887078104564
4,0:2,0.0,2.0,16,kbest,0.1,0.3200600866824271,0.314859004606224,1.308832961326021
4,0:2,0.0,2.0,16,kbest,1.0,0.2911249014972419,0.288202219236702,1.5283583423256524
4,0:2,0.0,2.0,32,kbest,0.01,0.2759308510638298,0.27226871697171756,1.1737517220508198
4,0:2,0.0,2.0,32,kbest,0.1,0.26450453112687156,0.2615769712140175,1.3522795475930665
4,0:2,0.0,2.0,32,kbest,1.0,0.3200600866824271,0.3208805177692516,1.7627869304101125
4,0:2,0.0,2.0,64,kbest,0.01,0.31848404255319146,0.3186389134384053,1.2082687634096063
4,0:2,0.0,2.0,64,kbest,0.1,0.2730496453900709,0.2749025224795098,1.493827960757776
4,0:2,0.0,2.0,64,kbest,1.0,0.28723404255319146,0.28867228636413905,2.4411400830744974
4,2:4,2.0,4.0,0,all_after_variance,0.01,0.4041321907013396,0.40277638141198485,1.3916973346850563
4,2:4,2.0,4.0,0,all_after_variance,0.1,0.3789647360126083,0.380030657748049,2.1997699492804093
4,2:4,2.0,4.0,0,all_after_variance,1.0,0.3822892040977148,0.3829736765090954,3.3274572775975635
4,2:4,2.0,4.0,8,kbest,0.01,0.36911446020488575,0.3631480606019675,1.111919205630822
4,2:4,2.0,4.0,8,kbest,0.1,0.36694739952718675,0.36338374134436435,1.2453887706308417
4,2:4,2.0,4.0,8,kbest,1.0,0.3718725374310481,0.3724069967972407,1.4401839874885287
4,2:4,2.0,4.0,16,kbest,0.01,0.39371552403467297,0.3893950263032042,1.1200748266914948
4,2:4,2.0,4.0,16,kbest,0.1,0.38778073286052006,0.38253228120516497,1.3297927988216836
4,2:4,2.0,4.0,16,kbest,1.0,0.4243991331757289,0.4243488253319714,1.6661074865843553
4,2:4,2.0,4.0,32,kbest,0.01,0.37172478329393227,0.36670358065706904,1.1326760194775314
4,2:4,2.0,4.0,32,kbest,0.1,0.3681048069345942,0.3649012486221788,1.3364040602607776
4,2:4,2.0,4.0,32,kbest,1.0,0.38460401891252954,0.3808408503455188,1.8169947281851304
4,2:4,2.0,4.0,64,kbest,0.01,0.36029846335697396,0.3593129785352822,1.1347635169484231
4,2:4,2.0,4.0,64,kbest,0.1,0.36433707643814023,0.36018075491759705,1.436345198392136
4,2:4,2.0,4.0,64,kbest,1.0,0.3368548069345942,0.33590746171391334,2.450487793327892
4,4:6,4.0,6.0,0,all_after_variance,0.01,0.23803191489361705,0.23822477028837327,1.4342322159113572
4,4:6,4.0,6.0,0,all_after_variance,0.1,0.2844759653270292,0.28477640712325786,2.2029604403667764
4,4:6,4.0,6.0,0,all_after_variance,1.0,0.2915681639085895,0.2917412842756471,3.3148591864369124
4,4:6,4.0,6.0,8,kbest,0.01,0.32771867612293143,0.31210123210123214,1.1539604250467375
4,4:6,4.0,6.0,8,kbest,0.1,0.3582545311268715,0.34717424070640646,1.3254763039459516
4,4:6,4.0,6.0,8,kbest,1.0,0.3271522852639874,0.3223642864073684,1.469677809134564
4,4:6,4.0,6.0,16,kbest,0.01,0.32353230890464935,0.3128357586188912,1.1749826263517342
4,4:6,4.0,6.0,16,kbest,0.1,0.33439223798266354,0.32897618231150094,1.4403349535111238
4,4:6,4.0,6.0,16,kbest,1.0,0.3135589046493302,0.3116299607600353,1.830078505840658
4,4:6,4.0,6.0,32,kbest,0.01,0.2966164302600473,0.28805248249692694,1.23775874573832
4,4:6,4.0,6.0,32,kbest,0.1,0.2921345547675335,0.28787851426473204,1.6141147379312726
4,4:6,4.0,6.0,32,kbest,1.0,0.2959022852639874,0.2938316254771951,2.4490983227764844
4,4:6,4.0,6.0,64,kbest,0.01,0.27144897557131603,0.2698880698880699,1.280230108271551
4,4:6,4.0,6.0,64,kbest,0.1,0.25349684791174154,0.24933545986177563,1.7605893864943403
4,4:6,4.0,6.0,64,kbest,1.0,0.2304964539007092,0.22815517815517816,3.2619975806687167
4,6:8,6.0,8.0,0,all_after_variance,0.01,0.31833628841607564,0.3181408755179247,1.4035650833312359
4,6:8,6.0,8.0,0,all_after_variance,0.1,0.32210401891252954,0.3228455393403847,2.274067269675343
4,6:8,6.0,8.0,0,all_after_variance,1.0,0.31501182033096925,0.31542959964012596,3.545059775546576
4,6:8,6.0,8.0,8,kbest,0.01,0.4103624901497242,0.4037037037037037,1.086653491596864
4,6:8,6.0,8.0,8,kbest,0.1,0.3623177698975571,0.35714189416919445,1.1162496423582011
4,6:8,6.0,8.0,8,kbest,1.0,0.3738918439716312,0.3714514514514515,1.1961220069378906
4,6:8,6.0,8.0,16,kbest,0.01,0.3847517730496454,0.3812015503875969,1.1054411665584054
4,6:8,6.0,8.0,16,kbest,0.1,0.41196315996847915,0.4080620226232569,1.1764300060865531
4,6:8,6.0,8.0,16,kbest,1.0,0.4158786446020488,0.41502583438067314,1.2953167246022463
4,6:8,6.0,8.0,32,kbest,0.01,0.41151989755713164,0.40655615148576585,1.1323926548724315
4,6:8,6.0,8.0,32,kbest,0.1,0.4246946414499606,0.42315918544732106,1.249259750513626
4,6:8,6.0,8.0,32,kbest,1.0,0.4044523246650906,0.40192283089228265,1.5810155355928606
4,6:8,6.0,8.0,64,kbest,0.01,0.3684003152088258,0.36379295297851727,1.1738352846953979
4,6:8,6.0,8.0,64,kbest,0.1,0.3465573286052009,0.3443194770595586,1.3944542822942245
4,6:8,6.0,8.0,64,kbest,1.0,0.3558165878644602,0.3526369397227356,2.1430331000845255
4,8:10,8.0,10.0,0,all_after_variance,0.01,0.3002610323089046,0.3013601026259254,1.4289018146702843
4,8:10,8.0,10.0,0,all_after_variance,0.1,0.3002610323089046,0.30014867677668744,2.343738232163284
4,8:10,8.0,10.0,0,all_after_variance,1.0,0.30735323089046496,0.3075333397914043,3.6837892157190906
4,8:10,8.0,10.0,8,kbest,0.01,0.2933165878644602,0.2905255607720396,1.1591417795023595
4,8:10,8.0,10.0,8,kbest,0.1,0.3037332545311269,0.3001467136150235,1.3020819864597595
4,8:10,8.0,10.0,8,kbest,1.0,0.3549546887312845,0.3576770903776943,1.4010841042466449
4,8:10,8.0,10.0,16,kbest,0.01,0.3061958234830575,0.30733808674985147,1.1940468791626975
4,8:10,8.0,10.0,16,kbest,0.1,0.2850669818754925,0.28433935952985706,1.3295767575764272
4,8:10,8.0,10.0,16,kbest,1.0,0.3451290386130812,0.3399267399267399,1.4354054743047457
4,8:10,8.0,10.0,32,kbest,0.01,0.26147557131599686,0.2623633195185596,1.234051752982619
4,8:10,8.0,10.0,32,kbest,0.1,0.2707348305752561,0.2697026838134651,1.481606912777103
4,8:10,8.0,10.0,32,kbest,1.0,0.30575256107171,0.3057549857549858,1.8053823349860179
4,8:10,8.0,10.0,64,kbest,0.01,0.26480003940110325,0.2647960333558711,1.269597547042275
4,8:10,8.0,10.0,64,kbest,0.1,0.22111406619385343,0.22109525675602992,1.6203219721252424
4,8:10,8.0,10.0,64,kbest,1.0,0.28058510638297873,0.27933251342559645,2.4613026002507916
4,0:10,0.0,10.0,0,all_after_variance,0.01,0.321094365642238,0.32142676767676764,1.451213155281893
4,0:10,0.0,10.0,0,all_after_variance,0.1,0.31560283687943264,0.3145150273224044,2.4043037357821797
4,0:10,0.0,10.0,0,all_after_variance,1.0,0.32978723404255317,0.3273363171668256,3.8437903268159936
4,0:10,0.0,10.0,8,kbest,0.01,0.41078112687155244,0.40021252662140466,1.1154077699648723
4,0:10,0.0,10.0,8,kbest,0.1,0.3785214736012608,0.3734110901560041,1.1951484442588403
4,0:10,0.0,10.0,8,kbest,1.0,0.3714292750197006,0.366272118603539,1.2914051487570568
4,0:10,0.0,10.0,16,kbest,0.01,0.38763297872340424,0.38006535947712417,1.1341200397819255
4,0:10,0.0,10.0,16,kbest,0.1,0.3586977935382191,0.35395934746736035,1.2711722558992218
4,0:10,0.0,10.0,16,kbest,1.0,0.35653073286052006,0.3538025529491202,1.515368323118163
4,0:10,0.0,10.0,32,kbest,0.01,0.3320774231678487,0.33035847092071996,1.1683573103483433
4,0:10,0.0,10.0,32,kbest,0.1,0.3287529550827423,0.327556786204723,1.4144376688065838
4,0:10,0.0,10.0,32,kbest,1.0,0.2740592986603625,0.2733537623425264,2.0069647335148506
4,0:10,0.0,10.0,64,kbest,0.01,0.30415189125295505,0.3019788352625285,1.211656514514155
4,0:10,0.0,10.0,64,kbest,0.1,0.29649330181245076,0.29677419354838713,1.5721991968343139
4,0:10,0.0,10.0,64,kbest,1.0,0.2593085106382979,0.25894736842105265,2.5030914316255948
5,0:2,0.0,2.0,0,all_after_variance,0.01,0.3077822433321154,0.3032857566947352,1.3876977525294079
5,0:2,0.0,2.0,0,all_after_variance,0.1,0.3052246985750822,0.29964912280701755,2.087383841805461
5,0:2,0.0,2.0,0,all_after_variance,1.0,0.302667153818049,0.29830608337015757,3.1193597960540083
5,0:2,0.0,2.0,8,kbest,0.01,0.3455973693825356,0.34510597197164367,1.1344467904562674
5,0:2,0.0,2.0,8,kbest,0.1,0.35512117890634515,0.35512117890634515,1.2767992399152672
5,0:2,0.0,2.0,8,kbest,1.0,0.3193033735233224,0.31853329359347654,1.4273208368178911
5,0:2,0.0,2.0,16,kbest,0.01,0.2972841310437218,0.29538577968821744,1.1612002341435987
5,0:2,0.0,2.0,16,kbest,0.1,0.2753988551942516,0.2751672676963553,1.3302562859670113
5,0:2,0.0,2.0,16,kbest,1.0,0.26828644501278776,0.2702212920978181,1.576512094903385
5,0:2,0.0,2.0,32,kbest,0.01,0.2970040189989039,0.29706485141267747,1.1855052841942164
5,0:2,0.0,2.0,32,kbest,0.1,0.2511021800024358,0.2533684441518543,1.448398307604099
5,0:2,0.0,2.0,32,kbest,1.0,0.2587626354889782,0.2571884471156316,2.0369727821920978
5,0:2,0.0,2.0,64,kbest,0.01,0.27312142248203625,0.2741374694954928,1.2397025782253117
5,0:2,0.0,2.0,64,kbest,0.1,0.2704299110948727,0.27166867913006065,1.645634732885547
5,0:2,0.0,2.0,64,kbest,1.0,0.2970040189989039,0.2974686643164904,2.783157414816246
5,2:4,2.0,4.0,0,all_after_variance,0.01,0.3101936426744611,0.3080431177446103,1.418446145451889
5,2:4,2.0,4.0,0,all_after_variance,0.1,0.358226768968457,0.35440943132774816,2.3351020354594487
5,2:4,2.0,4.0,0,all_after_variance,1.0,0.35339179149920835,0.34636018646940975,3.6482265086453842
5,2:4,2.0,4.0,8,kbest,0.01,0.348849104859335,0.3455906015020555,1.0885468848014812
5,2:4,2.0,4.0,8,kbest,0.1,0.3144683960540738,0.3190220632081097,1.145367401527343
5,2:4,2.0,4.0,8,kbest,1.0,0.3170259408111071,0.32384117939673496,1.1874525081273728
5,2:4,2.0,4.0,16,kbest,0.01,0.28873462428449637,0.2880630923696581,1.1039832204245743
5,2:4,2.0,4.0,16,kbest,0.1,0.2543539154792352,0.260088546473523,1.2399415879369062
5,2:4,2.0,4.0,16,kbest,1.0,0.26615515771526005,0.2705840455840456,1.3965963550407965
5,2:4,2.0,4.0,32,kbest,0.01,0.2814882474729022,0.277281781745746,1.1285061067515447
5,2:4,2.0,4.0,32,kbest,0.1,0.28107416879795394,0.27665955429113326,1.3465124438102662
5,2:4,2.0,4.0,32,kbest,1.0,0.253659724759469,0.2518301632225683,1.7339734581721025
5,2:4,2.0,4.0,64,kbest,0.01,0.30365363536719037,0.2950154420742656,1.1520620581909145
5,2:4,2.0,4.0,64,kbest,0.1,0.32385823894775306,0.3219194878036819,1.4247084796307812
5,2:4,2.0,4.0,64,kbest,1.0,0.2752648885641213,0.26974278514714967,2.0931410298640682
5,4:6,4.0,6.0,0,all_after_variance,0.01,0.44677871148459386,0.4472427116262733,1.2341969259073609
5,4:6,4.0,6.0,0,all_after_variance,0.1,0.4392522226281817,0.438872344649593,1.9111925057953307
5,4:6,4.0,6.0,0,all_after_variance,1.0,0.4490561441968091,0.44866180491698304,2.9733008942749817
5,4:6,4.0,6.0,8,kbest,0.01,0.2997077091706248,0.28945913524226774,1.1444812493692058
5,4:6,4.0,6.0,8,kbest,0.1,0.253659724759469,0.25352195697023283,1.3085998752819505
5,4:6,4.0,6.0,8,kbest,1.0,0.28264523200584585,0.2834663120567376,1.5002370324265062
5,4:6,4.0,6.0,16,kbest,0.01,0.28576300085251494,0.2828266486911583,1.1502337054919864
5,4:6,4.0,6.0,16,kbest,0.1,0.2782365119961028,0.2763491856950346,1.3504195787103996
5,4:6,4.0,6.0,16,kbest,1.0,0.3164657167214712,0.316557734204793,1.6787307954273643
5,4:6,4.0,6.0,32,kbest,0.01,0.31944951893800994,0.3138358692080428,1.18368067754638
5,4:6,4.0,6.0,32,kbest,0.1,0.3313847278041651,0.3293482784200908,1.528476829780876
5,4:6,4.0,6.0,32,kbest,1.0,0.3261356716599684,0.3217706595484373,2.2379850745335776
5,4:6,4.0,6.0,64,kbest,0.01,0.27610522469857507,0.2701191798060552,1.2001246065194582
5,4:6,4.0,6.0,64,kbest,0.1,0.29115820241139934,0.28395989974937347,1.6807961431267753
5,4:6,4.0,6.0,64,kbest,1.0,0.2586286688588479,0.25986140805774155,3.087481584501443
5,6:8,6.0,8.0,0,all_after_variance,0.01,0.40386067470466447,0.4060124310868802,1.3778963900438534
5,6:8,6.0,8.0,0,all_after_variance,0.1,0.39177932042382174,0.4005548442168161,2.1718732992450875
5,6:8,6.0,8.0,0,all_after_variance,1.0,0.39177932042382174,0.3990594621593731,3.287956170394078
5,6:8,6.0,8.0,8,kbest,0.01,0.27567896723906954,0.27724614566719835,1.1463391589631966
5,6:8,6.0,8.0,8,kbest,0.1,0.3171720862257946,0.3138853138853139,1.3145790799771166
5,6:8,6.0,8.0,8,kbest,1.0,0.31944951893800994,0.3144161774298761,1.5239822523942657
5,6:8,6.0,8.0,16,kbest,0.01,0.32214103032517355,0.31925032193799946,1.1793540837391348
5,6:8,6.0,8.0,16,kbest,0.1,0.3174521982706126,0.313476044124666,1.41069522609879
5,6:8,6.0,8.0,16,kbest,1.0,0.33194495189380097,0.3274983232729712,1.7799001435834123
5,6:8,6.0,8.0,32,kbest,0.01,0.2908780903665814,0.28388576193454246,1.2007432794873873
5,6:8,6.0,8.0,32,kbest,0.1,0.2762391913287054,0.27435077453448553,1.5033154804625888
5,6:8,6.0,8.0,32,kbest,1.0,0.3245524296675192,0.3223987365291713,2.2033002643592843
5,6:8,6.0,8.0,64,kbest,0.01,0.3261356716599684,0.32388167388167394,1.2224272151882647
5,6:8,6.0,8.0,64,kbest,0.1,0.3654853245646084,0.3652358828560201,1.5488912717168635
5,6:8,6.0,8.0,64,kbest,1.0,0.3748629886737303,0.37517333965095157,2.571408348764042
5,8:10,8.0,10.0,0,all_after_variance,0.01,0.37058823529411766,0.3632977726984367,1.3434274551604544
5,8:10,8.0,10.0,0,all_after_variance,0.1,0.37514310071854834,0.3718364898872792,2.012011993926332
5,8:10,8.0,10.0,0,all_after_variance,1.0,0.3676166118621362,0.36647380189483875,3.031666315953033
5,8:10,8.0,10.0,8,kbest,0.01,0.37542321276336627,0.3693428486470413,1.095404116716692
5,8:10,8.0,10.0,8,kbest,0.1,0.39475094385580317,0.38991987379084153,1.163904136868263
5,8:10,8.0,10.0,8,kbest,1.0,0.4118012422360248,0.4057694962042788,1.2480268856636587
5,8:10,8.0,10.0,16,kbest,0.01,0.3855072463768116,0.37846153846153846,1.1058993832440027
5,8:10,8.0,10.0,16,kbest,0.1,0.3325051759834368,0.3226476966599881,1.2768392104174673
5,8:10,8.0,10.0,16,kbest,1.0,0.2886006576543661,0.2840536300099843,1.5796253707516537
5,8:10,8.0,10.0,32,kbest,0.01,0.35424430641821947,0.34617710842469407,1.1707541066697311
5,8:10,8.0,10.0,32,kbest,0.1,0.3447204968944099,0.3345122310639552,1.4804716255830548
5,8:10,8.0,10.0,32,kbest,1.0,0.34430641821946173,0.3339191774270684,1.9318438487666745
5,8:10,8.0,10.0,64,kbest,0.01,0.35624162708561685,0.3528424810352521,1.2559298315402936
5,8:10,8.0,10.0,64,kbest,0.1,0.38225551090001214,0.3805219804816904,1.6847495398657588
5,8:10,8.0,10.0,64,kbest,1.0,0.34388016075995614,0.342936406316688,2.6091887261231994
5,0:10,0.0,10.0,0,all_after_variance,0.01,0.3029472658628669,0.29610075914423745,1.4731682050931763
5,0:10,0.0,10.0,0,all_after_variance,0.1,0.33179880647911336,0.3287941837662027,2.435284206490801
5,0:10,0.0,10.0,0,all_after_variance,1.0,0.3465716721471197,0.33955375253549697,3.8273808549979647
5,0:10,0.0,10.0,8,kbest,0.01,0.34346608208500795,0.3384899759969855,1.1321986811327829
5,0:10,0.0,10.0,8,kbest,0.1,0.41054682742662285,0.4076669923457969,1.2900333472528849
5,0:10,0.0,10.0,8,kbest,1.0,0.36464498843015464,0.36331045003813883,1.4450747149398224
5,0:10,0.0,10.0,16,kbest,0.01,0.37743271221532093,0.3647508047508048,1.1466705917470514
5,0:10,0.0,10.0,16,kbest,0.1,0.3677627572768238,0.36435357011644215,1.3310228468100667
5,0:10,0.0,10.0,16,kbest,1.0,0.3349165753257825,0.3231159521482102,1.547036344652232
5,0:10,0.0,10.0,32,kbest,0.01,0.3971745219827061,0.38878908624299324,1.1557817943781064
5,0:10,0.0,10.0,32,kbest,0.1,0.3869443429545731,0.38583567161132487,1.402111327349641
5,0:10,0.0,10.0,32,kbest,1.0,0.37671416392644014,0.3758169934640523,2.1018908773943084
5,0:10,0.0,10.0,64,kbest,0.01,0.39674826452320056,0.3948617717274434,1.188737770191097
5,0:10,0.0,10.0,64,kbest,0.1,0.4037145292899768,0.4041268312813811,1.5950563437866168
5,0:10,0.0,10.0,64,kbest,1.0,0.3116307392522226,0.3120519713261649,2.7640854568044464
