fold,window,rank_by_training_f_score,summary_feature_index,node,source_feature,statistic,training_f_score
2,0:2,634,589,inner_lip_aperture,velocity,std,0.1206025704741478
2,0:2,635,38,inner_brow_L,value,quantile_10,0.11940701305866241
2,0:2,636,418,nose_upperlip_L,acceleration,late_minus_early,0.11256391555070877
2,0:2,637,516,corner_vertical_R,velocity,mean,0.11233923584222794
2,0:2,638,277,lid_cheek_gap_L,abs_velocity,std,0.11196258664131165
2,0:2,639,147,eye_open_R,value,quantile_90,0.11120235919952393
2,0:2,640,598,inner_lip_aperture,acceleration,late_minus_early,0.1092771515250206
2,0:2,641,603,inner_lip_aperture,abs_velocity,quantile_90,0.10876840353012085
2,0:2,642,327,alar_extent_L,value,quantile_90,0.10668881237506866
2,0:2,643,631,outer_mouth_open,acceleration,std,0.10221214592456818
2,0:2,644,183,eye_open_L,value,quantile_90,0.0998731479048729
2,0:2,645,635,outer_mouth_open,acceleration,slope_per_second,0.09888836741447449
2,0:2,646,145,eye_open_R,value,std,0.09651214629411697
2,0:2,647,151,eye_open_R,delta,std,0.0965120941400528
2,0:2,648,643,outer_mouth_open,baseline_robust_z,std,0.09588465094566345
2,0:2,649,252,lid_cheek_gap_L,value,mean,0.09528493881225586
2,0:2,650,52,inner_brow_L,velocity,late_minus_early,0.09101924300193787
2,0:2,651,288,alar_extent_R,value,mean,0.09013432264328003
2,0:2,652,509,corner_vertical_R,value,slope_per_second,0.08882839232683182
2,0:2,653,515,corner_vertical_R,delta,slope_per_second,0.08882839232683182
2,0:2,654,596,inner_lip_aperture,acceleration,quantile_10,0.08778240531682968
2,0:2,655,267,lid_cheek_gap_L,velocity,quantile_90,0.08743367344141006
2,0:2,656,32,inner_brow_R,baseline_robust_z,quantile_10,0.08637483417987823
2,0:2,657,699,jaw_open,velocity,quantile_90,0.08503858745098114
2,0:2,658,441,corner_horizontal_R,delta,quantile_90,0.08440540730953217
2,0:2,659,711,jaw_open,abs_velocity,quantile_90,0.0834711492061615
2,0:2,660,601,inner_lip_aperture,abs_velocity,std,0.08270686119794846
2,0:2,661,641,outer_mouth_open,abs_velocity,slope_per_second,0.08255933225154877
2,0:2,662,383,nose_upperlip_R,acceleration,slope_per_second,0.08149978518486023
2,0:2,663,585,inner_lip_aperture,delta,quantile_90,0.07950278371572495
2,0:2,664,493,corner_horizontal_L,abs_velocity,std,0.07723601907491684
2,0:2,665,582,inner_lip_aperture,delta,mean,0.07569235563278198
2,0:2,666,94,outer_brow_R,acceleration,late_minus_early,0.07561202347278595
2,0:2,667,198,eye_open_L,acceleration,mean,0.07483401149511337
2,0:2,668,538,corner_vertical_R,baseline_robust_z,late_minus_early,0.07460333406925201
2,0:2,669,162,eye_open_R,acceleration,mean,0.0738237053155899
2,0:2,670,691,jaw_open,delta,std,0.0718589723110199
2,0:2,671,685,jaw_open,value,std,0.0718589574098587
2,0:2,672,266,lid_cheek_gap_L,velocity,quantile_10,0.07044108957052231
2,0:2,673,499,corner_horizontal_L,baseline_robust_z,std,0.0703582912683487
2,0:2,674,625,outer_mouth_open,velocity,std,0.06943342834711075
2,0:2,675,695,jaw_open,delta,slope_per_second,0.06904773414134979
2,0:2,676,689,jaw_open,value,slope_per_second,0.0690477043390274
2,0:2,677,257,lid_cheek_gap_L,value,slope_per_second,0.0686776414513588
2,0:2,678,263,lid_cheek_gap_L,delta,slope_per_second,0.0686776414513588
2,0:2,679,557,corner_vertical_L,velocity,slope_per_second,0.0667002722620964
2,0:2,680,44,inner_brow_L,delta,quantile_10,0.06596937775611877
2,0:2,681,68,inner_brow_L,baseline_robust_z,quantile_10,0.059150032699108124
2,0:2,682,74,outer_brow_R,value,quantile_10,0.05860435590147972
2,0:2,683,539,corner_vertical_R,baseline_robust_z,slope_per_second,0.05746924504637718
2,0:2,684,106,outer_brow_R,baseline_robust_z,late_minus_early,0.057087041437625885
2,0:2,685,558,corner_vertical_L,acceleration,mean,0.05657215043902397
2,0:2,686,584,inner_lip_aperture,delta,quantile_10,0.05274061858654022
2,0:2,687,108,outer_brow_L,value,mean,0.05235275253653526
2,0:2,688,110,outer_brow_L,value,quantile_10,0.050091203302145004
2,0:2,689,599,inner_lip_aperture,acceleration,slope_per_second,0.049445126205682755
2,0:2,690,80,outer_brow_R,delta,quantile_10,0.043428707867860794
2,0:2,691,8,inner_brow_R,delta,quantile_10,0.04116055369377136
2,0:2,692,461,corner_horizontal_R,abs_velocity,slope_per_second,0.03943535313010216
2,0:2,693,324,alar_extent_L,value,mean,0.0389443002641201
2,0:2,694,72,outer_brow_R,value,mean,0.03849807009100914
2,0:2,695,668,lowerlip_chin_gap,acceleration,quantile_10,0.03779415413737297
2,0:2,696,116,outer_brow_L,delta,quantile_10,0.035800155252218246
2,0:2,697,336,alar_extent_L,velocity,mean,0.03241855278611183
2,0:2,698,511,corner_vertical_R,delta,std,0.03138446435332298
2,0:2,699,505,corner_vertical_R,value,std,0.03138444945216179
2,0:2,700,577,inner_lip_aperture,value,std,0.02832731418311596
2,0:2,701,583,inner_lip_aperture,delta,std,0.028327276930212975
2,0:2,702,291,alar_extent_R,value,quantile_90,0.028043711557984352
2,0:2,703,219,lid_cheek_gap_R,value,quantile_90,0.027996040880680084
2,0:2,704,325,alar_extent_L,value,std,0.026983078569173813
2,0:2,705,331,alar_extent_L,delta,std,0.026983050629496574
2,0:2,706,634,outer_mouth_open,acceleration,late_minus_early,0.025260061025619507
2,0:2,707,280,lid_cheek_gap_L,abs_velocity,late_minus_early,0.024479292333126068
2,0:2,708,255,lid_cheek_gap_L,value,quantile_90,0.020358238369226456
2,0:2,709,305,alar_extent_R,velocity,slope_per_second,0.02001875266432762
2,0:2,710,0,inner_brow_R,value,mean,0.01801360957324505
2,0:2,711,196,eye_open_L,velocity,late_minus_early,0.016331495717167854
2,0:2,712,688,jaw_open,value,late_minus_early,0.015680331736803055
2,0:2,713,694,jaw_open,delta,late_minus_early,0.015680300071835518
2,0:2,714,36,inner_brow_L,value,mean,0.014725415036082268
2,0:2,715,547,corner_vertical_L,delta,std,0.011083133518695831
2,0:2,716,541,corner_vertical_L,value,std,0.011083128862082958
2,0:2,717,130,outer_brow_L,acceleration,late_minus_early,0.008395520970225334
2,0:2,718,374,nose_upperlip_R,velocity,quantile_10,0.007129028905183077
2,0:2,719,16,inner_brow_R,velocity,late_minus_early,0.007056804373860359
2,0:2,720,607,inner_lip_aperture,baseline_robust_z,std,0.0018028563354164362
3,6:8,1,196,eye_open_L,velocity,late_minus_early,12.484768867492676
3,6:8,2,160,eye_open_R,velocity,late_minus_early,11.690659523010254
3,6:8,3,480,corner_horizontal_L,velocity,mean,6.075472354888916
3,6:8,4,197,eye_open_L,velocity,slope_per_second,5.621771812438965
3,6:8,5,161,eye_open_R,velocity,slope_per_second,4.939472198486328
3,6:8,6,232,lid_cheek_gap_R,velocity,late_minus_early,3.9299843311309814
3,6:8,7,156,eye_open_R,velocity,mean,3.8470277786254883
3,6:8,8,268,lid_cheek_gap_L,velocity,late_minus_early,3.8029773235321045
3,6:8,9,450,corner_horizontal_R,acceleration,mean,3.8013761043548584
3,6:8,10,503,corner_horizontal_L,baseline_robust_z,slope_per_second,3.6916210651397705
3,6:8,11,502,corner_horizontal_L,baseline_robust_z,late_minus_early,3.6706855297088623
3,6:8,12,700,jaw_open,velocity,late_minus_early,3.5783307552337646
3,6:8,13,473,corner_horizontal_L,value,slope_per_second,3.4952163696289062
3,6:8,14,479,corner_horizontal_L,delta,slope_per_second,3.4952163696289062
3,6:8,15,472,corner_horizontal_L,value,late_minus_early,3.4619812965393066
3,6:8,16,478,corner_horizontal_L,delta,late_minus_early,3.4619805812835693
4,6:8,1,196,eye_open_L,velocity,late_minus_early,8.110514640808105
4,6:8,2,160,eye_open_R,velocity,late_minus_early,6.975392818450928
4,6:8,3,450,corner_horizontal_R,acceleration,mean,5.753420352935791
4,6:8,4,558,corner_vertical_L,acceleration,mean,4.80410099029541
4,6:8,5,480,corner_horizontal_L,velocity,mean,4.358402252197266
4,6:8,6,197,eye_open_L,velocity,slope_per_second,3.6779727935791016
4,6:8,7,648,lowerlip_chin_gap,value,mean,3.5299367904663086
4,6:8,8,650,lowerlip_chin_gap,value,quantile_10,3.504852056503296
4,6:8,9,212,eye_open_L,baseline_robust_z,quantile_10,3.4035348892211914
4,6:8,10,651,lowerlip_chin_gap,value,quantile_90,3.3982486724853516
4,6:8,11,210,eye_open_L,baseline_robust_z,mean,2.997478485107422
4,6:8,12,522,corner_vertical_R,acceleration,mean,2.8996546268463135
4,6:8,13,677,lowerlip_chin_gap,abs_velocity,slope_per_second,2.7903270721435547
4,6:8,14,161,eye_open_R,velocity,slope_per_second,2.7575740814208984
4,6:8,15,336,alar_extent_L,velocity,mean,2.696146011352539
4,6:8,16,502,corner_horizontal_L,baseline_robust_z,late_minus_early,2.6917245388031006
4,6:8,17,176,eye_open_R,baseline_robust_z,quantile_10,2.6569771766662598
4,6:8,18,574,corner_vertical_L,baseline_robust_z,late_minus_early,2.622934341430664
4,6:8,19,563,corner_vertical_L,acceleration,slope_per_second,2.555053472518921
4,6:8,20,550,corner_vertical_L,delta,late_minus_early,2.5525004863739014
4,6:8,21,544,corner_vertical_L,value,late_minus_early,2.552500009536743
4,6:8,22,290,alar_extent_R,value,quantile_10,2.534235715866089
4,6:8,23,657,lowerlip_chin_gap,delta,quantile_90,2.5322279930114746
4,6:8,24,69,inner_brow_L,baseline_robust_z,quantile_90,2.5149307250976562
4,6:8,25,654,lowerlip_chin_gap,delta,mean,2.5016095638275146
4,6:8,26,178,eye_open_R,baseline_robust_z,late_minus_early,2.4880294799804688
4,6:8,27,232,lid_cheek_gap_R,velocity,late_minus_early,2.4743943214416504
4,6:8,28,472,corner_horizontal_L,value,late_minus_early,2.4568862915039062
4,6:8,29,478,corner_horizontal_L,delta,late_minus_early,2.456885814666748
4,6:8,30,104,outer_brow_R,baseline_robust_z,quantile_10,2.4501936435699463
4,6:8,31,575,corner_vertical_L,baseline_robust_z,slope_per_second,2.432084083557129
4,6:8,32,630,outer_mouth_open,acceleration,mean,2.417348623275757
5,4:6,1,341,alar_extent_L,velocity,slope_per_second,6.566569805145264
5,4:6,2,485,corner_horizontal_L,velocity,slope_per_second,6.251323223114014
5,4:6,3,340,alar_extent_L,velocity,late_minus_early,5.217494487762451
5,4:6,4,484,corner_horizontal_L,velocity,late_minus_early,4.6288957595825195
5,4:6,5,232,lid_cheek_gap_R,velocity,late_minus_early,4.257213592529297
5,4:6,6,412,nose_upperlip_L,velocity,late_minus_early,4.246630668640137
5,4:6,7,660,lowerlip_chin_gap,velocity,mean,3.9379117488861084
5,4:6,8,268,lid_cheek_gap_L,velocity,late_minus_early,3.787243604660034
5,4:6,9,376,nose_upperlip_R,velocity,late_minus_early,3.7679316997528076
5,4:6,10,700,jaw_open,velocity,late_minus_early,3.618177652359009
5,4:6,11,413,nose_upperlip_L,velocity,slope_per_second,3.560929536819458
5,4:6,12,175,eye_open_R,baseline_robust_z,std,3.532078504562378
5,4:6,13,414,nose_upperlip_L,acceleration,mean,3.437605857849121
5,4:6,14,378,nose_upperlip_R,acceleration,mean,3.383284330368042
5,4:6,15,275,lid_cheek_gap_L,acceleration,slope_per_second,3.3570144176483154
5,4:6,16,70,inner_brow_L,baseline_robust_z,late_minus_early,3.1992361545562744
5,4:6,17,239,lid_cheek_gap_R,acceleration,slope_per_second,3.169787645339966
5,4:6,18,160,eye_open_R,velocity,late_minus_early,3.1110002994537354
5,4:6,19,477,corner_horizontal_L,delta,quantile_90,3.021423101425171
5,4:6,20,211,eye_open_L,baseline_robust_z,std,3.0213863849639893
5,4:6,21,40,inner_brow_L,value,late_minus_early,3.017080068588257
5,4:6,22,46,inner_brow_L,delta,late_minus_early,3.0170795917510986
5,4:6,23,59,inner_brow_L,acceleration,slope_per_second,2.992713689804077
5,4:6,24,377,nose_upperlip_R,velocity,slope_per_second,2.832176685333252
5,4:6,25,17,inner_brow_R,velocity,slope_per_second,2.8317978382110596
5,4:6,26,474,corner_horizontal_L,delta,mean,2.8242597579956055
5,4:6,27,650,lowerlip_chin_gap,value,quantile_10,2.8180601596832275
5,4:6,28,628,outer_mouth_open,velocity,late_minus_early,2.805354356765747
5,4:6,29,71,inner_brow_L,baseline_robust_z,slope_per_second,2.7822115421295166
5,4:6,30,680,lowerlip_chin_gap,baseline_robust_z,quantile_10,2.761399984359741
5,4:6,31,440,corner_horizontal_R,delta,quantile_10,2.755035161972046
5,4:6,32,569,corner_vertical_L,abs_velocity,slope_per_second,2.753913402557373
5,4:6,33,233,lid_cheek_gap_R,velocity,slope_per_second,2.7506179809570312
5,4:6,34,486,corner_horizontal_L,acceleration,mean,2.7254464626312256
5,4:6,35,23,inner_brow_R,acceleration,slope_per_second,2.709789514541626
5,4:6,36,290,alar_extent_R,value,quantile_10,2.6720032691955566
5,4:6,37,274,lid_cheek_gap_L,acceleration,late_minus_early,2.6718482971191406
5,4:6,38,656,lowerlip_chin_gap,delta,quantile_10,2.5962164402008057
5,4:6,39,270,lid_cheek_gap_L,acceleration,mean,2.5802996158599854
5,4:6,40,707,jaw_open,acceleration,slope_per_second,2.5796940326690674
5,4:6,41,16,inner_brow_R,velocity,late_minus_early,2.5421502590179443
5,4:6,42,434,corner_horizontal_R,value,quantile_10,2.5381221771240234
5,4:6,43,476,corner_horizontal_L,delta,quantile_10,2.5121800899505615
5,4:6,44,701,jaw_open,velocity,slope_per_second,2.483520269393921
5,4:6,45,41,inner_brow_L,value,slope_per_second,2.4691920280456543
5,4:6,46,47,inner_brow_L,delta,slope_per_second,2.4691920280456543
5,4:6,47,648,lowerlip_chin_gap,value,mean,2.4569766521453857
5,4:6,48,234,lid_cheek_gap_R,acceleration,mean,2.449411630630493
5,4:6,49,678,lowerlip_chin_gap,baseline_robust_z,mean,2.4452755451202393
5,4:6,50,75,outer_brow_R,value,quantile_90,2.436758041381836
5,4:6,51,53,inner_brow_L,velocity,slope_per_second,2.4302802085876465
5,4:6,52,269,lid_cheek_gap_L,velocity,slope_per_second,2.417240619659424
5,4:6,53,706,jaw_open,acceleration,late_minus_early,2.392564535140991
5,4:6,54,654,lowerlip_chin_gap,delta,mean,2.3867788314819336
5,4:6,55,238,lid_cheek_gap_R,acceleration,late_minus_early,2.3112099170684814
5,4:6,56,452,corner_horizontal_R,acceleration,quantile_10,2.2811152935028076
5,4:6,57,681,lowerlip_chin_gap,baseline_robust_z,quantile_90,2.252821683883667
5,4:6,58,657,lowerlip_chin_gap,delta,quantile_90,2.231762647628784
5,4:6,59,468,corner_horizontal_L,value,mean,2.2213027477264404
5,4:6,60,102,outer_brow_R,baseline_robust_z,mean,2.2192835807800293
5,4:6,61,652,lowerlip_chin_gap,value,late_minus_early,2.2150003910064697
5,4:6,62,658,lowerlip_chin_gap,delta,late_minus_early,2.2150003910064697
5,4:6,63,651,lowerlip_chin_gap,value,quantile_90,2.211379289627075
5,4:6,64,659,lowerlip_chin_gap,delta,slope_per_second,2.2092292308807373
5,4:6,65,653,lowerlip_chin_gap,value,slope_per_second,2.209228992462158
5,4:6,66,501,corner_horizontal_L,baseline_robust_z,quantile_90,2.2070343494415283
5,4:6,67,629,outer_mouth_open,velocity,slope_per_second,2.1842477321624756
5,4:6,68,141,outer_brow_L,baseline_robust_z,quantile_90,2.179614543914795
5,4:6,69,470,corner_horizontal_L,value,quantile_10,2.178690195083618
5,4:6,70,72,outer_brow_R,value,mean,2.1774094104766846
5,4:6,71,682,lowerlip_chin_gap,baseline_robust_z,late_minus_early,2.174459934234619
5,4:6,72,438,corner_horizontal_R,delta,mean,2.1658051013946533
5,4:6,73,105,outer_brow_R,baseline_robust_z,quantile_90,2.1602654457092285
5,4:6,74,288,alar_extent_R,value,mean,2.1577956676483154
5,4:6,75,471,corner_horizontal_L,value,quantile_90,2.140117645263672
5,4:6,76,422,nose_upperlip_L,abs_velocity,quantile_10,2.1336355209350586
5,4:6,77,131,outer_brow_L,acceleration,slope_per_second,2.105152130126953
5,4:6,78,633,outer_mouth_open,acceleration,quantile_90,2.099834680557251
5,4:6,79,104,outer_brow_R,baseline_robust_z,quantile_10,2.089921712875366
5,4:6,80,196,eye_open_L,velocity,late_minus_early,2.0842227935791016
5,4:6,81,520,corner_vertical_R,velocity,late_minus_early,2.0563724040985107
5,4:6,82,632,outer_mouth_open,acceleration,quantile_10,2.0502359867095947
5,4:6,83,138,outer_brow_L,baseline_robust_z,mean,2.0455174446105957
5,4:6,84,140,outer_brow_L,baseline_robust_z,quantile_10,2.0396804809570312
5,4:6,85,35,inner_brow_R,baseline_robust_z,slope_per_second,2.0249338150024414
5,4:6,86,417,nose_upperlip_L,acceleration,quantile_90,1.998490810394287
5,4:6,87,69,inner_brow_L,baseline_robust_z,quantile_90,1.9822229146957397
5,4:6,88,683,lowerlip_chin_gap,baseline_robust_z,slope_per_second,1.9504538774490356
5,4:6,89,77,outer_brow_R,value,slope_per_second,1.9470338821411133
5,4:6,90,83,outer_brow_R,delta,slope_per_second,1.9470337629318237
5,4:6,91,662,lowerlip_chin_gap,velocity,quantile_10,1.9466220140457153
5,4:6,92,381,nose_upperlip_R,acceleration,quantile_90,1.928752064704895
5,4:6,93,451,corner_horizontal_R,acceleration,std,1.9077045917510986
5,4:6,94,432,corner_horizontal_R,value,mean,1.8866372108459473
5,4:6,95,345,alar_extent_L,acceleration,quantile_90,1.8797669410705566
5,4:6,96,9,inner_brow_R,delta,quantile_90,1.8713527917861938
5,4:6,97,446,corner_horizontal_R,velocity,quantile_10,1.8680474758148193
5,4:6,98,111,outer_brow_L,value,quantile_90,1.8605955839157104
5,4:6,99,498,corner_horizontal_L,baseline_robust_z,mean,1.8562138080596924
5,4:6,100,638,outer_mouth_open,abs_velocity,quantile_10,1.8382093906402588
5,4:6,101,674,lowerlip_chin_gap,abs_velocity,quantile_10,1.8371659517288208
5,4:6,102,33,inner_brow_R,baseline_robust_z,quantile_90,1.8359524011611938
5,4:6,103,291,alar_extent_R,value,quantile_90,1.8340678215026855
5,4:6,104,568,corner_vertical_L,abs_velocity,late_minus_early,1.8284416198730469
5,4:6,105,45,inner_brow_L,delta,quantile_90,1.8198753595352173
5,4:6,106,453,corner_horizontal_R,acceleration,quantile_90,1.8190947771072388
5,4:6,107,52,inner_brow_L,velocity,late_minus_early,1.8164783716201782
5,4:6,108,449,corner_horizontal_R,velocity,slope_per_second,1.8162267208099365
5,4:6,109,676,lowerlip_chin_gap,abs_velocity,late_minus_early,1.8131765127182007
5,4:6,110,677,lowerlip_chin_gap,abs_velocity,slope_per_second,1.8031057119369507
5,4:6,111,113,outer_brow_L,value,slope_per_second,1.7711180448532104
5,4:6,112,119,outer_brow_L,delta,slope_per_second,1.771117925643921
5,4:6,113,108,outer_brow_L,value,mean,1.760793685913086
5,4:6,114,117,outer_brow_L,delta,quantile_90,1.7418241500854492
5,4:6,115,350,alar_extent_L,abs_velocity,quantile_10,1.7377653121948242
5,4:6,116,202,eye_open_L,acceleration,late_minus_early,1.7283562421798706
5,4:6,117,74,outer_brow_R,value,quantile_10,1.6939557790756226
5,4:6,118,89,outer_brow_R,velocity,slope_per_second,1.6812007427215576
5,4:6,119,34,inner_brow_R,baseline_robust_z,late_minus_early,1.6783229112625122
5,4:6,120,110,outer_brow_L,value,quantile_10,1.6685550212860107
5,4:6,121,283,lid_cheek_gap_L,baseline_robust_z,std,1.6652162075042725
5,4:6,122,42,inner_brow_L,delta,mean,1.6527940034866333
5,4:6,123,68,inner_brow_L,baseline_robust_z,quantile_10,1.6335947513580322
5,4:6,124,445,corner_horizontal_R,velocity,std,1.6276648044586182
5,4:6,125,118,outer_brow_L,delta,late_minus_early,1.621443510055542
5,4:6,126,112,outer_brow_L,value,late_minus_early,1.6214426755905151
5,4:6,127,278,lid_cheek_gap_L,abs_velocity,quantile_10,1.6101232767105103
5,4:6,128,3,inner_brow_R,value,quantile_90,1.6091151237487793
5,4:6,129,125,outer_brow_L,velocity,slope_per_second,1.6079974174499512
5,4:6,130,457,corner_horizontal_R,abs_velocity,std,1.6029627323150635
5,4:6,131,665,lowerlip_chin_gap,velocity,slope_per_second,1.5980618000030518
5,4:6,132,44,inner_brow_L,delta,quantile_10,1.595998764038086
5,4:6,133,456,corner_horizontal_R,abs_velocity,mean,1.5937931537628174
5,4:6,134,441,corner_horizontal_R,delta,quantile_90,1.585799217224121
5,4:6,135,411,nose_upperlip_L,velocity,quantile_90,1.5855399370193481
5,4:6,136,702,jaw_open,acceleration,mean,1.5840890407562256
5,4:6,137,343,alar_extent_L,acceleration,std,1.5837236642837524
5,4:6,138,114,outer_brow_L,delta,mean,1.577513337135315
5,4:6,139,4,inner_brow_R,value,late_minus_early,1.5737899541854858
5,4:6,140,10,inner_brow_R,delta,late_minus_early,1.573789358139038
5,4:6,141,242,lid_cheek_gap_R,abs_velocity,quantile_10,1.5714167356491089
5,4:6,142,82,outer_brow_R,delta,late_minus_early,1.5647162199020386
5,4:6,143,76,outer_brow_R,value,late_minus_early,1.56471586227417
5,4:6,144,545,corner_vertical_L,value,slope_per_second,1.5619761943817139
5,4:6,145,551,corner_vertical_L,delta,slope_per_second,1.5619761943817139
5,4:6,146,459,corner_horizontal_R,abs_velocity,quantile_90,1.5426619052886963
5,4:6,147,489,corner_horizontal_L,acceleration,quantile_90,1.5385982990264893
5,4:6,148,356,alar_extent_L,baseline_robust_z,quantile_10,1.5363878011703491
5,4:6,149,161,eye_open_R,velocity,slope_per_second,1.5360146760940552
5,4:6,150,631,outer_mouth_open,acceleration,std,1.534956932067871
5,4:6,151,212,eye_open_L,baseline_robust_z,quantile_10,1.5347158908843994
5,4:6,152,66,inner_brow_L,baseline_robust_z,mean,1.5163776874542236
5,4:6,153,81,outer_brow_R,delta,quantile_90,1.5121433734893799
5,4:6,154,6,inner_brow_R,delta,mean,1.4805973768234253
5,4:6,155,518,corner_vertical_R,velocity,quantile_10,1.4785642623901367
5,4:6,156,95,outer_brow_R,acceleration,slope_per_second,1.4709607362747192
5,4:6,157,30,inner_brow_R,baseline_robust_z,mean,1.4677788019180298
5,4:6,158,627,outer_mouth_open,velocity,quantile_90,1.4619646072387695
5,4:6,159,116,outer_brow_L,delta,quantile_10,1.4602844715118408
5,4:6,160,418,nose_upperlip_L,acceleration,late_minus_early,1.4558134078979492
5,4:6,161,304,alar_extent_R,velocity,late_minus_early,1.4547678232192993
5,4:6,162,566,corner_vertical_L,abs_velocity,quantile_10,1.4539059400558472
5,4:6,163,375,nose_upperlip_R,velocity,quantile_90,1.4526820182800293
5,4:6,164,383,nose_upperlip_R,acceleration,slope_per_second,1.4442235231399536
5,4:6,165,189,eye_open_L,delta,quantile_90,1.4361765384674072
5,4:6,166,419,nose_upperlip_L,acceleration,slope_per_second,1.4290833473205566
5,4:6,167,530,corner_vertical_R,abs_velocity,quantile_10,1.4232531785964966
5,4:6,168,186,eye_open_L,delta,mean,1.4155659675598145
5,4:6,169,448,corner_horizontal_R,velocity,late_minus_early,1.4098801612854004
5,4:6,170,176,eye_open_R,baseline_robust_z,quantile_10,1.4017622470855713
5,4:6,171,32,inner_brow_R,baseline_robust_z,quantile_10,1.3989201784133911
5,4:6,172,646,outer_mouth_open,baseline_robust_z,late_minus_early,1.3982828855514526
5,4:6,173,48,inner_brow_L,velocity,mean,1.3920718431472778
5,4:6,174,5,inner_brow_R,value,slope_per_second,1.3903509378433228
5,4:6,175,11,inner_brow_R,delta,slope_per_second,1.3903504610061646
5,4:6,176,519,corner_vertical_R,velocity,quantile_90,1.3902384042739868
5,4:6,177,166,eye_open_R,acceleration,late_minus_early,1.3871644735336304
5,4:6,178,188,eye_open_L,delta,quantile_10,1.3851234912872314
5,4:6,179,463,corner_horizontal_R,baseline_robust_z,std,1.3808209896087646
5,4:6,180,636,outer_mouth_open,abs_velocity,mean,1.372743844985962
5,4:6,181,415,nose_upperlip_L,acceleration,std,1.3699954748153687
5,4:6,182,499,corner_horizontal_L,baseline_robust_z,std,1.3685340881347656
5,4:6,183,416,nose_upperlip_L,acceleration,quantile_10,1.3681819438934326
5,4:6,184,39,inner_brow_L,value,quantile_90,1.3662455081939697
5,4:6,185,435,corner_horizontal_R,value,quantile_90,1.3660939931869507
5,4:6,186,500,corner_horizontal_L,baseline_robust_z,quantile_10,1.3648945093154907
5,4:6,187,626,outer_mouth_open,velocity,quantile_10,1.3646396398544312
5,4:6,188,305,alar_extent_R,velocity,slope_per_second,1.359862208366394
5,4:6,189,670,lowerlip_chin_gap,acceleration,late_minus_early,1.3531394004821777
5,4:6,190,458,corner_horizontal_R,abs_velocity,quantile_10,1.3460601568222046
5,4:6,191,0,inner_brow_R,value,mean,1.3438470363616943
5,4:6,192,338,alar_extent_L,velocity,quantile_10,1.342069387435913
5,4:6,193,528,corner_vertical_R,abs_velocity,mean,1.3369536399841309
5,4:6,194,247,lid_cheek_gap_R,baseline_robust_z,std,1.3335963487625122
5,4:6,195,26,inner_brow_R,abs_velocity,quantile_10,1.3292322158813477
5,4:6,196,107,outer_brow_R,baseline_robust_z,slope_per_second,1.327724814414978
5,4:6,197,67,inner_brow_L,baseline_robust_z,std,1.326331615447998
5,4:6,198,667,lowerlip_chin_gap,acceleration,std,1.3211174011230469
5,4:6,199,454,corner_horizontal_R,acceleration,late_minus_early,1.3158611059188843
5,4:6,200,408,nose_upperlip_L,velocity,mean,1.3094240427017212
5,4:6,201,38,inner_brow_L,value,quantile_10,1.3083630800247192
5,4:6,202,354,alar_extent_L,baseline_robust_z,mean,1.3029587268829346
5,4:6,203,382,nose_upperlip_R,acceleration,late_minus_early,1.3022305965423584
5,4:6,204,203,eye_open_L,acceleration,slope_per_second,1.3022042512893677
5,4:6,205,447,corner_horizontal_R,velocity,quantile_90,1.2904586791992188
5,4:6,206,36,inner_brow_L,value,mean,1.2818009853363037
5,4:6,207,616,outer_mouth_open,value,late_minus_early,1.2768703699111938
5,4:6,208,622,outer_mouth_open,delta,late_minus_early,1.2768700122833252
5,4:6,209,309,alar_extent_R,acceleration,quantile_90,1.2765066623687744
5,4:6,210,78,outer_brow_R,delta,mean,1.2747175693511963
5,4:6,211,420,nose_upperlip_L,abs_velocity,mean,1.271690011024475
5,4:6,212,523,corner_vertical_R,acceleration,std,1.261533260345459
5,4:6,213,153,eye_open_R,delta,quantile_90,1.2612786293029785
5,4:6,214,308,alar_extent_R,acceleration,quantile_10,1.2603648900985718
5,4:6,215,332,alar_extent_L,delta,quantile_10,1.2602386474609375
5,4:6,216,563,corner_vertical_L,acceleration,slope_per_second,1.2514948844909668
5,4:6,217,525,corner_vertical_R,acceleration,quantile_90,1.233609676361084
5,4:6,218,98,outer_brow_R,abs_velocity,quantile_10,1.233066439628601
5,4:6,219,429,nose_upperlip_L,baseline_robust_z,quantile_90,1.2310744524002075
5,4:6,220,400,nose_upperlip_L,value,late_minus_early,1.2289739847183228
5,4:6,221,406,nose_upperlip_L,delta,late_minus_early,1.2289739847183228
5,4:6,222,625,outer_mouth_open,velocity,std,1.222097635269165
5,4:6,223,517,corner_vertical_R,velocity,std,1.2147681713104248
5,4:6,224,564,corner_vertical_L,abs_velocity,mean,1.1950312852859497
5,4:6,225,465,corner_horizontal_R,baseline_robust_z,quantile_90,1.1929432153701782
5,4:6,226,320,alar_extent_R,baseline_robust_z,quantile_10,1.1887438297271729
5,4:6,227,464,corner_horizontal_R,baseline_robust_z,quantile_10,1.1849908828735352
5,4:6,228,524,corner_vertical_R,acceleration,quantile_10,1.1821259260177612
5,4:6,229,430,nose_upperlip_L,baseline_robust_z,late_minus_early,1.178252100944519
5,4:6,230,554,corner_vertical_L,velocity,quantile_10,1.1775517463684082
5,4:6,231,344,alar_extent_L,acceleration,quantile_10,1.1757276058197021
