fold,window,rank_by_training_f_score,summary_feature_index,node,source_feature,statistic,training_f_score
5,4:6,600,300,alar_extent_R,velocity,mean,0.1917966604232788
5,4:6,601,225,lid_cheek_gap_R,delta,quantile_90,0.19155539572238922
5,4:6,602,13,inner_brow_R,velocity,std,0.19142945110797882
5,4:6,603,299,alar_extent_R,delta,slope_per_second,0.19104734063148499
5,4:6,604,293,alar_extent_R,value,slope_per_second,0.1910472959280014
5,4:6,605,194,eye_open_L,velocity,quantile_10,0.19103366136550903
5,4:6,606,85,outer_brow_R,velocity,std,0.19057118892669678
5,4:6,607,132,outer_brow_L,abs_velocity,mean,0.1900724470615387
5,4:6,608,254,lid_cheek_gap_L,value,quantile_10,0.18981090188026428
5,4:6,609,128,outer_brow_L,acceleration,quantile_10,0.18793322145938873
5,4:6,610,492,corner_horizontal_L,abs_velocity,mean,0.18757237493991852
5,4:6,611,655,lowerlip_chin_gap,delta,std,0.18729591369628906
5,4:6,612,649,lowerlip_chin_gap,value,std,0.18729576468467712
5,4:6,613,363,nose_upperlip_R,value,quantile_90,0.18574631214141846
5,4:6,614,612,outer_mouth_open,value,mean,0.18549744784832
5,4:6,615,43,inner_brow_L,delta,std,0.18487824499607086
5,4:6,616,37,inner_brow_L,value,std,0.18487806618213654
5,4:6,617,284,lid_cheek_gap_L,baseline_robust_z,quantile_10,0.184652179479599
5,4:6,618,57,inner_brow_L,acceleration,quantile_90,0.18425440788269043
5,4:6,619,248,lid_cheek_gap_R,baseline_robust_z,quantile_10,0.18321667611598969
5,4:6,620,55,inner_brow_L,acceleration,std,0.1808377504348755
5,4:6,621,503,corner_horizontal_L,baseline_robust_z,slope_per_second,0.1793615072965622
5,4:6,622,542,corner_vertical_L,value,quantile_10,0.17539408802986145
5,4:6,623,548,corner_vertical_L,delta,quantile_10,0.16938020288944244
5,4:6,624,14,inner_brow_R,velocity,quantile_10,0.1628132313489914
5,4:6,625,245,lid_cheek_gap_R,abs_velocity,slope_per_second,0.16276179254055023
5,4:6,626,192,eye_open_L,velocity,mean,0.15794286131858826
5,4:6,627,490,corner_horizontal_L,acceleration,late_minus_early,0.15454544126987457
5,4:6,628,252,lid_cheek_gap_L,value,mean,0.15209025144577026
5,4:6,629,396,nose_upperlip_L,value,mean,0.15118739008903503
5,4:6,630,263,lid_cheek_gap_L,delta,slope_per_second,0.15063543617725372
5,4:6,631,257,lid_cheek_gap_L,value,slope_per_second,0.15063537657260895
5,4:6,632,645,outer_mouth_open,baseline_robust_z,quantile_90,0.14729008078575134
5,4:6,633,427,nose_upperlip_L,baseline_robust_z,std,0.14578363299369812
5,4:6,634,255,lid_cheek_gap_L,value,quantile_90,0.14309079945087433
5,4:6,635,461,corner_horizontal_R,abs_velocity,slope_per_second,0.14278586208820343
5,4:6,636,289,alar_extent_R,value,std,0.14171084761619568
5,4:6,637,295,alar_extent_R,delta,std,0.14171083271503448
5,4:6,638,164,eye_open_R,acceleration,quantile_10,0.1389777660369873
5,4:6,639,506,corner_vertical_R,value,quantile_10,0.1384827047586441
5,4:6,640,222,lid_cheek_gap_R,delta,mean,0.13809417188167572
5,4:6,641,323,alar_extent_R,baseline_robust_z,slope_per_second,0.13349713385105133
5,4:6,642,515,corner_vertical_R,delta,slope_per_second,0.13228748738765717
5,4:6,643,509,corner_vertical_R,value,slope_per_second,0.13228745758533478
5,4:6,644,219,lid_cheek_gap_R,value,quantile_90,0.1306142657995224
5,4:6,645,56,inner_brow_L,acceleration,quantile_10,0.1264667958021164
5,4:6,646,292,alar_extent_R,value,late_minus_early,0.12260961532592773
5,4:6,647,298,alar_extent_R,delta,late_minus_early,0.12260948121547699
5,4:6,648,466,corner_horizontal_R,baseline_robust_z,late_minus_early,0.1215861365199089
5,4:6,649,266,lid_cheek_gap_L,velocity,quantile_10,0.11937261372804642
5,4:6,650,172,eye_open_R,abs_velocity,late_minus_early,0.11772454530000687
5,4:6,651,230,lid_cheek_gap_R,velocity,quantile_10,0.11761664599180222
5,4:6,652,712,jaw_open,abs_velocity,late_minus_early,0.11648127436637878
5,4:6,653,280,lid_cheek_gap_L,abs_velocity,late_minus_early,0.11504203826189041
5,4:6,654,253,lid_cheek_gap_L,value,std,0.11401516199111938
5,4:6,655,259,lid_cheek_gap_L,delta,std,0.11401507258415222
5,4:6,656,316,alar_extent_R,abs_velocity,late_minus_early,0.11351343989372253
5,4:6,657,481,corner_horizontal_L,velocity,std,0.10511528700590134
5,4:6,658,282,lid_cheek_gap_L,baseline_robust_z,mean,0.10490260273218155
5,4:6,659,539,corner_vertical_R,baseline_robust_z,slope_per_second,0.10460225492715836
5,4:6,660,483,corner_horizontal_L,velocity,quantile_90,0.102086640894413
5,4:6,661,159,eye_open_R,velocity,quantile_90,0.0998358279466629
5,4:6,662,200,eye_open_L,acceleration,quantile_10,0.09852062910795212
5,4:6,663,641,outer_mouth_open,abs_velocity,slope_per_second,0.0961710661649704
5,4:6,664,100,outer_brow_R,abs_velocity,late_minus_early,0.09562527388334274
5,4:6,665,158,eye_open_R,velocity,quantile_10,0.09536898136138916
5,4:6,666,346,alar_extent_L,acceleration,late_minus_early,0.09392599761486053
5,4:6,667,246,lid_cheek_gap_R,baseline_robust_z,mean,0.09309577196836472
5,4:6,668,398,nose_upperlip_L,value,quantile_10,0.09156970679759979
5,4:6,669,495,corner_horizontal_L,abs_velocity,quantile_90,0.09131278842687607
5,4:6,670,685,jaw_open,value,std,0.09085575491189957
5,4:6,671,691,jaw_open,delta,std,0.09085571020841599
5,4:6,672,279,lid_cheek_gap_L,abs_velocity,quantile_90,0.08762659877538681
5,4:6,673,322,alar_extent_R,baseline_robust_z,late_minus_early,0.08270948380231857
5,4:6,674,115,outer_brow_L,delta,std,0.08265293389558792
5,4:6,675,109,outer_brow_L,value,std,0.08265288919210434
5,4:6,676,578,inner_lip_aperture,value,quantile_10,0.08143173903226852
5,4:6,677,264,lid_cheek_gap_L,velocity,mean,0.07563500851392746
5,4:6,678,425,nose_upperlip_L,abs_velocity,slope_per_second,0.07452657073736191
5,4:6,679,534,corner_vertical_R,baseline_robust_z,mean,0.07410947233438492
5,4:6,680,224,lid_cheek_gap_R,delta,quantile_10,0.07360800355672836
5,4:6,681,716,jaw_open,baseline_robust_z,quantile_10,0.07224876433610916
5,4:6,682,436,corner_horizontal_R,value,late_minus_early,0.07134406268596649
5,4:6,683,442,corner_horizontal_R,delta,late_minus_early,0.07134398818016052
5,4:6,684,261,lid_cheek_gap_L,delta,quantile_90,0.07122867554426193
5,4:6,685,711,jaw_open,abs_velocity,quantile_90,0.07084611058235168
5,4:6,686,502,corner_horizontal_L,baseline_robust_z,late_minus_early,0.06832465529441833
5,4:6,687,86,outer_brow_R,velocity,quantile_10,0.06818796694278717
5,4:6,688,709,jaw_open,abs_velocity,std,0.065751813352108
5,4:6,689,277,lid_cheek_gap_L,abs_velocity,std,0.0653124749660492
5,4:6,690,444,corner_horizontal_R,velocity,mean,0.06213890761137009
5,4:6,691,336,alar_extent_L,velocity,mean,0.059225138276815414
5,4:6,692,251,lid_cheek_gap_R,baseline_robust_z,slope_per_second,0.05739414691925049
5,4:6,693,615,outer_mouth_open,value,quantile_90,0.0568477027118206
5,4:6,694,165,eye_open_R,acceleration,quantile_90,0.05164278671145439
5,4:6,695,607,inner_lip_aperture,baseline_robust_z,std,0.051401566714048386
5,4:6,696,713,jaw_open,abs_velocity,slope_per_second,0.05132199823856354
5,4:6,697,101,outer_brow_R,abs_velocity,slope_per_second,0.050017740577459335
5,4:6,698,536,corner_vertical_R,baseline_robust_z,quantile_10,0.04838669300079346
5,4:6,699,122,outer_brow_L,velocity,quantile_10,0.04421282932162285
5,4:6,700,258,lid_cheek_gap_L,delta,mean,0.041792988777160645
5,4:6,701,287,lid_cheek_gap_L,baseline_robust_z,slope_per_second,0.03890199959278107
5,4:6,702,510,corner_vertical_R,delta,mean,0.03609951585531235
5,4:6,703,572,corner_vertical_L,baseline_robust_z,quantile_10,0.03601660579442978
5,4:6,704,576,inner_lip_aperture,value,mean,0.03400060907006264
5,4:6,705,579,inner_lip_aperture,value,quantile_90,0.02946898341178894
5,4:6,706,666,lowerlip_chin_gap,acceleration,mean,0.027487194165587425
5,4:6,707,319,alar_extent_R,baseline_robust_z,std,0.02483057789504528
5,4:6,708,493,corner_horizontal_L,abs_velocity,std,0.024363555014133453
5,4:6,709,50,inner_brow_L,velocity,quantile_10,0.022982453927397728
5,4:6,710,201,eye_open_L,acceleration,quantile_90,0.0179421566426754
5,4:6,711,391,nose_upperlip_R,baseline_robust_z,std,0.01533991377800703
5,4:6,712,260,lid_cheek_gap_L,delta,quantile_10,0.01502806507050991
5,4:6,713,693,jaw_open,delta,quantile_90,0.014268346130847931
5,4:6,714,317,alar_extent_R,abs_velocity,slope_per_second,0.013741654343903065
5,4:6,715,692,jaw_open,delta,quantile_10,0.011998908594250679
5,4:6,716,690,jaw_open,delta,mean,0.0058979457244277
5,4:6,717,281,lid_cheek_gap_L,abs_velocity,slope_per_second,0.004569400101900101
5,4:6,718,306,alar_extent_R,acceleration,mean,0.0008283221395686269
5,4:6,719,512,corner_vertical_R,delta,quantile_10,0.0005946487654000521
5,4:6,720,342,alar_extent_L,acceleration,mean,4.6649416617583483e-05
