subject,ma_mau,substance,intensity,roi,band,abs_power,rel_power
P019,S2_12,Sucralose,12,Occipital,theta,3.569124036771905e-10,0.08150023522935587
P019,S2_12,Sucralose,12,Parietal,alpha,4.1106812888275217e-10,0.09077663352013816
P019,S2_12,Sucralose,12,Parietal,beta,1.3753450262448473e-09,0.3328704414992124
P019,S2_12,Sucralose,12,Parietal,delta,4.946314070639266e-10,0.17100625343267106
P019,S2_12,Sucralose,12,Parietal,gamma,1.2986904546734726e-09,0.29966250292256674
P019,S2_12,Sucralose,12,Parietal,theta,4.090314701453177e-10,0.1056841686254118
P019,S2_12,Sucralose,12,Temporal,alpha,3.552436324886113e-10,0.08710543125860501
P019,S2_12,Sucralose,12,Temporal,beta,1.3404963903506401e-09,0.3491909134504559
P019,S2_12,Sucralose,12,Temporal,delta,4.5081068205715325e-10,0.16017854226373435
P019,S2_12,Sucralose,12,Temporal,gamma,1.2046161166890115e-09,0.3032271300116597
P019,S2_12,Sucralose,12,Temporal,theta,3.807447113656944e-10,0.10029798301554517
P019,S2_5,Sucralose,5,Central,alpha,3.692577989746e-10,0.1125242719525982
P019,S2_5,Sucralose,5,Central,beta,1.3557890710876384e-09,0.3694768449440846
P019,S2_5,Sucralose,5,Central,delta,3.0222196235714366e-10,0.07790577961955994
P019,S2_5,Sucralose,5,Central,gamma,1.1800567309461437e-09,0.32260048237748246
P019,S2_5,Sucralose,5,Central,theta,4.1223302427168284e-10,0.11749262110627487
P019,S2_5,Sucralose,5,Frontal,alpha,1.932765041607977e-10,0.10301162354470283
P019,S2_5,Sucralose,5,Frontal,beta,6.981416702207333e-10,0.35943503378388536
P019,S2_5,Sucralose,5,Frontal,delta,1.6664642918608867e-10,0.09516017162325423
P019,S2_5,Sucralose,5,Frontal,gamma,6.417951304481743e-10,0.3238135857153706
P019,S2_5,Sucralose,5,Frontal,theta,1.9585153706501012e-10,0.118579585332787
P019,S2_5,Sucralose,5,Gustatory,alpha,3.6080279171663097e-10,0.10894019652782373
P019,S2_5,Sucralose,5,Gustatory,beta,1.3593447248565644e-09,0.36797699122321753
P019,S2_5,Sucralose,5,Gustatory,delta,3.06211900484516e-10,0.08221732012109687
P019,S2_5,Sucralose,5,Gustatory,gamma,1.1599036141960027e-09,0.32545812330419605
P019,S2_5,Sucralose,5,Gustatory,theta,3.839409755361075e-10,0.1154073688236658
P019,S2_5,Sucralose,5,Occipital,alpha,3.8951756191032e-10,0.08210661193565515
P019,S2_5,Sucralose,5,Occipital,beta,1.6109649152936283e-09,0.3497976582951259
P019,S2_5,Sucralose,5,Occipital,delta,5.119642113112173e-10,0.16360929969548715
P019,S2_5,Sucralose,5,Occipital,gamma,1.2617419706827655e-09,0.28922941896929966
P019,S2_5,Sucralose,5,Occipital,theta,4.283117561895497e-10,0.115257011104432
P019,S2_5,Sucralose,5,Parietal,alpha,4.086053812435291e-10,0.11024481853251611
P019,S2_5,Sucralose,5,Parietal,beta,1.4532177757823834e-09,0.36650723451911416
P019,S2_5,Sucralose,5,Parietal,delta,2.847886441365747e-10,0.08605765992928574
P019,S2_5,Sucralose,5,Parietal,gamma,1.3082095213129903e-09,0.331588414130968
P019,S2_5,Sucralose,5,Parietal,theta,3.5518520012254563e-10,0.10560187288811566
P019,S2_5,Sucralose,5,Temporal,alpha,3.479278421752112e-10,0.10428567232775507
P019,S2_5,Sucralose,5,Temporal,beta,1.3763216809560619e-09,0.3626798977961041
P019,S2_5,Sucralose,5,Temporal,delta,3.340343914152631e-10,0.08806104475797766
P019,S2_5,Sucralose,5,Temporal,gamma,1.2030680845025093e-09,0.3294116583322795
P019,S2_5,Sucralose,5,Temporal,theta,3.901489161020495e-10,0.11556172678588364
P019,S2_7,Sucralose,7,Central,alpha,3.6947169042188326e-10,0.10279675787243184
P019,S2_7,Sucralose,7,Central,beta,1.4263551747302013e-09,0.4030233978088249
P019,S2_7,Sucralose,7,Central,delta,2.909955159049825e-10,0.09086854660129881
P019,S2_7,Sucralose,7,Central,gamma,1.220336929784225e-09,0.3229296340754699
P019,S2_7,Sucralose,7,Central,theta,3.1419536204110665e-10,0.0803816636419747
P019,S2_7,Sucralose,7,Frontal,alpha,2.535326241385945e-10,0.11054545159029934
P019,S2_7,Sucralose,7,Frontal,beta,8.498188305019587e-10,0.3938721512649384
P019,S2_7,Sucralose,7,Frontal,delta,2.1575628140801452e-10,0.10387391522515227
P019,S2_7,Sucralose,7,Frontal,gamma,6.870076395862281e-10,0.31487904818525525
P019,S2_7,Sucralose,7,Frontal,theta,1.6561643635160305e-10,0.0768294337343547
P019,S2_7,Sucralose,7,Gustatory,alpha,3.5476578982965013e-10,0.09943115697031889
P019,S2_7,Sucralose,7,Gustatory,beta,1.4424901576560734e-09,0.3999328039838298
P019,S2_7,Sucralose,7,Gustatory,delta,2.8704167948050014e-10,0.093853501355264
P019,S2_7,Sucralose,7,Gustatory,gamma,1.2105876869601734e-09,0.3270250924755733
P019,S2_7,Sucralose,7,Gustatory,theta,3.0965376757328783e-10,0.07975744521501417
P019,S2_7,Sucralose,7,Occipital,alpha,4.386397479114147e-10,0.08544489222232954
P019,S2_7,Sucralose,7,Occipital,beta,1.8043509407343924e-09,0.35379789077729645
P019,S2_7,Sucralose,7,Occipital,delta,7.238704937076036e-10,0.18517466016025713
P019,S2_7,Sucralose,7,Occipital,gamma,1.4932997659112822e-09,0.29336534891465493
P019,S2_7,Sucralose,7,Occipital,theta,3.785292945425436e-10,0.08221720792546217
P019,S2_7,Sucralose,7,Parietal,alpha,4.2422665128581334e-10,0.10953588815844789
P019,S2_7,Sucralose,7,Parietal,beta,1.4937734874943751e-09,0.38463604957098907
P019,S2_7,Sucralose,7,Parietal,delta,3.8528032723637014e-10,0.11015276619977635
P019,S2_7,Sucralose,7,Parietal,gamma,1.238444882813095e-09,0.323500474201212
P019,S2_7,Sucralose,7,Parietal,theta,2.8964809752067097e-10,0.07217482186957483
P019,S2_7,Sucralose,7,Temporal,alpha,3.5596203332425765e-10,0.10255843811459665
P019,S2_7,Sucralose,7,Temporal,beta,1.4522586343548733e-09,0.39827485687500763
P019,S2_7,Sucralose,7,Temporal,delta,2.9209842102710903e-10,0.094037762399585
P019,S2_7,Sucralose,7,Temporal,gamma,1.1519460519139927e-09,0.3243233612225254
P019,S2_7,Sucralose,7,Temporal,theta,3.1958339800872206e-10,0.08080558138828534
P020,H2O,Water,0,Central,alpha,1.601399657706727e-10,0.0646868726882479
P020,H2O,Water,0,Central,beta,3.815397568193293e-10,0.17930863826663876
P020,H2O,Water,0,Central,delta,7.94207598547729e-10,0.447132620629812
P020,H2O,Water,0,Central,gamma,5.677403524408377e-10,0.20644757729685276
P020,H2O,Water,0,Central,theta,3.0105649690476166e-10,0.10242429111844861
P020,H2O,Water,0,Frontal,alpha,1.1142370994155003e-10,0.07074336698747542
P020,H2O,Water,0,Frontal,beta,3.0595460600639204e-10,0.20830801189011572
P020,H2O,Water,0,Frontal,delta,5.985959501436276e-10,0.42903440890073846
P020,H2O,Water,0,Frontal,gamma,3.1561802588042936e-10,0.18733982289447637
P020,H2O,Water,0,Frontal,theta,2.1942484284716992e-10,0.10457438932719403
P020,H2O,Water,0,Gustatory,alpha,1.676216473540529e-10,0.06316317151870628
P020,H2O,Water,0,Gustatory,beta,3.6541507174329594e-10,0.16173708726954783
P020,H2O,Water,0,Gustatory,delta,8.662083505669218e-10,0.4642211934060604
P020,H2O,Water,0,Gustatory,gamma,5.371220008493201e-10,0.19183452170662815
P020,H2O,Water,0,Gustatory,theta,3.4619213420315863e-10,0.1190440260990573
P020,H2O,Water,0,Occipital,alpha,1.1978205639333115e-10,0.05552877981814123
P020,H2O,Water,0,Occipital,beta,2.774407782765445e-10,0.14259131422906424
P020,H2O,Water,0,Occipital,delta,7.51491585584706e-10,0.5013862867532806
P020,H2O,Water,0,Occipital,gamma,4.883574510359702e-10,0.19739262705127072
P020,H2O,Water,0,Occipital,theta,2.488297503137347e-10,0.10310099214824307
P020,H2O,Water,0,Parietal,alpha,8.59251928025674e-11,0.04539252043683207
P020,H2O,Water,0,Parietal,beta,2.968196130043597e-10,0.14706388903101247
P020,H2O,Water,0,Parietal,delta,8.623120410445574e-10,0.5220564745951202
P020,H2O,Water,0,Parietal,gamma,4.1490124856951885e-10,0.1780231948259602
P020,H2O,Water,0,Parietal,theta,2.3465831491886034e-10,0.10746392111107497
P020,H2O,Water,0,Temporal,alpha,1.4517859403775122e-10,0.05813473799217221
P020,H2O,Water,0,Temporal,beta,2.939384412396937e-10,0.1414670784102594
P020,H2O,Water,0,Temporal,delta,9.884039075008047e-10,0.5101748928613583
P020,H2O,Water,0,Temporal,gamma,4.251190169348825e-10,0.1647104491454123
P020,H2O,Water,0,Temporal,theta,3.622691349780983e-10,0.12551284159079773
P020,S1_12,Sucrose,12,Central,alpha,1.1674554457657797e-10,0.07446818482503588
P020,S1_12,Sucrose,12,Central,beta,3.0214344574581033e-10,0.20502914616139395
P020,S1_12,Sucrose,12,Central,delta,4.959106224355447e-10,0.3375663966334313
P020,S1_12,Sucrose,12,Central,gamma,4.0753237491959527e-10,0.27277693289723526
P020,S1_12,Sucrose,12,Central,theta,2.2012979823479914e-10,0.11015933948290357
P020,S1_12,Sucrose,12,Frontal,alpha,8.144367971959626e-11,0.08645580170863115
P020,S1_12,Sucrose,12,Frontal,beta,1.6696564133296476e-10,0.19672218070104108
P020,S1_12,Sucrose,12,Frontal,delta,4.282352757609999e-10,0.39299197703850947
P020,S1_12,Sucrose,12,Frontal,gamma,1.976528608858133e-10,0.20807775185893052
P020,S1_12,Sucrose,12,Frontal,theta,1.3640782109714145e-10,0.11575228869288778
P020,S1_12,Sucrose,12,Gustatory,alpha,1.4442274598124342e-10,0.07696849260956681
P020,S1_12,Sucrose,12,Gustatory,beta,3.766483426711117e-10,0.21796981601777093
P020,S1_12,Sucrose,12,Gustatory,delta,5.016175580260595e-10,0.3191242221722724
P020,S1_12,Sucrose,12,Gustatory,gamma,4.803093119008418e-10,0.2737922893765605
P020,S1_12,Sucrose,12,Gustatory,theta,2.406216483520902e-10,0.11214517982382946
P020,S1_12,Sucrose,12,Occipital,alpha,1.7014516048233488e-10,0.08422496295383712
P020,S1_12,Sucrose,12,Occipital,beta,4.373921564135246e-10,0.20805140634407016
P020,S1_12,Sucrose,12,Occipital,delta,7.501594821444999e-10,0.34678808253480325
P020,S1_12,Sucrose,12,Occipital,gamma,5.053517396534872e-10,0.23935029087176085
P020,S1_12,Sucrose,12,Occipital,theta,2.843527549904438e-10,0.12158525729552859
P020,S1_12,Sucrose,12,Parietal,alpha,1.5388207804336602e-10,0.1007223442205474
P020,S1_12,Sucrose,12,Parietal,beta,2.458915320993711e-10,0.17019388574004984
P020,S1_12,Sucrose,12,Parietal,delta,6.391934160394784e-10,0.35322936972622804
P020,S1_12,Sucrose,12,Parietal,gamma,4.028285092400069e-10,0.2501221332576323
P020,S1_12,Sucrose,12,Parietal,theta,2.723932334840788e-10,0.12573226705554247
P020,S1_12,Sucrose,12,Temporal,alpha,1.9600103214891404e-10,0.08243899175840917
P020,S1_12,Sucrose,12,Temporal,beta,4.666098610703076e-10,0.22170651233800626
P020,S1_12,Sucrose,12,Temporal,delta,5.994615244899269e-10,0.3177665096021051
P020,S1_12,Sucrose,12,Temporal,gamma,5.764293160159747e-10,0.26762792515121936
P020,S1_12,Sucrose,12,Temporal,theta,2.683346033859863e-10,0.11046006115026032
P020,S1_5,Sucrose,5,Central,alpha,1.1152666227411538e-10,0.09167507502680182
P020,S1_5,Sucrose,5,Central,beta,3.2926702884249204e-10,0.24594538963758705
P020,S1_5,Sucrose,5,Central,delta,4.37478157626692e-10,0.3469466366815449
P020,S1_5,Sucrose,5,Central,gamma,3.0742519169262497e-10,0.22553756794770174
P020,S1_5,Sucrose,5,Central,theta,1.0908192784612715e-10,0.08989533070636443
P020,S1_5,Sucrose,5,Frontal,alpha,6.780939430417846e-11,0.08257521803267003
P020,S1_5,Sucrose,5,Frontal,beta,2.0512509045252783e-10,0.21853480670092865
P020,S1_5,Sucrose,5,Frontal,delta,4.048954045416263e-10,0.4170310914902178
P020,S1_5,Sucrose,5,Frontal,gamma,1.8598458029670795e-10,0.18515629303454162
P020,S1_5,Sucrose,5,Frontal,theta,8.512360333277368e-11,0.09670259074164189
P020,S1_5,Sucrose,5,Gustatory,alpha,1.1083515839057623e-10,0.08604067287075838
P020,S1_5,Sucrose,5,Gustatory,beta,3.2852996472027425e-10,0.2325089228538279
P020,S1_5,Sucrose,5,Gustatory,delta,4.887796662980828e-10,0.374249064642027
P020,S1_5,Sucrose,5,Gustatory,gamma,3.180197208170762e-10,0.2237879511321642
P020,S1_5,Sucrose,5,Gustatory,theta,1.0479011603580965e-10,0.08341338850122257
P020,S1_5,Sucrose,5,Occipital,alpha,8.937396085921097e-11,0.08620899940076654
P020,S1_5,Sucrose,5,Occipital,beta,2.1390809239467736e-10,0.21092349992075785
P020,S1_5,Sucrose,5,Occipital,delta,4.48197403735771e-10,0.37823965395861026
P020,S1_5,Sucrose,5,Occipital,gamma,2.6322358726030824e-10,0.2223526093536945
P020,S1_5,Sucrose,5,Occipital,theta,1.021785399912292e-10,0.1022752373661709
P020,S1_5,Sucrose,5,Parietal,alpha,1.3002345479944915e-10,0.07096115662087171
P020,S1_5,Sucrose,5,Parietal,beta,4.5157953964427865e-10,0.20645985726033123
P020,S1_5,Sucrose,5,Parietal,delta,7.263680055881866e-10,0.44041605882815293
P020,S1_5,Sucrose,5,Parietal,gamma,4.0317577027323355e-10,0.19177192850273211
P020,S1_5,Sucrose,5,Parietal,theta,1.5510453957912063e-10,0.0903909987879124
P020,S1_5,Sucrose,5,Temporal,alpha,9.63281728759881e-11,0.07780020235808341
P020,S1_5,Sucrose,5,Temporal,beta,3.2455276070971877e-10,0.2205813582113319
P020,S1_5,Sucrose,5,Temporal,delta,6.02491253246454e-10,0.4085573350956325
P020,S1_5,Sucrose,5,Temporal,gamma,3.0265681046487677e-10,0.20756480745719516
P020,S1_5,Sucrose,5,Temporal,theta,1.0939172541197343e-10,0.08549629687775702
P020,S1_7,Sucrose,7,Central,alpha,1.4998117188871959e-10,0.06797562763217996
P020,S1_7,Sucrose,7,Central,beta,3.5550542100406317e-10,0.17341356937848423
P020,S1_7,Sucrose,7,Central,delta,7.727576397515927e-10,0.45254594146753985
P020,S1_7,Sucrose,7,Central,gamma,4.1056162995151047e-10,0.1893943851169095
P020,S1_7,Sucrose,7,Central,theta,2.6043501052663713e-10,0.11667047640488643
P020,S1_7,Sucrose,7,Frontal,alpha,7.65746803787465e-11,0.06859012836031074
P020,S1_7,Sucrose,7,Frontal,beta,2.1978619534294909e-10,0.18060075522448912
P020,S1_7,Sucrose,7,Frontal,delta,5.772442260006124e-10,0.4724066399974897
P020,S1_7,Sucrose,7,Frontal,gamma,2.2414104286757792e-10,0.16648686961526452
P020,S1_7,Sucrose,7,Frontal,theta,1.7020524066694577e-10,0.11191560680244599
P020,S1_7,Sucrose,7,Gustatory,alpha,1.4263099393424058e-10,0.06008496999002685
P020,S1_7,Sucrose,7,Gustatory,beta,4.018815779454542e-10,0.1802598123853886
P020,S1_7,Sucrose,7,Gustatory,delta,6.997750416817052e-10,0.41531935194472225
P020,S1_7,Sucrose,7,Gustatory,gamma,5.071902828367579e-10,0.20766954915200725
P020,S1_7,Sucrose,7,Gustatory,theta,3.6060420027212724e-10,0.13666631652785496
P020,S1_7,Sucrose,7,Occipital,alpha,1.2369824868228914e-10,0.056093902427518084
P020,S1_7,Sucrose,7,Occipital,beta,2.9277915602148255e-10,0.16847853411805547
P020,S1_7,Sucrose,7,Occipital,delta,7.800668059553278e-10,0.4459750652916936
P020,S1_7,Sucrose,7,Occipital,gamma,4.457899214592821e-10,0.20329166568900311
P020,S1_7,Sucrose,7,Occipital,theta,3.0200272533035596e-10,0.12616083247372986
P020,S1_7,Sucrose,7,Parietal,alpha,1.6135793777541727e-10,0.06309312806825795
P020,S1_7,Sucrose,7,Parietal,beta,4.852783969738496e-10,0.19421585331360036
P020,S1_7,Sucrose,7,Parietal,delta,8.163882761972784e-10,0.4275302362916072
P020,S1_7,Sucrose,7,Parietal,gamma,5.022260884121528e-10,0.20427118383278742
P020,S1_7,Sucrose,7,Parietal,theta,2.666221818267908e-10,0.11088959849374705
P020,S1_7,Sucrose,7,Temporal,alpha,1.317444737709231e-10,0.054898453789257916
P020,S1_7,Sucrose,7,Temporal,beta,4.3148587824201587e-10,0.1917045122034835
P020,S1_7,Sucrose,7,Temporal,delta,6.650531488524627e-10,0.39220996337671554
P020,S1_7,Sucrose,7,Temporal,gamma,5.570719453851479e-10,0.214694710255704
P020,S1_7,Sucrose,7,Temporal,theta,4.353469781771825e-10,0.14649236037483906
P020,S2_12,Sucralose,12,Central,alpha,1.2434127056908075e-10,0.0615903278365752
P020,S2_12,Sucralose,12,Central,beta,3.412978931284403e-10,0.17019807474607798
P020,S2_12,Sucralose,12,Central,delta,7.600765964723832e-10,0.44034595322619907
P020,S2_12,Sucralose,12,Central,gamma,4.4648616228444463e-10,0.20581881232447766
P020,S2_12,Sucralose,12,Central,theta,2.914608601072161e-10,0.12204683186667006
P020,S2_12,Sucralose,12,Frontal,alpha,9.451742776332721e-11,0.06605907691278205
P020,S2_12,Sucralose,12,Frontal,beta,1.9857410487705062e-10,0.1596002193920316
P020,S2_12,Sucralose,12,Frontal,delta,6.791441621404051e-10,0.519594224230472
P020,S2_12,Sucralose,12,Frontal,gamma,2.3030578295945932e-10,0.1630657407604785
P020,S2_12,Sucralose,12,Frontal,theta,1.3436764212123094e-10,0.09168073870423588
P020,S2_12,Sucralose,12,Gustatory,alpha,1.2931518312639125e-10,0.0587350257061785
P020,S2_12,Sucralose,12,Gustatory,beta,3.519712951583202e-10,0.16612596075717198
P020,S2_12,Sucralose,12,Gustatory,delta,8.946632285265908e-10,0.48235471245885386
P020,S2_12,Sucralose,12,Gustatory,gamma,3.829788042561602e-10,0.18101985746078722
P020,S2_12,Sucralose,12,Gustatory,theta,2.561210589875017e-10,0.11176444361700827
P020,S2_12,Sucralose,12,Occipital,alpha,1.757382141790719e-10,0.06428024703157295
P020,S2_12,Sucralose,12,Occipital,beta,4.758474451263263e-10,0.17472548509714708
P020,S2_12,Sucralose,12,Occipital,delta,8.07172284115003e-10,0.4574470957158359
P020,S2_12,Sucralose,12,Occipital,gamma,5.745967153525933e-10,0.19547929244987494
P020,S2_12,Sucralose,12,Occipital,theta,3.3380231221079945e-10,0.10806787970556951
