subject,ma_mau,substance,intensity,roi,band,abs_power,rel_power
P007,S1_12,Sucrose,12,Temporal,beta,1.02817614980155e-09,0.3564117660484598
P007,S1_12,Sucrose,12,Temporal,delta,3.260561050860844e-10,0.18728755022004043
P007,S1_12,Sucrose,12,Temporal,gamma,8.18756012102859e-10,0.27955717774698774
P007,S1_12,Sucrose,12,Temporal,theta,2.3969787922543575e-10,0.09041031111934475
P007,S1_5,Sucrose,5,Central,alpha,2.467386604438101e-10,0.11372924186831132
P007,S1_5,Sucrose,5,Central,beta,7.616450377011573e-10,0.37497237762092006
P007,S1_5,Sucrose,5,Central,delta,1.6212716246021172e-10,0.08892480861739661
P007,S1_5,Sucrose,5,Central,gamma,7.437605573650588e-10,0.3316915285952944
P007,S1_5,Sucrose,5,Central,theta,2.02872832920086e-10,0.09068204329807766
P007,S1_5,Sucrose,5,Frontal,alpha,1.7079753852370046e-10,0.07989057930748435
P007,S1_5,Sucrose,5,Frontal,beta,6.564711321222202e-10,0.3389097127974156
P007,S1_5,Sucrose,5,Frontal,delta,3.9702300914640395e-10,0.21999341423491428
P007,S1_5,Sucrose,5,Frontal,gamma,5.775193574907403e-10,0.28240041609829375
P007,S1_5,Sucrose,5,Frontal,theta,1.540455123800418e-10,0.07880587756189188
P007,S1_5,Sucrose,5,Gustatory,alpha,3.2833678600533895e-10,0.10268981453183416
P007,S1_5,Sucrose,5,Gustatory,beta,9.540470692698684e-10,0.32094855405181144
P007,S1_5,Sucrose,5,Gustatory,delta,3.906979134410305e-10,0.1833973583316922
P007,S1_5,Sucrose,5,Gustatory,gamma,9.994676148547484e-10,0.30362702815430154
P007,S1_5,Sucrose,5,Gustatory,theta,2.6521565797838267e-10,0.08933724493036078
P007,S1_5,Sucrose,5,Occipital,alpha,2.763398047658593e-10,0.10563036528338463
P007,S1_5,Sucrose,5,Occipital,beta,9.672248258743011e-10,0.3752179690841838
P007,S1_5,Sucrose,5,Occipital,delta,1.7641541710609148e-10,0.08178707876633345
P007,S1_5,Sucrose,5,Occipital,gamma,8.882392588517454e-10,0.3575902562624712
P007,S1_5,Sucrose,5,Occipital,theta,2.25133634390175e-10,0.07977433060362651
P007,S1_5,Sucrose,5,Parietal,alpha,2.9841459212110996e-10,0.08537928321988932
P007,S1_5,Sucrose,5,Parietal,beta,1.2513403207876088e-09,0.38343372047311197
P007,S1_5,Sucrose,5,Parietal,delta,2.5944144646422043e-10,0.08854164743219958
P007,S1_5,Sucrose,5,Parietal,gamma,1.1864814331986965e-09,0.35124805237004003
P007,S1_5,Sucrose,5,Parietal,theta,3.17049204106205e-10,0.0913972965047592
P007,S1_5,Sucrose,5,Temporal,alpha,3.2287108716692035e-10,0.09313724103917917
P007,S1_5,Sucrose,5,Temporal,beta,9.721486703644453e-10,0.31876711462410173
P007,S1_5,Sucrose,5,Temporal,delta,4.3636244088534303e-10,0.2215778703483523
P007,S1_5,Sucrose,5,Temporal,gamma,9.7566961649596e-10,0.2820066824756535
P007,S1_5,Sucrose,5,Temporal,theta,2.556341135113497e-10,0.08451109151271334
P007,S1_7,Sucrose,7,Central,alpha,3.0567419898145946e-10,0.10715420129350867
P007,S1_7,Sucrose,7,Central,beta,9.891671546174474e-10,0.3687379389494048
P007,S1_7,Sucrose,7,Central,delta,2.1993778864120777e-10,0.11801507331638714
P007,S1_7,Sucrose,7,Central,gamma,8.663198859223523e-10,0.330136841016646
P007,S1_7,Sucrose,7,Central,theta,2.057414011097178e-10,0.07595594542405353
P007,S1_7,Sucrose,7,Frontal,alpha,1.8357847748960872e-10,0.08284672089456337
P007,S1_7,Sucrose,7,Frontal,beta,6.631071813681788e-10,0.319018325872701
P007,S1_7,Sucrose,7,Frontal,delta,4.72664940467883e-10,0.23711255540634224
P007,S1_7,Sucrose,7,Frontal,gamma,5.956697242456889e-10,0.27942494059914735
P007,S1_7,Sucrose,7,Frontal,theta,1.7298115718534814e-10,0.08159745722724591
P007,S1_7,Sucrose,7,Gustatory,alpha,3.235823606578365e-10,0.09701959220228892
P007,S1_7,Sucrose,7,Gustatory,beta,1.1475808053676965e-09,0.34654335040121986
P007,S1_7,Sucrose,7,Gustatory,delta,4.2912143399592515e-10,0.16978942272181513
P007,S1_7,Sucrose,7,Gustatory,gamma,9.857074777877055e-10,0.3082139014911443
P007,S1_7,Sucrose,7,Gustatory,theta,2.414259714915599e-10,0.0784337331835318
P007,S1_7,Sucrose,7,Occipital,alpha,2.724107332661042e-10,0.09799494049443636
P007,S1_7,Sucrose,7,Occipital,beta,1.0309538972064717e-09,0.359765535051664
P007,S1_7,Sucrose,7,Occipital,delta,2.2114206051450608e-10,0.11181217568638424
P007,S1_7,Sucrose,7,Occipital,gamma,8.723408936424407e-10,0.3299051120837503
P007,S1_7,Sucrose,7,Occipital,theta,2.287471114906787e-10,0.10052223668376546
P007,S1_7,Sucrose,7,Parietal,alpha,3.2487837089021973e-10,0.08617339738547986
P007,S1_7,Sucrose,7,Parietal,beta,1.4198498079914018e-09,0.39749092828510046
P007,S1_7,Sucrose,7,Parietal,delta,3.2101372068716544e-10,0.10672750183503774
P007,S1_7,Sucrose,7,Parietal,gamma,1.114439416134696e-09,0.3225927452866931
P007,S1_7,Sucrose,7,Parietal,theta,3.4276446926109426e-10,0.08701542720768893
P007,S1_7,Sucrose,7,Temporal,alpha,2.806412245116214e-10,0.09365926668147283
P007,S1_7,Sucrose,7,Temporal,beta,1.0473049515530016e-09,0.35183538078350557
P007,S1_7,Sucrose,7,Temporal,delta,4.0143289123992624e-10,0.15822665125780755
P007,S1_7,Sucrose,7,Temporal,gamma,9.33267590705539e-10,0.3170250511457469
P007,S1_7,Sucrose,7,Temporal,theta,2.2894033330721828e-10,0.07925365013146707
P007,S2_12,Sucralose,12,Central,alpha,3.1701894093988107e-10,0.12004611232258929
P007,S2_12,Sucralose,12,Central,beta,9.587986155695465e-10,0.36798619703623203
P007,S2_12,Sucralose,12,Central,delta,2.487467498618566e-10,0.13459136518223733
P007,S2_12,Sucralose,12,Central,gamma,8.071546156245852e-10,0.29086952809302297
P007,S2_12,Sucralose,12,Central,theta,2.393427243637029e-10,0.08650679736591846
P007,S2_12,Sucralose,12,Frontal,alpha,2.3659033671199767e-10,0.09099245200706148
P007,S2_12,Sucralose,12,Frontal,beta,7.917796741860951e-10,0.2936944377884579
P007,S2_12,Sucralose,12,Frontal,delta,6.974762067160059e-10,0.2776508486813302
P007,S2_12,Sucralose,12,Frontal,gamma,6.877963562934002e-10,0.2529993029877499
P007,S2_12,Sucralose,12,Frontal,theta,2.3126718810829932e-10,0.08466295853540046
P007,S2_12,Sucralose,12,Gustatory,alpha,3.2007765952895297e-10,0.09697830207861285
P007,S2_12,Sucralose,12,Gustatory,beta,1.0802503786256418e-09,0.3298145787789644
P007,S2_12,Sucralose,12,Gustatory,delta,4.873261765562209e-10,0.2082265092233883
P007,S2_12,Sucralose,12,Gustatory,gamma,9.706513875840967e-10,0.27949898299672704
P007,S2_12,Sucralose,12,Gustatory,theta,2.960336904443666e-10,0.08548162692230735
P007,S2_12,Sucralose,12,Occipital,alpha,3.332462200266908e-10,0.1031634365990897
P007,S2_12,Sucralose,12,Occipital,beta,1.0935342656196492e-09,0.34423406169131204
P007,S2_12,Sucralose,12,Occipital,delta,3.0073836217252936e-10,0.16195102714075066
P007,S2_12,Sucralose,12,Occipital,gamma,8.401669935159046e-10,0.2844006278817519
P007,S2_12,Sucralose,12,Occipital,theta,2.776989781459364e-10,0.10625084668709558
P007,S2_12,Sucralose,12,Parietal,alpha,3.9100069987164324e-10,0.08896686024471741
P007,S2_12,Sucralose,12,Parietal,beta,1.5907877952881416e-09,0.3991156651750579
P007,S2_12,Sucralose,12,Parietal,delta,3.8161647568058103e-10,0.11118626237320292
P007,S2_12,Sucralose,12,Parietal,gamma,1.2553260920688228e-09,0.31821899040250706
P007,S2_12,Sucralose,12,Parietal,theta,3.531868112404257e-10,0.08251222180451474
P007,S2_12,Sucralose,12,Temporal,alpha,2.849578282842858e-10,0.09326336144758876
P007,S2_12,Sucralose,12,Temporal,beta,9.716598448129755e-10,0.3229074164279507
P007,S2_12,Sucralose,12,Temporal,delta,4.951317078744173e-10,0.21699892554276265
P007,S2_12,Sucralose,12,Temporal,gamma,9.169336305822356e-10,0.29195266446016527
P007,S2_12,Sucralose,12,Temporal,theta,2.501000860760714e-10,0.0748776321215326
P007,S2_5,Sucralose,5,Central,alpha,2.1646944031797502e-10,0.0865745753307138
P007,S2_5,Sucralose,5,Central,beta,8.803311159944464e-10,0.3790888980222089
P007,S2_5,Sucralose,5,Central,delta,2.5226670979509607e-10,0.14296466347269424
P007,S2_5,Sucralose,5,Central,gamma,6.820776945471912e-10,0.28928115717934727
P007,S2_5,Sucralose,5,Central,theta,2.286619893711835e-10,0.10209070599503606
P007,S2_5,Sucralose,5,Frontal,alpha,1.8150537086052365e-10,0.0736331630207149
P007,S2_5,Sucralose,5,Frontal,beta,6.75930154645087e-10,0.27916561791067684
P007,S2_5,Sucralose,5,Frontal,delta,7.556213735867478e-10,0.3109314522207041
P007,S2_5,Sucralose,5,Frontal,gamma,6.170359434689538e-10,0.2396019731830588
P007,S2_5,Sucralose,5,Frontal,theta,2.292777839368259e-10,0.09666779366484533
P007,S2_5,Sucralose,5,Gustatory,alpha,2.843993046220817e-10,0.08242114045643091
P007,S2_5,Sucralose,5,Gustatory,beta,1.062106697027338e-09,0.32842170162386464
P007,S2_5,Sucralose,5,Gustatory,delta,5.104807382312801e-10,0.23202543178196944
P007,S2_5,Sucralose,5,Gustatory,gamma,8.543819331640305e-10,0.2625019292860923
P007,S2_5,Sucralose,5,Gustatory,theta,2.706954821567635e-10,0.09462979685164286
P007,S2_5,Sucralose,5,Occipital,alpha,2.3346779896752985e-10,0.08032756763110264
P007,S2_5,Sucralose,5,Occipital,beta,1.0568395344970104e-09,0.38135155687903916
P007,S2_5,Sucralose,5,Occipital,delta,3.256083973084528e-10,0.14176147571301662
P007,S2_5,Sucralose,5,Occipital,gamma,8.312608581546263e-10,0.30540269354827454
P007,S2_5,Sucralose,5,Occipital,theta,2.3165576027236476e-10,0.09115670622856738
P007,S2_5,Sucralose,5,Parietal,alpha,3.389204817043328e-10,0.07804678107360076
P007,S2_5,Sucralose,5,Parietal,beta,1.653057319275694e-09,0.41666923140703893
P007,S2_5,Sucralose,5,Parietal,delta,3.511632809641226e-10,0.09199899753342924
P007,S2_5,Sucralose,5,Parietal,gamma,1.2772191327134017e-09,0.3308091236247971
P007,S2_5,Sucralose,5,Parietal,theta,3.13504928009483e-10,0.08247586636113405
P007,S2_5,Sucralose,5,Temporal,alpha,2.6581240686353555e-10,0.07993167270535023
P007,S2_5,Sucralose,5,Temporal,beta,9.76436467859103e-10,0.3098418696400591
P007,S2_5,Sucralose,5,Temporal,delta,5.483657786215975e-10,0.2582681239537874
P007,S2_5,Sucralose,5,Temporal,gamma,8.287533730598876e-10,0.2659242420315757
P007,S2_5,Sucralose,5,Temporal,theta,2.428548757797719e-10,0.08603409166922749
P007,S2_7,Sucralose,7,Central,alpha,2.106121480924725e-10,0.08535437818575792
P007,S2_7,Sucralose,7,Central,beta,9.084205365100198e-10,0.36002917055573713
P007,S2_7,Sucralose,7,Central,delta,3.6960922237272e-10,0.1762345995720687
P007,S2_7,Sucralose,7,Central,gamma,7.814704482181011e-10,0.29104154501034435
P007,S2_7,Sucralose,7,Central,theta,2.1062615786228404e-10,0.08734030667609188
P007,S2_7,Sucralose,7,Frontal,alpha,1.620863994831477e-10,0.07698352737812497
P007,S2_7,Sucralose,7,Frontal,beta,6.818807355624896e-10,0.32215591382637326
P007,S2_7,Sucralose,7,Frontal,delta,4.779240568649657e-10,0.24125446975943346
P007,S2_7,Sucralose,7,Frontal,gamma,6.109399648165901e-10,0.26907413126659036
P007,S2_7,Sucralose,7,Frontal,theta,1.8209419812482987e-10,0.09053195776947796
P007,S2_7,Sucralose,7,Gustatory,alpha,2.764845603124485e-10,0.08418044099324354
P007,S2_7,Sucralose,7,Gustatory,beta,1.099906657766864e-09,0.33006667211774815
P007,S2_7,Sucralose,7,Gustatory,delta,4.5130976362164346e-10,0.23249861898526764
P007,S2_7,Sucralose,7,Gustatory,gamma,9.288594834268505e-10,0.26824653570214374
P007,S2_7,Sucralose,7,Gustatory,theta,2.6410814176382547e-10,0.08500773220159696
P007,S2_7,Sucralose,7,Occipital,alpha,2.7970115970439804e-10,0.08588966768859886
P007,S2_7,Sucralose,7,Occipital,beta,1.0161002729660941e-09,0.3527813627622288
P007,S2_7,Sucralose,7,Occipital,delta,2.835280265581191e-10,0.1276333820020334
P007,S2_7,Sucralose,7,Occipital,gamma,1.0383083678191601e-09,0.3511218053833909
P007,S2_7,Sucralose,7,Occipital,theta,1.9786081294029374e-10,0.0825737821637482
P007,S2_7,Sucralose,7,Parietal,alpha,2.839607565377249e-10,0.07753871201142763
P007,S2_7,Sucralose,7,Parietal,beta,1.394671283176744e-09,0.40167421080102117
P007,S2_7,Sucralose,7,Parietal,delta,2.787089866114905e-10,0.11007199557850231
P007,S2_7,Sucralose,7,Parietal,gamma,1.1162968677556163e-09,0.32624747078568855
P007,S2_7,Sucralose,7,Parietal,theta,2.855835892616585e-10,0.08446761082336038
P007,S2_7,Sucralose,7,Temporal,alpha,2.793577836442769e-10,0.0913996293029323
P007,S2_7,Sucralose,7,Temporal,beta,1.071535906475054e-09,0.34994634718500206
P007,S2_7,Sucralose,7,Temporal,delta,3.816504480453729e-10,0.21347403698502937
P007,S2_7,Sucralose,7,Temporal,gamma,8.409952425037671e-10,0.260209289195184
P007,S2_7,Sucralose,7,Temporal,theta,2.590057664219037e-10,0.08497069733185235
P008,H2O,Water,0,Central,alpha,4.93790723662411e-10,0.1129123348808419
P008,H2O,Water,0,Central,beta,1.7590019528047997e-09,0.42163043358429486
P008,H2O,Water,0,Central,delta,3.096069390130404e-10,0.08721877019637077
P008,H2O,Water,0,Central,gamma,1.2520601169401998e-09,0.30123924951651837
P008,H2O,Water,0,Central,theta,3.151317473507028e-10,0.07699921182197421
P008,H2O,Water,0,Frontal,alpha,2.5338440015122104e-10,0.08814041149815043
P008,H2O,Water,0,Frontal,beta,1.0441798699863294e-09,0.36536719200260054
P008,H2O,Water,0,Frontal,delta,4.945821856105818e-10,0.1746137661371431
P008,H2O,Water,0,Frontal,gamma,8.530043157059619e-10,0.29401443178590253
P008,H2O,Water,0,Frontal,theta,2.0264141990979777e-10,0.07786419857620343
P008,H2O,Water,0,Gustatory,alpha,4.4076725152969407e-10,0.11425817888443149
P008,H2O,Water,0,Gustatory,beta,1.541275010373436e-09,0.4083494648974797
P008,H2O,Water,0,Gustatory,delta,2.9125668273664577e-10,0.08340578306990523
P008,H2O,Water,0,Gustatory,gamma,1.1554037432767855e-09,0.30827973431959516
P008,H2O,Water,0,Gustatory,theta,3.1039844876633757e-10,0.0857068388285884
P008,H2O,Water,0,Occipital,alpha,2.9983921514219016e-10,0.09112105964640492
P008,H2O,Water,0,Occipital,beta,1.2553944990768978e-09,0.3905468500431359
P008,H2O,Water,0,Occipital,delta,2.3967709478855684e-10,0.08888796408118974
P008,H2O,Water,0,Occipital,gamma,1.2075531904893745e-09,0.3420855549728592
P008,H2O,Water,0,Occipital,theta,2.8867468518943933e-10,0.08735857125641033
P008,H2O,Water,0,Parietal,alpha,3.534774883569909e-10,0.11157161821151468
P008,H2O,Water,0,Parietal,beta,1.228443518905745e-09,0.3858159894596256
P008,H2O,Water,0,Parietal,delta,2.452163470209354e-10,0.09118060973830058
P008,H2O,Water,0,Parietal,gamma,9.507205839217256e-10,0.3063039085610735
P008,H2O,Water,0,Parietal,theta,3.523302839535658e-10,0.10512787402948552
P008,H2O,Water,0,Temporal,alpha,3.8519266787005846e-10,0.10729705092971187
P008,H2O,Water,0,Temporal,beta,1.3657165859144088e-09,0.4064047680202067
P008,H2O,Water,0,Temporal,delta,2.9801757819261754e-10,0.08869071373946355
P008,H2O,Water,0,Temporal,gamma,1.069353010367807e-09,0.31325068570345393
P008,H2O,Water,0,Temporal,theta,2.924503282452421e-10,0.08435678160716377
P008,S1_12,Sucrose,12,Central,alpha,3.6633151274741777e-10,0.09593203242837654
P008,S1_12,Sucrose,12,Central,beta,1.4793489364199029e-09,0.3587209795684265
P008,S1_12,Sucrose,12,Central,delta,4.5164010948327943e-10,0.1423117638171779
P008,S1_12,Sucrose,12,Central,gamma,1.1891796830400073e-09,0.3170089726716569
P008,S1_12,Sucrose,12,Central,theta,3.6457801768269835e-10,0.08602625151436218
P008,S1_12,Sucrose,12,Frontal,alpha,2.4616640883584386e-10,0.0901781358515389
P008,S1_12,Sucrose,12,Frontal,beta,1.0609518931015128e-09,0.35510732131058376
P008,S1_12,Sucrose,12,Frontal,delta,4.797997170473185e-10,0.17193022250097986
P008,S1_12,Sucrose,12,Frontal,gamma,8.776934899496177e-10,0.295808722262575
P008,S1_12,Sucrose,12,Frontal,theta,2.34993567377847e-10,0.08697559807432244
P008,S1_12,Sucrose,12,Gustatory,alpha,3.6398551873422005e-10,0.09920939872683746
P008,S1_12,Sucrose,12,Gustatory,beta,1.4167444608932382e-09,0.38079550598953965
P008,S1_12,Sucrose,12,Gustatory,delta,3.3803464381268804e-10,0.11171185143691818
P008,S1_12,Sucrose,12,Gustatory,gamma,1.1141721050291408e-09,0.32265311209261655
P008,S1_12,Sucrose,12,Gustatory,theta,3.127766104329687e-10,0.0856301317540882
P008,S1_12,Sucrose,12,Occipital,alpha,3.414860673895584e-10,0.11099949489882383
P008,S1_12,Sucrose,12,Occipital,beta,1.291681402500833e-09,0.3772034616525871
P008,S1_12,Sucrose,12,Occipital,delta,2.37698359417406e-10,0.07285960240071038
P008,S1_12,Sucrose,12,Occipital,gamma,1.2002867259016908e-09,0.3483192348679285
P008,S1_12,Sucrose,12,Occipital,theta,3.5618135672378923e-10,0.09061820617994991
P008,S1_12,Sucrose,12,Parietal,alpha,3.1086736125314276e-10,0.10602438883749277
P008,S1_12,Sucrose,12,Parietal,beta,1.3788445641338246e-09,0.3977902175263718
P008,S1_12,Sucrose,12,Parietal,delta,2.472969145350828e-10,0.0784633375244716
P008,S1_12,Sucrose,12,Parietal,gamma,1.1065579282434524e-09,0.3237608655109765
P008,S1_12,Sucrose,12,Parietal,theta,3.4761810811467345e-10,0.09396119060068744
P008,S1_12,Sucrose,12,Temporal,alpha,3.455403013493214e-10,0.09409849713121898
P008,S1_12,Sucrose,12,Temporal,beta,1.2849746374337922e-09,0.37866022282404266
P008,S1_12,Sucrose,12,Temporal,delta,2.833921176164369e-10,0.10854856537103405
P008,S1_12,Sucrose,12,Temporal,gamma,1.080876357467689e-09,0.3296142886163358
P008,S1_12,Sucrose,12,Temporal,theta,2.725255032352592e-10,0.08907842605736858
P008,S1_5,Sucrose,5,Central,alpha,5.525537516901328e-10,0.11583984698755911
P008,S1_5,Sucrose,5,Central,beta,1.7571787457335045e-09,0.36970082132284626
P008,S1_5,Sucrose,5,Central,delta,3.593502138697388e-10,0.08998656226414198
P008,S1_5,Sucrose,5,Central,gamma,1.622112383161338e-09,0.33457821957329786
P008,S1_5,Sucrose,5,Central,theta,3.9959349663546327e-10,0.0898945498521547
P008,S1_5,Sucrose,5,Frontal,alpha,2.684820835728337e-10,0.10007692459351547
P008,S1_5,Sucrose,5,Frontal,beta,9.766132690704972e-10,0.3455619104579029
P008,S1_5,Sucrose,5,Frontal,delta,4.655048077779005e-10,0.15747908723006168
P008,S1_5,Sucrose,5,Frontal,gamma,8.805887241681724e-10,0.3155973116647512
P008,S1_5,Sucrose,5,Frontal,theta,2.3150303967912816e-10,0.08128476605376882
P008,S1_5,Sucrose,5,Gustatory,alpha,5.360843768702475e-10,0.11073536504401929
P008,S1_5,Sucrose,5,Gustatory,beta,1.6895019572214754e-09,0.36926814619734366
P008,S1_5,Sucrose,5,Gustatory,delta,3.6886547814965727e-10,0.08858614353277433
P008,S1_5,Sucrose,5,Gustatory,gamma,1.5916180948336898e-09,0.3417314457797289
P008,S1_5,Sucrose,5,Gustatory,theta,4.0889172430996795e-10,0.08967889944613368
P008,S1_5,Sucrose,5,Occipital,alpha,3.3188354771921747e-10,0.11023191849268082
P008,S1_5,Sucrose,5,Occipital,beta,1.1715166940662419e-09,0.390373243821635
P008,S1_5,Sucrose,5,Occipital,delta,2.384523804131274e-10,0.08328952180136137
P008,S1_5,Sucrose,5,Occipital,gamma,9.791250625432533e-10,0.33470095992357385
P008,S1_5,Sucrose,5,Occipital,theta,2.292630585321292e-10,0.08140435596074874
P008,S1_5,Sucrose,5,Parietal,alpha,5.464569126329951e-10,0.10644023866197536
P008,S1_5,Sucrose,5,Parietal,beta,1.774924623607207e-09,0.38186558979143426
P008,S1_5,Sucrose,5,Parietal,delta,3.7139355317151086e-10,0.08342705050071687
P008,S1_5,Sucrose,5,Parietal,gamma,1.7346005427365653e-09,0.3507326806780181
P008,S1_5,Sucrose,5,Parietal,theta,3.9517322452380167e-10,0.0775344403678554
P008,S1_5,Sucrose,5,Temporal,alpha,4.4896857916425366e-10,0.10473026278989601
P008,S1_5,Sucrose,5,Temporal,beta,1.4310230423315246e-09,0.36768895481334735
P008,S1_5,Sucrose,5,Temporal,delta,3.444335097162016e-10,0.09991647448477001
P008,S1_5,Sucrose,5,Temporal,gamma,1.2768778043967091e-09,0.3397033402682484
P008,S1_5,Sucrose,5,Temporal,theta,3.5085985476386247e-10,0.08796096764373812
P008,S1_7,Sucrose,7,Central,alpha,6.003754884583895e-10,0.10800741633174868
P008,S1_7,Sucrose,7,Central,beta,2.6515332743333384e-09,0.40922932365284126
P008,S1_7,Sucrose,7,Central,delta,4.5459614354439337e-10,0.08796488112606429
P008,S1_7,Sucrose,7,Central,gamma,2.2459373073803744e-09,0.3080587354817398
P008,S1_7,Sucrose,7,Central,theta,4.873129187998847e-10,0.08673964340760607
P008,S1_7,Sucrose,7,Frontal,alpha,2.536002111552815e-10,0.09783198737483555
P008,S1_7,Sucrose,7,Frontal,beta,9.885410524068128e-10,0.3755275576676345
P008,S1_7,Sucrose,7,Frontal,delta,4.3503970917776394e-10,0.13075515119744097
P008,S1_7,Sucrose,7,Frontal,gamma,8.142631522469271e-10,0.30293045796672546
P008,S1_7,Sucrose,7,Frontal,theta,2.356466369051301e-10,0.09295484579336345
P008,S1_7,Sucrose,7,Gustatory,alpha,4.713683439326461e-10,0.10786138601721308
P008,S1_7,Sucrose,7,Gustatory,beta,1.9658324955144307e-09,0.4122386426730184
P008,S1_7,Sucrose,7,Gustatory,delta,3.3171275397679553e-10,0.07806961005346535
P008,S1_7,Sucrose,7,Gustatory,gamma,1.6470332412631065e-09,0.3191083435090574
P008,S1_7,Sucrose,7,Gustatory,theta,3.834441877117896e-10,0.08272201774724569
P008,S1_7,Sucrose,7,Occipital,alpha,4.435275688020633e-10,0.1031242996257743
P008,S1_7,Sucrose,7,Occipital,beta,1.6765309093889188e-09,0.39409728194354904
P008,S1_7,Sucrose,7,Occipital,delta,2.9138986971851696e-10,0.0709809226605351
P008,S1_7,Sucrose,7,Occipital,gamma,1.4738329126103006e-09,0.3409723999308095
P008,S1_7,Sucrose,7,Occipital,theta,4.171531985428515e-10,0.09082509583933246
P008,S1_7,Sucrose,7,Parietal,alpha,3.4461315414362136e-10,0.10861497053407515
P008,S1_7,Sucrose,7,Parietal,beta,1.286235042241286e-09,0.3918408166116051
P008,S1_7,Sucrose,7,Parietal,delta,2.342252608786194e-10,0.07197104452839637
P008,S1_7,Sucrose,7,Parietal,gamma,1.112519657093574e-09,0.3497350506230551
P008,S1_7,Sucrose,7,Parietal,theta,2.5030795320223484e-10,0.07783811770286829
P008,S1_7,Sucrose,7,Temporal,alpha,3.6188738995608905e-10,0.10649412311147081
P008,S1_7,Sucrose,7,Temporal,beta,1.236904636022718e-09,0.3994490077364751
P008,S1_7,Sucrose,7,Temporal,delta,2.538656613810209e-10,0.09068314369138239
P008,S1_7,Sucrose,7,Temporal,gamma,1.0285038352084515e-09,0.32398926065296163
P008,S1_7,Sucrose,7,Temporal,theta,2.716572356034756e-10,0.07938446480770987
P008,S2_12,Sucralose,12,Central,alpha,4.367120412105526e-10,0.09802683900105855
P008,S2_12,Sucralose,12,Central,beta,1.882900383969361e-09,0.3908807641667348
P008,S2_12,Sucralose,12,Central,delta,3.5544457703562865e-10,0.07141323407028911
P008,S2_12,Sucralose,12,Central,gamma,1.694655346341778e-09,0.36217472433070197
P008,S2_12,Sucralose,12,Central,theta,3.4452969894968473e-10,0.07750443843121553
P008,S2_12,Sucralose,12,Frontal,alpha,2.4776793270865833e-10,0.092772758180081
P008,S2_12,Sucralose,12,Frontal,beta,1.0573424259763988e-09,0.37007783578042486
P008,S2_12,Sucralose,12,Frontal,delta,2.466930619384088e-10,0.10928193714389416
P008,S2_12,Sucralose,12,Frontal,gamma,1.0166718956399169e-09,0.3482739027872002
P008,S2_12,Sucralose,12,Frontal,theta,2.1785781824621683e-10,0.07959356610839995
P008,S2_12,Sucralose,12,Gustatory,alpha,3.647483155897881e-10,0.0976781507017297
P008,S2_12,Sucralose,12,Gustatory,beta,1.5060764829206919e-09,0.3932857958638741
P008,S2_12,Sucralose,12,Gustatory,delta,3.0189060710461283e-10,0.07497708190388316
P008,S2_12,Sucralose,12,Gustatory,gamma,1.3377906970486279e-09,0.3586358699179664
P008,S2_12,Sucralose,12,Gustatory,theta,2.77073442092068e-10,0.0754231016125466
P008,S2_12,Sucralose,12,Occipital,alpha,3.2667800799135037e-10,0.08962869632895452
P008,S2_12,Sucralose,12,Occipital,beta,1.3423726189777014e-09,0.3913522460997948
P008,S2_12,Sucralose,12,Occipital,delta,2.802945985127847e-10,0.0739220625934068
P008,S2_12,Sucralose,12,Occipital,gamma,1.2428967608428395e-09,0.3644145003594239
P008,S2_12,Sucralose,12,Occipital,theta,3.1892637427179696e-10,0.08068249461841996
P008,S2_12,Sucralose,12,Parietal,alpha,2.907034291278401e-10,0.09289340637672092
P008,S2_12,Sucralose,12,Parietal,beta,1.2626180727575925e-09,0.4044490558326107
P008,S2_12,Sucralose,12,Parietal,delta,1.949257845299447e-10,0.06925734061837702
P008,S2_12,Sucralose,12,Parietal,gamma,1.0321911029072105e-09,0.3470909918652339
P008,S2_12,Sucralose,12,Parietal,theta,2.9435655232906887e-10,0.08630920530705768
P008,S2_12,Sucralose,12,Temporal,alpha,3.130198445066489e-10,0.09018153142036368
P008,S2_12,Sucralose,12,Temporal,beta,1.324286364044937e-09,0.39842084439606185
P008,S2_12,Sucralose,12,Temporal,delta,2.289664971594831e-10,0.07171539298644297
P008,S2_12,Sucralose,12,Temporal,gamma,1.151054958126519e-09,0.36476774001622586
P008,S2_12,Sucralose,12,Temporal,theta,2.48124370633066e-10,0.07491449118090565
P008,S2_5,Sucralose,5,Central,alpha,3.377635620807783e-10,0.10405279407622879
P008,S2_5,Sucralose,5,Central,beta,1.5064594353695298e-09,0.4003575229388603
P008,S2_5,Sucralose,5,Central,delta,2.714331982307235e-10,0.08927657647333821
P008,S2_5,Sucralose,5,Central,gamma,1.1975025396004312e-09,0.3286516910966184
P008,S2_5,Sucralose,5,Central,theta,2.6364604312153546e-10,0.07766141541495418
P008,S2_5,Sucralose,5,Frontal,alpha,2.3223296467877282e-10,0.08789117050130252
P008,S2_5,Sucralose,5,Frontal,beta,1.0411357128178945e-09,0.3658266358846722
P008,S2_5,Sucralose,5,Frontal,delta,4.744050550077517e-10,0.14666084693240067
P008,S2_5,Sucralose,5,Frontal,gamma,8.644291683950321e-10,0.30868431183762807
P008,S2_5,Sucralose,5,Frontal,theta,2.784323422857075e-10,0.09093703484399657
P008,S2_5,Sucralose,5,Gustatory,alpha,3.40708476033867e-10,0.1054848428708038
