subject_id,condition,jar_group,jar_numeric,bp_delta_Fp1,bp_delta_Fp2,bp_delta_F3,bp_delta_F4,bp_delta_C3,bp_delta_C4,bp_delta_P3,bp_delta_P4,bp_delta_O1,bp_delta_O2,bp_delta_F7,bp_delta_F8,bp_delta_T7,bp_delta_T8,bp_delta_P7,bp_delta_P8,bp_theta_Fp1,bp_theta_Fp2,bp_theta_F3,bp_theta_F4,bp_theta_C3,bp_theta_C4,bp_theta_P3,bp_theta_P4,bp_theta_O1,bp_theta_O2,bp_theta_F7,bp_theta_F8,bp_theta_T7,bp_theta_T8,bp_theta_P7,bp_theta_P8,bp_alpha_Fp1,bp_alpha_Fp2,bp_alpha_F3,bp_alpha_F4,bp_alpha_C3,bp_alpha_C4,bp_alpha_P3,bp_alpha_P4,bp_alpha_O1,bp_alpha_O2,bp_alpha_F7,bp_alpha_F8,bp_alpha_T7,bp_alpha_T8,bp_alpha_P7,bp_alpha_P8,bp_beta_Fp1,bp_beta_Fp2,bp_beta_F3,bp_beta_F4,bp_beta_C3,bp_beta_C4,bp_beta_P3,bp_beta_P4,bp_beta_O1,bp_beta_O2,bp_beta_F7,bp_beta_F8,bp_beta_T7,bp_beta_T8,bp_beta_P7,bp_beta_P8,bp_gamma_Fp1,bp_gamma_Fp2,bp_gamma_F3,bp_gamma_F4,bp_gamma_C3,bp_gamma_C4,bp_gamma_P3,bp_gamma_P4,bp_gamma_O1,bp_gamma_O2,bp_gamma_F7,bp_gamma_F8,bp_gamma_T7,bp_gamma_T8,bp_gamma_P7,bp_gamma_P8
P008,605,Khong_du,0,1.6628730525577293e-11,2.3895761868177986e-11,1.013711143064897e-10,2.993441853384383e-11,1.0786932150776792e-09,2.2657440419699676e-11,1.593009287718928e-10,3.928586394432536e-11,1.2838734580495513e-09,1.3765730980397433e-11,9.189163398480011e-10,3.5596833766275445e-11,1.0063154232956313e-10,3.395249555652399e-11,1.0906917118771305e-09,3.380542012303466e-11,3.164510862915724e-12,1.002083015480565e-11,5.027893002931002e-11,3.652734229948715e-11,6.08186215299927e-10,1.3743763130851937e-11,2.865123023476255e-10,2.1196729549681254e-11,1.7230270948871154e-10,1.7807483376549548e-11,2.998492106387073e-10,1.716786637456198e-11,3.944554361875444e-10,1.957693016399986e-11,2.5094059390799103e-10,1.457178839290136e-11,1.9100982655833156e-12,1.858771068654797e-12,3.405768881666672e-11,3.810281911258432e-12,6.617838135585506e-11,3.362387711011341e-12,4.7321268490438965e-11,3.072075566337806e-12,1.1051116517860912e-10,3.264225284880634e-12,1.32090172367287e-10,3.7569183504828545e-12,4.4053533473710417e-11,3.779993187359681e-12,4.218838868783386e-11,2.0788480112311056e-12,2.3116051039005097e-12,1.4859041995213524e-12,5.601957649256401e-12,2.0390140775655642e-12,7.824477746501458e-11,2.4192617738276203e-12,3.661083453153535e-11,1.7533421615375153e-12,2.2628322637084615e-11,1.786000933950822e-12,7.381378453088096e-11,1.7282315194171111e-12,2.1746256182124727e-11,1.926690631331468e-12,2.279395524807378e-11,1.1993475212419407e-12,1.5933180059632226e-12,1.1236102226859907e-12,9.14462678171292e-12,2.8857144887496478e-12,1.0379334160517965e-10,2.6705364470430854e-12,7.407196524159144e-11,4.063848455377089e-12,7.457168697454802e-11,1.439517181474614e-12,1.1724086674787338e-10,3.1971677842474282e-12,1.5013811001060923e-10,3.830625732066241e-12,1.209835661415449e-10,2.0474714906336974e-12
P008,893,Qua_nhieu,2,3.197355721500055e-12,1.466820064311973e-12,8.80994836343624e-12,1.269048397409012e-12,1.2169554440791085e-11,5.315792899675315e-13,7.184883767699832e-12,1.1622315562825744e-12,1.0630847180258407e-11,2.9719427621544e-12,1.49936780021628e-12,7.454287645641303e-12,5.976261513495536e-11,6.197896756818975e-12,7.429326202788149e-12,3.2145873410325673e-12,2.3737033001107862e-12,5.426237131853236e-13,4.761250638562467e-12,7.094445976854887e-13,4.979228506862267e-12,8.769662797438173e-13,8.474850085111293e-12,9.58580240689215e-13,5.1076740910867134e-12,3.124505162824826e-12,3.862169913502659e-12,1.7927799612740973e-12,5.574678701103808e-11,9.069767549497606e-13,5.607003288497011e-12,3.4943321040623315e-13,1.2759362999311843e-12,1.0210314755476897e-12,5.985310336464606e-12,8.070846339591486e-13,2.503323052523657e-12,7.110980187965473e-13,8.421227358302918e-12,8.202300396654776e-13,1.5906660499716073e-12,5.998818345207976e-13,4.7442065522986974e-12,2.1470032565095886e-12,4.67557988941637e-11,1.5062806593066399e-12,8.885520926062242e-13,1.465209963091375e-12,2.817408926108598e-12,5.400149835888487e-13,5.886706572337691e-12,7.81812398297914e-13,1.3704355042404233e-12,5.291052404514041e-13,5.534937464302861e-12,5.092768335018462e-13,2.5169945961682587e-12,1.686840185682487e-12,3.303037955898366e-12,7.311241073951034e-13,4.0898438304958213e-11,1.1069831923786111e-12,8.409115272180812e-12,5.566582998107075e-13,3.700998444962115e-12,5.994374366236392e-13,8.696264391857368e-12,3.054022576691707e-13,3.4315655842110955e-12,5.599975781083215e-13,1.1128828597127677e-11,8.833252497214861e-13,4.161530147128974e-12,2.3323901392111875e-12,4.502124635195889e-12,1.5285788557870974e-12,4.54008050380124e-11,1.1237651713992996e-12,1.048071685730643e-11,5.994328703941601e-13
P008,893,Qua_nhieu,2,2.180113467252079e-12,1.0225972093046967e-12,2.8782257606753656e-11,1.7185969356286925e-12,2.0965851154777647e-11,5.287856622479773e-12,5.3407280685760154e-11,1.1715104882331954e-12,4.796828630435837e-11,3.675228392671049e-12,2.7613430133935604e-12,1.1540469240527085e-11,1.358595591173461e-10,4.322097445242614e-12,6.173438784147377e-11,1.1686470365672977e-12,2.195156953325948e-12,1.9633365761794198e-13,7.855029244180462e-13,8.378168828173117e-13,1.4637299532552144e-12,8.765256989875928e-13,7.055703513344217e-12,2.980551105417055e-13,1.9946774060586996e-12,4.634588930846909e-13,2.90244585254873e-12,4.1680999754142774e-13,7.609551412122915e-12,1.9595778427289975e-13,3.98632911674285e-12,2.8178263480949236e-13,9.700877517483558e-13,7.302748191124593e-14,9.09469259248772e-13,3.8292357972838505e-13,7.579977507052051e-13,8.393114049240082e-13,5.937745106036759e-12,2.856780678580236e-13,8.802999680018777e-13,5.001634056585496e-13,2.2439277333238276e-12,4.442015113004622e-13,4.536686443134391e-12,2.046679229370916e-13,7.792091086009153e-12,1.1470455539720515e-13,2.1384836746345527e-12,3.639265888073353e-13,3.5739880982489813e-12,7.848014669369019e-13,5.31360001721328e-12,1.171022138368299e-12,1.785407745058086e-11,4.4203099123827107e-13,1.8429142971707e-12,6.889015112196213e-13,2.757787701407749e-12,8.985082276325119e-13,2.093335493179104e-11,5.405321660203887e-13,1.89692528861126e-11,4.4548012690838035e-13,1.235116918327004e-12,3.0209728389712714e-13,1.9454579763044967e-12,7.075397187310789e-13,4.095634062187453e-12,3.488414271006594e-13,1.0415638342731618e-11,6.253370975914453e-13,2.3325037948469513e-12,3.8415337355096704e-13,2.7380771677907663e-12,6.494658345217601e-13,1.584403781976813e-11,3.094618324722486e-13,1.0957557185863285e-11,3.9639500603861285e-13
P008,893,Qua_nhieu,2,1.277760308013988e-11,1.0802381851468161e-11,5.572038079067556e-11,1.5424419923838924e-11,6.010491214085967e-10,1.931855439319317e-11,8.309061997962056e-10,2.7825381264136097e-11,6.860865687041031e-10,1.6387910513486676e-11,2.182771995226821e-10,1.5929454612462396e-11,2.4052144056894534e-10,1.4533462560778083e-11,1.6576431897180146e-10,2.0360857347561666e-11,8.730090828256744e-12,7.840075661819693e-12,2.2708969841711686e-11,1.5849068217756127e-11,6.804000278178263e-10,1.8202769382939592e-11,4.3486980799403413e-10,1.5193550031257345e-11,4.580107562828103e-10,9.094509182181741e-12,2.2774456376380504e-10,1.73308735922838e-11,3.030221129755437e-10,1.7903523494460248e-11,2.905125729952249e-10,8.47118127706627e-12,7.497115109927525e-13,1.2862777946175994e-12,2.753579858397259e-11,4.546117388013269e-12,1.9973306401356228e-10,7.602550013987626e-12,8.941439124085008e-11,2.7781712869111007e-12,1.3881318400560488e-10,3.740145635380052e-12,8.98026133505957e-11,4.747304118905721e-12,1.4441616024307993e-11,5.893074186220318e-12,8.094318297926984e-11,2.7777150070138885e-12,2.23434457869129e-12,1.595999933493805e-12,2.4378966178361067e-11,1.135080024559605e-12,1.660239332784003e-10,4.140795166921138e-12,8.363821319348193e-11,2.7547650307378267e-12,1.362264871135811e-10,4.835394987875074e-12,1.6185318764640057e-10,2.423284786492305e-12,3.6285315490544975e-11,1.9512371548629864e-12,7.881421406359256e-11,2.2083462633483354e-12,4.116961648002415e-12,3.0814527048987877e-12,3.0431761801961556e-11,3.621090488740796e-12,2.0563089699789174e-10,5.59091101198763e-12,1.8399709226430653e-10,4.3417443045655395e-12,1.525951214654264e-10,6.728393369022253e-12,2.435381841889776e-10,4.873238984302397e-12,8.776081737790547e-11,4.19485538344026e-12,1.1612990416972007e-10,3.4097593232723725e-12
P008,893,Qua_nhieu,2,2.6946752689800706e-11,2.5956803532075195e-11,8.798917737408718e-11,3.7174838996640284e-11,1.0499288276037323e-09,6.165533879831838e-11,1.3079779014133256e-09,4.711431811735716e-11,1.0510751312628602e-09,2.405015371307058e-11,4.376766598836212e-10,6.801705575140012e-11,2.7167717418200333e-10,4.056012169382499e-11,6.324091189577841e-10,2.168672689283751e-11,1.8143935957598352e-11,5.5834666827444126e-12,3.4559055752671503e-11,5.902358470185344e-12,1.3701047965905998e-10,8.280707419771146e-12,3.593134876383484e-10,6.848494816217069e-12,1.7535146755035585e-10,3.700860510183441e-12,2.3206106877481103e-10,1.566537078602963e-11,3.9623151917156997e-10,4.340851080007681e-12,1.0602593809358709e-10,8.663471054358442e-12,5.09008230189161e-12,1.945306678065054e-12,8.802192649826687e-12,2.17443643427948e-12,5.394894709977373e-11,1.8735506900703707e-12,3.3832749617460663e-11,3.882919398312101e-12,9.423058963804218e-11,5.565814395608803e-12,4.8867754374743026e-11,3.5385244776318293e-12,7.196569963831122e-11,3.704228798027602e-12,2.14024714548198e-11,2.3007818867923915e-12,2.762041025752333e-12,6.936152499246455e-13,1.6300642417707e-12,1.0831213493366736e-12,2.528193933237514e-11,1.2968603489598414e-12,5.074943636822078e-11,1.4258375647010956e-12,7.006832284861197e-11,1.734864831402033e-12,2.3903732031770374e-11,1.210003954057154e-12,2.6874280806792554e-11,9.380789861603628e-13,5.39914609662057e-11,1.5948465122273913e-12,3.933540033572931e-12,3.2553796835753717e-12,9.16314087176457e-12,2.93651830430457e-12,3.613299777335792e-11,4.270949375667463e-12,4.928651352130061e-11,3.3973644875414682e-12,6.101844244555782e-11,5.141247640142514e-12,5.116793331175598e-11,4.738566383139947e-12,4.9424536763452954e-11,3.838377549925549e-12,5.1860070088672783e-11,3.587290949893654e-12
P008,893,Qua_nhieu,2,1.8900274674889954e-11,3.212865026057658e-11,2.1123754473056754e-10,4.5584958714733646e-11,1.1914272521617117e-10,4.188260546624911e-11,3.740396666964012e-10,3.6970523840722374e-11,1.959423562020926e-10,3.3114310937834065e-11,8.671283303989275e-10,5.5623678869287855e-11,2.881697834740916e-10,2.5857277142124263e-11,1.261678564933424e-10,3.818294928392124e-11,1.1946345850904748e-11,2.0692128493737603e-12,3.173636758315646e-11,5.074472859240332e-12,1.586273104203174e-10,7.722074058456962e-12,2.2269984797842153e-10,6.3459243411087145e-12,1.6107969164315917e-10,3.900812424731959e-12,9.550215210478567e-11,2.7793793598125058e-12,1.3277616657676027e-10,9.373597144841874e-13,3.274187374020532e-11,2.9103920914046807e-12,6.699461654867388e-12,2.372052939263338e-12,3.164177045053081e-11,5.368936699050942e-12,1.814490672077204e-11,2.199261434288094e-12,1.199900488458243e-10,3.650123510280223e-12,2.217015168957247e-10,2.7020272327269425e-12,8.318054590723532e-11,7.149609883497663e-12,3.408229097073572e-10,6.533797996912275e-12,1.1837868821623752e-10,5.673431147007995e-12,2.4421267681295755e-12,6.642371729229598e-13,6.146363061312479e-12,1.429271259504636e-12,2.4102213549998384e-11,1.2581707954265448e-12,3.24803637111908e-11,1.4136173345009182e-12,3.980977865584939e-11,1.7695985551523318e-12,5.0177791528583604e-11,1.7748602581375332e-12,6.279179482749366e-11,1.3298178238093024e-12,4.6337340340040574e-11,9.872923940371202e-13,1.3648423949104289e-11,1.7573293770980826e-12,1.1971390747864856e-11,3.878171832128957e-12,1.0850056563167438e-10,6.03301457257744e-12,1.248625463215738e-10,3.246360131950351e-12,7.950037181639755e-11,3.108651436489006e-12,1.3915923480470376e-10,2.5297785452008004e-12,1.4306605348669812e-10,3.835340861316843e-12,1.6197820981327554e-10,3.5296045548715797e-12
P009,189,Vua_phai,1,1.7904934081210829e-12,2.0143969294965192e-11,5.60599088580236e-12,1.2682885017774405e-11,3.492569466277558e-10,4.073715523026035e-11,6.501663938414034e-11,2.0212054198939145e-11,2.8247212875007104e-10,2.3376559663430037e-11,7.220188996496585e-11,2.1706796951064448e-11,2.8432987357643214e-10,2.3346898483365335e-11,1.084764958030262e-10,1.119030770730934e-11,2.136345974451472e-12,1.5724174600789173e-11,1.0204256911179796e-11,1.0532012874967292e-11,5.259928151351593e-10,1.48327582645774e-11,7.833420399791854e-11,1.3436204789503134e-11,1.251410263316047e-10,1.4548065911753014e-11,1.3588932914571482e-10,1.5744292837919292e-11,1.8907429597912728e-10,1.2641858227946392e-11,4.187054792866972e-11,6.778839898489002e-12,6.450989911576521e-13,1.252888641107533e-11,3.5195304970018608e-12,1.282457543049325e-11,2.5441386720881574e-10,1.3390320942752146e-11,9.920270424207919e-11,8.596250951728246e-12,1.9653699786997567e-10,1.4679100619835338e-11,1.5289395720678128e-10,1.249787359274738e-11,1.5197783265983362e-10,7.281308368824348e-12,5.584610421300224e-11,5.229485140438986e-12,2.0199858958044796e-12,1.477580924698236e-11,1.4395118302625187e-11,1.1514239722479968e-11,2.5928135076083625e-10,1.3858112147567496e-11,1.5449585159351553e-10,1.4216046877324514e-11,1.8257522363069282e-10,1.6119058890794945e-11,1.9049524678352801e-10,1.4426921077640724e-11,2.2604358572980395e-10,1.1907899862130798e-11,1.3152422584153662e-10,9.072900790356638e-12,4.397605465975512e-12,9.314963842411552e-12,1.6652207390039563e-11,2.115686120313546e-11,2.9372275913836384e-10,1.793381884948196e-11,1.8679281669858208e-10,1.6897093321447507e-11,2.2116249690769195e-10,2.062822343523257e-11,4.1583448210224303e-10,1.8324002837729864e-11,1.0875991643552353e-10,1.5387780964939206e-11,1.224966905585999e-10,1.424460722994506e-11
P009,189,Vua_phai,1,1.690613352727737e-12,2.2540837473246432e-12,3.5915732514723472e-12,4.4502438848366316e-12,5.846343360530498e-11,3.7229444699128025e-12,7.52468956312842e-11,1.7749651696615816e-12,1.5843054657274061e-10,6.263443862395271e-12,7.582616299346849e-11,2.4766077872562877e-12,1.446360447444105e-10,3.0149667067488472e-12,6.420785354905303e-11,4.502939562361787e-12,1.5546017609076992e-12,4.353562396543065e-12,3.0248554191004448e-12,3.0467101696493662e-12,1.1693176945710669e-10,2.522450006321618e-12,1.4145033139866466e-10,4.217678021042037e-12,1.0560343929396255e-10,5.0334717785387556e-12,1.3794035686729891e-10,4.5434733320604976e-12,9.988224755983393e-11,5.065780522037701e-12,6.749908065860398e-11,3.762124248822691e-12,9.460099271504348e-13,5.951264959188221e-12,2.365576073554147e-12,5.607980286692953e-12,9.795428339504411e-11,7.5774618157299e-12,1.4700684994734685e-10,6.817005269325257e-12,1.1916437820321407e-10,5.820389178931872e-12,1.0826213881382187e-10,5.783338252065093e-12,1.0512330892085242e-10,6.033848848686048e-12,3.998930384440173e-11,4.5882626042455755e-12,4.814746329059906e-12,4.1147476308054684e-12,8.806435542673539e-12,8.586297443877197e-12,3.979484698298414e-10,7.459589561448905e-12,1.090745027804382e-10,7.281334562918998e-12,1.7878836403877378e-10,9.625422102002088e-12,1.3716164176862972e-10,6.1842672508823395e-12,3.5533460287651274e-10,8.208199147797626e-12,1.2622432498330107e-10,1.0187046814980002e-11,3.522851272064376e-12,4.0001268661173384e-12,8.62824513961191e-12,4.233161567581725e-12,2.4957744035771576e-10,3.48320885310795e-12,9.032479539063897e-11,6.496654496705153e-12,2.0396483714680262e-10,4.895274756851039e-12,1.4167545758372513e-10,4.233432882915882e-12,2.5665743889530116e-10,5.598673550159714e-12,6.430809153589131e-11,4.68813147871837e-12
P009,189,Vua_phai,1,1.6726062491247639e-12,2.9301958771114438e-12,1.497439046240236e-11,1.5202979118846655e-11,1.8919257525806438e-11,2.731474226403145e-11,7.723337352935598e-11,1.1928104978976968e-11,2.6492443710672486e-10,3.193498794791434e-11,3.1284353458833403e-10,1.036724811289692e-11,4.370574389018424e-11,2.6951268820348243e-11,2.0760937934628048e-10,1.1668419559412658e-11,7.366552658110633e-13,4.426609793597834e-12,7.334407640218879e-12,5.723206632767917e-12,1.92069960783857e-11,6.593664514536655e-12,1.4150229670764924e-11,3.621483590153035e-12,3.569509065444467e-11,6.709891308882691e-12,4.658630223409451e-11,3.5432071525744468e-12,1.1202591443442838e-11,6.247137742048234e-12,1.2584961861090728e-11,4.797451885062524e-12,1.061038264245882e-12,2.170380323621545e-12,9.645907530721722e-12,3.7418014889659835e-12,2.6245745570373792e-11,3.4134929219078425e-12,8.635511303030235e-12,1.9916107932392932e-12,4.586968562412497e-11,2.2166253702858288e-12,5.57827530799098e-11,2.2938776341202056e-12,4.1594726091252e-12,2.0081532724700676e-12,2.0510496507227944e-11,1.7411707967273803e-12,1.0184090031741062e-12,5.259170086690713e-12,1.102291245860137e-11,4.800301605056227e-12,4.665049237173405e-11,4.010660527206717e-12,1.2108362527831634e-11,3.1595575898822678e-12,5.807574552794145e-11,6.30865685347123e-12,6.580456276210949e-11,2.7241395777928638e-12,9.006697695667717e-12,4.867672169779751e-12,1.9668003550132676e-11,3.18188450083818e-12,1.0529568757214655e-12,2.687749149338388e-12,1.141641521886646e-11,7.1047336409199744e-12,4.769750485491038e-11,4.530832975378345e-12,1.221598881122028e-11,4.921221217951406e-12,3.1240817848485696e-11,7.681053212915508e-12,3.7467598842402775e-11,2.805677303264071e-12,1.1822024101622529e-11,3.0413650709735756e-12,1.9335796887873127e-11,4.273369058619563e-12
P009,189,Vua_phai,1,5.47480791135821e-12,2.492369551428947e-12,4.831241612943931e-11,9.646969140478145e-12,1.5920876478099004e-10,3.6193927963396523e-12,9.584268286832838e-11,7.767215136095176e-12,4.638313577233513e-11,6.676812312124033e-12,3.093325280759798e-10,2.448978077114519e-12,3.3435201658628154e-10,5.918852703400916e-12,2.803075384009863e-10,3.743189372926007e-12,3.332681701161321e-12,1.1138589323201076e-12,2.2040231608972383e-11,1.7361555367951596e-11,2.444170860723644e-10,1.2949690355322712e-11,5.061264121953775e-10,1.9811012874423107e-11,1.3322152502464626e-10,9.117911509214334e-12,1.7937576087243963e-10,2.271375990774079e-12,3.587649415913016e-10,4.70447115873999e-12,1.006648884050206e-10,6.578265265612277e-12,3.3800494446879124e-12,1.072070228463695e-12,2.236853020811312e-11,6.3411240521224334e-12,1.7254121696432083e-10,6.187150510174041e-12,1.3794158915173984e-10,6.699137134359193e-12,1.323665926430533e-10,6.120528313971796e-12,1.053001199783697e-10,3.731506792069321e-12,1.4803994117352768e-10,4.58936832415506e-12,2.3415012149861848e-11,4.2453047561210844e-12,1.8154084890077883e-12,1.5879250955130398e-12,6.217076810687665e-12,6.0623773012644105e-12,1.8579297486776763e-10,7.67047595167459e-12,1.5601687220595867e-10,5.355719533255596e-12,1.2114285967684375e-10,7.400519378406795e-12,5.6744227525359584e-11,3.689334711162356e-12,9.822268236684791e-11,3.4566226611887634e-12,1.0628410233506367e-10,4.910915272889516e-12,1.5161523624253977e-12,1.3696753863037064e-12,1.2763877668457284e-11,6.027685151869877e-12,2.5096778576631927e-10,8.259587566990553e-12,1.2924035704516187e-10,5.526460026639187e-12,1.2501840891021606e-10,6.470278195296396e-12,1.489976362580488e-10,2.9471983642253215e-12,1.3321563021041658e-10,2.3591706980123996e-12,4.840220638497376e-11,3.780631018962877e-12
P009,762,Qua_nhieu,2,6.955553092092315e-12,5.377770702406386e-12,8.835884757737823e-11,7.763845018006025e-12,6.883407388088755e-11,2.8559698485808476e-12,2.0893231705594606e-10,8.351009849378859e-12,1.1475718614719871e-10,3.890413732306726e-12,1.2706329765331798e-10,5.235021756572148e-12,6.402167031553051e-10,6.0082159264359465e-12,1.8824015115545767e-10,1.8815756836774967e-12,4.199852388407622e-12,3.492554152190212e-12,3.0801381925004067e-11,2.6673614002955603e-11,1.195714299139288e-09,3.0922172306220526e-11,4.6053318646853343e-10,2.5056039871948613e-11,2.239206078042636e-10,1.4768152298152325e-11,3.0675128124228504e-10,6.963470327809332e-12,2.493234587844309e-10,8.518361471666645e-12,1.1367442179153782e-10,7.057151872561275e-12,7.880549801263297e-13,4.348321677306676e-12,7.612173880511686e-12,3.639677712090864e-12,3.136145252000199e-10,6.374733197062776e-12,9.307918894320966e-11,8.573618249490368e-12,4.5153906003990436e-11,4.187530868890833e-12,1.5372183952049916e-10,5.488857055594853e-12,2.462130226566054e-10,7.317404201274505e-12,7.177661315487085e-11,1.2794891226049942e-12,2.0159473556506002e-12,1.7108064013658907e-12,1.2273984559749404e-11,3.1507796741157676e-12,9.422116842377096e-11,2.4173050934161136e-12,8.179213859876247e-11,2.9164739486970975e-12,6.826443814637564e-11,1.5877979915330273e-12,7.341145973048705e-11,1.4026685038967195e-12,1.0159678526575408e-10,2.035130363170261e-12,7.238403735654547e-11,2.5448153626518925e-12,2.19665125711856e-12,3.0285863981463412e-12,1.6726583519146348e-11,4.212212364205416e-12,2.1895620546023917e-10,4.21675168514702e-12,1.2983138789606934e-10,5.3649513556171235e-12,1.0361890650840722e-10,3.2866891875766188e-12,8.775664345415216e-11,2.6877382106252547e-12,9.842899448884476e-11,2.9117998789801743e-12,9.921801834930661e-11,3.394597142964827e-12
P009,762,Qua_nhieu,2,1.1727722530916153e-11,8.619593425024596e-12,7.076162004398664e-11,2.920044310385891e-11,7.891447376795691e-10,1.8942670906623418e-11,4.6048299228939376e-10,2.332705289139207e-11,4.826766205110123e-10,1.5093096692455496e-11,8.912831820168218e-10,1.163213126704372e-11,1.217508793532917e-09,2.304676255901272e-11,5.817259196149201e-10,2.463369909314976e-11,2.9241525381238776e-12,2.483251673822646e-12,1.1747202013889253e-11,1.4327815937121984e-11,1.8553542586855567e-10,1.521676124490952e-11,1.123299168259032e-10,9.373308923847247e-12,3.7325277308231235e-11,6.158954166365169e-12,1.4276474210043737e-10,5.517502624055584e-12,1.537678057416228e-10,7.59416021406875e-12,4.1390390779096213e-11,6.3917831033126235e-12,7.749188255558225e-13,2.128732287661264e-12,3.5834668066502434e-12,3.22761657459761e-12,4.8960839143514865e-11,3.586305187243108e-12,2.432247535091115e-11,3.4877793104691237e-12,4.275043507321639e-11,5.0000456928121295e-12,2.996737064138261e-11,3.1363173032491204e-12,1.906194598008955e-11,2.0456541513710206e-12,2.52819982737263e-11,3.2033459279160764e-12,3.1501443748641157e-13,8.791670009684734e-13,2.7668412276438763e-12,1.0850356225794002e-12,5.685605009922122e-11,1.10908276727158e-12,2.4570743358043743e-11,1.5386566007144652e-12,1.603969539324373e-11,9.70373044937883e-13,1.879318619672817e-11,7.156818334869398e-13,7.272248856292411e-11,2.191863677983806e-12,1.1405428228168088e-11,7.577064861614619e-13,9.638250388989548e-13,1.9534968874118628e-12,5.004299246008635e-12,4.020751952146204e-12,3.954835435443901e-11,3.2168291126744943e-12,6.376514570508586e-11,3.926960241390742e-12,3.5292396781461457e-11,3.702311160576982e-12,5.928665687082326e-11,3.172797284440907e-12,7.106823904360338e-11,3.9099606078087506e-12,2.2656853421295647e-11,2.3983696372711066e-12
P009,762,Qua_nhieu,2,6.601923787139735e-13,8.249768634501928e-13,8.452650261364452e-12,5.634014925243767e-12,1.2226596976170156e-11,2.9373209561574985e-12,1.179521983255933e-11,4.140353297965801e-12,2.0580961940751513e-11,7.778647115394455e-12,1.9800194079709926e-11,3.469781685613198e-12,3.238244268068167e-12,2.647601753608687e-12,5.341324135501683e-11,3.3300310344548476e-12,5.127862704316126e-13,7.744414963009413e-13,4.220738442076003e-12,9.894599607288862e-13,6.6399079777651196e-12,3.2423276962856583e-13,6.759842071029807e-12,3.916537127375843e-13,5.708044066502238e-12,1.3450812730301773e-12,7.714103864560245e-12,1.2460647093437944e-12,3.90400214219877e-12,1.0289007468598114e-12,4.233100910862218e-11,5.180667781501593e-13,5.812294850190633e-13,1.533277528628012e-12,3.287838165417672e-12,1.7895602243152445e-12,6.872368830670168e-12,1.4155230799713886e-12,1.4765424565426858e-11,1.396403470508216e-12,7.110392388294272e-12,1.3930920315104719e-12,5.782677861494856e-12,8.60974402322385e-13,6.206214776660055e-12,3.730931538000106e-12,1.0531801344910913e-10,3.5692150076170563e-12,1.614313209811764e-12,1.6182574106430608e-12,4.1696405586766e-12,3.3642368071903733e-12,1.0390101168891901e-11,2.6438467452372237e-12,1.28079411468329e-11,2.06148630941816e-12,9.290662102557932e-12,2.684849420578838e-12,1.0058809625697009e-11,1.884496739844254e-12,7.696602298156924e-12,2.564677472384434e-12,1.723006677990805e-10,3.5172362484450312e-12,1.0315636121728874e-12,1.0412576018700833e-12,3.35079595904821e-12,5.76148974801971e-12,1.0243730780383913e-11,2.2234026028863663e-12,1.1541845628053236e-11,3.2166689716670466e-12,7.131375418209206e-12,4.264553277826052e-12,1.1163116168356877e-11,2.4402528234145095e-12,5.0303201011993626e-12,1.1797760735085772e-12,8.004119969378617e-11,3.8682265215174775e-12
P009,762,Qua_nhieu,2,7.547245041782158e-13,2.566931174533254e-12,6.177663175112232e-12,1.8286439023938393e-12,3.746359521171392e-10,3.726280350329574e-12,1.6677921512584047e-11,1.1548995370627835e-12,3.579839663080295e-11,4.3433987472634534e-12,1.6442985956684098e-11,2.786837063886796e-12,1.1216624501258256e-10,4.3136930317127905e-12,1.7597572219870212e-10,1.683776302490568e-12,1.2258194983226884e-12,2.8369450704662383e-12,4.4813082085896125e-12,4.359042053711674e-12,4.828794975271614e-11,3.1080429208353522e-12,1.1515880174549032e-11,1.0772573331420307e-12,4.5106764251405126e-11,5.547378037278176e-12,1.0373618988918383e-11,2.959600591373347e-12,2.488411896623144e-11,3.4183898972216735e-12,1.1798639114182776e-10,5.621093326316214e-12,4.925967817289036e-13,9.769401974220633e-13,9.010336196387816e-13,1.7749169449061155e-12,2.4889031267929355e-11,1.345663563291419e-12,1.5942136131815832e-11,1.1650436453389422e-12,2.8431841034536114e-11,2.8843496319164837e-12,1.550548401328683e-11,1.4782772372100242e-12,3.03157120991954e-11,1.8473982002135384e-12,5.707590299946339e-11,1.3433831136847767e-12,8.220378339396103e-13,7.656106198835791e-13,1.769216272421135e-12,1.889050118662184e-12,1.6481256609696957e-11,1.616476619695972e-12,1.0953536528143589e-11,1.6982609873657726e-12,5.952266568380121e-11,2.8806516695171577e-12,6.116319920939417e-12,1.4764670157845888e-12,2.98202869948093e-11,1.539165522425028e-12,5.956277887232981e-11,1.7074255966436284e-12,1.0065412091918515e-12,9.567671238319874e-13,1.9533165410420714e-12,1.2447431024380924e-12,2.3676668542651144e-11,1.1995484499987398e-12,8.662245294418881e-12,1.1880045749937026e-12,4.434808316348268e-11,2.661488344186385e-12,1.3113593299418038e-11,1.6294870520055257e-12,3.203868692463673e-11,1.7483807223757276e-12,7.128167675026884e-11,1.851680339983355e-12
