subject_id,condition,jar_group,jar_numeric,bp_delta_Fp1,bp_delta_Fp2,bp_delta_F3,bp_delta_F4,bp_delta_C3,bp_delta_C4,bp_delta_P3,bp_delta_P4,bp_delta_O1,bp_delta_O2,bp_delta_F7,bp_delta_F8,bp_delta_T7,bp_delta_T8,bp_delta_P7,bp_delta_P8,bp_theta_Fp1,bp_theta_Fp2,bp_theta_F3,bp_theta_F4,bp_theta_C3,bp_theta_C4,bp_theta_P3,bp_theta_P4,bp_theta_O1,bp_theta_O2,bp_theta_F7,bp_theta_F8,bp_theta_T7,bp_theta_T8,bp_theta_P7,bp_theta_P8,bp_alpha_Fp1,bp_alpha_Fp2,bp_alpha_F3,bp_alpha_F4,bp_alpha_C3,bp_alpha_C4,bp_alpha_P3,bp_alpha_P4,bp_alpha_O1,bp_alpha_O2,bp_alpha_F7,bp_alpha_F8,bp_alpha_T7,bp_alpha_T8,bp_alpha_P7,bp_alpha_P8,bp_beta_Fp1,bp_beta_Fp2,bp_beta_F3,bp_beta_F4,bp_beta_C3,bp_beta_C4,bp_beta_P3,bp_beta_P4,bp_beta_O1,bp_beta_O2,bp_beta_F7,bp_beta_F8,bp_beta_T7,bp_beta_T8,bp_beta_P7,bp_beta_P8,bp_gamma_Fp1,bp_gamma_Fp2,bp_gamma_F3,bp_gamma_F4,bp_gamma_C3,bp_gamma_C4,bp_gamma_P3,bp_gamma_P4,bp_gamma_O1,bp_gamma_O2,bp_gamma_F7,bp_gamma_F8,bp_gamma_T7,bp_gamma_T8,bp_gamma_P7,bp_gamma_P8
P029,453,Vua_phai,1,4.542482840990772e-11,8.030761585473531e-12,3.2779337017646314e-10,4.1475902113739714e-11,3.826206339087935e-10,5.655177522058006e-11,4.4375453473476607e-10,3.5344923449925096e-11,2.8223636565312743e-10,2.3768193284648785e-11,8.580376390247408e-10,4.189761666475348e-11,8.369613015397239e-10,3.751497673177694e-11,5.342506569634538e-10,3.529276164950375e-11,1.5835350122141787e-12,4.331200650639232e-12,4.3794478008197584e-11,1.9687387023270473e-12,5.420263395936881e-11,5.786101679863141e-12,3.612756454495324e-10,3.996137463694236e-12,2.3407733749474674e-10,4.104965978016221e-12,1.3713216758544645e-10,2.8854006391740506e-12,8.920764332732339e-11,3.739670122660674e-12,9.310906471074802e-11,2.2832778876775877e-12,1.4225142291873134e-12,1.5036897399324642e-12,1.850871115849764e-11,1.764182432405082e-12,1.3350292131676054e-11,2.3553504376422e-12,1.0661036279142065e-10,1.1253613797760057e-12,7.150715706973858e-11,2.113245661764959e-12,7.422899313128453e-11,1.8666416757491526e-12,9.362598288096906e-11,1.013081661704837e-12,5.7309817667635694e-11,4.3778569926925685e-13,1.2471720541539888e-12,8.423977107871585e-13,5.940982473103087e-12,1.2820902911695267e-12,2.3860465727057927e-11,9.144766151535423e-13,6.934662512413243e-11,2.1778144586644052e-12,5.492211070525642e-11,2.5587017797532223e-12,2.7067899555848723e-11,1.1770642896422987e-12,5.968332485549895e-11,1.3362746361733709e-12,1.5022293254252055e-11,1.1398858320080528e-12,2.5908416855645554e-12,1.700202465387253e-12,1.341844394164634e-11,1.366903905484734e-12,2.0391625678644143e-11,1.9220539292442554e-12,9.24959062245035e-11,3.680767034551341e-12,8.30260539786796e-11,2.0130881697997255e-12,6.178390066278092e-11,2.0768476968804227e-12,7.751989913374806e-11,2.237983990648411e-12,3.321714678227027e-11,2.0401971477723684e-12
P029,453,Vua_phai,1,6.471813598691278e-12,1.608545319680585e-11,1.3444951802761326e-11,2.6959661793058706e-11,3.4265819980757833e-10,1.7324547615944032e-11,2.3145963199836747e-10,1.6716759306953033e-11,1.8407737014213113e-10,1.7205654362961372e-11,3.0293528519605114e-10,2.0210448944666733e-11,2.408302739533325e-10,1.1133403955108065e-11,7.270003134113458e-10,1.3225806791368925e-11,2.4707976350659195e-12,2.9635709859920245e-12,6.420630472523389e-12,3.675074001920797e-12,5.4835169393099095e-11,6.342209790053439e-12,1.1182756100634997e-10,6.111835319635826e-12,9.031620874262524e-11,4.026006435944835e-12,4.91866985793287e-11,4.113567135318596e-12,5.280239586461293e-11,4.901068730208054e-12,5.252306294939014e-11,3.2517112443102418e-12,2.699677015256734e-12,1.1229368829053107e-12,3.547897367215231e-12,9.558472548791225e-13,1.810929621339385e-11,3.240152292734492e-12,8.037056963812824e-11,2.7447615394419396e-12,8.951658319366325e-11,1.2878660179146602e-12,1.6508440841286246e-11,2.369538721921235e-12,2.5457975448007598e-11,1.7461997045181007e-12,1.5476727227041858e-11,1.679311888679516e-12,2.4164380145909214e-12,1.1381363455694334e-12,1.750540382313134e-12,2.114986833939919e-12,1.0765583998829149e-11,1.8550670551219714e-12,8.173941090574115e-11,3.2997432675081587e-12,9.293464402355592e-11,2.076490781477229e-12,8.017575500080078e-12,1.817871115766977e-12,1.7047053190066382e-11,1.7750369359996126e-12,9.416103179270366e-11,1.5564879967626451e-12,4.794424828452298e-12,1.184279541224461e-12,2.1572770098318976e-12,1.6064480929698267e-12,1.3487888247418462e-11,1.576675486852607e-12,1.0738664539022765e-10,5.767717826596525e-12,8.323846729932142e-11,3.3714674901663312e-12,1.5823369329745253e-11,4.835657460994842e-12,2.911922457634996e-11,2.720315864336429e-12,4.504050214653296e-11,1.3215843580160288e-12
P029,453,Vua_phai,1,6.9386716172113704e-12,3.214403583584035e-11,3.690421537732707e-11,3.1760833551510123e-12,1.263595930047593e-10,7.915317160559582e-12,5.449048961018956e-11,4.710715663897329e-12,1.0594755489751549e-10,1.0286640022154989e-11,8.12300133248371e-12,6.358696337786608e-12,4.840304974911481e-10,3.555833964621572e-12,1.614458398614391e-11,5.0474514550009194e-12,3.8713183285735765e-12,1.27962417075483e-11,1.352290070031539e-11,6.383186303165825e-12,3.7699698310659295e-11,4.6539178659622735e-12,2.3844816856953026e-10,9.411469901062397e-12,1.352049061868065e-10,9.5056907361729e-12,1.1875357694203663e-11,9.283564598812969e-12,2.2531961150881665e-10,9.434120808844943e-12,8.765508081199345e-12,7.507859392144045e-12,3.638101567568534e-12,2.6857437237764387e-12,1.4271292238346378e-11,1.3327068032000222e-12,2.6695278463167868e-11,3.0298108466400478e-12,2.9011512675277165e-10,2.4038913278567714e-12,6.6210547786589e-11,2.3998726853949783e-12,2.915896611304056e-12,3.4677246111629642e-12,9.668244518769949e-11,2.4364467543939054e-12,4.859450917985159e-12,1.699948544800227e-12,4.636904658639512e-12,1.8807708837593406e-12,1.810860989924835e-11,1.3189065532936005e-12,1.0476325415682036e-11,1.6105805928261908e-12,1.2340137128050863e-10,3.248027632131824e-12,6.006989366021704e-11,3.4950375175768002e-12,2.4157990710663197e-12,2.7565869934036688e-12,1.0371466360550481e-10,2.3902532624169593e-12,3.861326752319117e-12,1.84065317569246e-12,6.956497710378108e-12,1.880765125837185e-12,1.630786740443329e-11,1.9115251458649767e-12,2.8266270090443232e-11,1.2153030701716167e-12,2.6977889995955276e-10,7.027380227592726e-12,1.1751485330862095e-10,2.670837965196118e-12,2.7863796831247533e-12,2.0359221109632944e-12,1.4109543747826139e-10,2.0628748899813282e-12,4.1672162944717144e-12,1.960358842108292e-12
P030,605,Khong_du,0,1.9085286304690012e-11,3.087263687557747e-11,9.585523575670921e-11,5.45876427461204e-12,3.647721247440698e-10,6.261167532404447e-12,7.590111514552017e-11,2.430247803021406e-11,5.1986813222428616e-11,7.795449778772119e-12,1.6540442268025845e-10,6.6395367239287784e-12,1.088195493466205e-10,3.123372774019541e-11,7.57735758432426e-11,1.0227160082819146e-11,4.7896447536353535e-12,4.088291231874246e-12,1.2057164810907798e-11,5.905776942940447e-12,3.784017800203964e-11,2.6062951861250747e-12,5.210863139563049e-11,5.389137277395727e-13,6.392600359866362e-11,8.996335756121913e-12,2.5102093994369043e-10,3.5014306813349235e-12,2.4718398336240384e-11,1.5531271687322673e-11,7.669863107728357e-11,2.7913994693065806e-12,2.981028440711805e-12,6.673946511035269e-12,5.920290537473486e-12,1.05082597256108e-12,5.572231110072331e-11,2.598350985636229e-12,1.1110709308248748e-10,6.281812656800944e-12,1.0236711498280233e-10,3.726218666112671e-12,9.169510349659192e-11,1.6497401771322051e-12,1.9642782238076593e-10,1.4852552355835256e-11,7.742065421627409e-11,2.7022496193311902e-12,4.972338428924005e-12,8.415248964742382e-12,7.868831384979399e-12,4.207790826311002e-12,8.507366485719226e-11,2.0179099066304707e-12,1.3272943971987007e-10,7.986483469239104e-12,5.92115529637459e-11,3.655812529281099e-12,7.632738206535833e-11,7.367230098002777e-12,1.2631084418783185e-10,2.901935534294192e-11,8.402941126614953e-11,1.973762839627492e-12,2.75264268897984e-12,8.584374508203466e-12,1.0906992529654425e-11,3.703958773906572e-12,7.559530646351903e-11,4.106922028320813e-12,1.0416473208147344e-10,5.023952729176221e-12,4.719256176698209e-11,2.211317830405894e-12,1.298750366685973e-10,6.1453519909933164e-12,1.3312717065589505e-10,2.2915604708570356e-11,7.57667735160598e-11,1.389403894976343e-12
P030,605,Khong_du,0,2.9398301651296654e-12,2.25221920643255e-11,2.0083488641048293e-11,3.701555491138434e-12,6.182111312938616e-11,9.353952150941578e-12,1.1609172231923882e-10,1.3349821449159567e-11,1.4305466051107449e-10,1.4845796651340864e-11,2.453619890072221e-10,1.3478809184035809e-11,7.285593023697226e-10,4.017108240010839e-12,1.6043903398893592e-11,9.488183504569757e-12,5.130025375456672e-12,7.95099900190246e-12,1.4406789215432511e-11,1.6214825572189786e-11,9.094250695187692e-11,8.827276162016624e-12,7.557552296121411e-10,1.827642254144447e-11,1.5541950355950134e-10,1.3549733024212268e-11,2.5104487476532513e-10,2.7700158996976015e-11,1.0372472783765742e-10,6.438590974386456e-12,6.746540410235151e-11,1.3404593135931069e-11,2.3395529810360833e-12,1.1929585318251113e-11,4.303764196708761e-11,2.1875804068732066e-12,2.705508178102532e-10,8.49011940573854e-12,1.9762430207576522e-10,9.667471033622255e-12,1.065616985266845e-10,7.82340151502244e-12,2.0062249160787712e-10,1.0783961288027017e-11,8.766899873756506e-11,4.110962377706762e-12,8.818396033915404e-11,3.968250057140543e-12,3.038689742376921e-12,1.2382591800568343e-11,3.790856530946577e-11,1.0511382419940296e-11,2.421723411753969e-10,8.382949814400758e-12,2.447768632381687e-10,1.1572585238281831e-11,1.318712614263256e-10,1.172454737220694e-11,3.3579157355687643e-10,2.2511846496385846e-11,2.0592233716199213e-10,7.946005381842452e-12,9.549437222233282e-11,1.044748648376221e-11,3.980850960781598e-12,7.552492648573191e-12,2.4027672407286586e-11,7.635518321003216e-12,2.891711467007192e-10,8.24265046562936e-12,1.907581617934903e-10,7.29573145840738e-12,1.1445043992656116e-10,7.028577099213156e-12,1.324699221400987e-10,7.088881339991957e-12,4.535403513409596e-10,9.96310169063805e-12,5.963085436633685e-11,6.413674638288885e-12
P030,605,Khong_du,0,1.322158384481021e-12,5.154290146744992e-12,1.7132806525878862e-12,2.797046342294202e-12,8.879960788784953e-11,3.9657731667601984e-12,1.0983499565899995e-10,6.13256022180029e-12,1.1072555955147473e-10,9.53274172321999e-13,8.708283213106739e-11,2.6581038153252313e-12,2.4863190530342315e-11,2.8059640127601634e-12,3.049400758847018e-11,1.1538037942981156e-12,2.203982408264286e-12,4.084919172972717e-12,2.5695935072447477e-12,2.4068162829828332e-12,5.383600800751323e-11,5.4304462283371576e-12,1.535726498057858e-10,1.0632179320336563e-11,5.878955975406658e-11,8.356716199613293e-12,1.1050948207878018e-10,2.8884870009107976e-12,1.1434627038139753e-10,4.998763862509888e-12,7.19884202340033e-11,2.8752218258751585e-12,1.619258609421728e-12,1.5448829418576275e-11,2.827516647840352e-12,2.7349625257893635e-12,1.6948683379901333e-10,2.868028640074915e-12,6.098822171633028e-11,2.6910103423959844e-12,3.583956761954061e-11,3.5393603391750203e-12,5.824323711586542e-11,5.436225072336907e-12,1.2892757009035603e-10,8.791359297946882e-12,2.453822448425939e-11,7.530066285876656e-13,2.175041753903449e-12,2.7822626320046426e-11,1.0587256721599719e-11,2.60918978072766e-12,1.2289501311140452e-10,3.951009734106446e-12,1.4435868703053726e-10,3.750540783917648e-12,4.837344819531903e-11,3.4369358764634713e-12,1.8081208182942995e-10,6.9218265265637524e-12,7.898910925992676e-11,3.800841281050012e-12,5.984072753176241e-11,2.3090387447858518e-12,2.1106816389448076e-12,9.073096358941581e-12,1.4554264662261578e-11,3.3265029150940365e-12,1.2791751893622746e-10,2.3997087450728395e-12,1.911509349320191e-10,4.050310617900447e-12,3.404365799039059e-11,5.041335658817824e-12,8.504103770243164e-11,3.64268014756034e-12,9.067079446779262e-11,7.0677959458842234e-12,3.9458803334122457e-11,1.7990087591910812e-12
P030,605,Khong_du,0,4.524549497085068e-12,1.811452792555081e-11,1.836666640528665e-11,1.0398588550634272e-11,7.918607124104745e-10,1.995882474737316e-11,3.034466099072383e-10,1.4007092497792477e-11,2.220527005559247e-10,1.2081441248238086e-11,6.085396752644645e-10,1.9642515459937518e-11,4.5295313996981975e-10,4.773311523221669e-12,2.5057507970171974e-10,3.143955773714915e-12,3.3681941362360312e-12,8.680122844606353e-12,4.774078392472851e-12,6.066577223482794e-12,2.2940779073689213e-10,1.920263343226931e-11,1.363089108977334e-10,6.131192350869663e-12,1.3228992651551117e-10,4.314536188633223e-12,9.074471076732247e-11,8.9256590230176e-12,2.5967252111288854e-10,6.08318607850473e-12,2.0591191171497213e-10,7.2426237267954365e-12,9.486252116364435e-13,2.395889327469409e-12,3.0952090431935095e-12,3.3509978992181824e-12,7.000477452007653e-11,9.109884991984106e-13,1.5809735458720108e-10,2.6384313452863683e-12,8.202162057998324e-11,1.12157723406636e-12,1.1467109926712596e-10,5.741174895623035e-12,1.0084860944729287e-10,3.00104039726638e-12,6.984147187414754e-11,1.7377006982091436e-12,1.6596141417814249e-12,4.409365053110044e-12,3.7119897252740844e-12,2.367754484765053e-12,7.310300322554767e-11,2.3583905188501516e-12,9.658609126035778e-11,2.894828612727741e-12,6.34327020376083e-11,2.5319564925923646e-12,1.5747679867018208e-10,3.2254014425836876e-12,1.535796503954634e-10,3.7222600504425355e-12,9.226863901637238e-11,1.257948226997803e-12,6.554340575431193e-13,2.9003533219969763e-12,3.1916729627080056e-12,3.045599088772606e-12,5.589670965952826e-11,1.6389160052779832e-12,8.679406997690962e-11,3.251516816030091e-12,1.0415530388020814e-10,1.9843646888565856e-12,1.3563343541352703e-10,4.058929049384299e-12,1.1496156272505101e-10,2.7864107364777066e-12,8.721985413325563e-11,1.5997817155534414e-12
P030,605,Khong_du,0,1.3024725615575866e-11,2.3070232301572208e-11,6.966507425837399e-11,2.0389192144973583e-11,4.137739241138614e-10,2.399237971361064e-11,1.1083558525526426e-09,2.2381980706298697e-11,6.686123206592202e-11,9.056688844315221e-12,1.4889669629463817e-10,2.0002023462102682e-11,3.2391844605211046e-10,5.082403371090643e-12,1.0238509449682129e-10,2.4189197749796116e-11,3.566580137192239e-12,4.438088641341008e-12,1.5706721340897187e-11,6.214317310331179e-12,4.765110731291985e-10,1.273889668695953e-11,2.924982945666021e-10,1.4301198008767515e-11,2.0108031586425611e-10,5.272684457323962e-12,6.099795396977591e-10,6.190319505371419e-12,2.6175352196187877e-10,8.593422139221062e-12,2.5141560682185125e-10,3.302428336386555e-12,2.8148578021870748e-12,1.0767159033080801e-11,2.588873356123633e-11,2.3780780455899928e-12,5.0840852902125926e-11,3.638534557714425e-12,2.002561724655204e-10,4.100017149181154e-12,1.0837001972311204e-10,2.1227678786809988e-12,2.328209280768964e-10,1.2238202507422086e-11,8.741565813236886e-11,1.8476520833920245e-12,5.754007476416373e-11,3.582178060858115e-12,1.5269908172356542e-12,4.903369674887849e-12,1.7703919984337764e-11,1.7537929825634255e-12,1.7541515019617258e-10,3.012608865788024e-12,1.3627471640151424e-10,5.824616554692171e-12,9.704330834364827e-11,1.4895530901384182e-12,8.67739169541914e-11,2.2447760511268956e-12,1.8606416407468722e-10,5.529709401043532e-12,6.945701980173087e-11,3.124859949486529e-12,1.0602584857088623e-12,4.7074072025589915e-12,2.466819031467451e-11,2.735853341146992e-12,1.600793473678814e-10,5.0394247747432286e-12,1.1836351006151922e-10,3.716293649210737e-12,1.9441588814719926e-10,2.4230958525432307e-12,1.1793572418378787e-10,3.5949909632969634e-12,2.41394184388227e-10,5.592256264847423e-12,1.1816359079682557e-10,3.826152541656263e-12
P030,258,Vua_phai,1,3.827991464790559e-12,7.866366796519762e-11,1.240286987985961e-10,6.147018376955327e-12,1.2206558421537352e-09,2.318966422869185e-11,8.250480909859326e-11,7.746626827507182e-12,2.918273805277089e-10,1.8452272201650068e-12,3.3408140335358783e-10,1.4902147144877573e-11,7.546297410968126e-10,1.1183552323573711e-11,3.3618337345896216e-11,1.1796077175261244e-11,3.005914492774228e-12,5.943379601555537e-12,5.513300895054313e-11,2.3230927997457296e-12,7.014308326405521e-11,3.774436563084991e-12,4.146332892356238e-11,2.7365945328922937e-12,4.955403980014116e-11,1.46233382684942e-12,2.0043767777371197e-10,5.166866961769078e-12,1.4597278908205793e-10,1.6629305316909583e-12,3.1362744911953296e-11,2.7773945179973995e-12,5.913115790793341e-13,4.723504753749408e-12,1.9402270312478482e-11,1.4275147939977634e-12,7.604782493122221e-11,2.3738880837155944e-12,1.051070394948745e-10,1.6910555492081183e-12,1.8190951639872397e-11,2.4759775543123287e-12,1.404047967958051e-10,4.08134686881443e-12,9.488499875983e-11,1.4003261198848305e-12,2.0133178324072302e-11,7.997229370825641e-13,1.4570720941664347e-12,5.770953938511812e-12,1.2244943456078614e-11,2.7966198529985804e-12,3.4674275368771535e-11,2.6625293611359626e-12,4.78612763187586e-11,2.5523877223911985e-12,3.506111681411039e-11,2.1328332747212468e-12,7.747237577049067e-11,3.1656401916851978e-12,1.389386928067981e-10,3.4913370817004084e-12,2.2067517995868097e-11,2.0636434418312153e-12,1.9511730105236557e-12,7.110371654680542e-12,1.3202755291205596e-11,1.955285649247212e-12,6.186568912610321e-11,2.254950634322039e-12,6.22341242851325e-11,3.5501131742888108e-12,4.0890580760256304e-11,3.786441533659262e-12,1.118277867912738e-10,3.5029185066050975e-12,1.0918509583832482e-10,2.8725781101651135e-12,1.961696554871964e-11,1.7445870934051643e-12
P030,258,Vua_phai,1,1.991777235283128e-12,3.9164617383430215e-11,1.0872879688592472e-10,2.0307533542960562e-11,1.6001876677859535e-09,3.1717418477511e-11,1.9726217221435684e-10,5.560381958034541e-12,1.7761535505929677e-10,5.376435557614305e-12,2.9075235343922506e-10,2.3096164851892564e-11,8.539580392731653e-10,3.1073873098271434e-12,2.7058923024221196e-11,1.671754136692358e-12,1.2071282046439518e-12,1.0752877772853552e-11,2.494089703712156e-11,2.9188866584929356e-12,1.055120055606607e-10,2.79423009853509e-12,1.8563062176275792e-10,4.400919972143545e-12,2.2761443822520445e-11,4.761105386898803e-12,7.202752719495144e-11,5.503279321276676e-12,1.7506920314927302e-10,2.2073841662805226e-12,1.4859769105042312e-11,2.4810008113987485e-12,6.252612650520028e-13,8.935385564074443e-12,1.5643734609025336e-11,1.587000068276158e-12,2.6089054120299213e-11,2.5812864942870712e-12,6.562567003942823e-11,3.4023142404740777e-12,2.3202593827732286e-11,4.557974093848566e-12,8.016451941660449e-11,5.1995687472355506e-12,2.0168184705957043e-10,3.5916936349181747e-12,1.0333244972153912e-11,1.8864127815280927e-12,1.0682214323086295e-12,3.475495984177187e-12,7.429133471760606e-12,2.191075643353827e-12,4.212333929677588e-11,2.2650198485114112e-12,6.567188494118538e-11,3.211706292980944e-12,1.995449586326904e-11,2.0065220178943854e-12,7.481633270986709e-11,4.84866696106983e-12,1.7690033968540488e-10,4.216006111754837e-12,2.8564521870771074e-11,1.9762197964021772e-12,1.8340831570174623e-12,5.20940323112896e-12,8.56459382443614e-12,1.3399008869428774e-12,5.327231938013305e-11,2.65878686453556e-12,8.020522151582305e-11,2.8702407827190864e-12,1.5445168913675165e-11,6.3042385829948454e-12,8.230545512714185e-11,2.2037940749275928e-12,1.1560443605820774e-10,5.0072455115448e-12,2.5801497898570667e-11,2.409538562486667e-12
P030,258,Vua_phai,1,5.520712542486311e-12,8.841201730932922e-12,9.915954002294856e-12,1.840936673011978e-12,2.2389837069373456e-10,3.7849802730699256e-12,2.380013665600845e-10,4.5030642384675146e-12,1.7285575454830045e-10,4.1036454942645655e-12,2.441376073898574e-10,8.274785332521792e-12,3.90699986751322e-10,1.7258125886326082e-11,5.73924493991973e-11,5.542541705955769e-12,1.7948893483601353e-12,1.3032013030719176e-12,8.465687932212482e-12,1.7924901552467356e-12,1.7575970132477427e-10,1.3624094627520259e-12,1.237882233637884e-10,9.506865816403715e-12,1.1357958251614022e-10,1.114293399445982e-12,2.8201439734363374e-10,1.0860308885032933e-11,4.3700089223997816e-11,4.627907556000864e-12,6.673938873785268e-11,1.854601074745714e-12,3.21167957371365e-12,1.393622326270839e-11,9.619802920922042e-12,5.158834681961676e-12,3.726419417319235e-10,8.979829463552326e-12,8.005772329692186e-11,3.3262654097474433e-12,1.198333973210439e-10,4.096075765571646e-12,1.1403168428320222e-10,1.0642494534386734e-11,2.0271198016040606e-10,4.528835198652264e-12,9.766505291571013e-11,3.6141941561383756e-12,3.495742868548245e-12,8.549948002351075e-12,6.968301698579129e-12,5.511115121288619e-12,9.92588515173138e-11,6.9117800792056765e-12,1.9368544268597917e-10,8.135092596252101e-12,8.35274356174763e-11,5.770886601267719e-12,1.763333513715035e-10,7.457052025477866e-12,1.9704643995510784e-10,7.446228578360503e-12,1.2636940003310957e-10,3.1228294461528545e-12,2.5369773489915914e-12,8.466134284084818e-12,8.599511547050904e-12,4.849336937387988e-12,1.5359850448265346e-10,6.843606862474203e-12,2.1547407957505166e-10,6.783690953000962e-12,1.356528878697656e-10,4.04534236680358e-12,1.8749557357867691e-10,9.44352223440094e-12,1.1440063543696229e-10,4.88849267043155e-12,9.865042374742234e-11,3.243972274204971e-12
P030,258,Vua_phai,1,3.303354335561117e-12,1.5501688959780314e-11,2.289885872154615e-11,1.439095556768281e-12,5.6195724931462074e-11,1.7844033763670849e-12,6.989148310225913e-11,2.5059196718250102e-11,2.042227631393593e-11,1.2193791804383633e-10,1.6481026201710688e-10,2.0412771284407982e-11,1.2070301148538503e-10,1.1240968380690011e-11,5.6492094525846396e-11,1.7765131878784432e-10,1.394990210686894e-12,1.454872566231652e-11,8.08857947272382e-12,2.369896310913022e-12,1.4088216425126045e-10,6.0948018217590414e-12,2.650374083071034e-11,5.717351543399128e-12,4.503489428468551e-11,2.0485119671406252e-11,2.5099868226888433e-10,6.569637353313834e-12,4.074257621852651e-10,6.060222220409758e-12,3.039651722517651e-11,3.125991095800835e-11,2.9436468381773645e-12,1.885985221980276e-11,3.819440743813072e-12,3.256668482913862e-12,2.7393257480985863e-10,2.5682330204140436e-12,4.829290061031944e-10,1.911975996983738e-11,1.4930963343394875e-11,7.831258387916595e-12,1.0938580283177882e-10,5.052316151880788e-12,6.6385966030727e-11,1.103797835734946e-11,4.174344069449051e-11,5.820920390460644e-12,1.542416966886748e-12,5.4668541867147215e-12,5.745485014280829e-12,3.3371465431514448e-12,1.2355130679508303e-10,3.3078413761007494e-12,9.756516855624892e-11,9.232096756000545e-12,1.3374417572536255e-11,9.731427183633144e-12,9.803350215652549e-11,5.176907790182147e-12,3.1641422808378306e-11,2.455072067725179e-12,1.6696135623988684e-11,1.0328209575987895e-11,2.4300424908546466e-12,9.871250034818273e-12,9.965852591779578e-12,3.455109478779572e-12,1.5215366469966372e-10,6.309430980452456e-12,7.992135095159066e-11,1.9016353859117572e-11,2.6009063873656325e-11,5.445884265582067e-12,1.420574045932529e-10,6.327863239686416e-12,7.990525235636031e-11,3.261123776047649e-12,3.494120598134663e-11,1.4471620477737656e-11
P030,258,Vua_phai,1,2.574578766916645e-12,5.83647775490525e-11,1.742679871700987e-11,5.31602869096499e-12,3.645923388169648e-10,6.7868220316429905e-12,1.8776807722895582e-10,8.062770558888598e-12,7.351925311147289e-10,1.55046997724232e-11,7.775999822520402e-11,1.6243316466680876e-11,8.759125706754034e-11,1.54455238809226e-11,4.0736342708142954e-10,6.754520783650538e-12,3.5167275005050078e-12,5.0808024072081776e-12,2.5552564108644782e-11,1.1701264847765996e-11,1.8695936637981154e-10,8.231163614551642e-12,7.266349445301302e-11,5.037892615035854e-12,1.2211997703770172e-10,3.4312885875640633e-12,1.2069921873844562e-10,1.6613607534305047e-11,6.722292545811439e-11,4.9746242497665554e-12,1.4010738682437468e-10,4.123959648467573e-12,1.288989012103612e-12,4.048949118293664e-12,1.2084723195936546e-11,3.3941765636635123e-12,6.34873982195356e-11,3.985516580875762e-12,7.248805522746608e-11,3.2754908774860775e-12,1.3231853880610954e-10,2.8956661362405696e-12,1.260466137538366e-10,3.4137444644881764e-12,6.165484633442984e-11,3.82229268769519e-12,1.693134338877205e-10,1.902106856966094e-12,1.6284555577310582e-12,7.814620949023535e-12,1.3802163355840903e-11,3.3283718738088504e-12,5.230674621779069e-11,4.9643454976011255e-12,3.7634187600086696e-11,2.434645621397509e-12,7.832900056455438e-11,9.398289273200168e-12,1.1036766220799377e-10,3.956267480652951e-12,4.965982266582015e-11,3.1449024335404276e-12,1.1865256319138376e-10,1.6927127972192914e-12,2.046583497429375e-12,9.305216386333155e-12,1.7332836179570373e-11,3.909808624057903e-12,7.701470075648738e-11,3.64774286422675e-12,5.673790595693987e-11,3.505359018985655e-12,7.483799718193992e-11,3.720164623116321e-12,1.1504463417365429e-10,5.361954271388457e-12,6.709071566051494e-11,3.571643750069843e-12,9.873598409238682e-11,2.564758151552617e-12
P030,893,Qua_nhieu,2,1.4960587315211889e-12,1.7553742554554635e-11,4.016660356193439e-11,4.357762649465062e-11,4.0422793056900016e-10,4.1665692949518626e-11,3.2260555433045475e-11,2.085220033796557e-11,1.1084049407447308e-10,1.1267376978561524e-11,2.330242925931705e-10,4.2704394066257104e-11,4.502750333823819e-10,2.37522057428051e-12,5.4337938672130365e-11,1.3916411291012967e-11,1.9561155350769664e-12,1.2493823740271541e-11,7.455815772381487e-12,7.1213886630595055e-12,4.098475002387962e-11,3.0782562559310127e-12,1.9570421983561154e-10,4.343925361769915e-12,4.354120401817214e-11,7.955993319629222e-13,4.113413932052389e-11,2.1871391271284474e-12,8.314362367369114e-11,9.279137752452958e-12,5.950064749863579e-11,3.351395310826089e-12,2.291985448577156e-12,8.828158468060334e-12,2.180746058387506e-12,2.662492560101441e-12,1.750432393464001e-11,9.487747134646932e-13,1.486682642365578e-10,5.825266826206919e-12,6.469807700610892e-11,2.9253934238648423e-12,6.455987758972617e-11,5.4152665570549025e-12,6.096416559483984e-11,1.1363953977112914e-11,5.430427677663736e-11,2.490942420889739e-12,1.6046040806660561e-12,7.553850213765421e-12,3.7193149002486395e-12,1.9352225688165618e-12,4.8664396430262514e-11,1.8010053463423123e-12,1.4017950833679525e-10,7.708716285924678e-12,7.091435426384973e-11,2.3644851578087027e-12,5.782341897947076e-11,1.8347445329062744e-12,1.606534914256984e-10,1.0327393267741766e-11,7.06232840178979e-11,1.7499584770005588e-12,1.6128917878020872e-12,7.374962538894001e-12,3.478306364775843e-12,3.3390590241381383e-12,5.618200945512877e-11,2.5449742293118496e-12,1.0573360842817647e-10,1.0346121077122881e-11,1.1889158202248069e-10,2.413244469982498e-12,6.606126626904782e-11,5.1814758209127066e-12,1.3656777407948595e-10,6.262779138185376e-12,1.451220106147238e-10,2.1517633445653135e-12
