subject_id,epoch_ix,condition,condition_label,repeat,jar,jar_group,jar_numeric
P026,0,453,MedLow/453,1,1.0,Khong_du,0
P026,1,453,MedLow/453,2,1.0,Khong_du,0
P026,2,453,MedLow/453,3,1.0,Khong_du,0
P026,3,453,MedLow/453,4,1.0,Khong_du,0
P026,4,453,MedLow/453,5,1.0,Khong_du,0
P026,5,189,Medium/189,1,3.0,Vua_phai,1
P026,6,189,Medium/189,2,3.0,Vua_phai,1
P026,7,189,Medium/189,3,3.0,Vua_phai,1
P026,8,189,Medium/189,4,3.0,Vua_phai,1
P026,9,189,Medium/189,5,3.0,Vua_phai,1
P026,10,258,Low/258,1,1.0,Khong_du,0
P026,11,258,Low/258,2,1.0,Khong_du,0
P026,12,258,Low/258,3,1.0,Khong_du,0
P026,13,258,Low/258,4,1.0,Khong_du,0
P026,14,258,Low/258,5,1.0,Khong_du,0
P026,15,762,MedHigh/762,1,4.0,Qua_nhieu,2
P026,16,762,MedHigh/762,2,4.0,Qua_nhieu,2
P026,17,762,MedHigh/762,3,4.0,Qua_nhieu,2
P026,18,762,MedHigh/762,4,4.0,Qua_nhieu,2
P026,19,762,MedHigh/762,5,4.0,Qua_nhieu,2
P026,20,605,Water/605,1,1.0,Khong_du,0
P026,21,605,Water/605,2,1.0,Khong_du,0
P026,22,605,Water/605,3,1.0,Khong_du,0
P026,23,605,Water/605,4,1.0,Khong_du,0
P026,24,605,Water/605,5,1.0,Khong_du,0
P026,25,893,High/893,1,5.0,Qua_nhieu,2
P026,26,893,High/893,2,5.0,Qua_nhieu,2
P026,27,893,High/893,3,5.0,Qua_nhieu,2
P026,28,893,High/893,4,5.0,Qua_nhieu,2
P026,29,893,High/893,5,5.0,Qua_nhieu,2
