experiment,n,accuracy,balanced_accuracy,macro_f1,per_class_recall,per_class_precision,per_class_f1,support,mae,quadratic_weighted_kappa
code_only,30,0.7333333333333333,0.725,0.7129186602870814,"[0.75, 0.7]","[0.8333333333333334, 0.5833333333333334]","[0.7894736842105262, 0.6363636363636365]","[20, 10]",0.26666666666666666,0.4285714285714286
face_raw,30,0.6333333333333333,0.575,0.576379974326059,"[0.75, 0.4]","[0.7142857142857143, 0.4444444444444444]","[0.7317073170731706, 0.4210526315789474]","[20, 10]",0.36666666666666664,0.15384615384615385
face_trial_delta,30,0.6333333333333333,0.6,0.5970695970695971,"[0.7, 0.5]","[0.7368421052631579, 0.45454545454545453]","[0.717948717948718, 0.47619047619047616]","[20, 10]",0.36666666666666664,0.19512195121951215
face_water_delta,30,0.6666666666666666,0.6499999999999999,0.6411483253588516,"[0.7, 0.6]","[0.7777777777777778, 0.5]","[0.7368421052631577, 0.5454545454545454]","[20, 10]",0.3333333333333333,0.2857142857142857
fusion_raw,30,0.7333333333333333,0.725,0.7129186602870814,"[0.75, 0.7]","[0.8333333333333334, 0.5833333333333334]","[0.7894736842105262, 0.6363636363636365]","[20, 10]",0.26666666666666666,0.4285714285714286
fusion_trial_delta,30,0.7333333333333333,0.7,0.7000000000000001,"[0.8, 0.6]","[0.8, 0.6]","[0.8000000000000002, 0.6]","[20, 10]",0.26666666666666666,0.4
fusion_water_delta,30,0.7333333333333333,0.725,0.7129186602870814,"[0.75, 0.7]","[0.8333333333333334, 0.5833333333333334]","[0.7894736842105262, 0.6363636363636365]","[20, 10]",0.26666666666666666,0.4285714285714286
