inner_fold,epoch,train_loss,train_accuracy,validation_n,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_per_class_recall,validation_per_class_precision,validation_per_class_f1,validation_support,validation_loss,validation_mae,validation_quadratic_weighted_kappa
1,1,0.711002639134725,0.6533333333333333,35,0.6857142857142857,0.5,0.4067796610169492,"[1.0, 0.0]","[0.6857142857142857, 0.0]","[0.8135593220338984, 0.0]","[24, 11]",0.6949018018586295,0.3142857142857143,0.0
1,2,0.6795484932263692,0.6933333333333334,35,0.6857142857142857,0.5,0.4067796610169492,"[1.0, 0.0]","[0.6857142857142857, 0.0]","[0.8135593220338984, 0.0]","[24, 11]",0.6926026429448809,0.3142857142857143,0.0
1,3,0.6663256764411927,0.7333333333333333,35,0.6571428571428571,0.4791666666666667,0.39655172413793105,"[0.9583333333333334, 0.0]","[0.6764705882352942, 0.0]","[0.7931034482758621, 0.0]","[24, 11]",0.6943271500723702,0.34285714285714286,-0.05527638190954787
1,4,0.6792906721433004,0.64,35,0.6571428571428571,0.4791666666666667,0.39655172413793105,"[0.9583333333333334, 0.0]","[0.6764705882352942, 0.0]","[0.7931034482758621, 0.0]","[24, 11]",0.700671855040959,0.34285714285714286,-0.05527638190954787
1,5,0.6787996451059978,0.64,35,0.6857142857142857,0.5,0.4067796610169492,"[1.0, 0.0]","[0.6857142857142857, 0.0]","[0.8135593220338984, 0.0]","[24, 11]",0.7113782167434692,0.3142857142857143,0.0
1,6,0.6815509327252706,0.7066666666666667,35,0.6857142857142857,0.5,0.4067796610169492,"[1.0, 0.0]","[0.6857142857142857, 0.0]","[0.8135593220338984, 0.0]","[24, 11]",0.7151412044252669,0.3142857142857143,0.0
1,7,0.7069527570406596,0.5866666666666667,35,0.5714285714285714,0.4412878787878788,0.41731409544950054,"[0.7916666666666666, 0.09090909090909091]","[0.6551724137931034, 0.16666666666666666]","[0.7169811320754716, 0.11764705882352942]","[24, 11]",0.7143840057509286,0.42857142857142855,-0.13390928725701956
1,8,0.665389765103658,0.6,35,0.5714285714285714,0.4166666666666667,0.3636363636363636,"[0.8333333333333334, 0.0]","[0.6451612903225806, 0.0]","[0.7272727272727272, 0.0]","[24, 11]",0.7337541767529079,0.42857142857142855,-0.20137299771167072
1,9,0.6599599313735962,0.6533333333333333,35,0.5428571428571428,0.42045454545454547,0.4017094017094017,"[0.75, 0.09090909090909091]","[0.6428571428571429, 0.14285714285714285]","[0.6923076923076924, 0.1111111111111111]","[24, 11]",0.7701962777546474,0.45714285714285713,-0.17647058823529393
1,10,0.6440461715062459,0.64,35,0.5142857142857142,0.39962121212121215,0.3859649122807018,"[0.7083333333333334, 0.09090909090909091]","[0.6296296296296297, 0.125]","[0.6666666666666667, 0.10526315789473685]","[24, 11]",0.8151178019387382,0.4857142857142857,-0.21676891615541916
