subject_id,trial_ix,condition,repeat,trigger_sample,offset_rms,offset_woody,offset_final,new_onset,offset_sec
P020,11,258,2,123200,31,0,61,123261,0.61
P020,12,258,3,132500,0,188,5,132505,0.05
P020,13,258,4,141100,173,116,181,141281,1.81
P020,14,258,5,150400,157,169,228,150628,2.28
P020,15,762,1,161700,0,182,0,161700,0.0
P020,16,762,2,177800,48,188,126,177926,1.26
P020,17,762,3,179300,0,157,99,179399,0.99
P020,18,762,4,187400,0,0,0,187400,0.0
P020,19,762,5,197800,0,148,0,197800,0.0
P020,20,605,1,208000,89,195,183,208183,1.83
P020,21,605,2,220700,166,1,265,220965,2.65
P020,22,605,3,228600,0,161,15,228615,0.15
P020,23,605,4,236900,0,0,0,236900,0.0
P020,24,605,5,243300,0,96,80,243380,0.8
P020,25,893,1,250900,159,0,195,251095,1.95
P020,26,893,2,262300,0,176,3,262303,0.03
P020,27,893,3,272500,0,196,97,272597,0.97
P020,28,893,4,279800,47,0,47,279847,0.47
P020,29,893,5,286900,0,63,100,287000,1.0
P021,0,189,1,3400,20,61,57,3457,0.57
P021,1,189,2,18300,0,0,0,18300,0.0
P021,2,189,3,26500,146,42,184,26684,1.84
P021,3,189,4,35000,0,181,33,35033,0.33
P021,4,189,5,42200,0,26,10,42210,0.1
P021,5,762,1,51700,0,0,0,51700,0.0
P021,6,762,2,59500,0,56,38,59538,0.38
P021,7,762,3,67400,2,69,71,67471,0.71
P021,8,762,4,75600,57,69,57,75657,0.57
P021,9,762,5,84600,34,66,34,84634,0.34
P021,10,453,1,98500,74,67,74,98574,0.74
P021,11,453,2,112000,0,196,0,112000,0.0
P021,12,453,3,120400,55,0,55,120455,0.55
P021,13,453,4,129200,52,0,53,129253,0.53
P021,14,453,5,141400,0,184,0,141400,0.0
P021,15,893,1,152500,0,193,0,152500,0.0
P021,16,893,2,164100,0,55,99,164199,0.99
P021,17,893,3,173600,60,0,60,173660,0.6
P021,18,893,4,182200,0,143,0,182200,0.0
P021,19,893,5,192400,27,95,27,192427,0.27
P021,20,258,1,201800,61,121,61,201861,0.61
P021,21,258,2,212100,34,11,54,212154,0.54
P021,22,258,3,222100,49,0,136,222236,1.36
P021,23,258,4,231800,45,0,45,231845,0.45
P021,24,258,5,243700,49,194,124,243824,1.24
P021,25,605,1,252000,60,24,60,252060,0.6
P021,26,605,2,262200,28,96,128,262328,1.28
P021,27,605,3,268100,40,0,40,268140,0.4
P021,28,605,4,275700,0,0,32,275732,0.32
P021,29,605,5,281300,59,9,59,281359,0.59
P023,0,893,1,19500,56,82,70,19570,0.7
P023,1,893,2,26700,73,149,73,26773,0.73
P023,2,893,3,34900,26,1,26,34926,0.26
P023,3,893,4,41700,0,125,1,41701,0.01
P023,4,893,5,49600,45,0,45,49645,0.45
P023,5,605,1,61500,0,18,1,61501,0.01
P023,6,605,2,70500,61,0,61,70561,0.61
P023,7,605,3,81000,0,31,0,81000,0.0
P023,8,605,4,89300,0,97,0,89300,0.0
P023,9,605,5,96500,35,199,35,96535,0.35
P023,10,762,1,108100,57,0,57,108157,0.57
P023,11,762,2,115300,24,197,24,115324,0.24
P023,12,762,3,122900,34,0,78,122978,0.78
P023,13,762,4,130600,0,49,99,130699,0.99
P023,14,762,5,137800,44,187,44,137844,0.44
P023,15,258,1,149200,0,122,100,149300,1.0
P023,16,258,2,157800,22,55,59,157859,0.59
P023,17,258,3,164100,0,0,0,164100,0.0
P023,18,258,4,172600,0,0,0,172600,0.0
P023,19,258,5,181600,81,103,81,181681,0.81
P023,20,189,1,193400,0,172,89,193489,0.89
P023,21,189,2,200200,0,0,0,200200,0.0
P023,22,189,3,206000,0,44,0,206000,0.0
P023,23,189,4,215100,54,178,100,215200,1.0
P023,24,189,5,223200,0,78,0,223200,0.0
P023,25,453,1,235100,0,0,11,235111,0.11
P023,26,453,2,241900,97,106,97,241997,0.97
P023,27,453,3,255900,0,85,94,255994,0.94
P023,28,453,4,265600,54,0,154,265754,1.54
P023,29,453,5,271500,0,13,0,271500,0.0
P024,0,605,1,2100,72,197,72,2172,0.72
P024,1,605,2,17500,22,13,74,17574,0.74
P024,2,605,3,27600,0,0,61,27661,0.61
P024,3,605,4,36400,194,0,194,36594,1.94
P024,4,605,5,45700,43,103,81,45781,0.81
P024,5,258,1,55300,0,17,19,55319,0.19
P024,6,258,2,65300,0,7,31,65331,0.31
P024,7,258,3,73100,0,0,0,73100,0.0
P024,8,258,4,81800,0,143,0,81800,0.0
P024,9,258,5,90700,0,0,100,90800,1.0
P024,10,893,1,100000,56,198,146,100146,1.46
P024,11,893,2,111700,0,190,100,111800,1.0
P024,12,893,3,120300,0,84,0,120300,0.0
P024,13,893,4,128600,21,95,21,128621,0.21
P024,14,893,5,137100,0,0,99,137199,0.99
P024,15,453,1,146100,23,16,23,146123,0.23
P024,16,453,2,156700,0,0,28,156728,0.28
P024,17,453,3,165200,0,49,71,165271,0.71
P024,18,453,4,173600,0,147,0,173600,0.0
P024,19,453,5,182500,0,32,68,182568,0.68
P024,20,762,1,193200,92,200,92,193292,0.92
P024,21,762,2,203100,0,7,88,203188,0.88
P024,22,762,3,212100,35,0,36,212136,0.36
P024,23,762,4,220600,77,47,77,220677,0.77
P024,24,762,5,229100,0,100,0,229100,0.0
P024,25,189,1,238200,34,11,34,238234,0.34
P024,26,189,2,248100,75,47,76,248176,0.76
P024,27,189,3,256200,91,64,91,256291,0.91
P024,28,189,4,264200,25,0,25,264225,0.25
P024,29,189,5,272300,38,0,38,272338,0.38
P025,0,258,1,1600,81,0,81,1681,0.81
P025,1,258,2,12400,44,0,84,12484,0.84
P025,2,258,3,21000,0,41,92,21092,0.92
P025,3,258,4,29700,0,0,0,29700,0.0
P025,4,258,5,38100,148,0,152,38252,1.52
P025,5,453,1,46300,0,200,38,46338,0.38
P025,6,453,2,54000,0,199,99,54099,0.99
P025,7,453,3,61500,0,0,0,61500,0.0
P025,8,453,4,69600,124,200,224,69824,2.24
P025,9,453,5,77000,0,197,79,77079,0.79
P025,10,605,1,85000,36,1,37,85037,0.37
P025,11,605,2,92000,0,134,48,92048,0.48
P025,12,605,3,99000,0,194,100,99100,1.0
P025,13,605,4,106600,0,198,100,106700,1.0
P025,14,605,5,114000,0,104,84,114084,0.84
P025,15,189,1,121400,51,197,93,121493,0.93
P025,16,189,2,128600,29,173,67,128667,0.67
P025,17,189,3,136400,73,43,74,136474,0.74
P025,18,189,4,143700,77,200,118,143818,1.18
P025,19,189,5,151000,35,135,35,151035,0.35
P025,20,893,1,158500,0,200,100,158600,1.0
P025,21,893,2,165000,0,189,93,165093,0.93
P025,22,893,3,172500,34,0,34,172534,0.34
P025,23,893,4,179700,0,0,0,179700,0.0
P025,24,893,5,186800,0,117,0,186800,0.0
P025,25,762,1,196300,0,199,0,196300,0.0
P025,26,762,2,203400,0,73,75,203475,0.75
P025,27,762,3,210700,75,44,146,210846,1.46
P025,28,762,4,219000,154,58,154,219154,1.54
P025,29,762,5,226500,0,0,0,226500,0.0
P026,0,453,1,15700,0,0,0,15700,0.0
P026,1,453,2,27100,0,0,0,27100,0.0
P026,2,453,3,37700,92,140,96,37796,0.96
P026,3,453,4,47900,0,198,24,47924,0.24
P026,4,453,5,59600,115,120,122,59722,1.22
P026,5,189,1,68700,0,0,0,68700,0.0
P026,6,189,2,79000,32,73,32,79032,0.32
P026,7,189,3,87600,0,107,95,87695,0.95
P026,8,189,4,97500,37,0,67,97567,0.67
P026,9,189,5,106600,129,123,129,106729,1.29
P026,10,258,1,118100,0,0,0,118100,0.0
P026,11,258,2,131100,38,198,38,131138,0.38
P026,12,258,3,137000,27,0,118,137118,1.18
P026,13,258,4,145000,0,117,1,145001,0.01
P026,14,258,5,153600,0,148,0,153600,0.0
P026,15,762,1,164500,0,0,0,164500,0.0
P026,16,762,2,174100,62,104,108,174208,1.08
P026,17,762,3,179200,0,62,72,179272,0.72
P026,18,762,4,189700,0,185,9,189709,0.09
P026,19,762,5,195700,93,89,93,195793,0.93
P026,20,605,1,204000,0,193,0,204000,0.0
P026,21,605,2,213500,0,0,0,213500,0.0
P026,22,605,3,221400,39,159,39,221439,0.39
P026,23,605,4,229000,0,24,0,229000,0.0
P026,24,605,5,237800,0,36,0,237800,0.0
P026,25,893,1,246200,79,157,99,246299,0.99
P026,26,893,2,256500,95,131,95,256595,0.95
P026,27,893,3,264500,150,53,150,264650,1.5
P026,28,893,4,272100,119,24,119,272219,1.19
P026,29,893,5,281600,0,63,53,281653,0.53
P027,0,189,1,1900,87,20,87,1987,0.87
P027,1,189,2,6600,52,164,134,6734,1.34
P027,2,189,3,17000,29,51,29,17029,0.29
P027,3,189,4,27800,50,169,50,27850,0.5
P027,4,189,5,38100,0,0,0,38100,0.0
P027,5,762,1,52800,0,0,0,52800,0.0
P027,6,762,2,62600,60,26,60,62660,0.6
P027,7,762,3,71000,0,0,0,71000,0.0
P027,8,762,4,79200,63,0,154,79354,1.54
P027,9,762,5,87400,40,95,123,87523,1.23
P027,10,453,1,96500,0,0,0,96500,0.0
P027,11,453,2,111300,0,0,0,111300,0.0
P027,12,453,3,117600,0,0,0,117600,0.0
P027,13,453,4,127100,111,0,210,127310,2.1
P027,14,453,5,139000,0,8,0,139000,0.0
P027,15,893,1,150200,0,200,53,150253,0.53
P027,16,893,2,160300,73,0,73,160373,0.73
P027,17,893,3,169100,21,30,21,169121,0.21
P027,18,893,4,180000,0,0,1,180001,0.01
P027,19,893,5,189600,0,148,73,189673,0.73
P027,20,258,1,204300,0,146,20,204320,0.2
P027,21,258,2,217300,40,164,40,217340,0.4
P027,22,258,3,225200,0,199,0,225200,0.0
P027,23,258,4,233800,61,199,122,233922,1.22
P027,24,258,5,241900,134,200,134,242034,1.34
P027,25,605,1,251000,0,0,0,251000,0.0
P027,26,605,2,262900,0,0,0,262900,0.0
P027,27,605,3,272000,0,0,8,272008,0.08
P027,28,605,4,289600,148,119,148,289748,1.48
P027,29,605,5,298700,86,35,100,298800,1.0
P028,0,762,1,1000,29,0,76,1076,0.76
P028,1,762,2,10600,72,118,166,10766,1.66
P028,2,762,3,18700,82,88,136,18836,1.36
P028,3,762,4,26400,125,157,191,26591,1.91
P028,4,762,5,34000,0,195,0,34000,0.0
P028,5,893,1,44000,37,67,57,44057,0.57
P028,6,893,2,52600,0,0,0,52600,0.0
P028,7,893,3,59800,0,19,5,59805,0.05
P028,8,893,4,66600,76,60,76,66676,0.76
P028,9,893,5,73800,0,30,14,73814,0.14
P028,10,189,1,81100,56,115,107,81207,1.07
P028,11,189,2,92600,0,0,0,92600,0.0
P028,12,189,3,101800,0,0,0,101800,0.0
P028,13,189,4,110400,58,0,106,110506,1.06
P028,14,189,5,117400,0,104,100,117500,1.0
P028,15,605,1,129900,0,0,0,129900,0.0
P028,16,605,2,142800,0,0,0,142800,0.0
P028,17,605,3,151200,0,157,49,151249,0.49
P028,18,605,4,157800,0,160,52,157852,0.52
P028,19,605,5,165400,0,0,0,165400,0.0
P028,20,453,1,173200,107,130,181,173381,1.81
P028,21,453,2,182000,0,0,1,182001,0.01
P028,22,453,3,190000,157,28,157,190157,1.57
P028,23,453,4,197100,0,119,66,197166,0.66
P028,24,453,5,203100,134,199,232,203332,2.32
P028,25,258,1,210600,0,0,0,210600,0.0
P028,26,258,2,220400,49,199,129,220529,1.29
P028,27,258,3,227000,65,183,105,227105,1.05
P028,28,258,4,234000,0,74,0,234000,0.0
P028,29,258,5,242200,27,103,41,242241,0.41
P029,0,893,1,1300,146,0,246,1546,2.46
P029,1,893,2,12100,85,111,125,12225,1.25
P029,2,893,3,21400,109,77,109,21509,1.09
P029,3,893,4,28500,0,162,80,28580,0.8
P029,4,893,5,36700,128,0,128,36828,1.28
P029,5,605,1,46300,0,18,0,46300,0.0
P029,6,605,2,59700,164,0,215,59915,2.15
P029,7,605,3,69200,0,195,95,69295,0.95
P029,8,605,4,80700,0,158,78,80778,0.78
P029,9,605,5,87600,0,133,1,87601,0.01
P029,10,762,1,96000,34,92,34,96034,0.34
P029,11,762,2,107800,32,60,32,107832,0.32
P029,12,762,3,118000,47,105,47,118047,0.47
P029,13,762,4,128300,0,0,0,128300,0.0
P029,14,762,5,136900,177,149,177,137077,1.77
P029,15,258,1,149400,27,0,27,149427,0.27
P029,16,258,2,165300,0,124,93,165393,0.93
P029,17,258,3,172400,0,151,1,172401,0.01
P029,18,258,4,178800,65,0,65,178865,0.65
P029,19,258,5,186000,0,1,0,186000,0.0
P029,20,189,1,196500,60,0,60,196560,0.6
P029,21,189,2,208600,34,0,34,208634,0.34
P029,22,189,3,215900,0,171,91,215991,0.91
P029,23,189,4,226200,0,5,19,226219,0.19
P029,24,189,5,233900,166,82,166,234066,1.66
P029,25,453,1,256900,55,81,55,256955,0.55
P029,26,453,2,267600,44,0,44,267644,0.44
P029,27,453,3,275500,69,73,69,275569,0.69
P029,28,453,4,282400,0,152,98,282498,0.98
P029,29,453,5,290300,0,0,0,290300,0.0
P030,0,605,1,1200,96,25,96,1296,0.96
P030,1,605,2,11600,111,0,111,11711,1.11
P030,2,605,3,18700,0,0,99,18799,0.99
P030,3,605,4,24500,0,143,91,24591,0.91
P030,4,605,5,30100,129,0,129,30229,1.29
P030,5,258,1,39200,0,1,1,39201,0.01
P030,6,258,2,47800,0,0,0,47800,0.0
P030,7,258,3,54900,0,146,0,54900,0.0
P030,8,258,4,62800,0,8,0,62800,0.0
P030,9,258,5,69500,0,174,0,69500,0.0
P030,10,893,1,78400,181,0,279,78679,2.79
P030,11,893,2,88200,0,111,99,88299,0.99
P030,12,893,3,95500,0,198,0,95500,0.0
P030,13,893,4,105700,0,0,0,105700,0.0
P030,14,893,5,111600,105,0,105,111705,1.05
P030,15,453,1,120900,174,0,251,121151,2.51
P030,16,453,2,130600,0,0,0,130600,0.0
P030,17,453,3,138100,32,20,122,138222,1.22
P030,18,453,4,146300,0,118,12,146312,0.12
P030,19,453,5,154000,0,169,1,154001,0.01
P030,20,762,1,163900,0,118,0,163900,0.0
P030,21,762,2,174400,0,0,0,174400,0.0
P030,22,762,3,182100,22,0,22,182122,0.22
P030,23,762,4,189000,0,82,3,189003,0.03
P030,24,762,5,197200,0,144,32,197232,0.32
P030,25,189,1,204700,0,40,74,204774,0.74
P030,26,189,2,214000,0,31,0,214000,0.0
P030,27,189,3,222800,0,15,0,222800,0.0
P030,28,189,4,230900,0,192,0,230900,0.0
P030,29,189,5,239300,44,135,143,239443,1.43
