frame_idx,t_lsl,t_epoch,ma_mau,lan_lap
0,6591009.031043,1773131743.183772,0,0
1,6591009.04334,1773131743.194793,0,0
2,6591009.063973,1773131743.215271,0,0
3,6591009.097961,1773131743.249337,0,0
4,6591009.109561,1773131743.258335,0,0
5,6591009.128493,1773131743.278816,0,0
6,6591009.139476,1773131743.288834,0,0
7,6591009.159933,1773131743.311393,0,0
8,6591009.170931,1773131743.320391,0,0
9,6591009.191963,1773131743.343402,0,0
10,6591009.203274,1773131743.351686,0,0
11,6591009.22542,1773131743.375872,0,0
12,6591009.236097,1773131743.387473,0,0
13,6591009.257737,1773131743.408454,0,0
14,6591009.268707,1773131743.417458,0,0
15,6591009.289825,1773131743.439526,0,0
16,6591009.299302,1773131743.449517,0,0
17,6591009.320278,1773131743.472532,0,0
18,6591009.331713,1773131743.481482,0,0
19,6591009.367811,1773131743.519082,0,0
20,6591009.378506,1773131743.527678,0,0
21,6591009.387238,1773131743.535709,0,0
22,6591009.399938,1773131743.550464,0,0
23,6591009.41098,1773131743.559522,0,0
24,6591009.431674,1773131743.58314,0,0
25,6591009.443288,1773131743.592079,0,0
26,6591009.465078,1773131743.615895,0,0
27,6591009.496977,1773131743.647863,0,0
28,6591009.507124,1773131743.655884,0,0
29,6591009.528663,1773131743.678546,0,0
30,6591009.538607,1773131743.687557,0,0
31,6591009.560528,1773131743.71043,0,0
32,6591009.570413,1773131743.719673,0,0
33,6591009.5935,1773131743.743433,0,0
34,6591009.603757,1773131743.753453,0,0
35,6591009.625955,1773131743.775786,0,0
36,6591009.636039,1773131743.787102,0,0
37,6591009.658546,1773131743.809412,0,0
38,6591009.669772,1773131743.818482,0,0
39,6591009.69027,1773131743.841051,0,0
40,6591009.700919,1773131743.851077,0,0
41,6591009.72119,1773131743.871604,0,0
42,6591009.731948,1773131743.881609,0,0
43,6591009.740802,1773131743.889614,0,0
44,6591009.768102,1773131743.920044,0,0
45,6591009.780147,1773131743.92904,0,0
46,6591009.801988,1773131743.953699,0,0
47,6591009.813721,1773131743.962699,0,0
48,6591009.83451,1773131743.98528,0,0
49,6591009.84527,1773131743.994258,0,0
50,6591009.86553,1773131744.016907,0,0
51,6591009.896969,1773131744.048316,0,0
52,6591009.907398,1773131744.056316,0,0
53,6591009.92927,1773131744.080105,0,0
54,6591009.937825,1773131744.087172,0,0
55,6591009.962143,1773131744.112018,0,0
56,6591009.972132,1773131744.121075,0,0
57,6591009.991334,1773131744.14173,0,0
58,6591010.000748,1773131744.150676,0,0
59,6591010.023481,1773131744.173747,0,0
60,6591010.03291,1773131744.184869,0,0
61,6591010.057398,1773131744.207211,0,0
62,6591010.067249,1773131744.216212,0,0
63,6591010.087571,1773131744.23801,0,0
64,6591010.095896,1773131744.24501,0,0
65,6591010.120248,1773131744.269697,0,0
66,6591010.12986,1773131744.278697,0,0
67,6591010.169198,1773131744.319111,0,0
68,6591010.179376,1773131744.328408,0,0
69,6591010.187035,1773131744.336409,0,0
70,6591010.201011,1773131744.351172,0,0
71,6591010.21146,1773131744.360232,0,0
72,6591010.231335,1773131744.382858,0,0
73,6591010.242208,1773131744.390914,0,0
74,6591010.2642,1773131744.41445,0,0
75,6591010.296511,1773131744.447014,0,0
76,6591010.306447,1773131744.456001,0,0
77,6591010.329502,1773131744.479275,0,0
78,6591010.338595,1773131744.486932,0,0
79,6591010.360118,1773131744.509559,0,0
80,6591010.369398,1773131744.51862,0,0
81,6591010.393504,1773131744.54322,0,0
82,6591010.403433,1773131744.55222,0,0
83,6591010.426177,1773131744.575932,0,0
84,6591010.436219,1773131744.586889,0,0
85,6591010.458631,1773131744.608345,0,0
86,6591010.468689,1773131744.618291,0,0
87,6591010.489444,1773131744.639508,0,0
88,6591010.498595,1773131744.647842,0,0
89,6591010.520849,1773131744.670807,0,0
90,6591010.530728,1773131744.679852,0,0
91,6591010.539349,1773131744.688164,0,0
92,6591010.569236,1773131744.719375,0,0
93,6591010.578751,1773131744.727375,0,0
94,6591010.60213,1773131744.751794,0,0
95,6591010.611553,1773131744.759839,0,0
96,6591010.632898,1773131744.783755,0,0
97,6591010.64336,1773131744.79175,0,0
98,6591010.666584,1773131744.816442,0,0
99,6591010.697267,1773131744.847144,0,0
100,6591010.706473,1773131744.855156,0,0
101,6591010.729624,1773131744.879017,0,0
102,6591010.73921,1773131744.888538,0,0
103,6591010.760461,1773131744.910764,0,0
104,6591010.771317,1773131744.920088,0,0
105,6591010.793669,1773131744.943497,0,0
106,6591010.802763,1773131744.951499,0,0
107,6591010.824094,1773131744.974283,0,0
108,6591010.83375,1773131744.985301,0,0
109,6591010.857308,1773131745.007441,0,0
110,6591010.866846,1773131745.015725,0,0
111,6591010.889373,1773131745.039215,0,0
112,6591010.898397,1773131745.047216,0,0
113,6591010.920311,1773131745.069766,0,0
114,6591010.929994,1773131745.078765,0,0
115,6591010.96995,1773131745.119594,0,0
116,6591010.979316,1773131745.12754,0,0
117,6591010.987753,1773131745.13654,0,0
118,6591011.000023,1773131745.150491,0,0
119,6591011.009655,1773131745.158491,0,0
120,6591011.033272,1773131745.183189,0,0
121,6591011.043272,1773131745.19225,0,0
122,6591011.065242,1773131745.214123,0,0
123,6591011.096724,1773131745.246025,0,0
124,6591011.106156,1773131745.255025,0,0
125,6591011.12918,1773131745.279068,0,0
126,6591011.138215,1773131745.287068,0,0
127,6591011.160977,1773131745.310078,0,0
128,6591011.170412,1773131745.319125,0,0
129,6591011.195002,1773131745.344728,0,0
130,6591011.205001,1773131745.353764,0,0
131,6591011.223781,1773131745.373065,0,0
132,6591011.233043,1773131745.383456,0,0
133,6591011.257971,1773131745.407388,0,0
134,6591011.267948,1773131745.417387,0,0
135,6591011.288246,1773131745.437731,0,0
136,6591011.298031,1773131745.44667,0,0
137,6591011.321154,1773131745.470576,0,0
138,6591011.33075,1773131745.479578,0,0
139,6591011.338724,1773131745.48758,0,0
140,6591011.367489,1773131745.516923,0,0
141,6591011.377095,1773131745.525923,0,0
142,6591011.400742,1773131745.55064,0,0
143,6591011.410259,1773131745.558924,0,0
144,6591011.432951,1773131745.583411,0,0
145,6591011.464742,1773131745.614531,0,0
146,6591011.47485,1773131745.623574,0,0
147,6591011.498085,1773131745.647868,0,0
148,6591011.507524,1773131745.656865,0,0
149,6591011.530091,1773131745.679819,0,0
150,6591011.540521,1773131745.689871,0,0
151,6591011.561926,1773131745.711615,0,0
152,6591011.571341,1773131745.719602,0,0
153,6591011.593502,1773131745.743222,0,0
154,6591011.603227,1773131745.752331,0,0
155,6591011.624794,1773131745.774681,0,0
156,6591011.634229,1773131745.784965,0,0
157,6591011.656035,1773131745.805555,0,0
158,6591011.664978,1773131745.813382,0,0
159,6591011.689713,1773131745.839655,0,0
160,6591011.697508,1773131745.846015,0,0
161,6591011.720331,1773131745.870475,0,0
162,6591011.730177,1773131745.878539,0,0
163,6591011.768838,1773131745.918121,0,0
164,6591011.778604,1773131745.927116,0,0
165,6591011.787394,1773131745.936064,0,0
166,6591011.799353,1773131745.948811,0,0
167,6591011.807415,1773131745.956839,0,0
168,6591011.831378,1773131745.981811,0,0
169,6591011.864012,1773131746.014453,0,0
170,6591011.87472,1773131746.023396,0,0
171,6591011.898054,1773131746.047817,0,0
172,6591011.907434,1773131746.055814,0,0
173,6591011.927755,1773131746.077017,0,0
174,6591011.936514,1773131746.085026,0,0
175,6591011.959953,1773131746.110236,0,0
176,6591011.969364,1773131746.117783,0,0
177,6591011.993041,1773131746.142835,0,0
178,6591012.001448,1773131746.149895,0,0
179,6591012.024589,1773131746.174758,0,0
180,6591012.035074,1773131746.186738,0,0
181,6591012.0562,1773131746.205685,0,0
182,6591012.065846,1773131746.214259,0,0
183,6591012.089626,1773131746.239011,0,0
184,6591012.0991,1773131746.248012,0,0
185,6591012.121085,1773131746.271246,0,0
186,6591012.130377,1773131746.27923,0,0
187,6591012.138361,1773131746.28673,0,0
188,6591012.16916,1773131746.318568,0,0
189,6591012.178929,1773131746.327568,0,0
190,6591012.201674,1773131746.351502,0,0
191,6591012.210789,1773131746.359502,0,0
192,6591012.232266,1773131746.38245,0,0
193,6591012.243378,1773131746.391639,0,0
194,6591012.265769,1773131746.415601,0,0
195,6591012.297163,1773131746.446515,0,0
196,6591012.306863,1773131746.455515,0,0
197,6591012.327656,1773131746.478091,0,0
198,6591012.337333,1773131746.48605,0,0
199,6591012.361786,1773131746.511533,0,0
200,6591012.371031,1773131746.519531,0,0
201,6591012.393441,1773131746.542784,0,0
202,6591012.402863,1773131746.551785,0,0
203,6591012.424607,1773131746.574103,0,0
204,6591012.434324,1773131746.585103,0,0
205,6591012.455962,1773131746.605968,0,0
206,6591012.464862,1773131746.613979,0,0
207,6591012.487956,1773131746.638146,0,0
208,6591012.497588,1773131746.646432,0,0
209,6591012.52032,1773131746.670632,0,0
210,6591012.530062,1773131746.678962,0,0
211,6591012.56779,1773131746.71867,0,0
212,6591012.577924,1773131746.726662,0,0
213,6591012.586219,1773131746.73472,0,0
214,6591012.599961,1773131746.750151,0,0
215,6591012.610652,1773131746.75969,0,0
216,6591012.632996,1773131746.784014,0,0
217,6591012.644209,1773131746.793504,0,0
218,6591012.663991,1773131746.814128,0,0
219,6591012.697139,1773131746.84702,0,0
220,6591012.70728,1773131746.855968,0,0
221,6591012.727333,1773131746.877514,0,0
222,6591012.738119,1773131746.886899,0,0
223,6591012.759901,1773131746.909446,0,0
224,6591012.769548,1773131746.918447,0,0
225,6591012.792124,1773131746.942655,0,0
226,6591012.801854,1773131746.950655,0,0
227,6591012.824359,1773131746.974827,0,0
228,6591012.834963,1773131746.985827,0,0
229,6591012.858136,1773131747.008437,0,0
230,6591012.868683,1773131747.017438,0,0
231,6591012.887521,1773131747.03784,0,0
232,6591012.896964,1773131747.045845,0,0
233,6591012.922393,1773131747.072375,0,0
234,6591012.931838,1773131747.080672,0,0
235,6591012.940869,1773131747.08967,0,0
236,6591012.968031,1773131747.118269,0,0
237,6591012.976124,1773131747.125274,0,0
238,6591013.002356,1773131747.15212,0,0
239,6591013.012392,1773131747.16112,0,0
240,6591013.034409,1773131747.185232,0,0
241,6591013.044383,1773131747.193237,0,0
242,6591013.065273,1773131747.215157,0,0
243,6591013.096686,1773131747.246152,0,0
244,6591013.107261,1773131747.256152,0,0
245,6591013.127623,1773131747.277129,0,0
246,6591013.13767,1773131747.286429,0,0
247,6591013.160941,1773131747.310115,0,0
248,6591013.170438,1773131747.319113,0,0
249,6591013.194354,1773131747.344191,0,0
250,6591013.203478,1773131747.352192,0,0
251,6591013.225429,1773131747.374665,0,0
