frame_idx,t_lsl,t_epoch,ma_mau,lan_lap
0,7711203.590772,1774251925.72067,0,0
1,7711203.623916,1774251925.753815,0,0
2,7711203.633759,1774251925.763641,0,0
3,7711203.655447,1774251925.784293,0,0
4,7711203.664659,1774251925.793293,0,0
5,7711203.686815,1774251925.815637,0,0
6,7711203.696247,1774251925.824586,0,0
7,7711203.720349,1774251925.849419,0,0
8,7711203.729802,1774251925.85842,0,0
9,7711203.750559,1774251925.879396,0,0
10,7711203.759132,1774251925.886686,0,0
11,7711203.78341,1774251925.912782,0,0
12,7711203.792573,1774251925.923457,0,0
13,7711203.81548,1774251925.944897,0,0
14,7711203.824537,1774251925.952227,0,0
15,7711203.846653,1774251925.975401,0,0
16,7711203.855971,1774251925.984017,0,0
17,7711203.879424,1774251926.008466,0,0
18,7711203.886764,1774251926.014511,0,0
19,7711203.894393,1774251926.022521,0,0
20,7711203.927463,1774251926.055953,0,0
21,7711203.935978,1774251926.064954,0,0
22,7711203.959026,1774251926.08757,0,0
23,7711203.967656,1774251926.096614,0,0
24,7711203.99134,1774251926.120895,0,0
25,7711204.023946,1774251926.152298,0,0
26,7711204.033173,1774251926.161302,0,0
27,7711204.058163,1774251926.186742,0,0
28,7711204.065626,1774251926.193688,0,0
29,7711204.087048,1774251926.216266,0,0
30,7711204.097238,1774251926.225272,0,0
31,7711204.119592,1774251926.248665,0,0
32,7711204.128578,1774251926.257014,0,0
33,7711204.150233,1774251926.280074,0,0
34,7711204.159734,1774251926.288078,0,0
35,7711204.183685,1774251926.313032,0,0
36,7711204.192704,1774251926.322556,0,0
37,7711204.214205,1774251926.343348,0,0
38,7711204.224034,1774251926.352401,0,0
39,7711204.247228,1774251926.37675,0,0
40,7711204.256374,1774251926.384283,0,0
41,7711204.278962,1774251926.408965,0,0
42,7711204.287287,1774251926.415412,0,0
43,7711204.296085,1774251926.423559,0,0
44,7711204.327362,1774251926.456025,0,0
45,7711204.335933,1774251926.465069,0,0
46,7711204.359447,1774251926.488858,0,0
47,7711204.367834,1774251926.495864,0,0
48,7711204.390948,1774251926.520679,0,0
49,7711204.422159,1774251926.551317,0,0
50,7711204.430767,1774251926.558316,0,0
51,7711204.455878,1774251926.585286,0,0
