frame_idx,t_lsl,t_epoch,ma_mau,lan_lap
0,8040893.506026,1774581611.248172,0,0
1,8040893.539884,1774581611.262641,0,0
2,8040893.554108,1774581611.271693,0,0
3,8040893.564901,1774581611.282689,0,0
4,8040893.57349,1774581611.289689,0,0
5,8040893.613824,1774581611.330936,0,0
6,8040893.623242,1774581611.339863,0,0
7,8040893.646226,1774581611.364404,0,0
8,8040893.655708,1774581611.371986,0,0
9,8040893.675723,1774581611.393986,0,0
10,8040893.685689,1774581611.402986,0,0
11,8040893.70777,1774581611.427376,0,0
12,8040893.719334,1774581611.438387,0,0
13,8040893.741611,1774581611.458754,0,0
14,8040893.749963,1774581611.46616,0,0
15,8040893.773051,1774581611.491568,0,0
16,8040893.781484,1774581611.498591,0,0
17,8040893.804317,1774581611.521829,0,0
18,8040893.813927,1774581611.531083,0,0
19,8040893.835867,1774581611.553088,0,0
20,8040893.845156,1774581611.562088,0,0
21,8040893.867413,1774581611.584543,0,0
22,8040893.875752,1774581611.592815,0,0
23,8040893.900394,1774581611.617695,0,0
24,8040893.90914,1774581611.629293,0,0
25,8040893.933457,1774581611.650447,0,0
26,8040893.943172,1774581611.660495,0,0
27,8040893.981541,1774581611.698666,0,0
28,8040893.989947,1774581611.707667,0,0
29,8040894.012299,1774581611.729496,0,0
30,8040894.0209,1774581611.737439,0,0
31,8040894.044852,1774581611.762347,0,0
32,8040894.055103,1774581611.771943,0,0
33,8040894.077247,1774581611.794803,0,0
34,8040894.08643,1774581611.80344,0,0
35,8040894.110014,1774581611.827636,0,0
36,8040894.12011,1774581611.838177,0,0
37,8040894.139764,1774581611.857689,0,0
38,8040894.149948,1774581611.86613,0,0
39,8040894.172344,1774581611.89328,0,0
40,8040894.184564,1774581611.901746,0,0
41,8040894.203699,1774581611.923925,0,0
42,8040894.215132,1774581611.93217,0,0
43,8040894.237257,1774581611.957951,0,0
44,8040894.247922,1774581611.964987,0,0
45,8040894.268355,1774581611.987503,0,0
46,8040894.278774,1774581611.996503,0,0
47,8040894.300959,1774581612.019999,0,0
48,8040894.312111,1774581612.032187,0,0
49,8040894.332349,1774581612.051627,0,0
50,8040894.364926,1774581612.083021,0,0
51,8040894.373956,1774581612.09119,0,0
52,8040894.382104,1774581612.099189,0,0
53,8040894.413968,1774581612.131759,0,0
54,8040894.423568,1774581612.140704,0,0
55,8040894.443895,1774581612.161868,0,0
56,8040894.453335,1774581612.170531,0,0
57,8040894.477653,1774581612.195392,0,0
58,8040894.48729,1774581612.204393,0,0
59,8040894.507999,1774581612.226773,0,0
60,8040894.518695,1774581612.237831,0,0
61,8040894.539533,1774581612.258793,0,0
62,8040894.549638,1774581612.267793,0,0
63,8040894.571869,1774581612.291097,0,0
64,8040894.582931,1774581612.301096,0,0
65,8040894.603952,1774581612.325138,0,0
66,8040894.615918,1774581612.333141,0,0
67,8040894.636039,1774581612.354187,0,0
68,8040894.64601,1774581612.364144,0,0
69,8040894.668598,1774581612.38658,0,0
70,8040894.677262,1774581612.394525,0,0
71,8040894.699879,1774581612.418928,0,0
72,8040894.710867,1774581612.432965,0,0
73,8040894.731638,1774581612.450661,0,0
74,8040894.779936,1774581612.498028,0,0
75,8040894.789795,1774581612.507029,0,0
76,8040894.799905,1774581612.518029,0,0
77,8040894.812073,1774581612.53403,0,0
78,8040894.825971,1774581612.544029,0,0
79,8040894.843551,1774581612.561769,0,0
80,8040894.853545,1774581612.570299,0,0
81,8040894.876074,1774581612.594284,0,0
82,8040894.885265,1774581612.603279,0,0
83,8040894.907782,1774581612.625011,0,0
84,8040894.917008,1774581612.634984,0,0
85,8040894.940265,1774581612.657337,0,0
86,8040894.948835,1774581612.665624,0,0
87,8040894.972022,1774581612.68926,0,0
88,8040894.982079,1774581612.699237,0,0
89,8040895.004142,1774581612.722219,0,0
90,8040895.013019,1774581612.731218,0,0
91,8040895.035998,1774581612.754219,0,0
92,8040895.046029,1774581612.763229,0,0
93,8040895.06753,1774581612.784745,0,0
94,8040895.075686,1774581612.794746,0,0
95,8040895.100554,1774581612.818749,0,0
96,8040895.11053,1774581612.833747,0,0
97,8040895.132563,1774581612.851749,0,0
98,8040895.164128,1774581612.882343,0,0
99,8040895.174224,1774581612.891341,0,0
100,8040895.183107,1774581612.900339,0,0
101,8040895.212453,1774581612.930368,0,0
102,8040895.221121,1774581612.938378,0,0
103,8040895.243081,1774581612.961347,0,0
104,8040895.253113,1774581612.971946,0,0
105,8040895.275946,1774581612.993999,0,0
106,8040895.285089,1774581613.001988,0,0
107,8040895.308853,1774581613.025773,0,0
108,8040895.316956,1774581613.035773,0,0
109,8040895.342938,1774581613.060037,0,0
110,8040895.351244,1774581613.068037,0,0
111,8040895.372694,1774581613.089958,0,0
112,8040895.379938,1774581613.096193,0,0
