frame_idx,t_lsl,t_epoch,ma_mau,lan_lap
0,6931777.943106,1773472505.849923,0,0
1,6931777.976837,1773472505.867776,0,0
2,6931778.010238,1773472505.900683,0,0
3,6931778.027192,1773472505.917434,0,0
4,6931778.043716,1773472505.933976,0,0
5,6931778.060596,1773472505.951078,0,0
6,6931778.076498,1773472505.966515,0,0
7,6931778.092793,1773472505.983473,0,0
8,6931778.109912,1773472506.000332,0,0
9,6931778.126537,1773472506.016749,0,0
10,6931778.143042,1773472506.033352,0,0
11,6931778.158891,1773472506.049719,0,0
12,6931778.17681,1773472506.06854,0,0
13,6931778.19399,1773472506.083362,0,0
14,6931778.20998,1773472506.100164,0,0
15,6931778.22627,1773472506.116627,0,0
16,6931778.242295,1773472506.133209,0,0
17,6931778.260374,1773472506.150462,0,0
18,6931778.276855,1773472506.167354,0,0
19,6931778.293747,1773472506.18394,0,0
20,6931778.309592,1773472506.199763,0,0
21,6931778.326174,1773472506.216587,0,0
22,6931778.34323,1773472506.23354,0,0
23,6931778.360055,1773472506.250166,0,0
24,6931778.376574,1773472506.266834,0,0
25,6931778.392889,1773472506.28332,0,0
26,6931778.409805,1773472506.300357,0,0
27,6931778.427178,1773472506.317396,0,0
28,6931778.443564,1773472506.333776,0,0
29,6931778.46018,1773472506.35044,0,0
30,6931778.476863,1773472506.367542,0,0
31,6931778.493924,1773472506.384072,0,0
32,6931778.510491,1773472506.40082,0,0
33,6931778.526714,1773472506.416796,0,0
34,6931778.542319,1773472506.433287,0,0
35,6931778.560471,1773472506.449798,0,0
36,6931778.575875,1773472506.466439,0,0
37,6931778.593369,1773472506.483604,0,0
38,6931778.609606,1773472506.49999,0,0
39,6931778.626284,1773472506.516845,0,0
40,6931778.64183,1773472506.533426,0,0
41,6931778.677911,1773472506.572434,0,0
42,6931778.693721,1773472506.586827,0,0
43,6931778.708681,1773472506.600619,0,0
44,6931778.726937,1773472506.616295,0,0
45,6931778.74297,1773472506.632436,0,0
46,6931778.758823,1773472506.648296,0,0
47,6931778.774535,1773472506.663874,0,0
48,6931778.806894,1773472506.696372,0,0
49,6931778.823056,1773472506.712523,0,0
50,6931778.839033,1773472506.728445,0,0
51,6931778.854771,1773472506.744357,0,0
52,6931778.870552,1773472506.760036,0,0
53,6931778.886105,1773472506.775662,0,0
54,6931778.901639,1773472506.791224,0,0
55,6931778.917432,1773472506.806901,0,0
56,6931778.932902,1773472506.822497,0,0
57,6931778.948842,1773472506.838231,0,0
58,6931778.964459,1773472506.853858,0,0
59,6931778.980196,1773472506.86948,0,0
60,6931778.995867,1773472506.89141,0,0
61,6931779.012122,1773472506.901655,0,0
62,6931779.02822,1773472506.917654,0,0
63,6931779.043964,1773472506.933425,0,0
64,6931779.091192,1773472506.980605,0,0
65,6931779.107842,1773472506.997242,0,0
66,6931779.124135,1773472507.013529,0,0
67,6931779.139548,1773472507.028991,0,0
68,6931779.155583,1773472507.044941,0,0
69,6931779.170771,1773472507.060237,0,0
70,6931779.186724,1773472507.076177,0,0
71,6931779.202138,1773472507.09174,0,0
72,6931779.217814,1773472507.107417,0,0
73,6931779.233523,1773472507.123039,0,0
74,6931779.249212,1773472507.13867,0,0
75,6931779.264635,1773472507.154293,0,0
76,6931779.280342,1773472507.169875,0,0
77,6931779.296343,1773472507.1855,0,0
78,6931779.312001,1773472507.201608,0,0
79,6931779.328254,1773472507.217288,0,0
80,6931779.343356,1773472507.232909,0,0
81,6931779.359273,1773472507.248496,0,0
82,6931779.374708,1773472507.264121,0,0
83,6931779.390325,1773472507.279743,0,0
84,6931779.406357,1773472507.295832,0,0
85,6931779.422037,1773472507.311466,0,0
86,6931779.437701,1773472507.327133,0,0
87,6931779.453861,1773472507.342758,0,0
88,6931779.469019,1773472507.358384,0,0
89,6931779.484535,1773472507.374014,0,0
90,6931779.500094,1773472507.392689,0,0
91,6931779.516309,1773472507.405742,0,0
92,6931779.531936,1773472507.421418,0,0
93,6931779.547807,1773472507.437049,0,0
94,6931779.563105,1773472507.452633,0,0
95,6931779.578863,1773472507.468297,0,0
96,6931779.610572,1773472507.500018,0,0
97,6931779.626228,1773472507.515696,0,0
98,6931779.641816,1773472507.531321,0,0
99,6931779.657462,1773472507.546947,0,0
100,6931779.673065,1773472507.56257,0,0
101,6931779.688708,1773472507.578197,0,0
102,6931779.704737,1773472507.594298,0,0
103,6931779.720418,1773472507.609973,0,0
104,6931779.736167,1773472507.6256,0,0
105,6931779.751708,1773472507.641229,0,0
106,6931779.767361,1773472507.656852,0,0
107,6931779.783076,1773472507.672475,0,0
108,6931779.798544,1773472507.69361,0,0
109,6931779.814651,1773472507.70417,0,0
110,6931779.830337,1773472507.719809,0,0
111,6931779.84593,1773472507.735431,0,0
112,6931779.877211,1773472507.766751,0,0
113,6931779.892948,1773472507.782366,0,0
114,6931779.908841,1773472507.79838,0,0
115,6931779.924516,1773472507.814056,0,0
116,6931779.940222,1773472507.829697,0,0
117,6931779.955778,1773472507.845312,0,0
118,6931779.97137,1773472507.860891,0,0
119,6931779.990526,1773472507.876516,0,0
120,6931780.002766,1773472507.894186,0,0
121,6931780.018814,1773472507.908236,0,0
122,6931780.034438,1773472507.923913,0,0
123,6931780.050129,1773472507.93954,0,0
124,6931780.081425,1773472507.970749,0,0
125,6931780.09691,1773472507.986409,0,0
126,6931780.113018,1773472508.002436,0,0
127,6931780.12861,1773472508.018113,0,0
128,6931780.144272,1773472508.033737,0,0
129,6931780.160529,1773472508.049373,0,0
130,6931780.175561,1773472508.064985,0,0
131,6931780.19164,1773472508.080576,0,0
132,6931780.207158,1773472508.096632,0,0
133,6931780.223466,1773472508.112268,0,0
134,6931780.238487,1773472508.127897,0,0
135,6931780.254139,1773472508.143554,0,0
136,6931780.269823,1773472508.159142,0,0
137,6931780.285614,1773472508.174806,0,0
138,6931780.301102,1773472508.194488,0,0
139,6931780.31745,1773472508.206538,0,0
140,6931780.332989,1773472508.222218,0,0
141,6931780.348342,1773472508.2378,0,0
142,6931780.363971,1773472508.253432,0,0
143,6931780.379579,1773472508.269087,0,0
144,6931780.395339,1773472508.294726,0,0
145,6931780.41121,1773472508.300734,0,0
146,6931780.44256,1773472508.331994,0,0
147,6931780.458166,1773472508.347668,0,0
148,6931780.473823,1773472508.363283,0,0
149,6931780.489453,1773472508.378907,0,0
150,6931780.505123,1773472508.394999,0,0
