subject,ma_mau,substance,intensity,band,power,win
P005,S1_5,Sucrose,5,theta,3.3171783005837483e-10,late
P005,S1_7,Sucrose,7,theta,2.409437538660787e-10,late
P005,S1_7,Sucrose,7,theta,2.9735258973442676e-10,late
P005,S1_12,Sucrose,12,theta,3.238542470665843e-10,late
P005,S1_5,Sucrose,5,theta,4.6205719822472616e-10,late
P005,H2O,Water,0,theta,3.85757843068052e-10,late
P005,S2_12,Sucralose,12,theta,3.5108697362268084e-10,late
P005,S2_5,Sucralose,5,theta,3.2577222414728565e-10,late
P005,S2_7,Sucralose,7,theta,4.907290075818656e-10,late
P005,S2_7,Sucralose,7,alpha,5.864781816470788e-10,late
P005,S2_12,Sucralose,12,alpha,6.55678926801511e-10,late
P005,S2_5,Sucralose,5,alpha,6.189153777979214e-10,late
P005,H2O,Water,0,alpha,5.635333460141932e-10,late
P005,S1_12,Sucrose,12,alpha,4.5031698385033616e-10,late
P005,S1_5,Sucrose,5,alpha,4.676133017740531e-10,late
P005,S1_7,Sucrose,7,alpha,3.2051860971479945e-10,late
P005,S1_7,Sucrose,7,alpha,3.1815004143228774e-10,late
P005,S1_12,Sucrose,12,alpha,5.731003460099019e-10,late
P005,S1_5,Sucrose,5,alpha,5.165364128403994e-10,late
P005,H2O,Water,0,alpha,4.586731675954464e-10,late
P005,S2_12,Sucralose,12,alpha,5.527418178250562e-10,late
P005,S2_5,Sucralose,5,alpha,6.389640188389589e-10,late
P005,S2_7,Sucralose,7,alpha,3.663985161851086e-10,late
P005,S2_7,Sucralose,7,beta,1.2540120902654916e-09,late
P005,S2_12,Sucralose,12,beta,1.9067321378997683e-09,late
P005,S2_5,Sucralose,5,beta,1.8684563418486513e-09,late
P005,H2O,Water,0,beta,2.491458554410659e-09,late
P005,S1_12,Sucrose,12,beta,2.103896179024634e-09,late
P005,S1_5,Sucrose,5,beta,1.4160474453989812e-09,late
P005,S1_7,Sucrose,7,beta,1.9693370802173615e-09,late
P005,S1_7,Sucrose,7,beta,9.848729016526976e-10,late
P005,S1_12,Sucrose,12,beta,1.499198043814452e-09,late
P005,S1_5,Sucrose,5,beta,2.056446364668674e-09,late
P005,H2O,Water,0,beta,1.6885716562853323e-09,late
P005,S2_12,Sucralose,12,beta,1.7155392286523498e-09,late
P005,S2_5,Sucralose,5,beta,1.6235046174208553e-09,late
P005,S2_7,Sucralose,7,beta,2.1530147431912407e-09,late
P005,S2_7,Sucralose,7,gamma,1.1918572308023326e-09,late
P005,S2_12,Sucralose,12,gamma,1.7320595468463724e-09,late
P005,S2_5,Sucralose,5,gamma,1.4253287567062015e-09,late
P005,H2O,Water,0,gamma,1.447913094801166e-09,late
P005,S1_12,Sucrose,12,gamma,1.7403686358410304e-09,late
P005,S1_5,Sucrose,5,gamma,1.180980745432485e-09,late
P005,S1_7,Sucrose,7,gamma,1.8984865450268812e-09,late
P005,S1_7,Sucrose,7,gamma,9.575387425398787e-10,late
P005,S1_12,Sucrose,12,gamma,1.4846496867123108e-09,late
P005,S1_5,Sucrose,5,gamma,1.4316396156706312e-09,late
P005,H2O,Water,0,gamma,1.4799719123711648e-09,late
P005,S2_12,Sucralose,12,gamma,1.517495823608164e-09,late
P005,S2_5,Sucralose,5,gamma,1.1055370017163385e-09,late
P005,S2_7,Sucralose,7,gamma,1.6125938860413912e-09,late
P006,S2_12,Sucralose,12,delta,1.3949395689216455e-10,late
P006,H2O,Water,0,delta,6.118013982017325e-10,late
P006,S2_7,Sucralose,7,delta,2.3495120546651833e-10,late
P006,S1_5,Sucrose,5,delta,2.7947720355399436e-10,late
P006,S2_5,Sucralose,5,delta,2.4690536932505705e-10,late
P006,S1_7,Sucrose,7,delta,4.1408316699015015e-10,late
P006,S1_12,Sucrose,12,delta,2.8013034902073257e-10,late
P006,S1_12,Sucrose,12,delta,2.5510910340996526e-10,late
P006,H2O,Water,0,delta,2.769161057989013e-10,late
P006,S1_7,Sucrose,7,delta,1.938249060560862e-10,late
P006,S2_5,Sucralose,5,delta,3.769198679281698e-10,late
P006,S1_5,Sucrose,5,delta,3.0424793645112007e-10,late
P006,S2_7,Sucralose,7,delta,2.2409418443166636e-10,late
P006,S2_12,Sucralose,12,delta,2.4462687854339426e-10,late
P006,S2_12,Sucralose,12,theta,1.9644178488183108e-10,late
P006,H2O,Water,0,theta,3.790293808298639e-10,late
P006,S2_7,Sucralose,7,theta,5.567807774969094e-10,late
P006,S1_5,Sucrose,5,theta,5.639602009045609e-10,late
P006,S2_5,Sucralose,5,theta,3.876992367352207e-10,late
P006,S1_7,Sucrose,7,theta,3.0863044902535313e-10,late
P006,S1_12,Sucrose,12,theta,3.7573492947580975e-10,late
P006,S1_12,Sucrose,12,theta,3.144190008293047e-10,late
P006,H2O,Water,0,theta,2.735688705685076e-10,late
P006,S1_7,Sucrose,7,theta,1.5949523265157974e-10,late
P006,S2_5,Sucralose,5,theta,3.2144239052371997e-10,late
P006,S1_5,Sucrose,5,theta,4.352171956698729e-10,late
P006,S2_7,Sucralose,7,theta,2.775244497435514e-10,late
P006,S2_12,Sucralose,12,theta,3.20931445636317e-10,late
P006,S2_12,Sucralose,12,alpha,2.8191600034997553e-10,late
P006,H2O,Water,0,alpha,5.032943272171375e-10,late
P006,S2_7,Sucralose,7,alpha,4.349708526008367e-10,late
P006,S1_5,Sucrose,5,alpha,3.635015804632515e-10,late
P006,S2_5,Sucralose,5,alpha,4.01339578008346e-10,late
P006,S1_7,Sucrose,7,alpha,2.8848294760381176e-10,late
P006,S1_12,Sucrose,12,alpha,4.875258266598391e-10,late
P006,S1_12,Sucrose,12,alpha,4.0465439584384394e-10,late
P006,H2O,Water,0,alpha,4.105098513666282e-10,late
P006,S1_7,Sucrose,7,alpha,3.7426647387748014e-10,late
P006,S2_5,Sucralose,5,alpha,5.148966313333496e-10,late
P006,S1_5,Sucrose,5,alpha,4.03384350929524e-10,late
P006,S2_7,Sucralose,7,alpha,3.9869324386143363e-10,late
P006,S2_12,Sucralose,12,alpha,3.312740250244018e-10,late
P006,S2_12,Sucralose,12,beta,1.2141806661418352e-09,late
P006,H2O,Water,0,beta,1.7479075419881375e-09,late
P006,S2_7,Sucralose,7,beta,2.4349708729384775e-09,late
P006,S1_5,Sucrose,5,beta,2.0923385823460283e-09,late
P006,S2_5,Sucralose,5,beta,1.3108465743264988e-09,late
P006,S1_7,Sucrose,7,beta,1.427963557230947e-09,late
P006,S1_12,Sucrose,12,beta,1.5483407640371293e-09,late
P006,S1_12,Sucrose,12,beta,1.1490398316981204e-09,late
P006,H2O,Water,0,beta,1.4405097420142858e-09,late
P006,S1_7,Sucrose,7,beta,1.3222675211923175e-09,late
P006,S2_5,Sucralose,5,beta,1.9191891375164607e-09,late
P006,S1_5,Sucrose,5,beta,1.8928745269055322e-09,late
P006,S2_7,Sucralose,7,beta,1.3001324457823542e-09,late
P006,S2_12,Sucralose,12,beta,1.4485728741225675e-09,late
P006,S2_12,Sucralose,12,gamma,1.1034961014622969e-09,late
P006,H2O,Water,0,gamma,1.7994273212296095e-09,late
P006,S2_7,Sucralose,7,gamma,2.3234200202774102e-09,late
P006,S1_5,Sucrose,5,gamma,1.5464540517880204e-09,late
P006,S2_5,Sucralose,5,gamma,1.3278203098983887e-09,late
P006,S1_7,Sucrose,7,gamma,1.5402712307771473e-09,late
P006,S1_12,Sucrose,12,gamma,1.3021354823603007e-09,late
P006,S1_12,Sucrose,12,gamma,9.84797908179783e-10,late
P006,H2O,Water,0,gamma,9.214544876258255e-10,late
P006,S1_7,Sucrose,7,gamma,1.076366837604433e-09,late
P006,S2_5,Sucralose,5,gamma,1.485876445745741e-09,late
P006,S1_5,Sucrose,5,gamma,2.5743718785762672e-09,late
P006,S2_7,Sucralose,7,gamma,1.3766849878757044e-09,late
P006,S2_12,Sucralose,12,gamma,1.1439157852199732e-09,late
P007,H2O,Water,0,delta,9.583250310185333e-10,late
P007,S1_5,Sucrose,5,delta,2.2897375905580025e-10,late
P007,S2_12,Sucralose,12,delta,5.589629262557887e-10,late
P007,S1_7,Sucrose,7,delta,1.5889060705392864e-10,late
P007,S2_7,Sucralose,7,delta,1.4986231570347093e-10,late
P007,S1_12,Sucrose,12,delta,5.961700229671172e-10,late
P007,S2_5,Sucralose,5,delta,5.940779790820737e-10,late
P007,H2O,Water,0,delta,2.8322384923233986e-10,late
P007,S2_5,Sucralose,5,delta,8.634381861842216e-10,late
P007,S1_12,Sucrose,12,delta,2.0336768557639803e-10,late
P007,S2_7,Sucralose,7,delta,8.105614090354522e-10,late
P007,S1_5,Sucrose,5,delta,2.614506441872162e-10,late
P007,S1_7,Sucrose,7,delta,2.927244776846339e-10,late
P007,S2_12,Sucralose,12,delta,7.646586539652129e-11,late
P007,H2O,Water,0,theta,5.234991702430182e-10,late
P007,S1_5,Sucrose,5,theta,1.6728275506163518e-10,late
P007,S2_12,Sucralose,12,theta,5.172160956061216e-10,late
P007,S1_7,Sucrose,7,theta,1.87131363607561e-10,late
P007,S2_7,Sucralose,7,theta,1.287093377272585e-10,late
P007,S1_12,Sucrose,12,theta,1.9241940733373395e-10,late
P007,S2_5,Sucralose,5,theta,3.223905514739747e-10,late
P007,H2O,Water,0,theta,7.960276703398252e-11,late
P007,S2_5,Sucralose,5,theta,4.0709960698414456e-10,late
P007,S1_12,Sucrose,12,theta,2.4210882599817383e-10,late
P007,S2_7,Sucralose,7,theta,3.287791479139014e-10,late
P007,S1_5,Sucrose,5,theta,2.3094451530096176e-10,late
P007,S1_7,Sucrose,7,theta,1.7288977982346625e-10,late
P007,S2_12,Sucralose,12,theta,1.1314099583490001e-10,late
P007,H2O,Water,0,alpha,3.635195173687474e-10,late
P007,S1_5,Sucrose,5,alpha,1.4324984598165008e-10,late
P007,S2_12,Sucralose,12,alpha,4.255069188955118e-10,late
P007,S1_7,Sucrose,7,alpha,2.1092915742167717e-10,late
P007,S2_7,Sucralose,7,alpha,1.38103898694411e-10,late
P007,S1_12,Sucrose,12,alpha,2.2538123795457885e-10,late
P007,S2_5,Sucralose,5,alpha,2.3151537085904516e-10,late
P007,H2O,Water,0,alpha,1.396219552081087e-10,late
P007,S2_5,Sucralose,5,alpha,3.2627153082886045e-10,late
P007,S1_12,Sucrose,12,alpha,3.2743281833480367e-10,late
P007,S2_7,Sucralose,7,alpha,3.118706174806509e-10,late
P007,S1_5,Sucrose,5,alpha,3.7131585489422677e-10,late
P007,S1_7,Sucrose,7,alpha,2.1020412547744511e-10,late
P007,S2_12,Sucralose,12,alpha,1.0766542853360973e-10,late
P007,H2O,Water,0,beta,1.5844859569292212e-09,late
P007,S1_5,Sucrose,5,beta,4.882588934940862e-10,late
P007,S2_12,Sucralose,12,beta,1.5171817311746146e-09,late
P007,S1_7,Sucrose,7,beta,9.838203741940704e-10,late
P007,S2_7,Sucralose,7,beta,6.344576668406513e-10,late
P007,S1_12,Sucrose,12,beta,1.2590303906980476e-09,late
P007,S2_5,Sucralose,5,beta,9.71454924870681e-10,late
P007,H2O,Water,0,beta,6.702298000813854e-10,late
P007,S2_5,Sucralose,5,beta,1.3100751126980285e-09,late
P007,S1_12,Sucrose,12,beta,1.3902306927697672e-09,late
P007,S2_7,Sucralose,7,beta,1.3475241681445955e-09,late
P007,S1_5,Sucrose,5,beta,9.198192159485144e-10,late
P007,S1_7,Sucrose,7,beta,7.269183233842188e-10,late
P007,S2_12,Sucralose,12,beta,8.07289998311655e-10,late
P007,H2O,Water,0,gamma,1.0886301086190491e-09,late
P007,S1_5,Sucrose,5,gamma,4.4870948313678774e-10,late
P007,S2_12,Sucralose,12,gamma,1.3230380803150979e-09,late
P007,S1_7,Sucrose,7,gamma,8.014420167808564e-10,late
P007,S2_7,Sucralose,7,gamma,3.9459955348595714e-10,late
P007,S1_12,Sucrose,12,gamma,9.158408901660739e-10,late
P007,S2_5,Sucralose,5,gamma,5.932846425343946e-10,late
P007,H2O,Water,0,gamma,5.439072866667523e-10,late
P007,S2_5,Sucralose,5,gamma,9.096687802218708e-10,late
P007,S1_12,Sucrose,12,gamma,1.0371453118621857e-09,late
P007,S2_7,Sucralose,7,gamma,1.138088322683113e-09,late
P007,S1_5,Sucrose,5,gamma,7.841700703439171e-10,late
P007,S1_7,Sucrose,7,gamma,6.975823310241048e-10,late
P007,S2_12,Sucralose,12,gamma,6.189165347789116e-10,late
P008,S2_7,Sucralose,7,delta,1.363861960084851e-10,late
P008,S2_5,Sucralose,5,delta,1.934804563276028e-10,late
P008,S2_12,Sucralose,12,delta,1.528264015300241e-10,late
P008,S1_12,Sucrose,12,delta,1.1534571225353568e-10,late
P008,H2O,Water,0,delta,2.9305484258751865e-10,late
P008,S1_7,Sucrose,7,delta,2.1295166254267966e-10,late
P008,S1_5,Sucrose,5,delta,5.308989026964729e-10,late
P008,S1_7,Sucrose,7,delta,1.5147525200763578e-10,late
P008,S1_5,Sucrose,5,delta,3.506432873791028e-10,late
P008,S1_12,Sucrose,12,delta,1.7997108419265252e-10,late
P008,S2_12,Sucralose,12,delta,2.9325318657561525e-10,late
P008,H2O,Water,0,delta,2.410277350400661e-10,late
P008,S2_7,Sucralose,7,delta,2.6297818294125937e-10,late
P008,S2_5,Sucralose,5,delta,2.645154405345898e-10,late
P008,S2_7,Sucralose,7,theta,1.9359159497583293e-10,late
P008,S2_5,Sucralose,5,theta,2.3766460185937717e-10,late
P008,S2_12,Sucralose,12,theta,2.2147341313275237e-10,late
P008,S1_12,Sucrose,12,theta,2.3988670221417645e-10,late
P008,H2O,Water,0,theta,2.332894097353866e-10,late
P008,S1_7,Sucrose,7,theta,3.5804939541466596e-10,late
P008,S1_5,Sucrose,5,theta,7.295262710167105e-10,late
P008,S1_7,Sucrose,7,theta,2.789778770751293e-10,late
P008,S1_5,Sucrose,5,theta,3.2912948397592053e-10,late
P008,S1_12,Sucrose,12,theta,2.6647480858028705e-10,late
P008,S2_12,Sucralose,12,theta,3.0150706179449333e-10,late
P008,H2O,Water,0,theta,2.3302989229938033e-10,late
P008,S2_7,Sucralose,7,theta,2.286693423347062e-10,late
P008,S2_5,Sucralose,5,theta,4.086825985981323e-10,late
P008,S2_7,Sucralose,7,alpha,2.2979110083107878e-10,late
P008,S2_5,Sucralose,5,alpha,3.119343544296047e-10,late
P008,S2_12,Sucralose,12,alpha,2.476132485133684e-10,late
P008,S1_12,Sucrose,12,alpha,1.737386219910557e-10,late
P008,H2O,Water,0,alpha,3.8671073975437444e-10,late
P008,S1_7,Sucrose,7,alpha,5.973940490869576e-10,late
P008,S1_5,Sucrose,5,alpha,9.998553040333232e-10,late
P008,S1_7,Sucrose,7,alpha,4.132762481669289e-10,late
P008,S1_5,Sucrose,5,alpha,4.4571331647289805e-10,late
P008,S1_12,Sucrose,12,alpha,2.827838854766711e-10,late
P008,S2_12,Sucralose,12,alpha,4.4161106059982553e-10,late
P008,H2O,Water,0,alpha,3.640107012084784e-10,late
P008,S2_7,Sucralose,7,alpha,4.0646097856769974e-10,late
P008,S2_5,Sucralose,5,alpha,3.845533953956546e-10,late
P008,S2_7,Sucralose,7,beta,9.521601519113497e-10,late
P008,S2_5,Sucralose,5,beta,1.2667857365123236e-09,late
P008,S2_12,Sucralose,12,beta,9.430659988621933e-10,late
P008,S1_12,Sucrose,12,beta,7.952870695498655e-10,late
P008,H2O,Water,0,beta,1.4023904110222421e-09,late
P008,S1_7,Sucrose,7,beta,1.8944584105572367e-09,late
P008,S1_5,Sucrose,5,beta,2.6386263305635296e-09,late
P008,S1_7,Sucrose,7,beta,2.0152417100675684e-09,late
P008,S1_5,Sucrose,5,beta,1.4634286514601086e-09,late
P008,S1_12,Sucrose,12,beta,1.2502415403375206e-09,late
P008,S2_12,Sucralose,12,beta,1.453709968798369e-09,late
P008,H2O,Water,0,beta,1.3601265788600004e-09,late
P008,S2_7,Sucralose,7,beta,1.4246602530073967e-09,late
P008,S2_5,Sucralose,5,beta,1.8869001012948824e-09,late
P008,S2_7,Sucralose,7,gamma,6.714148868603808e-10,late
P008,S2_5,Sucralose,5,gamma,8.630689179613196e-10,late
P008,S2_12,Sucralose,12,gamma,7.597159199459065e-10,late
P008,S1_12,Sucrose,12,gamma,7.89476612925278e-10,late
P008,H2O,Water,0,gamma,1.0940486378441104e-09,late
P008,S1_7,Sucrose,7,gamma,1.240895031378522e-09,late
P008,S1_5,Sucrose,5,gamma,2.3302840847373394e-09,late
P008,S1_7,Sucrose,7,gamma,1.9745132814870393e-09,late
P008,S1_5,Sucrose,5,gamma,1.662821731706736e-09,late
P008,S1_12,Sucrose,12,gamma,1.017886490816684e-09,late
P008,S2_12,Sucralose,12,gamma,1.2445144863260893e-09,late
P008,H2O,Water,0,gamma,8.638475084220189e-10,late
P008,S2_7,Sucralose,7,gamma,1.345412445319654e-09,late
P008,S2_5,Sucralose,5,gamma,1.734613068045034e-09,late
P009,S2_12,Sucralose,12,delta,6.191190207818263e-10,late
P009,S2_7,Sucralose,7,delta,3.7404840965817476e-10,late
P009,H2O,Water,0,delta,3.7554553907631775e-10,late
P009,S2_5,Sucralose,5,delta,2.953638511383203e-10,late
P009,S1_5,Sucrose,5,delta,3.5748706769916016e-10,late
P009,S1_12,Sucrose,12,delta,5.827135010605273e-10,late
P009,S1_7,Sucrose,7,delta,1.3263361646539275e-09,late
P009,S1_12,Sucrose,12,delta,3.7849180198067783e-10,late
P009,S1_7,Sucrose,7,delta,3.4099111074574376e-10,late
P009,H2O,Water,0,delta,1.5530798000230993e-09,late
P009,S1_5,Sucrose,5,delta,8.326946573896214e-10,late
P009,S2_5,Sucralose,5,delta,2.1770358528069203e-10,late
P009,S2_12,Sucralose,12,delta,1.1791587827908572e-09,late
P009,S2_7,Sucralose,7,delta,4.145457147581253e-10,late
P009,S2_12,Sucralose,12,theta,3.360768340278343e-10,late
P009,S2_7,Sucralose,7,theta,2.9556081656532906e-10,late
P009,H2O,Water,0,theta,1.648905770955747e-10,late
P009,S2_5,Sucralose,5,theta,3.0450472331436834e-10,late
P009,S1_5,Sucrose,5,theta,2.5401361028727883e-10,late
P009,S1_12,Sucrose,12,theta,4.902456682183657e-10,late
P009,S1_7,Sucrose,7,theta,8.450038419239801e-10,late
P009,S1_12,Sucrose,12,theta,1.800543024429352e-10,late
P009,S1_7,Sucrose,7,theta,1.502293371503533e-10,late
P009,H2O,Water,0,theta,2.812833218570934e-10,late
P009,S1_5,Sucrose,5,theta,2.902114140993606e-10,late
P009,S2_5,Sucralose,5,theta,3.88593812406523e-10,late
P009,S2_12,Sucralose,12,theta,4.1878350487707644e-10,late
P009,S2_7,Sucralose,7,theta,2.1619323528570063e-10,late
P009,S2_12,Sucralose,12,alpha,3.1575741338665185e-10,late
P009,S2_7,Sucralose,7,alpha,2.474302292593457e-10,late
P009,H2O,Water,0,alpha,2.0621452689882735e-10,late
P009,S2_5,Sucralose,5,alpha,3.620928010853745e-10,late
P009,S1_5,Sucrose,5,alpha,3.2420574214066775e-10,late
P009,S1_12,Sucrose,12,alpha,4.814340978754733e-10,late
P009,S1_7,Sucrose,7,alpha,5.575488812595802e-10,late
P009,S1_12,Sucrose,12,alpha,3.8774576623131085e-10,late
P009,S1_7,Sucrose,7,alpha,1.2938883824234233e-10,late
P009,H2O,Water,0,alpha,4.230083737432904e-10,late
P009,S1_5,Sucrose,5,alpha,3.185062052485977e-10,late
P009,S2_5,Sucralose,5,alpha,3.8861140405198217e-10,late
P009,S2_12,Sucralose,12,alpha,3.2473120287307e-10,late
P009,S2_7,Sucralose,7,alpha,2.0385976610191536e-10,late
P009,S2_12,Sucralose,12,beta,1.1097074660861637e-09,late
P009,S2_7,Sucralose,7,beta,9.346878736726381e-10,late
P009,H2O,Water,0,beta,5.940253601820145e-10,late
P009,S2_5,Sucralose,5,beta,7.789830421611385e-10,late
P009,S1_5,Sucrose,5,beta,9.844004743858508e-10,late
P009,S1_12,Sucrose,12,beta,1.469274806977888e-09,late
P009,S1_7,Sucrose,7,beta,1.9277515500924752e-09,late
P009,S1_12,Sucrose,12,beta,1.0321641146168904e-09,late
P009,S1_7,Sucrose,7,beta,8.878525248261883e-10,late
P009,H2O,Water,0,beta,1.7539949735207213e-09,late
P009,S1_5,Sucrose,5,beta,1.2791604323639912e-09,late
P009,S2_5,Sucralose,5,beta,1.2897163521195102e-09,late
P009,S2_12,Sucralose,12,beta,1.4161165892212e-09,late
P009,S2_7,Sucralose,7,beta,7.477593120834386e-10,late
P009,S2_12,Sucralose,12,gamma,1.1665974628372776e-09,late
P009,S2_7,Sucralose,7,gamma,1.01688440550166e-09,late
P009,H2O,Water,0,gamma,5.679717412133819e-10,late
P009,S2_5,Sucralose,5,gamma,7.604556271710379e-10,late
P009,S1_5,Sucrose,5,gamma,7.481573925270432e-10,late
P009,S1_12,Sucrose,12,gamma,1.3883775981969208e-09,late
P009,S1_7,Sucrose,7,gamma,1.3156235637708254e-09,late
P009,S1_12,Sucrose,12,gamma,9.260246100015273e-10,late
P009,S1_7,Sucrose,7,gamma,4.4954491699460797e-10,late
P009,H2O,Water,0,gamma,1.2557329666025572e-09,late
P009,S1_5,Sucrose,5,gamma,7.246837834587623e-10,late
P009,S2_5,Sucralose,5,gamma,1.1984603081965158e-09,late
P009,S2_12,Sucralose,12,gamma,1.39898751601143e-09,late
P009,S2_7,Sucralose,7,gamma,5.41359200458366e-10,late
P010,H2O,Water,0,delta,4.387259422154221e-10,late
P010,S2_12,Sucralose,12,delta,2.29988238071358e-10,late
P010,S1_5,Sucrose,5,delta,5.532146524798953e-10,late
P010,S2_7,Sucralose,7,delta,3.1229085276529956e-10,late
P010,S1_7,Sucrose,7,delta,1.2303457897714965e-10,late
P010,S2_5,Sucralose,5,delta,3.164079078207899e-10,late
P010,S1_12,Sucrose,12,delta,2.6178266772811164e-10,late
P010,H2O,Water,0,delta,1.0378687358482854e-10,late
P010,S1_12,Sucrose,12,delta,2.6673243775711567e-10,late
P010,S2_5,Sucralose,5,delta,4.1055731182152294e-10,late
P010,S1_7,Sucrose,7,delta,2.0974161608042943e-10,late
P010,S2_7,Sucralose,7,delta,5.318329656949797e-10,late
P010,S1_5,Sucrose,5,delta,2.147456358236948e-10,late
P010,S2_12,Sucralose,12,delta,9.667854556922181e-11,late
P010,H2O,Water,0,theta,3.8418684671690596e-10,late
P010,S2_12,Sucralose,12,theta,3.585616167553039e-10,late
P010,S1_5,Sucrose,5,theta,2.9881448526917207e-10,late
P010,S2_7,Sucralose,7,theta,3.253220578581752e-10,late
P010,S1_7,Sucrose,7,theta,1.803977932974362e-10,late
P010,S2_5,Sucralose,5,theta,4.6122089353305577e-10,late
P010,S1_12,Sucrose,12,theta,4.728709864674099e-10,late
P010,H2O,Water,0,theta,1.3131648999437894e-10,late
P010,S1_12,Sucrose,12,theta,1.708302959714072e-10,late
P010,S2_5,Sucralose,5,theta,4.184725159370661e-10,late
P010,S1_7,Sucrose,7,theta,8.984296644942523e-11,late
P010,S2_7,Sucralose,7,theta,2.745329908825657e-10,late
P010,S1_5,Sucrose,5,theta,2.6388875447587137e-10,late
P010,S2_12,Sucralose,12,theta,3.0595475699247466e-10,late
P010,H2O,Water,0,alpha,3.467172224362446e-10,late
P010,S2_12,Sucralose,12,alpha,3.482293310534084e-10,late
P010,S1_5,Sucrose,5,alpha,1.8313024728933867e-10,late
P010,S2_7,Sucralose,7,alpha,3.0389683344772053e-10,late
P010,S1_7,Sucrose,7,alpha,2.1164046217296463e-10,late
P010,S2_5,Sucralose,5,alpha,3.424472888376047e-10,late
P010,S1_12,Sucrose,12,alpha,3.638597491551081e-10,late
P010,H2O,Water,0,alpha,1.2755728829934183e-10,late
P010,S1_12,Sucrose,12,alpha,1.3604608167929415e-10,late
P010,S2_5,Sucralose,5,alpha,3.7765621380697685e-10,late
P010,S1_7,Sucrose,7,alpha,1.4336923769337997e-10,late
P010,S2_7,Sucralose,7,alpha,1.8411111912392536e-10,late
P010,S1_5,Sucrose,5,alpha,3.107316469530798e-10,late
P010,S2_12,Sucralose,12,alpha,1.6627839732738495e-10,late
P010,H2O,Water,0,beta,1.3317070885137051e-09,late
P010,S2_12,Sucralose,12,beta,1.9375479197131214e-09,late
P010,S1_5,Sucrose,5,beta,1.3448320749161963e-09,late
P010,S2_7,Sucralose,7,beta,1.291828254963833e-09,late
P010,S1_7,Sucrose,7,beta,1.3152460684567424e-09,late
P010,S2_5,Sucralose,5,beta,1.7916800753220609e-09,late
P010,S1_12,Sucrose,12,beta,1.2864450065380462e-09,late
P010,H2O,Water,0,beta,6.06452786864786e-10,late
P010,S1_12,Sucrose,12,beta,1.1192606883068369e-09,late
P010,S2_5,Sucralose,5,beta,1.469645737544765e-09,late
P010,S1_7,Sucrose,7,beta,7.498604645419529e-10,late
P010,S2_7,Sucralose,7,beta,1.082662439389565e-09,late
P010,S1_5,Sucrose,5,beta,1.1245695201707554e-09,late
P010,S2_12,Sucralose,12,beta,1.0523389743055116e-09,late
P010,H2O,Water,0,gamma,1.3242373688948563e-09,late
P010,S2_12,Sucralose,12,gamma,1.2215371082082712e-09,late
P010,S1_5,Sucrose,5,gamma,9.790079770741799e-10,late
P010,S2_7,Sucralose,7,gamma,1.2464932441296033e-09,late
P010,S1_7,Sucrose,7,gamma,1.1504885674428128e-09,late
P010,S2_5,Sucralose,5,gamma,1.2383357629209141e-09,late
P010,S1_12,Sucrose,12,gamma,1.0872560003685704e-09,late
P010,H2O,Water,0,gamma,6.173216589971706e-10,late
P010,S1_12,Sucrose,12,gamma,9.367919387932613e-10,late
P010,S2_5,Sucralose,5,gamma,1.2402876239612526e-09,late
P010,S1_7,Sucrose,7,gamma,7.585733307002428e-10,late
P010,S2_7,Sucralose,7,gamma,8.952577947992433e-10,late
P010,S1_5,Sucrose,5,gamma,1.072213555111937e-09,late
P010,S2_12,Sucralose,12,gamma,8.139851278710318e-10,late
P011,S1_5,Sucrose,5,delta,5.055823669794486e-10,late
P011,H2O,Water,0,delta,5.333199595037491e-10,late
P011,S1_7,Sucrose,7,delta,1.1412964418344263e-09,late
P011,S2_12,Sucralose,12,delta,3.461139582588832e-09,late
P011,S1_12,Sucrose,12,delta,9.701426130714465e-10,late
P011,S2_7,Sucralose,7,delta,5.278635307568987e-09,late
P011,S2_5,Sucralose,5,delta,6.118161544302222e-10,late
P011,S2_5,Sucralose,5,delta,1.215789152888e-09,late
P011,H2O,Water,0,delta,1.1678385590164318e-09,late
P011,S2_7,Sucralose,7,delta,2.410951571370225e-10,late
P011,S1_12,Sucrose,12,delta,1.777022285065782e-09,late
P011,S2_12,Sucralose,12,delta,5.166939624723187e-10,late
P011,S1_7,Sucrose,7,delta,9.52297364405464e-10,late
P011,S1_5,Sucrose,5,delta,4.952604862421209e-10,late
P011,S1_5,Sucrose,5,theta,3.120263194082095e-10,late
P011,H2O,Water,0,theta,8.853845818762378e-10,late
P011,S1_7,Sucrose,7,theta,8.884580082790101e-10,late
P011,S2_12,Sucralose,12,theta,9.490656493250814e-10,late
P011,S1_12,Sucrose,12,theta,8.835952222264825e-10,late
P011,S2_7,Sucralose,7,theta,2.0655069799117717e-09,late
P011,S2_5,Sucralose,5,theta,9.42397255474936e-10,late
P011,S2_5,Sucralose,5,theta,4.428307995671116e-10,late
P011,H2O,Water,0,theta,5.188019026261039e-10,late
P011,S2_7,Sucralose,7,theta,4.661260641362484e-10,late
P011,S1_12,Sucrose,12,theta,2.0404473575037597e-09,late
P011,S2_12,Sucralose,12,theta,6.587844591989746e-10,late
P011,S1_7,Sucrose,7,theta,7.278063411897661e-10,late
P011,S1_5,Sucrose,5,theta,6.666198295794361e-10,late
P011,S1_5,Sucrose,5,alpha,7.110643537382242e-10,late
P011,H2O,Water,0,alpha,9.257732861377377e-10,late
P011,S1_7,Sucrose,7,alpha,1.4025047765746218e-09,late
