subject,ma_mau,substance,intensity,band,power,win
P019,S1_7,Sucrose,7,beta,1.1990831544368129e-09,late
P019,S1_7,Sucrose,7,beta,1.4141418385520472e-09,late
P019,S1_12,Sucrose,12,beta,1.0943825251708795e-09,late
P019,S1_5,Sucrose,5,beta,1.4968439854569632e-09,late
P019,H2O,Water,0,beta,1.4233617828893377e-09,late
P019,S2_12,Sucralose,12,beta,1.1018059099795973e-09,late
P019,S2_5,Sucralose,5,beta,1.0373372366497839e-09,late
P019,S2_7,Sucralose,7,beta,1.4504342122337932e-09,late
P019,S2_7,Sucralose,7,gamma,1.1808011045631183e-09,late
P019,S2_12,Sucralose,12,gamma,8.801370572084057e-10,late
P019,S2_5,Sucralose,5,gamma,1.004269792547968e-09,late
P019,H2O,Water,0,gamma,1.4314210151586395e-09,late
P019,S1_12,Sucrose,12,gamma,9.76190596235001e-10,late
P019,S1_5,Sucrose,5,gamma,1.0838351559088865e-09,late
P019,S1_7,Sucrose,7,gamma,9.475741517773571e-10,late
P019,S1_7,Sucrose,7,gamma,1.2192755630037199e-09,late
P019,S1_12,Sucrose,12,gamma,1.0924050778308189e-09,late
P019,S1_5,Sucrose,5,gamma,1.3399371647073684e-09,late
P019,H2O,Water,0,gamma,1.2985894281956047e-09,late
P019,S2_12,Sucralose,12,gamma,1.1042411854979812e-09,late
P019,S2_5,Sucralose,5,gamma,1.0078750992123852e-09,late
P019,S2_7,Sucralose,7,gamma,9.694861269974306e-10,late
P020,S2_12,Sucralose,12,delta,7.629950291811787e-10,late
P020,H2O,Water,0,delta,7.662330915649003e-10,late
P020,S2_7,Sucralose,7,delta,6.631443216487829e-10,late
P020,S1_5,Sucrose,5,delta,2.2608669213079204e-10,late
P020,S2_5,Sucralose,5,delta,8.135174457464904e-10,late
P020,S1_7,Sucrose,7,delta,6.90405479363968e-10,late
P020,S1_12,Sucrose,12,delta,4.303658558348802e-10,late
P020,S1_12,Sucrose,12,delta,1.7996200570796882e-10,late
P020,H2O,Water,0,delta,1.0242600560104204e-09,late
P020,S1_7,Sucrose,7,delta,3.4277871821687815e-10,late
P020,S2_5,Sucralose,5,delta,6.308692385559711e-10,late
P020,S1_5,Sucrose,5,delta,1.6585726030285533e-10,late
P020,S2_7,Sucralose,7,delta,8.292205896547866e-10,late
P020,S2_12,Sucralose,12,delta,1.1526188592208802e-09,late
P020,S2_12,Sucralose,12,theta,8.348434617982093e-11,late
P020,H2O,Water,0,theta,1.2217807892975318e-10,late
P020,S2_7,Sucralose,7,theta,1.5710000443002448e-10,late
P020,S1_5,Sucrose,5,theta,1.6280232361551817e-11,late
P020,S2_5,Sucralose,5,theta,4.683775156352995e-10,late
P020,S1_7,Sucrose,7,theta,1.641119861310389e-10,late
P020,S1_12,Sucrose,12,theta,1.6450909260304057e-10,late
P020,S1_12,Sucrose,12,theta,1.152832113873348e-10,late
P020,H2O,Water,0,theta,5.323148637587903e-10,late
P020,S1_7,Sucrose,7,theta,9.557411075733773e-11,late
P020,S2_5,Sucralose,5,theta,5.758996241764395e-10,late
P020,S1_5,Sucrose,5,theta,9.978025556205183e-11,late
P020,S2_7,Sucralose,7,theta,2.6644531633393344e-10,late
P020,S2_12,Sucralose,12,theta,7.957145950782172e-10,late
P020,S2_12,Sucralose,12,alpha,5.495530960654657e-11,late
P020,H2O,Water,0,alpha,1.3182325651167408e-10,late
P020,S2_7,Sucralose,7,alpha,1.2667914355716844e-10,late
P020,S1_5,Sucrose,5,alpha,4.2575678390149225e-11,late
P020,S2_5,Sucralose,5,alpha,1.1584200766036931e-10,late
P020,S1_7,Sucrose,7,alpha,8.493071797234707e-11,late
P020,S1_12,Sucrose,12,alpha,6.430041481207838e-11,late
P020,S1_12,Sucrose,12,alpha,2.7871830864999654e-10,late
P020,H2O,Water,0,alpha,1.1289212435421696e-10,late
P020,S1_7,Sucrose,7,alpha,8.04105901475343e-11,late
P020,S2_5,Sucralose,5,alpha,3.15473707779743e-10,late
P020,S1_5,Sucrose,5,alpha,9.085194314250034e-11,late
P020,S2_7,Sucralose,7,alpha,1.3153309757822363e-10,late
P020,S2_12,Sucralose,12,alpha,2.3324049590056626e-10,late
P020,S2_12,Sucralose,12,beta,2.7867058415340603e-10,late
P020,H2O,Water,0,beta,1.5252268680843718e-10,late
P020,S2_7,Sucralose,7,beta,2.690747761304998e-10,late
P020,S1_5,Sucrose,5,beta,9.125747682005052e-11,late
P020,S2_5,Sucralose,5,beta,4.3759406558898517e-10,late
P020,S1_7,Sucrose,7,beta,2.062913037590039e-10,late
P020,S1_12,Sucrose,12,beta,1.5913405402841492e-10,late
P020,S1_12,Sucrose,12,beta,8.679676396060248e-10,late
P020,H2O,Water,0,beta,4.5651129407487256e-10,late
P020,S1_7,Sucrose,7,beta,2.421323384832816e-10,late
P020,S2_5,Sucralose,5,beta,6.231861141846289e-10,late
P020,S1_5,Sucrose,5,beta,3.6941978859794675e-10,late
P020,S2_7,Sucralose,7,beta,3.706520548198387e-10,late
P020,S2_12,Sucralose,12,beta,6.505005027013207e-10,late
P020,S2_12,Sucralose,12,gamma,2.1157557686055315e-10,late
P020,H2O,Water,0,gamma,2.0838952042531378e-10,late
P020,S2_7,Sucralose,7,gamma,2.8536659015335916e-10,late
P020,S1_5,Sucrose,5,gamma,1.1225660869092331e-10,late
P020,S2_5,Sucralose,5,gamma,5.046157399290238e-10,late
P020,S1_7,Sucrose,7,gamma,3.503248992762252e-10,late
P020,S1_12,Sucrose,12,gamma,2.766136011893216e-10,late
P020,S1_12,Sucrose,12,gamma,7.79384169546231e-10,late
P020,H2O,Water,0,gamma,7.930263626518542e-10,late
P020,S1_7,Sucrose,7,gamma,2.357039891488746e-10,late
P020,S2_5,Sucralose,5,gamma,6.696558736104852e-10,late
P020,S1_5,Sucrose,5,gamma,3.995230952531111e-10,late
P020,S2_7,Sucralose,7,gamma,4.141677218301685e-10,late
P020,S2_12,Sucralose,12,gamma,6.496488272547577e-10,late
P021,H2O,Water,0,delta,8.4815222182048e-10,late
P021,S1_5,Sucrose,5,delta,1.5697086065672842e-09,late
P021,S2_12,Sucralose,12,delta,5.465022229885332e-10,late
P021,S1_7,Sucrose,7,delta,6.581183667914615e-10,late
P021,S2_7,Sucralose,7,delta,2.3849672699545395e-10,late
P021,S1_12,Sucrose,12,delta,5.053210842471647e-10,late
P021,S2_5,Sucralose,5,delta,3.3289803987474104e-10,late
P021,H2O,Water,0,delta,8.456363898104489e-10,late
P021,S1_12,Sucrose,12,delta,1.930795513817119e-09,late
P021,S2_7,Sucralose,7,delta,8.20678849922653e-10,late
P021,S1_7,Sucrose,7,delta,6.709902390167556e-10,late
P021,S2_12,Sucralose,12,delta,2.492987663065558e-10,late
P021,S1_5,Sucrose,5,delta,9.463285737295434e-10,late
P021,H2O,Water,0,theta,4.6184704200054165e-10,late
P021,S1_5,Sucrose,5,theta,3.78268852202052e-10,late
P021,S2_12,Sucralose,12,theta,4.1958359310670724e-10,late
P021,S1_7,Sucrose,7,theta,3.5950908370263844e-10,late
P021,S2_7,Sucralose,7,theta,1.9996672561134406e-10,late
P021,S1_12,Sucrose,12,theta,3.3349924147625276e-10,late
P021,S2_5,Sucralose,5,theta,2.79555919888867e-10,late
P021,H2O,Water,0,theta,3.392437361066271e-10,late
P021,S1_12,Sucrose,12,theta,8.245894324547378e-10,late
P021,S2_7,Sucralose,7,theta,6.382500840964823e-10,late
P021,S1_7,Sucrose,7,theta,2.783967602297869e-10,late
P021,S2_12,Sucralose,12,theta,3.1797179870414717e-10,late
P021,S1_5,Sucrose,5,theta,4.1495414700260484e-10,late
P021,H2O,Water,0,alpha,5.953906302398804e-10,late
P021,S1_5,Sucrose,5,alpha,4.501972167337958e-10,late
P021,S2_12,Sucralose,12,alpha,2.519560075957242e-10,late
P021,S1_7,Sucrose,7,alpha,5.343578901335969e-10,late
P021,S2_7,Sucralose,7,alpha,4.792625576876985e-10,late
P021,S1_12,Sucrose,12,alpha,3.7758581599584605e-10,late
P021,S2_5,Sucralose,5,alpha,1.921324165309999e-10,late
P021,H2O,Water,0,alpha,2.791328533360585e-10,late
P021,S1_12,Sucrose,12,alpha,4.309661313899948e-10,late
P021,S2_7,Sucralose,7,alpha,4.0085110036065727e-10,late
P021,S1_7,Sucrose,7,alpha,2.256775541631972e-10,late
P021,S2_12,Sucralose,12,alpha,2.8109942157889086e-10,late
P021,S1_5,Sucrose,5,alpha,3.695258722096546e-10,late
P021,H2O,Water,0,beta,1.977011384883119e-09,late
P021,S1_5,Sucrose,5,beta,9.565210225005822e-10,late
P021,S2_12,Sucralose,12,beta,1.3341308887215906e-09,late
P021,S1_7,Sucrose,7,beta,1.2288159349834147e-09,late
P021,S2_7,Sucralose,7,beta,8.54842457480043e-10,late
P021,S1_12,Sucrose,12,beta,1.446501396502639e-09,late
P021,S2_5,Sucralose,5,beta,6.724484008984294e-10,late
P021,H2O,Water,0,beta,1.3410537285868144e-09,late
P021,S1_12,Sucrose,12,beta,1.3379048324143234e-09,late
P021,S2_7,Sucralose,7,beta,1.1203298704662472e-09,late
P021,S1_7,Sucrose,7,beta,1.6263599487807988e-09,late
P021,S2_12,Sucralose,12,beta,1.094344835482155e-09,late
P021,S1_5,Sucrose,5,beta,1.1331105792328195e-09,late
P021,H2O,Water,0,gamma,1.397143270626348e-09,late
P021,S1_5,Sucrose,5,gamma,8.350130573225878e-10,late
P021,S2_12,Sucralose,12,gamma,1.0827243586967819e-09,late
P021,S1_7,Sucrose,7,gamma,1.4123204932345412e-09,late
P021,S2_7,Sucralose,7,gamma,1.0811329447251822e-09,late
P021,S1_12,Sucrose,12,gamma,1.0003657187962213e-09,late
P021,S2_5,Sucralose,5,gamma,7.270063294480332e-10,late
P021,H2O,Water,0,gamma,1.1100383845865387e-09,late
P021,S1_12,Sucrose,12,gamma,1.5885604178264164e-09,late
P021,S2_7,Sucralose,7,gamma,1.1673579979605138e-09,late
P021,S1_7,Sucrose,7,gamma,1.6000051921736359e-09,late
P021,S2_12,Sucralose,12,gamma,9.660088759496039e-10,late
P021,S1_5,Sucrose,5,gamma,1.0223807864066612e-09,late
P022,S2_7,Sucralose,7,delta,3.2972712742645344e-10,late
P022,S2_5,Sucralose,5,delta,1.2857454540908267e-09,late
P022,S2_12,Sucralose,12,delta,9.841888207949088e-11,late
P022,S1_12,Sucrose,12,delta,1.161996536159429e-10,late
P022,H2O,Water,0,delta,6.886194027918592e-10,late
P022,S1_7,Sucrose,7,delta,1.6788405299915485e-10,late
P022,S1_5,Sucrose,5,delta,1.2096003782650928e-10,late
P022,S1_7,Sucrose,7,delta,3.465377355212429e-10,late
P022,S1_5,Sucrose,5,delta,7.082552017971291e-10,late
P022,S1_12,Sucrose,12,delta,1.2422854039810646e-09,late
P022,S2_12,Sucralose,12,delta,6.925333525993478e-10,late
P022,H2O,Water,0,delta,2.1499274581951068e-10,late
P022,S2_7,Sucralose,7,delta,3.475705174221949e-10,late
P022,S2_5,Sucralose,5,delta,1.1721273461964806e-09,late
P022,S2_7,Sucralose,7,theta,2.520501595464309e-10,late
P022,S2_5,Sucralose,5,theta,3.919267215913113e-10,late
P022,S2_12,Sucralose,12,theta,9.746190140974186e-11,late
P022,S1_12,Sucrose,12,theta,8.675076873208992e-11,late
P022,H2O,Water,0,theta,4.231182317829526e-10,late
P022,S1_7,Sucrose,7,theta,2.9754671861682135e-10,late
P022,S1_5,Sucrose,5,theta,2.729801603624935e-11,late
P022,S1_7,Sucrose,7,theta,1.2205781796608734e-10,late
P022,S1_5,Sucrose,5,theta,1.3352669528168153e-10,late
P022,S1_12,Sucrose,12,theta,4.070141916938151e-10,late
P022,S2_12,Sucralose,12,theta,9.918015068125783e-11,late
P022,H2O,Water,0,theta,1.5102792895772637e-10,late
P022,S2_7,Sucralose,7,theta,2.7728893369679963e-10,late
P022,S2_5,Sucralose,5,theta,3.5285561745099594e-10,late
P022,S2_7,Sucralose,7,alpha,1.3569787653831296e-10,late
P022,S2_5,Sucralose,5,alpha,1.1060663702735386e-10,late
P022,S2_12,Sucralose,12,alpha,1.2107318589404296e-10,late
P022,S1_12,Sucrose,12,alpha,1.6245379343612323e-10,late
P022,H2O,Water,0,alpha,1.1708753446507138e-10,late
P022,S1_7,Sucrose,7,alpha,2.2771378938858178e-10,late
P022,S1_5,Sucrose,5,alpha,2.4778871611909975e-11,late
P022,S1_7,Sucrose,7,alpha,1.5845710551789206e-10,late
P022,S1_5,Sucrose,5,alpha,2.5766579839497716e-10,late
P022,S1_12,Sucrose,12,alpha,3.2075945621551605e-10,late
P022,S2_12,Sucralose,12,alpha,1.3733057962974473e-10,late
P022,H2O,Water,0,alpha,1.0201637142498298e-10,late
P022,S2_7,Sucralose,7,alpha,2.5142296014515484e-10,late
P022,S2_5,Sucralose,5,alpha,3.226104999589409e-10,late
P022,S2_7,Sucralose,7,beta,7.80703424252369e-10,late
P022,S2_5,Sucralose,5,beta,2.5323517032652555e-10,late
P022,S2_12,Sucralose,12,beta,1.8852785312072485e-10,late
P022,S1_12,Sucrose,12,beta,2.147325191884812e-10,late
P022,H2O,Water,0,beta,3.0795219599783083e-10,late
P022,S1_7,Sucrose,7,beta,4.106207479024611e-10,late
P022,S1_5,Sucrose,5,beta,7.356388755445493e-11,late
P022,S1_7,Sucrose,7,beta,3.4888543827421853e-10,late
P022,S1_5,Sucrose,5,beta,8.192608379555633e-10,late
P022,S1_12,Sucrose,12,beta,9.908828260854167e-10,late
P022,S2_12,Sucralose,12,beta,1.0280534568023752e-09,late
P022,H2O,Water,0,beta,2.2036535291593525e-10,late
P022,S2_7,Sucralose,7,beta,1.012622356458538e-09,late
P022,S2_5,Sucralose,5,beta,9.592793523011201e-10,late
P022,S2_7,Sucralose,7,gamma,7.736268134237949e-10,late
P022,S2_5,Sucralose,5,gamma,6.185481382353797e-10,late
P022,S2_12,Sucralose,12,gamma,2.7114407422925276e-10,late
P022,S1_12,Sucrose,12,gamma,3.6091843907022326e-10,late
P022,H2O,Water,0,gamma,4.4851565533713436e-10,late
P022,S1_7,Sucrose,7,gamma,3.488706849097914e-10,late
P022,S1_5,Sucrose,5,gamma,8.17444418001912e-11,late
P022,S1_7,Sucrose,7,gamma,4.298327059661538e-10,late
P022,S1_5,Sucrose,5,gamma,6.894677246713012e-10,late
P022,S1_12,Sucrose,12,gamma,6.616198448241199e-10,late
P022,S2_12,Sucralose,12,gamma,8.491693506719642e-10,late
P022,H2O,Water,0,gamma,2.6203878863064633e-10,late
P022,S2_7,Sucralose,7,gamma,7.138736933655488e-10,late
P022,S2_5,Sucralose,5,gamma,8.831553919669962e-10,late
P023,S2_12,Sucralose,12,delta,7.115020101092462e-10,late
P023,S2_7,Sucralose,7,delta,9.851617495761581e-10,late
P023,H2O,Water,0,delta,8.353389053283593e-10,late
P023,S2_5,Sucralose,5,delta,6.514812701839145e-10,late
P023,S1_5,Sucrose,5,delta,6.108855167032258e-10,late
P023,S1_12,Sucrose,12,delta,5.642140915629133e-10,late
P023,S1_7,Sucrose,7,delta,4.178781586508211e-10,late
P023,S1_12,Sucrose,12,delta,6.179757343949111e-10,late
P023,S1_7,Sucrose,7,delta,1.2369822531605106e-09,late
P023,H2O,Water,0,delta,2.891731435774644e-10,late
P023,S1_5,Sucrose,5,delta,5.827605264786069e-10,late
P023,S2_5,Sucralose,5,delta,5.670475673426258e-10,late
P023,S2_12,Sucralose,12,delta,3.138645451608355e-10,late
P023,S2_7,Sucralose,7,delta,7.374161348720466e-10,late
P023,S2_12,Sucralose,12,theta,8.116233453103559e-10,late
P023,S2_7,Sucralose,7,theta,7.214073485304337e-10,late
P023,H2O,Water,0,theta,4.521448545232909e-10,late
P023,S2_5,Sucralose,5,theta,4.903971433026407e-10,late
P023,S1_5,Sucrose,5,theta,3.0905675160859975e-10,late
P023,S1_12,Sucrose,12,theta,3.8660113293114227e-10,late
P023,S1_7,Sucrose,7,theta,1.5797894087681594e-10,late
P023,S1_12,Sucrose,12,theta,7.216834015438029e-11,late
P023,S1_7,Sucrose,7,theta,2.451204884966243e-10,late
P023,H2O,Water,0,theta,2.9356804758515203e-10,late
P023,S1_5,Sucrose,5,theta,4.181303297793608e-10,late
P023,S2_5,Sucralose,5,theta,7.116003852292563e-10,late
P023,S2_12,Sucralose,12,theta,1.8192049223496784e-10,late
P023,S2_7,Sucralose,7,theta,4.970277288436725e-10,late
P023,S2_12,Sucralose,12,alpha,2.2441037249095518e-10,late
P023,S2_7,Sucralose,7,alpha,4.606754490754143e-10,late
P023,H2O,Water,0,alpha,2.0281419754889393e-10,late
P023,S2_5,Sucralose,5,alpha,2.784144073301182e-10,late
P023,S1_5,Sucrose,5,alpha,2.4367565608323014e-10,late
P023,S1_12,Sucrose,12,alpha,3.7951816401654216e-10,late
P023,S1_7,Sucrose,7,alpha,2.464777720844764e-10,late
P023,S1_12,Sucrose,12,alpha,6.48978494220178e-11,late
P023,S1_7,Sucrose,7,alpha,3.7438629231864144e-10,late
P023,H2O,Water,0,alpha,2.7940797055496775e-10,late
P023,S1_5,Sucrose,5,alpha,3.3703837925488773e-10,late
P023,S2_5,Sucralose,5,alpha,1.977948324841625e-10,late
P023,S2_12,Sucralose,12,alpha,2.4545674423782914e-10,late
P023,S2_7,Sucralose,7,alpha,3.89500444345621e-10,late
P023,S2_12,Sucralose,12,beta,7.350456166381087e-10,late
P023,S2_7,Sucralose,7,beta,7.86289976153754e-10,late
P023,H2O,Water,0,beta,5.786366942165277e-10,late
P023,S2_5,Sucralose,5,beta,9.087824575451086e-10,late
P023,S1_5,Sucrose,5,beta,5.429786782896832e-10,late
P023,S1_12,Sucrose,12,beta,1.27756471691158e-09,late
P023,S1_7,Sucrose,7,beta,7.04815330782682e-10,late
P023,S1_12,Sucrose,12,beta,4.469089149460654e-10,late
P023,S1_7,Sucrose,7,beta,1.0268424234649274e-09,late
P023,H2O,Water,0,beta,1.0056180040696042e-09,late
P023,S1_5,Sucrose,5,beta,1.0475781365860831e-09,late
P023,S2_5,Sucralose,5,beta,4.865342563270728e-10,late
P023,S2_12,Sucralose,12,beta,6.721119971968442e-10,late
P023,S2_7,Sucralose,7,beta,8.242776732614335e-10,late
P023,S2_12,Sucralose,12,gamma,9.044396431014612e-10,late
P023,S2_7,Sucralose,7,gamma,1.417872132085633e-09,late
P023,H2O,Water,0,gamma,1.0253481365498669e-09,late
P023,S2_5,Sucralose,5,gamma,9.372055213304712e-10,late
P023,S1_5,Sucrose,5,gamma,6.3699481384603e-10,late
P023,S1_12,Sucrose,12,gamma,1.4637824952849554e-09,late
P023,S1_7,Sucrose,7,gamma,5.806427558426697e-10,late
P023,S1_12,Sucrose,12,gamma,1.9444576183045748e-10,late
P023,S1_7,Sucrose,7,gamma,7.907253613471843e-10,late
P023,H2O,Water,0,gamma,1.161935939570962e-09,late
P023,S1_5,Sucrose,5,gamma,1.164957832527268e-09,late
P023,S2_5,Sucralose,5,gamma,8.175617409130265e-10,late
P023,S2_12,Sucralose,12,gamma,6.237423588016047e-10,late
P023,S2_7,Sucralose,7,gamma,1.0841549848744307e-09,late
P024,H2O,Water,0,delta,1.0185379127730087e-09,late
P024,S2_12,Sucralose,12,delta,1.311852484573694e-09,late
P024,S1_5,Sucrose,5,delta,1.2910975502823834e-09,late
P024,S2_7,Sucralose,7,delta,1.0292034902196358e-09,late
P024,S1_7,Sucrose,7,delta,1.3892563662055194e-09,late
P024,S2_5,Sucralose,5,delta,9.5191530836699e-10,late
P024,S1_12,Sucrose,12,delta,8.906378089710127e-10,late
P024,H2O,Water,0,delta,3.792582544002517e-11,late
P024,S1_12,Sucrose,12,delta,9.064344962770715e-10,late
P024,S2_5,Sucralose,5,delta,4.3407466225359605e-10,late
P024,S1_7,Sucrose,7,delta,1.1286277659193039e-09,late
P024,S2_7,Sucralose,7,delta,5.087369366247696e-10,late
P024,S1_5,Sucrose,5,delta,2.7884389681351248e-11,late
P024,S2_12,Sucralose,12,delta,7.107013413712371e-10,late
P024,H2O,Water,0,theta,4.872830249867538e-10,late
P024,S2_12,Sucralose,12,theta,7.143791577266993e-10,late
P024,S1_5,Sucrose,5,theta,7.288667350788079e-10,late
P024,S2_7,Sucralose,7,theta,6.240511490068948e-10,late
P024,S1_7,Sucrose,7,theta,8.24018274743367e-10,late
P024,S2_5,Sucralose,5,theta,5.013081217200385e-10,late
P024,S1_12,Sucrose,12,theta,2.867772244656622e-10,late
P024,H2O,Water,0,theta,1.3167966903851082e-11,late
P024,S1_12,Sucrose,12,theta,1.0341513888197809e-10,late
P024,S2_5,Sucralose,5,theta,2.9502989612664803e-10,late
P024,S1_7,Sucrose,7,theta,2.73353554153503e-10,late
P024,S2_7,Sucralose,7,theta,3.3406252196143713e-10,late
P024,S1_5,Sucrose,5,theta,2.2718554478598598e-11,late
P024,S2_12,Sucralose,12,theta,1.9007327012967481e-10,late
P024,H2O,Water,0,alpha,2.4805217723762365e-10,late
P024,S2_12,Sucralose,12,alpha,2.713854969848407e-10,late
P024,S1_5,Sucrose,5,alpha,1.878271815944368e-10,late
P024,S2_7,Sucralose,7,alpha,2.032554995520466e-10,late
P024,S1_7,Sucrose,7,alpha,2.0083091864108022e-10,late
P024,S2_5,Sucralose,5,alpha,1.2558931823499636e-10,late
P024,S1_12,Sucrose,12,alpha,1.4147944454466387e-10,late
P024,H2O,Water,0,alpha,1.3532356226615543e-11,late
P024,S1_12,Sucrose,12,alpha,1.381140430356923e-10,late
P024,S2_5,Sucralose,5,alpha,1.2170791459177135e-10,late
P024,S1_7,Sucrose,7,alpha,1.1212273306663429e-10,late
P024,S2_7,Sucralose,7,alpha,2.513635913773585e-10,late
P024,S1_5,Sucrose,5,alpha,2.6313219087489764e-11,late
P024,S2_12,Sucralose,12,alpha,9.119410360000009e-11,late
P024,H2O,Water,0,beta,3.688559465585733e-10,late
P024,S2_12,Sucralose,12,beta,4.603296432759259e-10,late
P024,S1_5,Sucrose,5,beta,4.0093219396381074e-10,late
P024,S2_7,Sucralose,7,beta,3.9879151740689003e-10,late
P024,S1_7,Sucrose,7,beta,3.915268417894551e-10,late
P024,S2_5,Sucralose,5,beta,2.7312457065673004e-10,late
P024,S1_12,Sucrose,12,beta,2.2957129017896678e-10,late
P024,H2O,Water,0,beta,7.854667047695178e-11,late
P024,S1_12,Sucrose,12,beta,4.101117064584173e-10,late
P024,S2_5,Sucralose,5,beta,2.1492588774013767e-10,late
P024,S1_7,Sucrose,7,beta,2.843400141312663e-10,late
P024,S2_7,Sucralose,7,beta,3.3293431116691535e-10,late
P024,S1_5,Sucrose,5,beta,9.887428753574587e-11,late
P024,S2_12,Sucralose,12,beta,2.2700747931970688e-10,late
P024,H2O,Water,0,gamma,7.949706935292711e-10,late
P024,S2_12,Sucralose,12,gamma,1.1840754288989775e-09,late
P024,S1_5,Sucrose,5,gamma,7.214455083117695e-10,late
P024,S2_7,Sucralose,7,gamma,9.532640499708937e-10,late
P024,S1_7,Sucrose,7,gamma,6.8079214287599e-10,late
P024,S2_5,Sucralose,5,gamma,6.182121494345396e-10,late
P024,S1_12,Sucrose,12,gamma,3.2748463134969126e-10,late
P024,H2O,Water,0,gamma,5.27144570389621e-11,late
P024,S1_12,Sucrose,12,gamma,4.3014355880712875e-10,late
P024,S2_5,Sucralose,5,gamma,4.0938568294696944e-10,late
P024,S1_7,Sucrose,7,gamma,4.1942826959703283e-10,late
P024,S2_7,Sucralose,7,gamma,4.178395506063227e-10,late
P024,S1_5,Sucrose,5,gamma,6.628134232538995e-11,late
P024,S2_12,Sucralose,12,gamma,3.326910682179335e-10,late
P025,S1_5,Sucrose,5,delta,7.224637147494976e-11,late
P025,H2O,Water,0,delta,9.68757825213626e-10,late
P025,S1_7,Sucrose,7,delta,3.3871826877578856e-10,late
P025,S2_12,Sucralose,12,delta,2.6678807203745483e-10,late
P025,S1_12,Sucrose,12,delta,7.3614568912524e-10,late
P025,S2_7,Sucralose,7,delta,1.9324132667709102e-10,late
P025,S2_5,Sucralose,5,delta,1.4511063393406303e-09,late
P025,S2_5,Sucralose,5,delta,3.636356560653325e-10,late
P025,H2O,Water,0,delta,9.732240914021434e-10,late
P025,S2_7,Sucralose,7,delta,5.297416948824455e-10,late
P025,S1_12,Sucrose,12,delta,1.4867996819200546e-09,late
P025,S2_12,Sucralose,12,delta,4.0658743367154286e-10,late
P025,S1_7,Sucrose,7,delta,1.1464206381435481e-10,late
P025,S1_5,Sucrose,5,delta,1.6981651780363704e-09,late
P025,S1_5,Sucrose,5,theta,9.016033374487222e-11,late
P025,H2O,Water,0,theta,1.2658605770402225e-10,late
P025,S1_7,Sucrose,7,theta,8.564692927709421e-11,late
P025,S2_12,Sucralose,12,theta,1.7546367673420108e-10,late
P025,S1_12,Sucrose,12,theta,1.2836160916298974e-10,late
P025,S2_7,Sucralose,7,theta,1.8230244721530312e-10,late
P025,S2_5,Sucralose,5,theta,2.822762955090119e-10,late
P025,S2_5,Sucralose,5,theta,2.416931519155035e-10,late
P025,H2O,Water,0,theta,3.312941858156087e-10,late
P025,S2_7,Sucralose,7,theta,1.5399682373373543e-10,late
P025,S1_12,Sucrose,12,theta,1.2141493504107976e-10,late
P025,S2_12,Sucralose,12,theta,1.901093837494026e-10,late
P025,S1_7,Sucrose,7,theta,1.6328737964943044e-10,late
P025,S1_5,Sucrose,5,theta,3.618731397270141e-10,late
P025,S1_5,Sucrose,5,alpha,2.140668252268217e-10,late
P025,H2O,Water,0,alpha,9.82190336243358e-11,late
P025,S1_7,Sucrose,7,alpha,1.1393840742119086e-10,late
P025,S2_12,Sucralose,12,alpha,1.6653283843096846e-10,late
P025,S1_12,Sucrose,12,alpha,1.4030927419838263e-10,late
P025,S2_7,Sucralose,7,alpha,1.6851944437397944e-10,late
P025,S2_5,Sucralose,5,alpha,1.412644559333632e-10,late
P025,S2_5,Sucralose,5,alpha,3.4903986422139654e-10,late
P025,H2O,Water,0,alpha,3.1403225329299934e-10,late
P025,S2_7,Sucralose,7,alpha,1.4945631816409749e-10,late
P025,S1_12,Sucrose,12,alpha,1.4436004316454953e-10,late
P025,S2_12,Sucralose,12,alpha,1.016458248456314e-10,late
P025,S1_7,Sucrose,7,alpha,1.9397072131842974e-10,late
P025,S1_5,Sucrose,5,alpha,1.50810712313834e-10,late
P025,S1_5,Sucrose,5,beta,3.450533678527832e-10,late
P025,H2O,Water,0,beta,2.597155956009632e-10,late
P025,S1_7,Sucrose,7,beta,1.2486353818035614e-10,late
P025,S2_12,Sucralose,12,beta,3.6239775498097323e-10,late
P025,S1_12,Sucrose,12,beta,2.327843627353288e-10,late
P025,S2_7,Sucralose,7,beta,4.157870114804299e-10,late
P025,S2_5,Sucralose,5,beta,3.6320400392979414e-10,late
P025,S2_5,Sucralose,5,beta,1.1335620263354153e-09,late
P025,H2O,Water,0,beta,3.751574180782018e-10,late
P025,S2_7,Sucralose,7,beta,6.82257514823625e-10,late
P025,S1_12,Sucrose,12,beta,2.3998826677090083e-10,late
P025,S2_12,Sucralose,12,beta,6.559308502480178e-10,late
P025,S1_7,Sucrose,7,beta,2.464693517142432e-10,late
P025,S1_5,Sucrose,5,beta,2.770936709837241e-10,late
P025,S1_5,Sucrose,5,gamma,4.0478413566149255e-10,late
P025,H2O,Water,0,gamma,3.461112984183114e-10,late
P025,S1_7,Sucrose,7,gamma,2.7969133170003573e-10,late
P025,S2_12,Sucralose,12,gamma,5.212307892906877e-10,late
P025,S1_12,Sucrose,12,gamma,3.8143840049917717e-10,late
P025,S2_7,Sucralose,7,gamma,4.743255291698521e-10,late
P025,S2_5,Sucralose,5,gamma,4.4141352045387927e-10,late
P025,S2_5,Sucralose,5,gamma,1.108157269118001e-09,late
P025,H2O,Water,0,gamma,6.933515362219793e-10,late
P025,S2_7,Sucralose,7,gamma,5.030672361319951e-10,late
