intensity,n,t,p,mean_sucrose,mean_sucralose,mean_diff,p_fdr
5,23,0.6232898232118421,0.5395027787730488,1.9168882479570204e-11,-4.3240735145593315e-11,6.240961762516351e-11,0.9907748646542803
7,23,0.011694361186799042,0.9907748646542803,-4.419574141944926e-11,-4.495627761538916e-11,7.605361959399207e-13,0.9907748646542803
12,23,-0.32237935292917846,0.7502089087887153,1.3962159944056563e-11,3.5295547964730724e-11,-2.1333388020674164e-11,0.9907748646542803
