intensity,n,t,p,mean_sucrose,mean_sucralose,mean_diff,p_fdr
5,23,-0.3525878677275086,0.727752955648363,-1.2450909042676667e-11,3.2530036403640483e-12,-1.5703912683040715e-11,0.8676238470173688
7,23,1.0805902122596267,0.2915834340178823,-1.4834825944463222e-11,-4.9631554113971995e-11,3.479672816950879e-11,0.8676238470173688
12,23,-0.16863590726797767,0.8676238470173688,-3.992054239238663e-11,-3.453397447064163e-11,-5.386567921745006e-12,0.8676238470173688
