subject,ma_mau,substance,intensity,band,t_center,power
P007,S1_7,Sucrose,7,delta,2.5,4.780571126545743e-10
P007,S2_7,Sucralose,7,delta,2.5,3.409516369855163e-10
P007,S1_12,Sucrose,12,delta,2.5,1.7178502521823532e-10
P007,S2_5,Sucralose,5,delta,2.5,5.936500426321194e-11
P007,H2O,Water,0,delta,2.5,3.0850745290289277e-10
P007,S2_5,Sucralose,5,delta,2.5,1.085524858926185e-09
P007,S1_12,Sucrose,12,delta,2.5,1.0401184437275711e-09
P007,S2_7,Sucralose,7,delta,2.5,1.0508160983375261e-10
P007,S1_5,Sucrose,5,delta,2.5,7.095156222945211e-10
P007,S1_7,Sucrose,7,delta,2.5,3.2403530829188924e-10
P007,S2_12,Sucralose,12,delta,2.5,2.809647902880428e-10
P007,H2O,Water,0,theta,2.5,1.8565732755777137e-10
P007,S1_5,Sucrose,5,theta,2.5,3.1354122395417065e-10
P007,S2_12,Sucralose,12,theta,2.5,6.212686842915218e-10
P007,S1_7,Sucrose,7,theta,2.5,3.2870230821983175e-10
P007,S2_7,Sucralose,7,theta,2.5,3.414196632069034e-10
P007,S1_12,Sucrose,12,theta,2.5,3.7217685654567125e-10
P007,S2_5,Sucralose,5,theta,2.5,6.97611642981355e-11
P007,H2O,Water,0,theta,2.5,1.1567142277599419e-10
P007,S2_5,Sucralose,5,theta,2.5,2.094255923143014e-10
P007,S1_12,Sucrose,12,theta,2.5,2.3060636482204389e-10
P007,S2_7,Sucralose,7,theta,2.5,1.7651146226194708e-10
P007,S1_5,Sucrose,5,theta,2.5,5.219744110836441e-10
P007,S1_7,Sucrose,7,theta,2.5,1.836837102700859e-10
P007,S2_12,Sucralose,12,theta,2.5,1.871378239862667e-10
P007,H2O,Water,0,alpha,2.5,1.429598727992456e-10
P007,S1_5,Sucrose,5,alpha,2.5,3.7380227240550065e-10
P007,S2_12,Sucralose,12,alpha,2.5,6.923329514639122e-10
P007,S1_7,Sucrose,7,alpha,2.5,4.4041113058295657e-10
P007,S2_7,Sucralose,7,alpha,2.5,3.4950454691116437e-10
P007,S1_12,Sucrose,12,alpha,2.5,3.1182667794784074e-10
P007,S2_5,Sucralose,5,alpha,2.5,9.686866880790254e-11
P007,H2O,Water,0,alpha,2.5,2.7993825448872855e-10
P007,S2_5,Sucralose,5,alpha,2.5,1.9552079542961681e-10
P007,S1_12,Sucrose,12,alpha,2.5,1.8093950932666385e-10
P007,S2_7,Sucralose,7,alpha,2.5,1.6215262850316693e-10
P007,S1_5,Sucrose,5,alpha,2.5,4.836528441797858e-10
P007,S1_7,Sucrose,7,alpha,2.5,2.936896096481317e-10
P007,S2_12,Sucralose,12,alpha,2.5,1.3446913087914144e-10
P007,H2O,Water,0,beta,2.5,7.439638576322166e-10
P007,S1_5,Sucrose,5,beta,2.5,1.3906758749599764e-09
P007,S2_12,Sucralose,12,beta,2.5,6.556958620558752e-10
P007,S1_7,Sucrose,7,beta,2.5,1.6804285205397328e-09
P007,S2_7,Sucralose,7,beta,2.5,2.0606074840473326e-09
P007,S1_12,Sucrose,12,beta,2.5,1.6115359973788884e-09
P007,S2_5,Sucralose,5,beta,2.5,4.6413886002825406e-10
P007,H2O,Water,0,beta,2.5,1.1628444380897982e-09
P007,S2_5,Sucralose,5,beta,2.5,1.0408696509562587e-09
P007,S1_12,Sucrose,12,beta,2.5,7.620388066366427e-10
P007,S2_7,Sucralose,7,beta,2.5,1.2518504607280696e-09
P007,S1_5,Sucrose,5,beta,2.5,1.3576824987269887e-09
P007,S1_7,Sucrose,7,beta,2.5,8.389687124043847e-10
P007,S2_12,Sucralose,12,beta,2.5,8.665079232088159e-10
P007,H2O,Water,0,gamma,2.5,4.350884707266583e-10
P007,S1_5,Sucrose,5,gamma,2.5,9.185048931174515e-10
P007,S2_12,Sucralose,12,gamma,2.5,1.4520199830125213e-09
P007,S1_7,Sucrose,7,gamma,2.5,1.1892777592024172e-09
P007,S2_7,Sucralose,7,gamma,2.5,1.3174660990108702e-09
P007,S1_12,Sucrose,12,gamma,2.5,1.1821849820694196e-09
P007,S2_5,Sucralose,5,gamma,2.5,2.4583261687754033e-10
P007,H2O,Water,0,gamma,2.5,9.033529204628439e-10
P007,S2_5,Sucralose,5,gamma,2.5,7.248473746949219e-10
P007,S1_12,Sucrose,12,gamma,2.5,5.343992026687734e-10
P007,S2_7,Sucralose,7,gamma,2.5,7.960034996072857e-10
P007,S1_5,Sucrose,5,gamma,2.5,9.709497852006844e-10
P007,S1_7,Sucrose,7,gamma,2.5,1.7702901196908094e-09
P007,S2_12,Sucralose,12,gamma,2.5,7.522044613551239e-10
P007,H2O,Water,0,delta,3.0,3.850921552759703e-11
P007,S1_5,Sucrose,5,delta,3.0,4.704282851976958e-10
P007,S2_12,Sucralose,12,delta,3.0,8.917053852693293e-10
P007,S1_7,Sucrose,7,delta,3.0,2.7023944256554e-10
P007,S2_7,Sucralose,7,delta,3.0,5.01729954502504e-10
P007,S1_12,Sucrose,12,delta,3.0,2.4810902368810766e-10
P007,S2_5,Sucralose,5,delta,3.0,3.088333134143373e-11
P007,H2O,Water,0,delta,3.0,8.644451199052366e-10
P007,S2_5,Sucralose,5,delta,3.0,1.0899766805811687e-09
P007,S1_12,Sucrose,12,delta,3.0,1.868949632326136e-10
P007,S2_7,Sucralose,7,delta,3.0,1.5643517351315533e-10
P007,S1_5,Sucrose,5,delta,3.0,2.8089710273521485e-10
P007,S1_7,Sucrose,7,delta,3.0,3.268176181399079e-10
P007,S2_12,Sucralose,12,delta,3.0,5.669128643551279e-10
P007,H2O,Water,0,theta,3.0,4.0256065011985345e-11
P007,S1_5,Sucrose,5,theta,3.0,4.581677934251021e-10
P007,S2_12,Sucralose,12,theta,3.0,2.787755628623799e-10
P007,S1_7,Sucrose,7,theta,3.0,2.1310650366833994e-10
P007,S2_7,Sucralose,7,theta,3.0,5.244938018887497e-10
P007,S1_12,Sucrose,12,theta,3.0,5.224043282969983e-10
P007,S2_5,Sucralose,5,theta,3.0,1.469501404919355e-10
P007,H2O,Water,0,theta,3.0,8.989166745369782e-11
P007,S2_5,Sucralose,5,theta,3.0,1.2551946736840986e-10
P007,S1_12,Sucrose,12,theta,3.0,3.510054922474859e-11
P007,S2_7,Sucralose,7,theta,3.0,1.771508562150074e-10
P007,S1_5,Sucrose,5,theta,3.0,1.913707916728197e-10
P007,S1_7,Sucrose,7,theta,3.0,3.537532140944423e-10
P007,S2_12,Sucralose,12,theta,3.0,2.0094773341675264e-10
P007,H2O,Water,0,alpha,3.0,4.068272664839096e-11
P007,S1_5,Sucrose,5,alpha,3.0,4.2684341153110556e-10
P007,S2_12,Sucralose,12,alpha,3.0,4.142196296702848e-10
P007,S1_7,Sucrose,7,alpha,3.0,3.3841698380160024e-10
P007,S2_7,Sucralose,7,alpha,3.0,4.735395644633683e-10
P007,S1_12,Sucrose,12,alpha,3.0,4.882782407094931e-10
P007,S2_5,Sucralose,5,alpha,3.0,1.6515594911686763e-10
P007,H2O,Water,0,alpha,3.0,7.425658982675331e-11
P007,S2_5,Sucralose,5,alpha,3.0,4.520270392847024e-10
P007,S1_12,Sucrose,12,alpha,3.0,5.7835579741657916e-11
P007,S2_7,Sucralose,7,alpha,3.0,2.3325361745412356e-10
P007,S1_5,Sucrose,5,alpha,3.0,4.69548249225581e-10
P007,S1_7,Sucrose,7,alpha,3.0,3.088023472513871e-10
P007,S2_12,Sucralose,12,alpha,3.0,2.060424305624334e-10
P007,H2O,Water,0,beta,3.0,3.8447720316913886e-10
P007,S1_5,Sucrose,5,beta,3.0,1.7364254750906019e-09
P007,S2_12,Sucralose,12,beta,3.0,1.1226783681823888e-09
P007,S1_7,Sucrose,7,beta,3.0,1.336989563310005e-09
P007,S2_7,Sucralose,7,beta,3.0,9.051700619669827e-10
P007,S1_12,Sucrose,12,beta,3.0,1.543959729552314e-09
P007,S2_5,Sucralose,5,beta,3.0,7.755559772377383e-10
P007,H2O,Water,0,beta,3.0,2.456968053604091e-10
P007,S2_5,Sucralose,5,beta,3.0,7.108612178840332e-10
P007,S1_12,Sucrose,12,beta,3.0,5.109042052217072e-10
P007,S2_7,Sucralose,7,beta,3.0,1.2378137743056338e-09
P007,S1_5,Sucrose,5,beta,3.0,1.4719965744874915e-09
P007,S1_7,Sucrose,7,beta,3.0,1.2684414717418947e-09
P007,S2_12,Sucralose,12,beta,3.0,1.211053480631647e-09
P007,H2O,Water,0,gamma,3.0,2.611072112122302e-10
P007,S1_5,Sucrose,5,gamma,3.0,1.1195662423170492e-09
P007,S2_12,Sucralose,12,gamma,3.0,1.8557017385943457e-09
P007,S1_7,Sucrose,7,gamma,3.0,1.234485988589053e-09
P007,S2_7,Sucralose,7,gamma,3.0,1.5143234120528963e-09
P007,S1_12,Sucrose,12,gamma,3.0,1.541921026129435e-09
P007,S2_5,Sucralose,5,gamma,3.0,5.022477317219116e-10
P007,H2O,Water,0,gamma,3.0,2.259435949225668e-10
P007,S2_5,Sucralose,5,gamma,3.0,9.77891097316484e-10
P007,S1_12,Sucrose,12,gamma,3.0,5.060833719189162e-10
P007,S2_7,Sucralose,7,gamma,3.0,8.056203181042228e-10
P007,S1_5,Sucrose,5,gamma,3.0,9.197517822470281e-10
P007,S1_7,Sucrose,7,gamma,3.0,1.0921426048303656e-09
P007,S2_12,Sucralose,12,gamma,3.0,8.203164223258894e-10
P007,H2O,Water,0,delta,3.5,2.710602875974442e-11
P007,S1_5,Sucrose,5,delta,3.5,2.328405390096811e-10
P007,S2_12,Sucralose,12,delta,3.5,1.2035206108112486e-10
P007,S1_7,Sucrose,7,delta,3.5,3.712031127273545e-10
P007,S2_7,Sucralose,7,delta,3.5,4.815679170961482e-10
P007,S1_12,Sucrose,12,delta,3.5,8.328493054609202e-11
P007,S2_5,Sucralose,5,delta,3.5,1.7150780440828553e-10
P007,H2O,Water,0,delta,3.5,8.835586663201834e-10
P007,S2_5,Sucralose,5,delta,3.5,1.4619654347467452e-10
P007,S1_12,Sucrose,12,delta,3.5,3.46529939367277e-10
P007,S2_7,Sucralose,7,delta,3.5,1.3818238487773943e-10
P007,S1_5,Sucrose,5,delta,3.5,1.447845968202547e-10
P007,S1_7,Sucrose,7,delta,3.5,4.32745394078981e-10
P007,S2_12,Sucralose,12,delta,3.5,5.151802746356399e-10
P007,H2O,Water,0,theta,3.5,1.3329869098577983e-10
P007,S1_5,Sucrose,5,theta,3.5,3.226413281921068e-10
P007,S2_12,Sucralose,12,theta,3.5,4.524559386727819e-10
P007,S1_7,Sucrose,7,theta,3.5,2.6636367054855895e-10
P007,S2_7,Sucralose,7,theta,3.5,1.5698748916304468e-10
P007,S1_12,Sucrose,12,theta,3.5,9.375898901871435e-11
P007,S2_5,Sucralose,5,theta,3.5,2.8624471367246497e-10
P007,H2O,Water,0,theta,3.5,1.542698419792133e-10
P007,S2_5,Sucralose,5,theta,3.5,2.651638197076306e-10
P007,S1_12,Sucrose,12,theta,3.5,2.2317597991476018e-10
P007,S2_7,Sucralose,7,theta,3.5,8.55546543589952e-11
P007,S1_5,Sucrose,5,theta,3.5,3.420430969999786e-10
P007,S1_7,Sucrose,7,theta,3.5,1.8990551329971298e-10
P007,S2_12,Sucralose,12,theta,3.5,1.5452032823902023e-10
P007,H2O,Water,0,alpha,3.5,4.578254629471015e-11
P007,S1_5,Sucrose,5,alpha,3.5,8.550891397054582e-10
P007,S2_12,Sucralose,12,alpha,3.5,4.355849969288985e-10
P007,S1_7,Sucrose,7,alpha,3.5,4.540518099427559e-10
P007,S2_7,Sucralose,7,alpha,3.5,3.7295062974446194e-10
P007,S1_12,Sucrose,12,alpha,3.5,9.273619275063958e-11
P007,S2_5,Sucralose,5,alpha,3.5,3.09957839279108e-10
P007,H2O,Water,0,alpha,3.5,1.0599855846890773e-10
P007,S2_5,Sucralose,5,alpha,3.5,4.4923335773275464e-10
P007,S1_12,Sucrose,12,alpha,3.5,1.7320826737844302e-10
P007,S2_7,Sucralose,7,alpha,3.5,1.2161193322540502e-10
P007,S1_5,Sucrose,5,alpha,3.5,1.688635226342849e-10
P007,S1_7,Sucrose,7,alpha,3.5,3.771376014534822e-10
P007,S2_12,Sucralose,12,alpha,3.5,2.216892507324763e-10
P007,H2O,Water,0,beta,3.5,2.0267878293677904e-10
P007,S1_5,Sucrose,5,beta,3.5,1.1547810305029736e-09
P007,S2_12,Sucralose,12,beta,3.5,1.496231941924505e-09
P007,S1_7,Sucrose,7,beta,3.5,1.1730843780271034e-09
P007,S2_7,Sucralose,7,beta,3.5,1.5016978344388678e-09
P007,S1_12,Sucrose,12,beta,3.5,7.985371925757186e-10
P007,S2_5,Sucralose,5,beta,3.5,9.152567599830091e-10
P007,H2O,Water,0,beta,3.5,8.046317790208487e-10
P007,S2_5,Sucralose,5,beta,3.5,1.4101691644349447e-09
P007,S1_12,Sucrose,12,beta,3.5,5.384854136426343e-10
P007,S2_7,Sucralose,7,beta,3.5,7.779635654325428e-10
P007,S1_5,Sucrose,5,beta,3.5,8.54487971013024e-10
P007,S1_7,Sucrose,7,beta,3.5,1.4824456713536543e-09
P007,S2_12,Sucralose,12,beta,3.5,1.7637461561354114e-09
P007,H2O,Water,0,gamma,3.5,2.177456864268268e-10
P007,S1_5,Sucrose,5,gamma,3.5,1.4321521222340879e-09
P007,S2_12,Sucralose,12,gamma,3.5,1.296121325283056e-09
P007,S1_7,Sucrose,7,gamma,3.5,8.801553048963694e-10
P007,S2_7,Sucralose,7,gamma,3.5,1.0543109135396502e-09
P007,S1_12,Sucrose,12,gamma,3.5,5.2744073111425e-10
P007,S2_5,Sucralose,5,gamma,3.5,1.0519623813686173e-09
P007,H2O,Water,0,gamma,3.5,6.289262657265972e-10
P007,S2_5,Sucralose,5,gamma,3.5,6.836629760952666e-10
P007,S1_12,Sucrose,12,gamma,3.5,5.207047658803909e-10
P007,S2_7,Sucralose,7,gamma,3.5,5.279458631995528e-10
P007,S1_5,Sucrose,5,gamma,3.5,8.999393970513809e-10
P007,S1_7,Sucrose,7,gamma,3.5,1.331664257341068e-09
P007,S2_12,Sucralose,12,gamma,3.5,9.833302937574286e-10
P007,H2O,Water,0,delta,4.0,3.693142748643623e-11
P007,S1_5,Sucrose,5,delta,4.0,2.6325266747614617e-10
P007,S2_12,Sucralose,12,delta,4.0,1.4639893798998827e-10
P007,S1_7,Sucrose,7,delta,4.0,2.2992147526352834e-10
P007,S2_7,Sucralose,7,delta,4.0,2.7727251504664187e-10
P007,S1_12,Sucrose,12,delta,4.0,1.9194586554716504e-10
P007,S2_5,Sucralose,5,delta,4.0,2.7918845949613783e-10
P007,H2O,Water,0,delta,4.0,5.068574259828407e-10
P007,S2_5,Sucralose,5,delta,4.0,2.2192964618466688e-10
P007,S1_12,Sucrose,12,delta,4.0,1.9113710977140688e-10
P007,S2_7,Sucralose,7,delta,4.0,2.261526924559154e-10
P007,S1_5,Sucrose,5,delta,4.0,2.7287069944202405e-10
P007,S1_7,Sucrose,7,delta,4.0,1.2208606190624368e-10
P007,S2_12,Sucralose,12,delta,4.0,5.844615544809305e-10
P007,H2O,Water,0,theta,4.0,1.118842971863097e-10
P007,S1_5,Sucrose,5,theta,4.0,4.3774868627634795e-10
P007,S2_12,Sucralose,12,theta,4.0,2.6379209670712496e-10
P007,S1_7,Sucrose,7,theta,4.0,3.0162154795463625e-10
P007,S2_7,Sucralose,7,theta,4.0,5.555960928385226e-10
P007,S1_12,Sucrose,12,theta,4.0,2.7217695972209724e-10
P007,S2_5,Sucralose,5,theta,4.0,1.8346697831400638e-10
P007,H2O,Water,0,theta,4.0,6.188497478421782e-10
P007,S2_5,Sucralose,5,theta,4.0,2.3222742699492734e-10
P007,S1_12,Sucrose,12,theta,4.0,2.3808860675661465e-10
P007,S2_7,Sucralose,7,theta,4.0,1.104559902072398e-10
P007,S1_5,Sucrose,5,theta,4.0,7.069521457781478e-11
P007,S1_7,Sucrose,7,theta,4.0,2.527994361004808e-10
P007,S2_12,Sucralose,12,theta,4.0,5.460597488991737e-10
P007,H2O,Water,0,alpha,4.0,5.603655392223711e-11
P007,S1_5,Sucrose,5,alpha,4.0,4.111123357853812e-10
P007,S2_12,Sucralose,12,alpha,4.0,5.706996142622821e-10
P007,S1_7,Sucrose,7,alpha,4.0,2.0373355620099208e-10
P007,S2_7,Sucralose,7,alpha,4.0,3.421123581717816e-10
P007,S1_12,Sucrose,12,alpha,4.0,1.3496638691386148e-10
P007,S2_5,Sucralose,5,alpha,4.0,3.0887281677244815e-10
P007,H2O,Water,0,alpha,4.0,1.6430661110580086e-10
P007,S2_5,Sucralose,5,alpha,4.0,1.8143469943460979e-10
P007,S1_12,Sucrose,12,alpha,4.0,6.225750899493989e-10
P007,S2_7,Sucralose,7,alpha,4.0,8.149363099793761e-11
P007,S1_5,Sucrose,5,alpha,4.0,2.61315338240879e-10
P007,S1_7,Sucrose,7,alpha,4.0,6.22601786462499e-10
P007,S2_12,Sucralose,12,alpha,4.0,6.97960335426504e-10
P007,H2O,Water,0,beta,4.0,5.209599173673028e-10
P007,S1_5,Sucrose,5,beta,4.0,1.5161344420596404e-09
P007,S2_12,Sucralose,12,beta,4.0,1.49554267186695e-09
P007,S1_7,Sucrose,7,beta,4.0,7.649344132179072e-10
P007,S2_7,Sucralose,7,beta,4.0,1.3862119371450691e-09
P007,S1_12,Sucrose,12,beta,4.0,3.659156251620257e-10
P007,S2_5,Sucralose,5,beta,4.0,1.1281546250252814e-09
P007,H2O,Water,0,beta,4.0,5.672561963984986e-10
P007,S2_5,Sucralose,5,beta,4.0,1.2573962478623619e-09
P007,S1_12,Sucrose,12,beta,4.0,1.376624696292159e-09
P007,S2_7,Sucralose,7,beta,4.0,5.49244837897713e-10
P007,S1_5,Sucrose,5,beta,4.0,8.441783231600661e-10
P007,S1_7,Sucrose,7,beta,4.0,1.6053922129294363e-09
P007,S2_12,Sucralose,12,beta,4.0,1.6776465883838096e-09
P007,H2O,Water,0,gamma,4.0,2.753456967161841e-10
P007,S1_5,Sucrose,5,gamma,4.0,1.7384775908426348e-09
P007,S2_12,Sucralose,12,gamma,4.0,1.1318521405445413e-09
P007,S1_7,Sucrose,7,gamma,4.0,1.0701799316403474e-09
P007,S2_7,Sucralose,7,gamma,4.0,7.330466976427247e-10
P007,S1_12,Sucrose,12,gamma,4.0,3.546422416797949e-10
P007,S2_5,Sucralose,5,gamma,4.0,9.447797201816463e-10
P007,H2O,Water,0,gamma,4.0,6.913413784762642e-10
P007,S2_5,Sucralose,5,gamma,4.0,1.4176658385572475e-09
P007,S1_12,Sucrose,12,gamma,4.0,9.69992060895969e-10
P007,S2_7,Sucralose,7,gamma,4.0,4.060865679689439e-10
P007,S1_5,Sucrose,5,gamma,4.0,8.548580068975628e-10
P007,S1_7,Sucrose,7,gamma,4.0,9.863575559679033e-10
P007,S2_12,Sucralose,12,gamma,4.0,1.5380166787260932e-09
P007,H2O,Water,0,delta,4.5,2.3610434506674377e-11
P007,S1_5,Sucrose,5,delta,4.5,3.240985910104293e-10
P007,S2_12,Sucralose,12,delta,4.5,2.2095751527837654e-10
P007,S1_7,Sucrose,7,delta,4.5,6.555224234274587e-10
P007,S2_7,Sucralose,7,delta,4.5,2.3149620169693955e-10
P007,S1_12,Sucrose,12,delta,4.5,5.53154337213435e-11
P007,S2_5,Sucralose,5,delta,4.5,2.608855083203364e-10
P007,H2O,Water,0,delta,4.5,4.1855383621006684e-10
P007,S2_5,Sucralose,5,delta,4.5,7.385546249480635e-10
P007,S1_12,Sucrose,12,delta,4.5,4.269745954196905e-10
P007,S2_7,Sucralose,7,delta,4.5,6.354166608297753e-10
P007,S1_5,Sucrose,5,delta,4.5,1.2754287309029928e-10
P007,S1_7,Sucrose,7,delta,4.5,1.5870591470924037e-10
P007,S2_12,Sucralose,12,delta,4.5,8.236273367666635e-10
P007,H2O,Water,0,theta,4.5,5.096683166473511e-11
P007,S1_5,Sucrose,5,theta,4.5,3.6287371381008426e-10
P007,S2_12,Sucralose,12,theta,4.5,4.995124898668063e-10
P007,S1_7,Sucrose,7,theta,4.5,3.8491283174421823e-10
P007,S2_7,Sucralose,7,theta,4.5,1.3778623769307007e-10
P007,S1_12,Sucrose,12,theta,4.5,4.465831908716081e-11
P007,S2_5,Sucralose,5,theta,4.5,9.012981162279204e-10
P007,H2O,Water,0,theta,4.5,6.291230106854962e-10
P007,S2_5,Sucralose,5,theta,4.5,4.0491554180964005e-10
P007,S1_12,Sucrose,12,theta,4.5,1.5092900072396536e-10
P007,S2_7,Sucralose,7,theta,4.5,2.089181423563526e-10
P007,S1_5,Sucrose,5,theta,4.5,8.671765009938731e-11
P007,S1_7,Sucrose,7,theta,4.5,2.495493043912666e-10
P007,S2_12,Sucralose,12,theta,4.5,7.070010452084776e-10
P007,H2O,Water,0,alpha,4.5,6.509947075820882e-11
P007,S1_5,Sucrose,5,alpha,4.5,4.0293093745871496e-10
P007,S2_12,Sucralose,12,alpha,4.5,3.4794105891462675e-10
P007,S1_7,Sucrose,7,alpha,4.5,2.7527545889843706e-10
P007,S2_7,Sucralose,7,alpha,4.5,3.3131033124692136e-10
P007,S1_12,Sucrose,12,alpha,4.5,6.111761414889339e-11
P007,S2_5,Sucralose,5,alpha,4.5,1.8954305015011319e-10
P007,H2O,Water,0,alpha,4.5,5.840384056422264e-10
P007,S2_5,Sucralose,5,alpha,4.5,3.612094089167368e-10
P007,S1_12,Sucrose,12,alpha,4.5,2.6084441180883085e-10
P007,S2_7,Sucralose,7,alpha,4.5,1.5906881028882797e-10
P007,S1_5,Sucrose,5,alpha,4.5,1.3791148442123984e-10
P007,S1_7,Sucrose,7,alpha,4.5,2.728406757837123e-10
P007,S2_12,Sucralose,12,alpha,4.5,5.640697721451349e-10
P007,H2O,Water,0,beta,4.5,1.8154420989693013e-10
P007,S1_5,Sucrose,5,beta,4.5,1.2528341713736036e-09
P007,S2_12,Sucralose,12,beta,4.5,1.3594327474879017e-09
P007,S1_7,Sucrose,7,beta,4.5,3.4490119908477804e-10
P007,S2_7,Sucralose,7,beta,4.5,8.162228760842593e-10
P007,S1_12,Sucrose,12,beta,4.5,2.1453719448708433e-10
P007,S2_5,Sucralose,5,beta,4.5,1.65278216571648e-09
P007,H2O,Water,0,beta,4.5,9.6485184056306e-10
P007,S2_5,Sucralose,5,beta,4.5,1.5775722435246381e-09
P007,S1_12,Sucrose,12,beta,4.5,1.5689292271204273e-09
P007,S2_7,Sucralose,7,beta,4.5,1.0730389542180997e-09
P007,S1_5,Sucrose,5,beta,4.5,1.0489629610423092e-09
P007,S1_7,Sucrose,7,beta,4.5,1.3211689820722189e-09
P007,S2_12,Sucralose,12,beta,4.5,1.1847426166180773e-09
P007,H2O,Water,0,gamma,4.5,1.8672977638231862e-10
P007,S1_5,Sucrose,5,gamma,4.5,1.7721214093013216e-09
P007,S2_12,Sucralose,12,gamma,4.5,1.591418162200563e-09
P007,S1_7,Sucrose,7,gamma,4.5,5.418836997534659e-10
P007,S2_7,Sucralose,7,gamma,4.5,5.442966538192e-10
P007,S1_12,Sucrose,12,gamma,4.5,1.897300206031387e-10
P007,S2_5,Sucralose,5,gamma,4.5,1.382880667615731e-09
P007,H2O,Water,0,gamma,4.5,1.107889718693347e-09
P007,S2_5,Sucralose,5,gamma,4.5,9.159018667516676e-10
P007,S1_12,Sucrose,12,gamma,4.5,1.0842425138954964e-09
P007,S2_7,Sucralose,7,gamma,4.5,6.173210795764984e-10
P007,S1_5,Sucrose,5,gamma,4.5,7.497906235899083e-10
P007,S1_7,Sucrose,7,gamma,4.5,1.464927889323316e-09
P007,S2_12,Sucralose,12,gamma,4.5,1.6187147370698416e-09
P007,H2O,Water,0,delta,5.0,3.883416693408936e-11
P007,S1_5,Sucrose,5,delta,5.0,3.4512654787985183e-10
P007,S2_12,Sucralose,12,delta,5.0,1.2512598370764865e-09
P007,S1_7,Sucrose,7,delta,5.0,6.641463617395898e-10
P007,S2_7,Sucralose,7,delta,5.0,7.763011382374065e-11
P007,S1_12,Sucrose,12,delta,5.0,2.499014573475944e-10
P007,S2_5,Sucralose,5,delta,5.0,4.028698246299713e-10
P007,H2O,Water,0,delta,5.0,2.05199552630191e-10
P007,S2_5,Sucralose,5,delta,5.0,3.503666639064536e-10
P007,S1_12,Sucrose,12,delta,5.0,1.993592163569193e-10
P007,S2_7,Sucralose,7,delta,5.0,2.5595546368882906e-10
P007,S1_5,Sucrose,5,delta,5.0,1.2001538913150182e-10
P007,S1_7,Sucrose,7,delta,5.0,2.9075568568724946e-10
P007,S2_12,Sucralose,12,delta,5.0,4.910820178112923e-10
P007,H2O,Water,0,theta,5.0,2.049005509176048e-11
P007,S1_5,Sucrose,5,theta,5.0,3.014283115486843e-10
P007,S2_12,Sucralose,12,theta,5.0,3.2229373199046353e-10
P007,S1_7,Sucrose,7,theta,5.0,3.010670935702797e-10
P007,S2_7,Sucralose,7,theta,5.0,2.0472904110597069e-10
P007,S1_12,Sucrose,12,theta,5.0,1.2312125067963632e-10
P007,S2_5,Sucralose,5,theta,5.0,3.059873317078925e-10
P007,H2O,Water,0,theta,5.0,4.747351355934915e-10
P007,S2_5,Sucralose,5,theta,5.0,5.509485130000313e-10
P007,S1_12,Sucrose,12,theta,5.0,2.708460425364549e-10
P007,S2_7,Sucralose,7,theta,5.0,2.3251228510373132e-10
P007,S1_5,Sucrose,5,theta,5.0,1.284832571451211e-10
P007,S1_7,Sucrose,7,theta,5.0,2.1592874906190322e-10
P007,S2_12,Sucralose,12,theta,5.0,3.1242028096919837e-10
P007,H2O,Water,0,alpha,5.0,2.8578709952828922e-11
P007,S1_5,Sucrose,5,alpha,5.0,4.73140302341175e-10
P007,S2_12,Sucralose,12,alpha,5.0,6.650974207075597e-10
P007,S1_7,Sucrose,7,alpha,5.0,2.086643428494326e-10
P007,S2_7,Sucralose,7,alpha,5.0,1.220074798118999e-10
P007,S1_12,Sucrose,12,alpha,5.0,1.0841515178133542e-10
P007,S2_5,Sucralose,5,alpha,5.0,4.0470045432014027e-10
P007,H2O,Water,0,alpha,5.0,3.9470987845613383e-10
P007,S2_5,Sucralose,5,alpha,5.0,3.7732170810598285e-10
P007,S1_12,Sucrose,12,alpha,5.0,2.3324569715980285e-10
P007,S2_7,Sucralose,7,alpha,5.0,2.6297027598333753e-10
P007,S1_5,Sucrose,5,alpha,5.0,1.878100908701356e-10
P007,S1_7,Sucrose,7,alpha,5.0,6.588226142310258e-10
P007,S2_12,Sucralose,12,alpha,5.0,2.056048960325867e-10
P007,H2O,Water,0,beta,5.0,2.2123550994706588e-10
P007,S1_5,Sucrose,5,beta,5.0,9.618356664944663e-10
P007,S2_12,Sucralose,12,beta,5.0,1.458389297070432e-09
P007,S1_7,Sucrose,7,beta,5.0,3.009403356161247e-10
P007,S2_7,Sucralose,7,beta,5.0,3.881285124639765e-10
P007,S1_12,Sucrose,12,beta,5.0,5.793025177148622e-10
P007,S2_5,Sucralose,5,beta,5.0,1.805807559807717e-09
P007,H2O,Water,0,beta,5.0,1.7366902503897944e-09
P007,S2_5,Sucralose,5,beta,5.0,8.449616344787704e-10
P007,S1_12,Sucrose,12,beta,5.0,1.4851581865719316e-09
P007,S2_7,Sucralose,7,beta,5.0,6.849878217630363e-10
P007,S1_5,Sucrose,5,beta,5.0,5.920656271268718e-10
P007,S1_7,Sucrose,7,beta,5.0,1.265599532653005e-09
P007,S2_12,Sucralose,12,beta,5.0,1.2706411403220053e-09
P007,H2O,Water,0,gamma,5.0,1.173181336081045e-10
P007,S1_5,Sucrose,5,gamma,5.0,1.0620743936292086e-09
P007,S2_12,Sucralose,12,gamma,5.0,1.1318584282614375e-09
P007,S1_7,Sucrose,7,gamma,5.0,4.707685378911716e-10
P007,S2_7,Sucralose,7,gamma,5.0,3.7516327005986814e-10
