subject,ma_mau,substance,intensity,band,t_center,power
P001,S1_5,Sucrose,5,delta,0.5,6.427661727101193e-10
P001,S1_7,Sucrose,7,delta,0.5,6.751395576728182e-10
P001,H2O,Water,0,delta,0.5,1.0198514090609422e-09
P001,S1_12,Sucrose,12,delta,0.5,4.596362332127106e-10
P001,S2_12,Sucralose,12,delta,0.5,4.3962503468892025e-09
P001,S2_5,Sucralose,5,delta,0.5,8.71221417970789e-10
P001,S2_7,Sucralose,7,delta,0.5,1.244330899580726e-09
P001,S2_5,Sucralose,5,delta,0.5,4.341328970992864e-09
P001,S2_7,Sucralose,7,delta,0.5,2.961657544770619e-09
P001,H2O,Water,0,delta,0.5,1.5300035747198236e-09
P001,S2_12,Sucralose,12,delta,0.5,1.1799146819914147e-09
P001,S1_12,Sucrose,12,delta,0.5,1.483621352770916e-09
P001,S1_5,Sucrose,5,delta,0.5,1.9747923079562796e-09
P001,S1_7,Sucrose,7,delta,0.5,1.5274731604250252e-09
P001,S1_5,Sucrose,5,theta,0.5,2.462925883188493e-10
P001,S1_7,Sucrose,7,theta,0.5,3.167622568341668e-10
P001,H2O,Water,0,theta,0.5,3.5273018415207636e-10
P001,S1_12,Sucrose,12,theta,0.5,1.3571292835152392e-10
P001,S2_12,Sucralose,12,theta,0.5,1.091292442173173e-09
P001,S2_5,Sucralose,5,theta,0.5,4.890747907467802e-10
P001,S2_7,Sucralose,7,theta,0.5,8.604360949303155e-10
P001,S2_5,Sucralose,5,theta,0.5,4.4720878632468474e-10
P001,S2_7,Sucralose,7,theta,0.5,5.91555872932358e-10
P001,H2O,Water,0,theta,0.5,5.680250061472362e-10
P001,S2_12,Sucralose,12,theta,0.5,5.592351456077705e-10
P001,S1_12,Sucrose,12,theta,0.5,1.0793488799023257e-09
P001,S1_5,Sucrose,5,theta,0.5,9.108597561412932e-10
P001,S1_7,Sucrose,7,theta,0.5,6.298825729279246e-10
P001,S1_5,Sucrose,5,alpha,0.5,1.722699758175464e-10
P001,S1_7,Sucrose,7,alpha,0.5,1.4092930002097974e-10
P001,H2O,Water,0,alpha,0.5,1.5278676508263243e-10
P001,S1_12,Sucrose,12,alpha,0.5,1.8325219463646446e-10
P001,S2_12,Sucralose,12,alpha,0.5,7.16077409305646e-10
P001,S2_5,Sucralose,5,alpha,0.5,7.012129041485696e-10
P001,S2_7,Sucralose,7,alpha,0.5,3.124097620817075e-10
P001,S2_5,Sucralose,5,alpha,0.5,1.4425837379047304e-10
P001,S2_7,Sucralose,7,alpha,0.5,2.7263123681666253e-10
P001,H2O,Water,0,alpha,0.5,3.723889595620758e-10
P001,S2_12,Sucralose,12,alpha,0.5,2.5991279420149037e-10
P001,S1_12,Sucrose,12,alpha,0.5,5.421547716183742e-10
P001,S1_5,Sucrose,5,alpha,0.5,2.770422071651178e-10
P001,S1_7,Sucrose,7,alpha,0.5,6.258111414715768e-10
P001,S1_5,Sucrose,5,beta,0.5,4.867302678312898e-10
P001,S1_7,Sucrose,7,beta,0.5,7.957318385227169e-10
P001,H2O,Water,0,beta,0.5,8.302258736761322e-10
P001,S1_12,Sucrose,12,beta,0.5,2.5869585359757425e-10
P001,S2_12,Sucralose,12,beta,0.5,1.5592016880027673e-09
P001,S2_5,Sucralose,5,beta,0.5,1.187974858795232e-09
P001,S2_7,Sucralose,7,beta,0.5,1.2511743322150238e-09
P001,S2_5,Sucralose,5,beta,0.5,7.067400420986083e-10
P001,S2_7,Sucralose,7,beta,0.5,1.3784021925240134e-09
P001,H2O,Water,0,beta,0.5,1.7427172037621881e-09
P001,S2_12,Sucralose,12,beta,0.5,1.0118626293161644e-09
P001,S1_12,Sucrose,12,beta,0.5,9.19392961715767e-10
P001,S1_5,Sucrose,5,beta,0.5,1.2452135849290943e-09
P001,S1_7,Sucrose,7,beta,0.5,9.121602838776978e-10
P001,S1_5,Sucrose,5,gamma,0.5,1.2026349523575538e-09
P001,S1_7,Sucrose,7,gamma,0.5,7.46952548267695e-10
P001,H2O,Water,0,gamma,0.5,5.909527236414788e-10
P001,S1_12,Sucrose,12,gamma,0.5,3.8012984599278635e-10
P001,S2_12,Sucralose,12,gamma,0.5,1.4510963522569513e-09
P001,S2_5,Sucralose,5,gamma,0.5,1.7496616618589742e-09
P001,S2_7,Sucralose,7,gamma,0.5,8.312797797682489e-10
P001,S2_5,Sucralose,5,gamma,0.5,5.614141057439834e-10
P001,S2_7,Sucralose,7,gamma,0.5,1.1011097831746183e-09
P001,H2O,Water,0,gamma,0.5,1.6300043666023165e-09
P001,S2_12,Sucralose,12,gamma,0.5,1.255442892544763e-09
P001,S1_12,Sucrose,12,gamma,0.5,1.3558588151666017e-09
P001,S1_5,Sucrose,5,gamma,0.5,1.1024341694759205e-09
P001,S1_7,Sucrose,7,gamma,0.5,1.1523979549230842e-09
P001,S1_5,Sucrose,5,delta,1.0,9.350370100863167e-10
P001,S1_7,Sucrose,7,delta,1.0,9.38967116272007e-10
P001,H2O,Water,0,delta,1.0,9.244184553177146e-10
P001,S1_12,Sucrose,12,delta,1.0,8.233848956921153e-10
P001,S2_12,Sucralose,12,delta,1.0,1.4217633270733713e-09
P001,S2_5,Sucralose,5,delta,1.0,2.4220003340611095e-09
P001,S2_7,Sucralose,7,delta,1.0,2.347858520918205e-09
P001,S2_5,Sucralose,5,delta,1.0,3.914209696878075e-10
P001,S2_7,Sucralose,7,delta,1.0,8.586677978618846e-10
P001,H2O,Water,0,delta,1.0,5.416681068398592e-10
P001,S2_12,Sucralose,12,delta,1.0,1.0909043849131971e-09
P001,S1_12,Sucrose,12,delta,1.0,9.290452792295064e-10
P001,S1_5,Sucrose,5,delta,1.0,1.7328598789239195e-09
P001,S1_7,Sucrose,7,delta,1.0,2.205775794626413e-09
P001,S1_5,Sucrose,5,theta,1.0,1.9222548863716469e-10
P001,S1_7,Sucrose,7,theta,1.0,6.665999101342667e-10
P001,H2O,Water,0,theta,1.0,4.641896928286606e-10
P001,S1_12,Sucrose,12,theta,1.0,3.5266244846135147e-10
P001,S2_12,Sucralose,12,theta,1.0,4.2943137545841213e-10
P001,S2_5,Sucralose,5,theta,1.0,6.160045036031374e-10
P001,S2_7,Sucralose,7,theta,1.0,7.407843135142919e-10
P001,S2_5,Sucralose,5,theta,1.0,1.97448215870907e-10
P001,S2_7,Sucralose,7,theta,1.0,2.711445457537274e-10
P001,H2O,Water,0,theta,1.0,5.021189127349818e-10
P001,S2_12,Sucralose,12,theta,1.0,3.8134951124308524e-10
P001,S1_12,Sucrose,12,theta,1.0,7.57626130821192e-10
P001,S1_5,Sucrose,5,theta,1.0,7.092379167759659e-10
P001,S1_7,Sucrose,7,theta,1.0,6.196899598822223e-10
P001,S1_5,Sucrose,5,alpha,1.0,1.6184127185036276e-10
P001,S1_7,Sucrose,7,alpha,1.0,2.528324078378466e-10
P001,H2O,Water,0,alpha,1.0,2.611662116274151e-10
P001,S1_12,Sucrose,12,alpha,1.0,3.605423788995605e-10
P001,S2_12,Sucralose,12,alpha,1.0,2.3102580702537758e-10
P001,S2_5,Sucralose,5,alpha,1.0,5.340421576446393e-10
P001,S2_7,Sucralose,7,alpha,1.0,4.799964463947e-10
P001,S2_5,Sucralose,5,alpha,1.0,2.93218487454656e-10
P001,S2_7,Sucralose,7,alpha,1.0,2.5320795978761627e-10
P001,H2O,Water,0,alpha,1.0,5.292555411398048e-10
P001,S2_12,Sucralose,12,alpha,1.0,2.52554746711191e-10
P001,S1_12,Sucrose,12,alpha,1.0,2.606892361239428e-10
P001,S1_5,Sucrose,5,alpha,1.0,1.8647459354882546e-10
P001,S1_7,Sucrose,7,alpha,1.0,2.252507847767588e-10
P001,S1_5,Sucrose,5,beta,1.0,5.566768781131006e-10
P001,S1_7,Sucrose,7,beta,1.0,1.0912203262976834e-09
P001,H2O,Water,0,beta,1.0,8.468236108431484e-10
P001,S1_12,Sucrose,12,beta,1.0,1.082331641110875e-09
P001,S2_12,Sucralose,12,beta,1.0,4.101277029038766e-10
P001,S2_5,Sucralose,5,beta,1.0,1.2715982689057296e-09
P001,S2_7,Sucralose,7,beta,1.0,1.0036063198592978e-09
P001,S2_5,Sucralose,5,beta,1.0,6.940314368390165e-10
P001,S2_7,Sucralose,7,beta,1.0,5.932115169652053e-10
P001,H2O,Water,0,beta,1.0,1.1643921423571607e-09
P001,S2_12,Sucralose,12,beta,1.0,1.2677977624672788e-09
P001,S1_12,Sucrose,12,beta,1.0,9.28805894886812e-10
P001,S1_5,Sucrose,5,beta,1.0,1.7601893729507377e-09
P001,S1_7,Sucrose,7,beta,1.0,1.0817968747943449e-09
P001,S1_5,Sucrose,5,gamma,1.0,5.438211559459528e-10
P001,S1_7,Sucrose,7,gamma,1.0,9.646883441145671e-10
P001,H2O,Water,0,gamma,1.0,7.557033237454779e-10
P001,S1_12,Sucrose,12,gamma,1.0,1.3504840870626877e-09
P001,S2_12,Sucralose,12,gamma,1.0,5.837609888917615e-10
P001,S2_5,Sucralose,5,gamma,1.0,1.5939312387851689e-09
P001,S2_7,Sucralose,7,gamma,1.0,8.632500534623907e-10
P001,S2_5,Sucralose,5,gamma,1.0,8.988362773924444e-10
P001,S2_7,Sucralose,7,gamma,1.0,9.063833768107451e-10
P001,H2O,Water,0,gamma,1.0,1.4810805733098512e-09
P001,S2_12,Sucralose,12,gamma,1.0,6.983961632734171e-10
P001,S1_12,Sucrose,12,gamma,1.0,8.377007800951676e-10
P001,S1_5,Sucrose,5,gamma,1.0,1.050361089147273e-09
P001,S1_7,Sucrose,7,gamma,1.0,1.3776877044620783e-09
P001,S1_5,Sucrose,5,delta,1.5,6.874689946383285e-10
P001,S1_7,Sucrose,7,delta,1.5,8.899082095680906e-10
P001,H2O,Water,0,delta,1.5,1.4947401256347468e-09
P001,S1_12,Sucrose,12,delta,1.5,4.438057353401953e-10
P001,S2_12,Sucralose,12,delta,1.5,1.1698824875635093e-09
P001,S2_5,Sucralose,5,delta,1.5,5.015358741620517e-10
P001,S2_7,Sucralose,7,delta,1.5,8.366254766437616e-10
P001,S2_5,Sucralose,5,delta,1.5,8.295215985863913e-10
P001,S2_7,Sucralose,7,delta,1.5,4.556781635990075e-10
P001,H2O,Water,0,delta,1.5,5.341995130272332e-10
P001,S2_12,Sucralose,12,delta,1.5,7.466305663721719e-10
P001,S1_12,Sucrose,12,delta,1.5,4.726552750177365e-10
P001,S1_5,Sucrose,5,delta,1.5,4.218038659895967e-10
P001,S1_7,Sucrose,7,delta,1.5,1.6930062644059656e-09
P001,S1_5,Sucrose,5,theta,1.5,4.6070879035402487e-10
P001,S1_7,Sucrose,7,theta,1.5,2.0089256422243323e-10
P001,H2O,Water,0,theta,1.5,2.756620586714258e-10
P001,S1_12,Sucrose,12,theta,1.5,2.1985866349000397e-10
P001,S2_12,Sucralose,12,theta,1.5,2.6798906296443874e-10
P001,S2_5,Sucralose,5,theta,1.5,6.190016246569469e-10
P001,S2_7,Sucralose,7,theta,1.5,4.0322043309008004e-10
P001,S2_5,Sucralose,5,theta,1.5,5.924062776769683e-10
P001,S2_7,Sucralose,7,theta,1.5,3.947086604804083e-10
P001,H2O,Water,0,theta,1.5,7.467642337531648e-10
P001,S2_12,Sucralose,12,theta,1.5,1.7621096758926434e-10
P001,S1_12,Sucrose,12,theta,1.5,3.9401215286700865e-10
P001,S1_5,Sucrose,5,theta,1.5,2.890801744036886e-10
P001,S1_7,Sucrose,7,theta,1.5,7.547740103026378e-10
P001,S1_5,Sucrose,5,alpha,1.5,5.961714757934403e-10
P001,S1_7,Sucrose,7,alpha,1.5,3.0435487169521756e-10
P001,H2O,Water,0,alpha,1.5,3.115505503693317e-10
P001,S1_12,Sucrose,12,alpha,1.5,2.203404488351901e-10
P001,S2_12,Sucralose,12,alpha,1.5,2.6155154875591707e-10
P001,S2_5,Sucralose,5,alpha,1.5,3.597285738759975e-10
P001,S2_7,Sucralose,7,alpha,1.5,4.5694789770088123e-10
P001,S2_5,Sucralose,5,alpha,1.5,3.3615441570300715e-10
P001,S2_7,Sucralose,7,alpha,1.5,3.626314866640681e-10
P001,H2O,Water,0,alpha,1.5,3.3091450949122807e-10
P001,S2_12,Sucralose,12,alpha,1.5,1.1324811876962591e-10
P001,S1_12,Sucrose,12,alpha,1.5,2.5644377776827646e-10
P001,S1_5,Sucrose,5,alpha,1.5,1.8199191891135631e-10
P001,S1_7,Sucrose,7,alpha,1.5,4.901498111265601e-10
P001,S1_5,Sucrose,5,beta,1.5,1.2423022826401737e-09
P001,S1_7,Sucrose,7,beta,1.5,1.185544650615481e-09
P001,H2O,Water,0,beta,1.5,8.66958696253022e-10
P001,S1_12,Sucrose,12,beta,1.5,9.749532657332207e-10
P001,S2_12,Sucralose,12,beta,1.5,9.78849195083152e-10
P001,S2_5,Sucralose,5,beta,1.5,8.357329514957269e-10
P001,S2_7,Sucralose,7,beta,1.5,3.2360259797892335e-10
P001,S2_5,Sucralose,5,beta,1.5,4.280382016157412e-10
P001,S2_7,Sucralose,7,beta,1.5,5.20567511266571e-10
P001,H2O,Water,0,beta,1.5,1.6491001525858405e-09
P001,S2_12,Sucralose,12,beta,1.5,7.951802555387252e-10
P001,S1_12,Sucrose,12,beta,1.5,9.399561907838464e-10
P001,S1_5,Sucrose,5,beta,1.5,4.732674694061997e-10
P001,S1_7,Sucrose,7,beta,1.5,1.2282505548669505e-09
P001,S1_5,Sucrose,5,gamma,1.5,6.773930197668617e-10
P001,S1_7,Sucrose,7,gamma,1.5,1.118359264626936e-09
P001,H2O,Water,0,gamma,1.5,5.939124165230372e-10
P001,S1_12,Sucrose,12,gamma,1.5,7.519964655893396e-10
P001,S2_12,Sucralose,12,gamma,1.5,7.398395209767904e-10
P001,S2_5,Sucralose,5,gamma,1.5,1.6360982663127733e-09
P001,S2_7,Sucralose,7,gamma,1.5,9.384786738465161e-10
P001,S2_5,Sucralose,5,gamma,1.5,8.690409317177228e-10
P001,S2_7,Sucralose,7,gamma,1.5,1.1006168439103792e-09
P001,H2O,Water,0,gamma,1.5,1.3353816951779907e-09
P001,S2_12,Sucralose,12,gamma,1.5,5.57054210469003e-10
P001,S1_12,Sucrose,12,gamma,1.5,1.1055796727212375e-09
P001,S1_5,Sucrose,5,gamma,1.5,4.660200711608746e-10
P001,S1_7,Sucrose,7,gamma,1.5,8.343499487592838e-10
P001,S1_5,Sucrose,5,delta,2.0,1.4274020376202953e-09
P001,S1_7,Sucrose,7,delta,2.0,1.2734177683805358e-09
P001,H2O,Water,0,delta,2.0,3.7252993123175414e-10
P001,S1_12,Sucrose,12,delta,2.0,1.1436154561749033e-09
P001,S2_12,Sucralose,12,delta,2.0,1.591127549090824e-09
P001,S2_5,Sucralose,5,delta,2.0,6.710674783882426e-10
P001,S2_7,Sucralose,7,delta,2.0,6.892972546892445e-10
P001,S2_5,Sucralose,5,delta,2.0,7.658466172314478e-10
P001,S2_7,Sucralose,7,delta,2.0,3.9105718008471926e-10
P001,H2O,Water,0,delta,2.0,9.160184055948155e-10
P001,S2_12,Sucralose,12,delta,2.0,6.928034472102633e-10
P001,S1_12,Sucrose,12,delta,2.0,1.068849596485863e-09
P001,S1_5,Sucrose,5,delta,2.0,6.704985303415801e-10
P001,S1_7,Sucrose,7,delta,2.0,1.0959932695465095e-09
P001,S1_5,Sucrose,5,theta,2.0,4.919051305997372e-10
P001,S1_7,Sucrose,7,theta,2.0,4.225066551162889e-10
P001,H2O,Water,0,theta,2.0,3.41222544419625e-10
P001,S1_12,Sucrose,12,theta,2.0,7.838501937523098e-10
P001,S2_12,Sucralose,12,theta,2.0,8.659906760345387e-10
P001,S2_5,Sucralose,5,theta,2.0,5.105748003060949e-10
P001,S2_7,Sucralose,7,theta,2.0,3.9807720402738805e-10
P001,S2_5,Sucralose,5,theta,2.0,1.5403338725656975e-10
P001,S2_7,Sucralose,7,theta,2.0,1.7770046866182274e-10
P001,H2O,Water,0,theta,2.0,7.524871703587066e-10
P001,S2_12,Sucralose,12,theta,2.0,5.148189329495472e-10
P001,S1_12,Sucrose,12,theta,2.0,4.4963346509328825e-10
P001,S1_5,Sucrose,5,theta,2.0,4.833455976185023e-10
P001,S1_7,Sucrose,7,theta,2.0,4.867056884853222e-10
P001,S1_5,Sucrose,5,alpha,2.0,5.578208514995768e-10
P001,S1_7,Sucrose,7,alpha,2.0,2.624205982570438e-10
P001,H2O,Water,0,alpha,2.0,2.8426963298264356e-10
P001,S1_12,Sucrose,12,alpha,2.0,3.958612121871867e-10
P001,S2_12,Sucralose,12,alpha,2.0,5.849218653270494e-10
P001,S2_5,Sucralose,5,alpha,2.0,3.6333882698046405e-10
P001,S2_7,Sucralose,7,alpha,2.0,2.537588089143188e-10
P001,S2_5,Sucralose,5,alpha,2.0,1.5987090736207314e-10
P001,S2_7,Sucralose,7,alpha,2.0,3.6431973932994847e-10
P001,H2O,Water,0,alpha,2.0,3.256294356849326e-10
P001,S2_12,Sucralose,12,alpha,2.0,4.0431231315447614e-10
P001,S1_12,Sucrose,12,alpha,2.0,2.256756143103449e-10
P001,S1_5,Sucrose,5,alpha,2.0,3.3962221633935777e-10
P001,S1_7,Sucrose,7,alpha,2.0,6.015309574077334e-10
P001,S1_5,Sucrose,5,beta,2.0,3.348175727589847e-10
P001,S1_7,Sucrose,7,beta,2.0,1.7868544503210193e-09
P001,H2O,Water,0,beta,2.0,7.983038476502716e-10
P001,S1_12,Sucrose,12,beta,2.0,1.393204384726386e-09
P001,S2_12,Sucralose,12,beta,2.0,8.823641049899131e-10
P001,S2_5,Sucralose,5,beta,2.0,2.063707664357425e-09
P001,S2_7,Sucralose,7,beta,2.0,9.876396870940086e-10
P001,S2_5,Sucralose,5,beta,2.0,4.4744887381358797e-10
P001,S2_7,Sucralose,7,beta,2.0,1.4340356548626927e-09
P001,H2O,Water,0,beta,2.0,1.7774733319975988e-09
P001,S2_12,Sucralose,12,beta,2.0,4.117444397641266e-10
P001,S1_12,Sucrose,12,beta,2.0,1.7814801856633136e-10
P001,S1_5,Sucrose,5,beta,2.0,3.867117434768707e-10
P001,S1_7,Sucrose,7,beta,2.0,1.0738079609436576e-09
P001,S1_5,Sucrose,5,gamma,2.0,4.677267860370625e-10
P001,S1_7,Sucrose,7,gamma,2.0,1.5523206812405993e-09
P001,H2O,Water,0,gamma,2.0,9.908701551944287e-10
P001,S1_12,Sucrose,12,gamma,2.0,1.207548119731458e-09
P001,S2_12,Sucralose,12,gamma,2.0,1.2365254985171589e-09
P001,S2_5,Sucralose,5,gamma,2.0,1.200103967589506e-09
P001,S2_7,Sucralose,7,gamma,2.0,1.016456333013157e-09
P001,S2_5,Sucralose,5,gamma,2.0,4.006147807729652e-10
P001,S2_7,Sucralose,7,gamma,2.0,8.423071740160745e-10
P001,H2O,Water,0,gamma,2.0,1.518240308899581e-09
P001,S2_12,Sucralose,12,gamma,2.0,5.425858485390678e-10
P001,S1_12,Sucrose,12,gamma,2.0,3.3660779208974905e-10
P001,S1_5,Sucrose,5,gamma,2.0,6.247060810066484e-10
P001,S1_7,Sucrose,7,gamma,2.0,9.217816915959365e-10
P001,S1_5,Sucrose,5,delta,2.5,6.249899620488334e-10
P001,S1_7,Sucrose,7,delta,2.5,5.322990495639396e-10
P001,H2O,Water,0,delta,2.5,7.887281556685549e-10
P001,S1_12,Sucrose,12,delta,2.5,8.305573027738665e-10
P001,S2_12,Sucralose,12,delta,2.5,1.5309201433846305e-09
P001,S2_5,Sucralose,5,delta,2.5,8.14569929052309e-10
P001,S2_7,Sucralose,7,delta,2.5,1.297915932469557e-09
P001,S2_5,Sucralose,5,delta,2.5,7.010520344369342e-10
P001,S2_7,Sucralose,7,delta,2.5,5.527006176562533e-10
P001,H2O,Water,0,delta,2.5,1.4558048058931368e-09
P001,S2_12,Sucralose,12,delta,2.5,9.271742131613792e-10
P001,S1_12,Sucrose,12,delta,2.5,5.458602117088187e-10
P001,S1_5,Sucrose,5,delta,2.5,6.051894843782948e-10
P001,S1_7,Sucrose,7,delta,2.5,1.3256416191812723e-09
P001,S1_5,Sucrose,5,theta,2.5,1.0749733109693914e-10
P001,S1_7,Sucrose,7,theta,2.5,1.267110762510815e-10
P001,H2O,Water,0,theta,2.5,1.8318541074707692e-10
P001,S1_12,Sucrose,12,theta,2.5,3.0345958336129055e-10
P001,S2_12,Sucralose,12,theta,2.5,5.012217341028996e-10
P001,S2_5,Sucralose,5,theta,2.5,1.4300733411784638e-10
P001,S2_7,Sucralose,7,theta,2.5,2.1365696984817564e-10
P001,S2_5,Sucralose,5,theta,2.5,2.720924088416597e-10
P001,S2_7,Sucralose,7,theta,2.5,4.7617873374087106e-11
P001,H2O,Water,0,theta,2.5,6.035226243640145e-10
P001,S2_12,Sucralose,12,theta,2.5,5.347238339794019e-10
P001,S1_12,Sucrose,12,theta,2.5,4.276009402963853e-10
P001,S1_5,Sucrose,5,theta,2.5,3.695763571966734e-10
P001,S1_7,Sucrose,7,theta,2.5,4.208013339421063e-10
P001,S1_5,Sucrose,5,alpha,2.5,1.76987620921505e-10
P001,S1_7,Sucrose,7,alpha,2.5,5.230807099226576e-11
P001,H2O,Water,0,alpha,2.5,1.1234046472812838e-10
P001,S1_12,Sucrose,12,alpha,2.5,2.115157570547052e-10
P001,S2_12,Sucralose,12,alpha,2.5,5.446284933446063e-10
P001,S2_5,Sucralose,5,alpha,2.5,1.8942122727312454e-10
P001,S2_7,Sucralose,7,alpha,2.5,1.3759901459818655e-10
P001,S2_5,Sucralose,5,alpha,2.5,2.83491201587567e-10
P001,S2_7,Sucralose,7,alpha,2.5,1.0347527505995056e-10
P001,H2O,Water,0,alpha,2.5,3.1343506748321113e-10
P001,S2_12,Sucralose,12,alpha,2.5,4.167296417649964e-10
P001,S1_12,Sucrose,12,alpha,2.5,2.2415075771735707e-10
P001,S1_5,Sucrose,5,alpha,2.5,8.704616377227722e-10
P001,S1_7,Sucrose,7,alpha,2.5,2.2541309934952347e-10
P001,S1_5,Sucrose,5,beta,2.5,1.0500554523684915e-09
P001,S1_7,Sucrose,7,beta,2.5,2.174605323151191e-10
P001,H2O,Water,0,beta,2.5,4.733083150091318e-10
P001,S1_12,Sucrose,12,beta,2.5,5.471622060480684e-10
P001,S2_12,Sucralose,12,beta,2.5,1.1098799537368694e-09
P001,S2_5,Sucralose,5,beta,2.5,9.351149031982618e-10
P001,S2_7,Sucralose,7,beta,2.5,5.546901101443222e-10
P001,S2_5,Sucralose,5,beta,2.5,1.1881115073762808e-09
P001,S2_7,Sucralose,7,beta,2.5,7.097032027683767e-10
P001,H2O,Water,0,beta,2.5,7.007071440631069e-10
P001,S2_12,Sucralose,12,beta,2.5,1.0380919384935577e-09
P001,S1_12,Sucrose,12,beta,2.5,1.0728272130184663e-09
P001,S1_5,Sucrose,5,beta,2.5,1.1017179308600117e-09
P001,S1_7,Sucrose,7,beta,2.5,4.1968693370642903e-10
P001,S1_5,Sucrose,5,gamma,2.5,4.845000588924533e-10
P001,S1_7,Sucrose,7,gamma,2.5,2.30811514724124e-10
P001,H2O,Water,0,gamma,2.5,4.710104305780997e-10
P001,S1_12,Sucrose,12,gamma,2.5,1.1243302548075382e-09
P001,S2_12,Sucralose,12,gamma,2.5,1.3553656726523416e-09
P001,S2_5,Sucralose,5,gamma,2.5,5.851029450065469e-10
P001,S2_7,Sucralose,7,gamma,2.5,6.266351522415449e-10
P001,S2_5,Sucralose,5,gamma,2.5,5.390878650658141e-10
P001,S2_7,Sucralose,7,gamma,2.5,4.024620398701422e-10
P001,H2O,Water,0,gamma,2.5,9.869788743636296e-10
P001,S2_12,Sucralose,12,gamma,2.5,1.5835179139502925e-09
P001,S1_12,Sucrose,12,gamma,2.5,9.86625188014382e-10
P001,S1_5,Sucrose,5,gamma,2.5,1.4773067169889172e-09
P001,S1_7,Sucrose,7,gamma,2.5,5.191569197114099e-10
P001,S1_5,Sucrose,5,delta,3.0,5.002681583152124e-10
P001,S1_7,Sucrose,7,delta,3.0,7.643685899013084e-10
P001,H2O,Water,0,delta,3.0,7.967916503231832e-10
P001,S1_12,Sucrose,12,delta,3.0,1.1913418994630497e-09
P001,S2_12,Sucralose,12,delta,3.0,8.674424225304063e-10
P001,S2_5,Sucralose,5,delta,3.0,8.02685755190853e-10
P001,S2_7,Sucralose,7,delta,3.0,3.6777445807587396e-10
P001,S2_5,Sucralose,5,delta,3.0,3.008488292233309e-10
P001,S2_7,Sucralose,7,delta,3.0,2.693481506286683e-10
P001,H2O,Water,0,delta,3.0,7.979655089328549e-10
P001,S2_12,Sucralose,12,delta,3.0,5.269073004233929e-10
P001,S1_12,Sucrose,12,delta,3.0,1.1789333419473027e-09
P001,S1_5,Sucrose,5,delta,3.0,6.573446136343801e-10
P001,S1_7,Sucrose,7,delta,3.0,9.139359642959269e-10
P001,S1_5,Sucrose,5,theta,3.0,3.033867221268471e-10
P001,S1_7,Sucrose,7,theta,3.0,2.578120878157207e-10
P001,H2O,Water,0,theta,3.0,2.8672183692940263e-10
P001,S1_12,Sucrose,12,theta,3.0,3.9653637570247113e-10
P001,S2_12,Sucralose,12,theta,3.0,3.6967469683920384e-10
P001,S2_5,Sucralose,5,theta,3.0,5.411118849293315e-10
P001,S2_7,Sucralose,7,theta,3.0,2.1659401139139167e-10
P001,S2_5,Sucralose,5,theta,3.0,6.9127182164673e-10
P001,S2_7,Sucralose,7,theta,3.0,1.2034417901061667e-10
P001,H2O,Water,0,theta,3.0,5.993163586099249e-10
P001,S2_12,Sucralose,12,theta,3.0,2.1502217468972827e-10
P001,S1_12,Sucrose,12,theta,3.0,7.450140784949839e-10
P001,S1_5,Sucrose,5,theta,3.0,3.9547353031704394e-10
P001,S1_7,Sucrose,7,theta,3.0,7.746166628402104e-10
P001,S1_5,Sucrose,5,alpha,3.0,2.4673529806633743e-10
P001,S1_7,Sucrose,7,alpha,3.0,1.4500886550371681e-10
P001,H2O,Water,0,alpha,3.0,3.28457058767493e-10
P001,S1_12,Sucrose,12,alpha,3.0,3.2214455423977357e-10
P001,S2_12,Sucralose,12,alpha,3.0,1.7027011207290127e-10
P001,S2_5,Sucralose,5,alpha,3.0,2.0891700867412487e-10
P001,S2_7,Sucralose,7,alpha,3.0,4.956164002879731e-10
P001,S2_5,Sucralose,5,alpha,3.0,3.3542795583370406e-10
P001,S2_7,Sucralose,7,alpha,3.0,1.131053953253215e-10
P001,H2O,Water,0,alpha,3.0,4.3997960701538556e-10
P001,S2_12,Sucralose,12,alpha,3.0,3.5567266410161863e-10
P001,S1_12,Sucrose,12,alpha,3.0,4.439772046786855e-10
P001,S1_5,Sucrose,5,alpha,3.0,3.2800009972901856e-10
P001,S1_7,Sucrose,7,alpha,3.0,1.7068069947552338e-10
P001,S1_5,Sucrose,5,beta,3.0,8.3539106513893e-10
P001,S1_7,Sucrose,7,beta,3.0,6.555621723425729e-10
P001,H2O,Water,0,beta,3.0,1.564640204565166e-09
P001,S1_12,Sucrose,12,beta,3.0,6.031924318977122e-10
P001,S2_12,Sucralose,12,beta,3.0,9.656658521071245e-10
P001,S2_5,Sucralose,5,beta,3.0,1.0383292873380763e-09
P001,S2_7,Sucralose,7,beta,3.0,1.0561880823544472e-09
P001,S2_5,Sucralose,5,beta,3.0,1.4277190549954804e-09
P001,S2_7,Sucralose,7,beta,3.0,8.917867560714272e-10
P001,H2O,Water,0,beta,3.0,7.070637491373623e-10
P001,S2_12,Sucralose,12,beta,3.0,8.401610476372631e-10
P001,S1_12,Sucrose,12,beta,3.0,1.1001546826061325e-09
P001,S1_5,Sucrose,5,beta,3.0,9.39660606320087e-10
P001,S1_7,Sucrose,7,beta,3.0,5.578316433711104e-10
P001,S1_5,Sucrose,5,gamma,3.0,1.247639432368933e-09
P001,S1_7,Sucrose,7,gamma,3.0,1.0402633680501912e-09
