subject,ma_mau,substance,intensity,band,t_center,power
P009,S2_7,Sucralose,7,delta,4.0,1.4244723025261187e-09
P009,H2O,Water,0,delta,4.0,1.9446952130433324e-10
P009,S2_5,Sucralose,5,delta,4.0,2.745279020701125e-10
P009,S1_5,Sucrose,5,delta,4.0,2.7305808611497565e-10
P009,S1_12,Sucrose,12,delta,4.0,9.56706712355277e-11
P009,S1_7,Sucrose,7,delta,4.0,2.13902356799686e-09
P009,S1_12,Sucrose,12,delta,4.0,2.546170872563415e-10
P009,S1_7,Sucrose,7,delta,4.0,2.2560220323365501e-10
P009,H2O,Water,0,delta,4.0,9.061210369068319e-10
P009,S1_5,Sucrose,5,delta,4.0,8.303160638220838e-10
P009,S2_5,Sucralose,5,delta,4.0,6.754653757524358e-10
P009,S2_12,Sucralose,12,delta,4.0,3.8976647244346173e-10
P009,S2_7,Sucralose,7,delta,4.0,5.932037329814762e-10
P009,S2_12,Sucralose,12,theta,4.0,1.0943758001403091e-10
P009,S2_7,Sucralose,7,theta,4.0,1.717956136874489e-10
P009,H2O,Water,0,theta,4.0,1.7905066726358983e-10
P009,S2_5,Sucralose,5,theta,4.0,1.5225328965100148e-10
P009,S1_5,Sucrose,5,theta,4.0,1.5364550665449222e-10
P009,S1_12,Sucrose,12,theta,4.0,3.1831615152592466e-11
P009,S1_7,Sucrose,7,theta,4.0,3.058615421633979e-10
P009,S1_12,Sucrose,12,theta,4.0,7.109019525261849e-11
P009,S1_7,Sucrose,7,theta,4.0,7.394671683650283e-11
P009,H2O,Water,0,theta,4.0,1.3861050929406625e-10
P009,S1_5,Sucrose,5,theta,4.0,2.5617386824639853e-10
P009,S2_5,Sucralose,5,theta,4.0,1.5826074414607047e-10
P009,S2_12,Sucralose,12,theta,4.0,1.2259749287423656e-10
P009,S2_7,Sucralose,7,theta,4.0,2.802744761466137e-10
P009,S2_12,Sucralose,12,alpha,4.0,1.227805270480523e-10
P009,S2_7,Sucralose,7,alpha,4.0,1.8271506617289442e-10
P009,H2O,Water,0,alpha,4.0,2.3837932550219066e-10
P009,S2_5,Sucralose,5,alpha,4.0,2.1798570252741538e-10
P009,S1_5,Sucrose,5,alpha,4.0,8.971823218558282e-11
P009,S1_12,Sucrose,12,alpha,4.0,9.366425154101585e-11
P009,S1_7,Sucrose,7,alpha,4.0,4.224806765055126e-10
P009,S1_12,Sucrose,12,alpha,4.0,9.190614140027978e-11
P009,S1_7,Sucrose,7,alpha,4.0,5.892030331749787e-11
P009,H2O,Water,0,alpha,4.0,1.7760917038129316e-10
P009,S1_5,Sucrose,5,alpha,4.0,1.996596949673996e-10
P009,S2_5,Sucralose,5,alpha,4.0,1.648577107341141e-10
P009,S2_12,Sucralose,12,alpha,4.0,5.3920344906506475e-11
P009,S2_7,Sucralose,7,alpha,4.0,3.0827722620580815e-10
P009,S2_12,Sucralose,12,beta,4.0,3.5929922883719093e-10
P009,S2_7,Sucralose,7,beta,4.0,3.1418628936927943e-10
P009,H2O,Water,0,beta,4.0,5.561740018040122e-10
P009,S2_5,Sucralose,5,beta,4.0,5.381785965475266e-10
P009,S1_5,Sucrose,5,beta,4.0,9.381289556172343e-10
P009,S1_12,Sucrose,12,beta,4.0,1.744577564912027e-10
P009,S1_7,Sucrose,7,beta,4.0,8.598131528079267e-10
P009,S1_12,Sucrose,12,beta,4.0,3.1025935456312657e-10
P009,S1_7,Sucrose,7,beta,4.0,1.2772322925974787e-10
P009,H2O,Water,0,beta,4.0,7.535935970487921e-10
P009,S1_5,Sucrose,5,beta,4.0,8.644194750197238e-10
P009,S2_5,Sucralose,5,beta,4.0,8.638343729393691e-10
P009,S2_12,Sucralose,12,beta,4.0,2.783927388722463e-10
P009,S2_7,Sucralose,7,beta,4.0,9.285592435321091e-10
P009,S2_12,Sucralose,12,gamma,4.0,4.2756859469615816e-10
P009,S2_7,Sucralose,7,gamma,4.0,4.469653746617118e-10
P009,H2O,Water,0,gamma,4.0,7.864287570353631e-10
P009,S2_5,Sucralose,5,gamma,4.0,4.4232914270366765e-10
P009,S1_5,Sucrose,5,gamma,4.0,8.177878782728638e-10
P009,S1_12,Sucrose,12,gamma,4.0,2.2959838289933221e-10
P009,S1_7,Sucrose,7,gamma,4.0,7.093766048738953e-10
P009,S1_12,Sucrose,12,gamma,4.0,2.6312181589914014e-10
P009,S1_7,Sucrose,7,gamma,4.0,1.267264989556038e-10
P009,H2O,Water,0,gamma,4.0,6.55858992017666e-10
P009,S1_5,Sucrose,5,gamma,4.0,8.116520453638989e-10
P009,S2_5,Sucralose,5,gamma,4.0,9.60432309394625e-10
P009,S2_12,Sucralose,12,gamma,4.0,2.0712758680113895e-10
P009,S2_7,Sucralose,7,gamma,4.0,1.179938162179908e-09
P009,S2_12,Sucralose,12,delta,4.5,3.7216986460395795e-10
P009,S2_7,Sucralose,7,delta,4.5,3.8487776142916127e-10
P009,H2O,Water,0,delta,4.5,1.7564795717916439e-10
P009,S2_5,Sucralose,5,delta,4.5,1.7599842709469956e-10
P009,S1_5,Sucrose,5,delta,4.5,3.5335200204015065e-10
P009,S1_12,Sucrose,12,delta,4.5,3.1204251978862733e-10
P009,S1_7,Sucrose,7,delta,4.5,1.3946413726145384e-09
P009,S1_12,Sucrose,12,delta,4.5,5.045410291822324e-11
P009,S1_7,Sucrose,7,delta,4.5,2.407466069696887e-10
P009,H2O,Water,0,delta,4.5,1.1304674916173188e-10
P009,S1_5,Sucrose,5,delta,4.5,6.853773542846655e-10
P009,S2_5,Sucralose,5,delta,4.5,3.287046216627174e-10
P009,S2_12,Sucralose,12,delta,4.5,2.1284390263957882e-10
P009,S2_7,Sucralose,7,delta,4.5,3.1641628266102494e-10
P009,S2_12,Sucralose,12,theta,4.5,6.283073839056141e-11
P009,S2_7,Sucralose,7,theta,4.5,9.537258372676544e-11
P009,H2O,Water,0,theta,4.5,1.1625624166179976e-10
P009,S2_5,Sucralose,5,theta,4.5,1.740483705140334e-10
P009,S1_5,Sucrose,5,theta,4.5,2.27877531105269e-10
P009,S1_12,Sucrose,12,theta,4.5,1.2716215679326104e-10
P009,S1_7,Sucrose,7,theta,4.5,4.750976066690283e-10
P009,S1_12,Sucrose,12,theta,4.5,7.503570446799671e-11
P009,S1_7,Sucrose,7,theta,4.5,1.5806391255414763e-10
P009,H2O,Water,0,theta,4.5,6.306484701679134e-11
P009,S1_5,Sucrose,5,theta,4.5,1.736280651436007e-10
P009,S2_5,Sucralose,5,theta,4.5,1.217885482291922e-10
P009,S2_12,Sucralose,12,theta,4.5,2.957811671882408e-11
P009,S2_7,Sucralose,7,theta,4.5,4.5875279210522353e-10
P009,S2_12,Sucralose,12,alpha,4.5,1.1416628672914017e-10
P009,S2_7,Sucralose,7,alpha,4.5,7.377582578556601e-11
P009,H2O,Water,0,alpha,4.5,1.4551615726434589e-10
P009,S2_5,Sucralose,5,alpha,4.5,1.3203022240677637e-10
P009,S1_5,Sucrose,5,alpha,4.5,1.1169387602765102e-10
P009,S1_12,Sucrose,12,alpha,4.5,7.665149578022421e-11
P009,S1_7,Sucrose,7,alpha,4.5,3.7555290147195043e-10
P009,S1_12,Sucrose,12,alpha,4.5,5.270669804949168e-11
P009,S1_7,Sucrose,7,alpha,4.5,5.754775174164213e-11
P009,H2O,Water,0,alpha,4.5,5.107606839036057e-11
P009,S1_5,Sucrose,5,alpha,4.5,1.7337400067698958e-10
P009,S2_5,Sucralose,5,alpha,4.5,2.6291360030812585e-10
P009,S2_12,Sucralose,12,alpha,4.5,3.191595452504216e-11
P009,S2_7,Sucralose,7,alpha,4.5,4.077619209004182e-10
P009,S2_12,Sucralose,12,beta,4.5,4.1732278522172293e-10
P009,S2_7,Sucralose,7,beta,4.5,1.8386808124442743e-10
P009,H2O,Water,0,beta,4.5,4.4553488361085103e-10
P009,S2_5,Sucralose,5,beta,4.5,3.5511060055596914e-10
P009,S1_5,Sucrose,5,beta,4.5,5.009754499509585e-10
P009,S1_12,Sucrose,12,beta,4.5,2.834038702816425e-10
P009,S1_7,Sucrose,7,beta,4.5,7.211486854562787e-10
P009,S1_12,Sucrose,12,beta,4.5,2.666211013399952e-10
P009,S1_7,Sucrose,7,beta,4.5,1.856763701910883e-10
P009,H2O,Water,0,beta,4.5,4.5875757201954963e-10
P009,S1_5,Sucrose,5,beta,4.5,6.854469040618138e-10
P009,S2_5,Sucralose,5,beta,4.5,1.1418926193192659e-09
P009,S2_12,Sucralose,12,beta,4.5,1.2865562213116473e-10
P009,S2_7,Sucralose,7,beta,4.5,1.5487371804185193e-09
P009,S2_12,Sucralose,12,gamma,4.5,3.3795998739148935e-10
P009,S2_7,Sucralose,7,gamma,4.5,2.411388256835969e-10
P009,H2O,Water,0,gamma,4.5,6.15179162561719e-10
P009,S2_5,Sucralose,5,gamma,4.5,3.955703652442773e-10
P009,S1_5,Sucrose,5,gamma,4.5,6.322036257714942e-10
P009,S1_12,Sucrose,12,gamma,4.5,3.115567379804103e-10
P009,S1_7,Sucrose,7,gamma,4.5,8.501928337665665e-10
P009,S1_12,Sucrose,12,gamma,4.5,9.777858692850765e-11
P009,S1_7,Sucrose,7,gamma,4.5,1.756306256897181e-10
P009,H2O,Water,0,gamma,4.5,2.4737489413165793e-10
P009,S1_5,Sucrose,5,gamma,4.5,1.0143317367445455e-09
P009,S2_5,Sucralose,5,gamma,4.5,7.480352727514779e-10
P009,S2_12,Sucralose,12,gamma,4.5,1.1107545963792014e-10
P009,S2_7,Sucralose,7,gamma,4.5,1.5110971354257507e-09
P009,S2_12,Sucralose,12,delta,5.0,3.28090471702976e-10
P009,S2_7,Sucralose,7,delta,5.0,2.03161208989834e-10
P009,H2O,Water,0,delta,5.0,2.591936913096547e-10
P009,S2_5,Sucralose,5,delta,5.0,1.3868646349662047e-10
P009,S1_5,Sucrose,5,delta,5.0,2.862873302942543e-10
P009,S1_12,Sucrose,12,delta,5.0,1.4737115807788393e-10
P009,S1_7,Sucrose,7,delta,5.0,7.855725872598193e-10
P009,S1_12,Sucrose,12,delta,5.0,4.2667394585604263e-10
P009,S1_7,Sucrose,7,delta,5.0,6.013400333412923e-10
P009,H2O,Water,0,delta,5.0,6.266442300270805e-11
P009,S1_5,Sucrose,5,delta,5.0,2.4133964712112527e-10
P009,S2_5,Sucralose,5,delta,5.0,2.1447138549574824e-10
P009,S2_12,Sucralose,12,delta,5.0,1.3854793944701984e-09
P009,S2_7,Sucralose,7,delta,5.0,4.271243753928599e-10
P009,S2_12,Sucralose,12,theta,5.0,1.1873853589904225e-10
P009,S2_7,Sucralose,7,theta,5.0,8.06204531478662e-11
P009,H2O,Water,0,theta,5.0,1.0186350882805616e-10
P009,S2_5,Sucralose,5,theta,5.0,5.567394537340866e-11
P009,S1_5,Sucrose,5,theta,5.0,1.9386091485161655e-10
P009,S1_12,Sucrose,12,theta,5.0,1.0807710504307788e-10
P009,S1_7,Sucrose,7,theta,5.0,2.9952287980518467e-10
P009,S1_12,Sucrose,12,theta,5.0,1.5251365954318497e-10
P009,S1_7,Sucrose,7,theta,5.0,1.4058789373286387e-10
P009,H2O,Water,0,theta,5.0,8.580003091142391e-11
P009,S1_5,Sucrose,5,theta,5.0,2.1444299268485068e-10
P009,S2_5,Sucralose,5,theta,5.0,2.1616467281179975e-10
P009,S2_12,Sucralose,12,theta,5.0,3.218594125912641e-10
P009,S2_7,Sucralose,7,theta,5.0,4.081845480723902e-10
P009,S2_12,Sucralose,12,alpha,5.0,8.225161909456688e-11
P009,S2_7,Sucralose,7,alpha,5.0,1.6708381015232246e-10
P009,H2O,Water,0,alpha,5.0,1.6637577753864607e-10
P009,S2_5,Sucralose,5,alpha,5.0,6.64022439830322e-11
P009,S1_5,Sucrose,5,alpha,5.0,1.9396882727131258e-10
P009,S1_12,Sucrose,12,alpha,5.0,1.6708914937455732e-10
P009,S1_7,Sucrose,7,alpha,5.0,2.6082469441405055e-10
P009,S1_12,Sucrose,12,alpha,5.0,5.633286521240402e-11
P009,S1_7,Sucrose,7,alpha,5.0,3.2164443940882696e-11
P009,H2O,Water,0,alpha,5.0,8.289579023469644e-11
P009,S1_5,Sucrose,5,alpha,5.0,2.517817487479924e-10
P009,S2_5,Sucralose,5,alpha,5.0,1.5814899986845844e-10
P009,S2_12,Sucralose,12,alpha,5.0,2.807652713937509e-10
P009,S2_7,Sucralose,7,alpha,5.0,3.1488745836843416e-10
P009,S2_12,Sucralose,12,beta,5.0,1.8512078609824063e-10
P009,S2_7,Sucralose,7,beta,5.0,5.091793559764898e-10
P009,H2O,Water,0,beta,5.0,6.401113557585085e-10
P009,S2_5,Sucralose,5,beta,5.0,2.429179270025131e-10
P009,S1_5,Sucrose,5,beta,5.0,6.155203560564435e-10
P009,S1_12,Sucrose,12,beta,5.0,6.297215448544356e-10
P009,S1_7,Sucrose,7,beta,5.0,9.107679837591204e-10
P009,S1_12,Sucrose,12,beta,5.0,2.0145918359663787e-10
P009,S1_7,Sucrose,7,beta,5.0,1.7290159181307554e-10
P009,H2O,Water,0,beta,5.0,3.7546275244351103e-10
P009,S1_5,Sucrose,5,beta,5.0,7.535267220458786e-10
P009,S2_5,Sucralose,5,beta,5.0,9.376386362626684e-10
P009,S2_12,Sucralose,12,beta,5.0,3.785323285726942e-10
P009,S2_7,Sucralose,7,beta,5.0,1.2477277509456814e-09
P009,S2_12,Sucralose,12,gamma,5.0,2.160282943224579e-10
P009,S2_7,Sucralose,7,gamma,5.0,4.3811043361161686e-10
P009,H2O,Water,0,gamma,5.0,5.544963066290764e-10
P009,S2_5,Sucralose,5,gamma,5.0,1.5609059665889217e-10
P009,S1_5,Sucrose,5,gamma,5.0,5.544525660920545e-10
P009,S1_12,Sucrose,12,gamma,5.0,6.440053924050298e-10
P009,S1_7,Sucrose,7,gamma,5.0,9.494723372646344e-10
P009,S1_12,Sucrose,12,gamma,5.0,1.8666323730330077e-10
P009,S1_7,Sucrose,7,gamma,5.0,2.501903564242094e-10
P009,H2O,Water,0,gamma,5.0,1.8296485969474106e-10
P009,S1_5,Sucrose,5,gamma,5.0,6.339711302603084e-10
P009,S2_5,Sucralose,5,gamma,5.0,5.7723437441938e-10
P009,S2_12,Sucralose,12,gamma,5.0,6.475821435186444e-10
P009,S2_7,Sucralose,7,gamma,5.0,8.710047103089524e-10
P009,S2_12,Sucralose,12,delta,5.5,8.076293004126211e-11
P009,S2_7,Sucralose,7,delta,5.5,1.5889149056936038e-10
P009,H2O,Water,0,delta,5.5,2.1214221157062072e-10
P009,S2_5,Sucralose,5,delta,5.5,5.528446220506804e-10
P009,S1_5,Sucrose,5,delta,5.5,2.528577815133262e-10
P009,S1_12,Sucrose,12,delta,5.5,2.993095160641188e-10
P009,S1_7,Sucrose,7,delta,5.5,5.521072789579283e-10
P009,S1_12,Sucrose,12,delta,5.5,1.3245893241663832e-10
P009,S1_7,Sucrose,7,delta,5.5,5.072057997236865e-10
P009,H2O,Water,0,delta,5.5,7.724963118068344e-11
P009,S1_5,Sucrose,5,delta,5.5,2.588382413409444e-10
P009,S2_5,Sucralose,5,delta,5.5,1.8562798047605266e-10
P009,S2_12,Sucralose,12,delta,5.5,6.583545752710432e-10
P009,S2_7,Sucralose,7,delta,5.5,3.582602025531382e-10
P009,S2_12,Sucralose,12,theta,5.5,8.019513503654861e-11
P009,S2_7,Sucralose,7,theta,5.5,1.5358873713713088e-10
P009,H2O,Water,0,theta,5.5,1.101485856128595e-10
P009,S2_5,Sucralose,5,theta,5.5,1.784164039637222e-10
P009,S1_5,Sucrose,5,theta,5.5,1.5998082974257134e-10
P009,S1_12,Sucrose,12,theta,5.5,1.2596432774175492e-10
P009,S1_7,Sucrose,7,theta,5.5,5.256750696941626e-10
P009,S1_12,Sucrose,12,theta,5.5,5.114913401552677e-11
P009,S1_7,Sucrose,7,theta,5.5,1.0465378168466314e-10
P009,H2O,Water,0,theta,5.5,5.2921929775894147e-11
P009,S1_5,Sucrose,5,theta,5.5,4.788143545436853e-11
P009,S2_5,Sucralose,5,theta,5.5,1.331333273951622e-10
P009,S2_12,Sucralose,12,theta,5.5,1.7727470841769175e-10
P009,S2_7,Sucralose,7,theta,5.5,2.987143360668737e-10
P009,S2_12,Sucralose,12,alpha,5.5,8.456413840944568e-11
P009,S2_7,Sucralose,7,alpha,5.5,1.3447273873807614e-10
P009,H2O,Water,0,alpha,5.5,1.840915255136022e-10
P009,S2_5,Sucralose,5,alpha,5.5,6.975905210503549e-11
P009,S1_5,Sucrose,5,alpha,5.5,1.5912502132141668e-10
P009,S1_12,Sucrose,12,alpha,5.5,2.80841149645319e-10
P009,S1_7,Sucrose,7,alpha,5.5,2.528193586891267e-10
P009,S1_12,Sucrose,12,alpha,5.5,5.439372253267109e-11
P009,S1_7,Sucrose,7,alpha,5.5,1.2627878748628762e-10
P009,H2O,Water,0,alpha,5.5,7.115924197831652e-11
P009,S1_5,Sucrose,5,alpha,5.5,3.786924861094021e-11
P009,S2_5,Sucralose,5,alpha,5.5,5.722163802175501e-11
P009,S2_12,Sucralose,12,alpha,5.5,1.8574405457702773e-10
P009,S2_7,Sucralose,7,alpha,5.5,2.0922047757036832e-10
P009,S2_12,Sucralose,12,beta,5.5,4.035001653665267e-10
P009,S2_7,Sucralose,7,beta,5.5,4.726487405733369e-10
P009,H2O,Water,0,beta,5.5,4.4031115322313594e-10
P009,S2_5,Sucralose,5,beta,5.5,1.7548617331787386e-10
P009,S1_5,Sucrose,5,beta,5.5,6.549246653365993e-10
P009,S1_12,Sucrose,12,beta,5.5,6.576843924920747e-10
P009,S1_7,Sucrose,7,beta,5.5,8.358754637394839e-10
P009,S1_12,Sucrose,12,beta,5.5,2.3456368468242105e-10
P009,S1_7,Sucrose,7,beta,5.5,2.0233329963783516e-10
P009,H2O,Water,0,beta,5.5,3.637068528133469e-10
P009,S1_5,Sucrose,5,beta,5.5,2.6589873312020433e-10
P009,S2_5,Sucralose,5,beta,5.5,3.7551419793037113e-10
P009,S2_12,Sucralose,12,beta,5.5,6.897582763530274e-10
P009,S2_7,Sucralose,7,beta,5.5,9.529060688318767e-10
P009,S2_12,Sucralose,12,gamma,5.5,4.420638861223899e-10
P009,S2_7,Sucralose,7,gamma,5.5,8.897463604607045e-10
P009,H2O,Water,0,gamma,5.5,4.6253668261032583e-10
P009,S2_5,Sucralose,5,gamma,5.5,8.113203190034012e-11
P009,S1_5,Sucrose,5,gamma,5.5,5.060523695229294e-10
P009,S1_12,Sucrose,12,gamma,5.5,6.448351808222996e-10
P009,S1_7,Sucrose,7,gamma,5.5,7.603298199950532e-10
P009,S1_12,Sucrose,12,gamma,5.5,1.326979632135578e-10
P009,S1_7,Sucrose,7,gamma,5.5,3.0885613728186117e-10
P009,H2O,Water,0,gamma,5.5,4.2004364694229564e-10
P009,S1_5,Sucrose,5,gamma,5.5,1.9788052642145258e-10
P009,S2_5,Sucralose,5,gamma,5.5,2.488496178887123e-10
P009,S2_12,Sucralose,12,gamma,5.5,5.769581503717855e-10
P009,S2_7,Sucralose,7,gamma,5.5,6.38756858022386e-10
P009,S2_12,Sucralose,12,delta,6.0,2.8192752872073653e-10
P009,S2_7,Sucralose,7,delta,6.0,1.5367585120560827e-10
P009,H2O,Water,0,delta,6.0,1.178991443839807e-10
P009,S2_5,Sucralose,5,delta,6.0,3.4221663750333374e-10
P009,S1_5,Sucrose,5,delta,6.0,1.055890350045217e-09
P009,S1_12,Sucrose,12,delta,6.0,1.5137594529316196e-10
P009,S1_7,Sucrose,7,delta,6.0,2.1922169634762985e-10
P009,S1_12,Sucrose,12,delta,6.0,9.87168018287411e-11
P009,S1_7,Sucrose,7,delta,6.0,1.0710224840043917e-09
P009,H2O,Water,0,delta,6.0,1.6942821966442741e-10
P009,S1_5,Sucrose,5,delta,6.0,9.816922897655438e-11
P009,S2_5,Sucralose,5,delta,6.0,2.493615491100284e-10
P009,S2_12,Sucralose,12,delta,6.0,1.5181772130422263e-10
P009,S2_7,Sucralose,7,delta,6.0,1.8000030958188958e-10
P009,S2_12,Sucralose,12,theta,6.0,3.1918545133974717e-10
P009,S2_7,Sucralose,7,theta,6.0,1.4425780103198916e-10
P009,H2O,Water,0,theta,6.0,9.41808500788413e-11
P009,S2_5,Sucralose,5,theta,6.0,4.617302259092382e-11
P009,S1_5,Sucrose,5,theta,6.0,1.7570885419264603e-10
P009,S1_12,Sucrose,12,theta,6.0,2.0176274593119357e-10
P009,S1_7,Sucrose,7,theta,6.0,3.436923623761738e-10
P009,S1_12,Sucrose,12,theta,6.0,3.136452185933039e-11
P009,S1_7,Sucrose,7,theta,6.0,2.661687363600933e-10
P009,H2O,Water,0,theta,6.0,1.936133931316376e-10
P009,S1_5,Sucrose,5,theta,6.0,7.599747063283212e-11
P009,S2_5,Sucralose,5,theta,6.0,3.5277542176004185e-11
P009,S2_12,Sucralose,12,theta,6.0,1.053712616515149e-10
P009,S2_7,Sucralose,7,theta,6.0,2.990392577526567e-10
P009,S2_12,Sucralose,12,alpha,6.0,2.3080162147785197e-10
P009,S2_7,Sucralose,7,alpha,6.0,2.0484764193174723e-10
P009,H2O,Water,0,alpha,6.0,6.420187962755869e-11
P009,S2_5,Sucralose,5,alpha,6.0,4.872585462284846e-11
P009,S1_5,Sucrose,5,alpha,6.0,1.9843329458952318e-10
P009,S1_12,Sucrose,12,alpha,6.0,5.012129952415996e-10
P009,S1_7,Sucrose,7,alpha,6.0,4.750520373607568e-10
P009,S1_12,Sucrose,12,alpha,6.0,4.2323333219978855e-11
P009,S1_7,Sucrose,7,alpha,6.0,1.5527315715132517e-10
P009,H2O,Water,0,alpha,6.0,1.9696599797020162e-10
P009,S1_5,Sucrose,5,alpha,6.0,1.051593778469498e-10
P009,S2_5,Sucralose,5,alpha,6.0,3.720975263714471e-11
P009,S2_12,Sucralose,12,alpha,6.0,1.4139959099036257e-10
P009,S2_7,Sucralose,7,alpha,6.0,1.7399389890882884e-10
P009,S2_12,Sucralose,12,beta,6.0,6.454409692037719e-10
P009,S2_7,Sucralose,7,beta,6.0,6.564681332889373e-10
P009,H2O,Water,0,beta,6.0,4.4024219011498235e-10
P009,S2_5,Sucralose,5,beta,6.0,2.7183173624103655e-10
P009,S1_5,Sucrose,5,beta,6.0,6.772375052285989e-10
P009,S1_12,Sucrose,12,beta,6.0,8.616606622243797e-10
P009,S1_7,Sucrose,7,beta,6.0,9.658520741589225e-10
P009,S1_12,Sucrose,12,beta,6.0,1.8227398177934109e-10
P009,S1_7,Sucrose,7,beta,6.0,6.465451303476786e-10
P009,H2O,Water,0,beta,6.0,5.932200691160754e-10
P009,S1_5,Sucrose,5,beta,6.0,2.985078089114923e-10
P009,S2_5,Sucralose,5,beta,6.0,1.605695655858424e-10
P009,S2_12,Sucralose,12,beta,6.0,7.285700594979428e-10
P009,S2_7,Sucralose,7,beta,6.0,6.188697969897239e-10
P009,S2_12,Sucralose,12,gamma,6.0,9.43310358285314e-10
P009,S2_7,Sucralose,7,gamma,6.0,5.412738597348103e-10
P009,H2O,Water,0,gamma,6.0,2.9276341991861733e-10
P009,S2_5,Sucralose,5,gamma,6.0,1.6609181979530778e-10
P009,S1_5,Sucrose,5,gamma,6.0,3.4652758090191397e-10
P009,S1_12,Sucrose,12,gamma,6.0,1.2785804026200932e-09
P009,S1_7,Sucrose,7,gamma,6.0,5.947961831899295e-10
P009,S1_12,Sucrose,12,gamma,6.0,1.715611038842826e-10
P009,S1_7,Sucrose,7,gamma,6.0,5.631735726974403e-10
P009,H2O,Water,0,gamma,6.0,7.858902678928191e-10
P009,S1_5,Sucrose,5,gamma,6.0,2.5377143595666103e-10
P009,S2_5,Sucralose,5,gamma,6.0,1.1480330814611385e-10
P009,S2_12,Sucralose,12,gamma,6.0,5.750558658402006e-10
P009,S2_7,Sucralose,7,gamma,6.0,1.2100751808243192e-09
P009,S2_12,Sucralose,12,delta,6.5,3.314235091067593e-10
P009,S2_7,Sucralose,7,delta,6.5,3.3642645395407605e-10
P009,H2O,Water,0,delta,6.5,1.2104662119288962e-10
P009,S2_5,Sucralose,5,delta,6.5,3.279207167099664e-10
P009,S1_5,Sucrose,5,delta,6.5,6.818879440502374e-10
P009,S1_12,Sucrose,12,delta,6.5,5.072041865632858e-10
P009,S1_7,Sucrose,7,delta,6.5,5.657027437777005e-10
P009,S1_12,Sucrose,12,delta,6.5,4.963895686889355e-10
P009,S1_7,Sucrose,7,delta,6.5,3.6869931281330005e-10
P009,H2O,Water,0,delta,6.5,1.0254575159334814e-10
P009,S1_5,Sucrose,5,delta,6.5,2.619412532673761e-10
P009,S2_5,Sucralose,5,delta,6.5,6.941781432753833e-11
P009,S2_12,Sucralose,12,delta,6.5,3.247256888938664e-10
P009,S2_7,Sucralose,7,delta,6.5,4.1139519035471684e-10
P009,S2_12,Sucralose,12,theta,6.5,3.4399155251478503e-10
P009,S2_7,Sucralose,7,theta,6.5,1.8068238760447072e-10
P009,H2O,Water,0,theta,6.5,9.349986525007003e-11
P009,S2_5,Sucralose,5,theta,6.5,1.1109003775156567e-10
P009,S1_5,Sucrose,5,theta,6.5,2.1785817844199999e-10
P009,S1_12,Sucrose,12,theta,6.5,2.2735343232456914e-10
P009,S1_7,Sucrose,7,theta,6.5,4.1300370830648817e-10
P009,S1_12,Sucrose,12,theta,6.5,1.2219367328867832e-10
P009,S1_7,Sucrose,7,theta,6.5,5.186822030735515e-11
P009,H2O,Water,0,theta,6.5,1.966819352834307e-10
P009,S1_5,Sucrose,5,theta,6.5,3.0621765330445764e-10
P009,S2_5,Sucralose,5,theta,6.5,1.7433283037670933e-11
P009,S2_12,Sucralose,12,theta,6.5,1.615840717843808e-10
P009,S2_7,Sucralose,7,theta,6.5,2.7244172732549936e-10
P009,S2_12,Sucralose,12,alpha,6.5,3.8884154508767265e-10
P009,S2_7,Sucralose,7,alpha,6.5,2.47098212248352e-10
P009,H2O,Water,0,alpha,6.5,1.1145676230788724e-10
P009,S2_5,Sucralose,5,alpha,6.5,3.8008747566609304e-11
P009,S1_5,Sucrose,5,alpha,6.5,1.2143015943956958e-10
P009,S1_12,Sucrose,12,alpha,6.5,3.693494423016106e-10
P009,S1_7,Sucrose,7,alpha,6.5,2.89967873092954e-10
P009,S1_12,Sucrose,12,alpha,6.5,4.5326665693479004e-11
P009,S1_7,Sucrose,7,alpha,6.5,2.5644802463618233e-11
P009,H2O,Water,0,alpha,6.5,1.7013530323786147e-10
P009,S1_5,Sucrose,5,alpha,6.5,1.337609435961773e-10
P009,S2_5,Sucralose,5,alpha,6.5,2.4934266522948884e-11
P009,S2_12,Sucralose,12,alpha,6.5,2.512030636202456e-10
P009,S2_7,Sucralose,7,alpha,6.5,2.39441294334579e-10
P009,S2_12,Sucralose,12,beta,6.5,8.954716649216646e-10
P009,S2_7,Sucralose,7,beta,6.5,6.167851162615756e-10
P009,H2O,Water,0,beta,6.5,4.3725592449958353e-10
P009,S2_5,Sucralose,5,beta,6.5,8.543703829494442e-11
P009,S1_5,Sucrose,5,beta,6.5,2.906013545180381e-10
P009,S1_12,Sucrose,12,beta,6.5,6.340800267200063e-10
P009,S1_7,Sucrose,7,beta,6.5,9.004881732990548e-10
P009,S1_12,Sucrose,12,beta,6.5,2.730045288672034e-10
P009,S1_7,Sucrose,7,beta,6.5,2.7397541332511685e-10
P009,H2O,Water,0,beta,6.5,8.391214307996023e-10
P009,S1_5,Sucrose,5,beta,6.5,6.611328666650727e-10
P009,S2_5,Sucralose,5,beta,6.5,2.0534098419223803e-10
P009,S2_12,Sucralose,12,beta,6.5,8.657165715222674e-10
P009,S2_7,Sucralose,7,beta,6.5,6.103190076036675e-10
P009,S2_12,Sucralose,12,gamma,6.5,9.612666835619967e-10
P009,S2_7,Sucralose,7,gamma,6.5,8.430631608323917e-10
P009,H2O,Water,0,gamma,6.5,3.5725907207355e-10
