subject,ma_mau,substance,intensity,band,t_center,power
P001,S1_5,Sucrose,5,delta,0.5,6.397272005453021e-10
P001,S1_7,Sucrose,7,delta,0.5,1.593646758450229e-09
P001,H2O,Water,0,delta,0.5,6.362865236398154e-10
P001,S1_12,Sucrose,12,delta,0.5,4.992753305257922e-10
P001,S2_12,Sucralose,12,delta,0.5,8.071781908291522e-10
P001,S2_5,Sucralose,5,delta,0.5,2.6443518426968816e-10
P001,S2_7,Sucralose,7,delta,0.5,4.5278707495528235e-10
P001,S2_5,Sucralose,5,delta,0.5,1.5033725722760419e-09
P001,S2_7,Sucralose,7,delta,0.5,1.7887758483541126e-09
P001,H2O,Water,0,delta,0.5,1.5489430621142877e-09
P001,S2_12,Sucralose,12,delta,0.5,1.035017082911323e-09
P001,S1_12,Sucrose,12,delta,0.5,1.4709115405615256e-09
P001,S1_5,Sucrose,5,delta,0.5,1.4360914476291875e-09
P001,S1_7,Sucrose,7,delta,0.5,7.864924158510129e-10
P001,S1_5,Sucrose,5,theta,0.5,3.319775020468967e-10
P001,S1_7,Sucrose,7,theta,0.5,2.1793423169090163e-10
P001,H2O,Water,0,theta,0.5,1.5350861423654738e-10
P001,S1_12,Sucrose,12,theta,0.5,1.0205950521674318e-10
P001,S2_12,Sucralose,12,theta,0.5,7.828535885055064e-10
P001,S2_5,Sucralose,5,theta,0.5,2.4768596298827883e-10
P001,S2_7,Sucralose,7,theta,0.5,5.417179114732419e-10
P001,S2_5,Sucralose,5,theta,0.5,4.5512357723755543e-10
P001,S2_7,Sucralose,7,theta,0.5,4.095602613196541e-10
P001,H2O,Water,0,theta,0.5,3.01813153519878e-10
P001,S2_12,Sucralose,12,theta,0.5,4.5172492298414475e-10
P001,S1_12,Sucrose,12,theta,0.5,3.1393649907820686e-10
P001,S1_5,Sucrose,5,theta,0.5,5.837078184401908e-10
P001,S1_7,Sucrose,7,theta,0.5,3.449008744690693e-10
P001,S1_5,Sucrose,5,alpha,0.5,1.2409845016543851e-10
P001,S1_7,Sucrose,7,alpha,0.5,1.2802401959092055e-10
P001,H2O,Water,0,alpha,0.5,1.3319450459963395e-10
P001,S1_12,Sucrose,12,alpha,0.5,3.39243141014113e-11
P001,S2_12,Sucralose,12,alpha,0.5,3.095155500663848e-10
P001,S2_5,Sucralose,5,alpha,0.5,2.0272095496322845e-10
P001,S2_7,Sucralose,7,alpha,0.5,4.800438491404149e-10
P001,S2_5,Sucralose,5,alpha,0.5,1.7137406155417985e-10
P001,S2_7,Sucralose,7,alpha,0.5,2.6534534663618803e-10
P001,H2O,Water,0,alpha,0.5,2.552880451428412e-10
P001,S2_12,Sucralose,12,alpha,0.5,3.533810335709411e-10
P001,S1_12,Sucrose,12,alpha,0.5,1.6826411995218353e-10
P001,S1_5,Sucrose,5,alpha,0.5,1.8508808291891098e-10
P001,S1_7,Sucrose,7,alpha,0.5,1.6402400806286852e-10
P001,S1_5,Sucrose,5,beta,0.5,2.8939868911297035e-10
P001,S1_7,Sucrose,7,beta,0.5,2.9402843228608263e-10
P001,H2O,Water,0,beta,0.5,2.062101451704357e-10
P001,S1_12,Sucrose,12,beta,0.5,9.32142607347869e-11
P001,S2_12,Sucralose,12,beta,0.5,6.600033128493802e-10
P001,S2_5,Sucralose,5,beta,0.5,6.850672635966929e-10
P001,S2_7,Sucralose,7,beta,0.5,1.0167599044669921e-09
P001,S2_5,Sucralose,5,beta,0.5,2.621782941298846e-10
P001,S2_7,Sucralose,7,beta,0.5,7.29553204121628e-10
P001,H2O,Water,0,beta,0.5,1.0198810980558565e-09
P001,S2_12,Sucralose,12,beta,0.5,2.6574929916946555e-10
P001,S1_12,Sucrose,12,beta,0.5,3.1261305614390334e-10
P001,S1_5,Sucrose,5,beta,0.5,6.302899331824923e-10
P001,S1_7,Sucrose,7,beta,0.5,8.905752773453814e-10
P001,S1_5,Sucrose,5,gamma,0.5,6.042735010358001e-10
P001,S1_7,Sucrose,7,gamma,0.5,1.9676156283710082e-10
P001,H2O,Water,0,gamma,0.5,2.08276722833693e-10
P001,S1_12,Sucrose,12,gamma,0.5,7.863560352553269e-11
P001,S2_12,Sucralose,12,gamma,0.5,7.616272001928448e-10
P001,S2_5,Sucralose,5,gamma,0.5,5.570304741759266e-10
P001,S2_7,Sucralose,7,gamma,0.5,1.0632766382828146e-09
P001,S2_5,Sucralose,5,gamma,0.5,5.498148344989374e-10
P001,S2_7,Sucralose,7,gamma,0.5,6.690541009199075e-10
P001,H2O,Water,0,gamma,0.5,7.908572515229348e-10
P001,S2_12,Sucralose,12,gamma,0.5,6.423310806480591e-10
P001,S1_12,Sucrose,12,gamma,0.5,5.740862939762769e-10
P001,S1_5,Sucrose,5,gamma,0.5,7.733082028714131e-10
P001,S1_7,Sucrose,7,gamma,0.5,7.141172084969787e-10
P001,S1_5,Sucrose,5,delta,1.0,3.0426371810782874e-09
P001,S1_7,Sucrose,7,delta,1.0,1.392651126839975e-09
P001,H2O,Water,0,delta,1.0,2.2786068158694055e-09
P001,S1_12,Sucrose,12,delta,1.0,1.4173713812174343e-09
P001,S2_12,Sucralose,12,delta,1.0,5.790078916167401e-10
P001,S2_5,Sucralose,5,delta,1.0,1.245202154634113e-09
P001,S2_7,Sucralose,7,delta,1.0,1.211555327025228e-09
P001,S2_5,Sucralose,5,delta,1.0,7.404995044490749e-10
P001,S2_7,Sucralose,7,delta,1.0,2.5714986193791436e-09
P001,H2O,Water,0,delta,1.0,1.0920556812497432e-09
P001,S2_12,Sucralose,12,delta,1.0,2.5037327889110897e-09
P001,S1_12,Sucrose,12,delta,1.0,1.7398159424563604e-09
P001,S1_5,Sucrose,5,delta,1.0,1.2835291417964457e-09
P001,S1_7,Sucrose,7,delta,1.0,1.2578166537161468e-09
P001,S1_5,Sucrose,5,theta,1.0,2.8701837773448385e-10
P001,S1_7,Sucrose,7,theta,1.0,4.3850204559727387e-10
P001,H2O,Water,0,theta,1.0,3.0404879092232493e-10
P001,S1_12,Sucrose,12,theta,1.0,2.0902305160108483e-10
P001,S2_12,Sucralose,12,theta,1.0,1.6217514851207846e-10
P001,S2_5,Sucralose,5,theta,1.0,2.1057606338518947e-10
P001,S2_7,Sucralose,7,theta,1.0,4.229721092136306e-10
P001,S2_5,Sucralose,5,theta,1.0,2.996672851196311e-10
P001,S2_7,Sucralose,7,theta,1.0,2.4821095274263856e-10
P001,H2O,Water,0,theta,1.0,3.1757032431092797e-10
P001,S2_12,Sucralose,12,theta,1.0,4.943663409810463e-10
P001,S1_12,Sucrose,12,theta,1.0,3.4486405021432765e-10
P001,S1_5,Sucrose,5,theta,1.0,2.8849003643224126e-10
P001,S1_7,Sucrose,7,theta,1.0,3.839346172813382e-10
P001,S1_5,Sucrose,5,alpha,1.0,7.731006842962406e-11
P001,S1_7,Sucrose,7,alpha,1.0,1.806589236234335e-10
P001,H2O,Water,0,alpha,1.0,1.871009944963407e-10
P001,S1_12,Sucrose,12,alpha,1.0,1.2225087207338238e-10
P001,S2_12,Sucralose,12,alpha,1.0,1.0438397887583783e-10
P001,S2_5,Sucralose,5,alpha,1.0,2.95132718743613e-10
P001,S2_7,Sucralose,7,alpha,1.0,3.91551327944466e-10
P001,S2_5,Sucralose,5,alpha,1.0,1.4858961110115679e-10
P001,S2_7,Sucralose,7,alpha,1.0,1.6545965798331761e-10
P001,H2O,Water,0,alpha,1.0,2.7864621724136613e-10
P001,S2_12,Sucralose,12,alpha,1.0,3.4559648113216315e-10
P001,S1_12,Sucrose,12,alpha,1.0,3.4270869442978436e-10
P001,S1_5,Sucrose,5,alpha,1.0,2.0159886989144424e-10
P001,S1_7,Sucrose,7,alpha,1.0,5.071166224702618e-10
P001,S1_5,Sucrose,5,beta,1.0,1.993129283284158e-10
P001,S1_7,Sucrose,7,beta,1.0,5.452225646566475e-10
P001,H2O,Water,0,beta,1.0,4.39179236542863e-10
P001,S1_12,Sucrose,12,beta,1.0,5.666379390441205e-10
P001,S2_12,Sucralose,12,beta,1.0,3.43294331180681e-10
P001,S2_5,Sucralose,5,beta,1.0,6.013212718971302e-10
P001,S2_7,Sucralose,7,beta,1.0,6.154387013431893e-10
P001,S2_5,Sucralose,5,beta,1.0,4.1781126164560263e-10
P001,S2_7,Sucralose,7,beta,1.0,4.594097316128612e-10
P001,H2O,Water,0,beta,1.0,9.800932624871014e-10
P001,S2_12,Sucralose,12,beta,1.0,4.0323028100186344e-10
P001,S1_12,Sucrose,12,beta,1.0,4.3455470025231657e-10
P001,S1_5,Sucrose,5,beta,1.0,1.0719712750954105e-09
P001,S1_7,Sucrose,7,beta,1.0,4.713214245043837e-10
P001,S1_5,Sucrose,5,gamma,1.0,2.948817131362757e-10
P001,S1_7,Sucrose,7,gamma,1.0,6.665479188593987e-10
P001,H2O,Water,0,gamma,1.0,6.484174000347289e-10
P001,S1_12,Sucrose,12,gamma,1.0,4.3705812124137004e-10
P001,S2_12,Sucralose,12,gamma,1.0,3.726836892053591e-10
P001,S2_5,Sucralose,5,gamma,1.0,6.90029113518911e-10
P001,S2_7,Sucralose,7,gamma,1.0,8.252699347202964e-10
P001,S2_5,Sucralose,5,gamma,1.0,6.639128945917404e-10
P001,S2_7,Sucralose,7,gamma,1.0,6.009500003929595e-10
P001,H2O,Water,0,gamma,1.0,8.244737845028012e-10
P001,S2_12,Sucralose,12,gamma,1.0,1.003253603795959e-09
P001,S1_12,Sucrose,12,gamma,1.0,8.735173402968128e-10
P001,S1_5,Sucrose,5,gamma,1.0,6.219616240206735e-10
P001,S1_7,Sucrose,7,gamma,1.0,5.371383563390745e-10
P001,S1_5,Sucrose,5,delta,1.5,7.781982288284362e-10
P001,S1_7,Sucrose,7,delta,1.5,1.4423638691727737e-09
P001,H2O,Water,0,delta,1.5,6.132292217924609e-10
P001,S1_12,Sucrose,12,delta,1.5,3.769448911138727e-10
P001,S2_12,Sucralose,12,delta,1.5,4.0126531248614845e-10
P001,S2_5,Sucralose,5,delta,1.5,1.3131651308055872e-09
P001,S2_7,Sucralose,7,delta,1.5,9.475115861854484e-10
P001,S2_5,Sucralose,5,delta,1.5,1.5333121114721807e-09
P001,S2_7,Sucralose,7,delta,1.5,2.1120611327843376e-09
P001,H2O,Water,0,delta,1.5,4.664296730128433e-10
P001,S2_12,Sucralose,12,delta,1.5,1.2801994017975667e-09
P001,S1_12,Sucrose,12,delta,1.5,2.5293699457586743e-09
P001,S1_5,Sucrose,5,delta,1.5,9.692411524345592e-10
P001,S1_7,Sucrose,7,delta,1.5,4.1429539429861926e-10
P001,S1_5,Sucrose,5,theta,1.5,8.509254424875145e-10
P001,S1_7,Sucrose,7,theta,1.5,2.995341661907071e-10
P001,H2O,Water,0,theta,1.5,1.5662380043830436e-10
P001,S1_12,Sucrose,12,theta,1.5,8.967983758519051e-11
P001,S2_12,Sucralose,12,theta,1.5,9.308086545444987e-11
P001,S2_5,Sucralose,5,theta,1.5,2.6685730564471484e-10
P001,S2_7,Sucralose,7,theta,1.5,3.4775253874490945e-10
P001,S2_5,Sucralose,5,theta,1.5,4.880774058281792e-10
P001,S2_7,Sucralose,7,theta,1.5,4.715772259928148e-10
P001,H2O,Water,0,theta,1.5,3.362415943611317e-10
P001,S2_12,Sucralose,12,theta,1.5,4.0299929161684377e-10
P001,S1_12,Sucrose,12,theta,1.5,1.5994507711213835e-09
P001,S1_5,Sucrose,5,theta,1.5,5.897922687728464e-10
P001,S1_7,Sucrose,7,theta,1.5,9.835867633187406e-11
P001,S1_5,Sucrose,5,alpha,1.5,3.381533017911231e-10
P001,S1_7,Sucrose,7,alpha,1.5,2.2871011213531818e-10
P001,H2O,Water,0,alpha,1.5,8.461449518557894e-11
P001,S1_12,Sucrose,12,alpha,1.5,1.1633307644589988e-10
P001,S2_12,Sucralose,12,alpha,1.5,4.7640890870294545e-11
P001,S2_5,Sucralose,5,alpha,1.5,2.859192961933599e-10
P001,S2_7,Sucralose,7,alpha,1.5,1.571379117269907e-10
P001,S2_5,Sucralose,5,alpha,1.5,1.6986181434351272e-10
P001,S2_7,Sucralose,7,alpha,1.5,3.169698504676258e-10
P001,H2O,Water,0,alpha,1.5,2.6134262749483143e-10
P001,S2_12,Sucralose,12,alpha,1.5,2.8705674259043297e-10
P001,S1_12,Sucrose,12,alpha,1.5,3.1474917389653333e-10
P001,S1_5,Sucrose,5,alpha,1.5,2.6106706010230166e-10
P001,S1_7,Sucrose,7,alpha,1.5,7.957218174484684e-11
P001,S1_5,Sucrose,5,beta,1.5,3.8514867381371573e-10
P001,S1_7,Sucrose,7,beta,1.5,5.872326689241071e-10
P001,H2O,Water,0,beta,1.5,3.333897570296833e-10
P001,S1_12,Sucrose,12,beta,1.5,3.5350835795550725e-10
P001,S2_12,Sucralose,12,beta,1.5,1.9223258246742554e-10
P001,S2_5,Sucralose,5,beta,1.5,6.655888277545364e-10
P001,S2_7,Sucralose,7,beta,1.5,4.3737023062321804e-10
P001,S2_5,Sucralose,5,beta,1.5,3.5270440594394244e-10
P001,S2_7,Sucralose,7,beta,1.5,4.6521161858842313e-10
P001,H2O,Water,0,beta,1.5,8.813456907260637e-10
P001,S2_12,Sucralose,12,beta,1.5,4.36697663195301e-10
P001,S1_12,Sucrose,12,beta,1.5,7.74673217874844e-10
P001,S1_5,Sucrose,5,beta,1.5,3.9470286387955975e-10
P001,S1_7,Sucrose,7,beta,1.5,2.6338435092607793e-10
P001,S1_5,Sucrose,5,gamma,1.5,5.15689960657911e-10
P001,S1_7,Sucrose,7,gamma,1.5,7.409174687779788e-10
P001,H2O,Water,0,gamma,1.5,3.4710832739671135e-10
P001,S1_12,Sucrose,12,gamma,1.5,3.054703998795368e-10
P001,S2_12,Sucralose,12,gamma,1.5,1.9796660842127256e-10
P001,S2_5,Sucralose,5,gamma,1.5,6.084812578730126e-10
P001,S2_7,Sucralose,7,gamma,1.5,5.769578988731875e-10
P001,S2_5,Sucralose,5,gamma,1.5,6.073963369823396e-10
P001,S2_7,Sucralose,7,gamma,1.5,8.520430494787773e-10
P001,H2O,Water,0,gamma,1.5,6.809854648042986e-10
P001,S2_12,Sucralose,12,gamma,1.5,8.266859632339069e-10
P001,S1_12,Sucrose,12,gamma,1.5,1.7748460761636497e-09
P001,S1_5,Sucrose,5,gamma,1.5,3.573791789458234e-10
P001,S1_7,Sucrose,7,gamma,1.5,3.1232991359218185e-10
P001,S1_5,Sucrose,5,delta,2.0,1.2564902106595e-09
P001,S1_7,Sucrose,7,delta,2.0,1.862382860933823e-09
P001,H2O,Water,0,delta,2.0,2.6276164517491112e-09
P001,S1_12,Sucrose,12,delta,2.0,1.5245881424959985e-09
P001,S2_12,Sucralose,12,delta,2.0,1.2507561960136716e-09
P001,S2_5,Sucralose,5,delta,2.0,1.868952676761909e-09
P001,S2_7,Sucralose,7,delta,2.0,1.1996652144298126e-09
P001,S2_5,Sucralose,5,delta,2.0,9.573061887565658e-10
P001,S2_7,Sucralose,7,delta,2.0,8.970233576142073e-10
P001,H2O,Water,0,delta,2.0,1.1598786944926763e-09
P001,S2_12,Sucralose,12,delta,2.0,2.6941819909563017e-09
P001,S1_12,Sucrose,12,delta,2.0,1.4289769318883695e-09
P001,S1_5,Sucrose,5,delta,2.0,2.1961369234938663e-09
P001,S1_7,Sucrose,7,delta,2.0,2.9903851168198254e-09
P001,S1_5,Sucrose,5,theta,2.0,3.402874765133668e-10
P001,S1_7,Sucrose,7,theta,2.0,2.8648552195569465e-10
P001,H2O,Water,0,theta,2.0,6.977441106511189e-10
P001,S1_12,Sucrose,12,theta,2.0,2.6244439919183734e-10
P001,S2_12,Sucralose,12,theta,2.0,4.34613771830048e-10
P001,S2_5,Sucralose,5,theta,2.0,7.574009143569546e-10
P001,S2_7,Sucralose,7,theta,2.0,5.151257028329759e-10
P001,S2_5,Sucralose,5,theta,2.0,1.6790765885762086e-10
P001,S2_7,Sucralose,7,theta,2.0,2.9625242829835093e-10
P001,H2O,Water,0,theta,2.0,2.555965579116666e-10
P001,S2_12,Sucralose,12,theta,2.0,2.7256593206681606e-10
P001,S1_12,Sucrose,12,theta,2.0,1.1087050209149916e-10
P001,S1_5,Sucrose,5,theta,2.0,2.8184230232140535e-10
P001,S1_7,Sucrose,7,theta,2.0,2.947392943623585e-10
P001,S1_5,Sucrose,5,alpha,2.0,3.089639511899157e-10
P001,S1_7,Sucrose,7,alpha,2.0,1.9974327138183762e-10
P001,H2O,Water,0,alpha,2.0,5.888320216536374e-10
P001,S1_12,Sucrose,12,alpha,2.0,2.4006987399431235e-10
P001,S2_12,Sucralose,12,alpha,2.0,2.636912282093453e-10
P001,S2_5,Sucralose,5,alpha,2.0,3.5163255440215466e-10
P001,S2_7,Sucralose,7,alpha,2.0,2.351998579100219e-10
P001,S2_5,Sucralose,5,alpha,2.0,1.0542652449188315e-10
P001,S2_7,Sucralose,7,alpha,2.0,1.6076274749365527e-10
P001,H2O,Water,0,alpha,2.0,1.6726263216252964e-10
P001,S2_12,Sucralose,12,alpha,2.0,1.8483732661663352e-10
P001,S1_12,Sucrose,12,alpha,2.0,1.1936484574896044e-10
P001,S1_5,Sucrose,5,alpha,2.0,1.2919973645231519e-10
P001,S1_7,Sucrose,7,alpha,2.0,2.86841474767105e-10
P001,S1_5,Sucrose,5,beta,2.0,3.113943434352296e-10
P001,S1_7,Sucrose,7,beta,2.0,3.9987802475905083e-10
P001,H2O,Water,0,beta,2.0,7.420745175932751e-10
P001,S1_12,Sucrose,12,beta,2.0,7.85880487480408e-10
P001,S2_12,Sucralose,12,beta,2.0,6.020359424629327e-10
P001,S2_5,Sucralose,5,beta,2.0,9.80236059991982e-10
P001,S2_7,Sucralose,7,beta,2.0,4.164006369791052e-10
P001,S2_5,Sucralose,5,beta,2.0,4.0548756462903924e-10
P001,S2_7,Sucralose,7,beta,2.0,5.89792351216131e-10
P001,H2O,Water,0,beta,2.0,7.008640110491871e-10
P001,S2_12,Sucralose,12,beta,2.0,3.2267721861005527e-10
P001,S1_12,Sucrose,12,beta,2.0,2.52668597811181e-10
P001,S1_5,Sucrose,5,beta,2.0,2.5180570145582486e-10
P001,S1_7,Sucrose,7,beta,2.0,3.770260365148803e-10
P001,S1_5,Sucrose,5,gamma,2.0,3.833939793737552e-10
P001,S1_7,Sucrose,7,gamma,2.0,6.309693764181667e-10
P001,H2O,Water,0,gamma,2.0,5.915097129119622e-10
P001,S1_12,Sucrose,12,gamma,2.0,5.907422523601896e-10
P001,S2_12,Sucralose,12,gamma,2.0,7.897419894510847e-10
P001,S2_5,Sucralose,5,gamma,2.0,5.682335803232551e-10
P001,S2_7,Sucralose,7,gamma,2.0,8.315794143414891e-10
P001,S2_5,Sucralose,5,gamma,2.0,3.082019036516098e-10
P001,S2_7,Sucralose,7,gamma,2.0,6.098113427824596e-10
P001,H2O,Water,0,gamma,2.0,6.037989721199075e-10
P001,S2_12,Sucralose,12,gamma,2.0,5.79406253806322e-10
P001,S1_12,Sucrose,12,gamma,2.0,3.249014022706513e-10
P001,S1_5,Sucrose,5,gamma,2.0,2.3909417999281594e-10
P001,S1_7,Sucrose,7,gamma,2.0,5.773293748454539e-10
P001,S1_5,Sucrose,5,delta,2.5,1.3549902446238684e-09
P001,S1_7,Sucrose,7,delta,2.5,1.2277008694420073e-09
P001,H2O,Water,0,delta,2.5,8.25258928469692e-10
P001,S1_12,Sucrose,12,delta,2.5,2.461356176828317e-09
P001,S2_12,Sucralose,12,delta,2.5,2.699827472231998e-09
P001,S2_5,Sucralose,5,delta,2.5,8.397541119485923e-10
P001,S2_7,Sucralose,7,delta,2.5,1.2841846368097457e-09
P001,S2_5,Sucralose,5,delta,2.5,2.9348015073320607e-10
P001,S2_7,Sucralose,7,delta,2.5,2.2845820007077194e-10
P001,H2O,Water,0,delta,2.5,1.6240951509215145e-09
P001,S2_12,Sucralose,12,delta,2.5,9.68106807177451e-10
P001,S1_12,Sucrose,12,delta,2.5,3.047589085400889e-10
P001,S1_5,Sucrose,5,delta,2.5,1.017141795476926e-09
P001,S1_7,Sucrose,7,delta,2.5,9.237669316218562e-10
P001,S1_5,Sucrose,5,theta,2.5,2.0449464760217886e-10
P001,S1_7,Sucrose,7,theta,2.5,7.171235104260661e-11
P001,H2O,Water,0,theta,2.5,3.1692146776860757e-10
P001,S1_12,Sucrose,12,theta,2.5,3.602278964242178e-10
P001,S2_12,Sucralose,12,theta,2.5,7.843900963415622e-10
P001,S2_5,Sucralose,5,theta,2.5,2.831564669112279e-10
P001,S2_7,Sucralose,7,theta,2.5,3.447503526828864e-10
P001,S2_5,Sucralose,5,theta,2.5,7.519748959018308e-11
P001,S2_7,Sucralose,7,theta,2.5,9.976664765405455e-11
P001,H2O,Water,0,theta,2.5,6.553894990137357e-10
P001,S2_12,Sucralose,12,theta,2.5,3.286475108486684e-10
P001,S1_12,Sucrose,12,theta,2.5,1.5840465325367405e-10
P001,S1_5,Sucrose,5,theta,2.5,1.4616685879619275e-10
P001,S1_7,Sucrose,7,theta,2.5,3.841345814917679e-10
P001,S1_5,Sucrose,5,alpha,2.5,8.401652668781425e-11
P001,S1_7,Sucrose,7,alpha,2.5,4.317562122559084e-11
P001,H2O,Water,0,alpha,2.5,1.4793576871987988e-10
P001,S1_12,Sucrose,12,alpha,2.5,5.152919151759489e-10
P001,S2_12,Sucralose,12,alpha,2.5,4.732154525757019e-10
P001,S2_5,Sucralose,5,alpha,2.5,1.9043621169439686e-10
P001,S2_7,Sucralose,7,alpha,2.5,1.6786687982353533e-10
P001,S2_5,Sucralose,5,alpha,2.5,7.548199306697471e-11
P001,S2_7,Sucralose,7,alpha,2.5,8.067505773338693e-11
P001,H2O,Water,0,alpha,2.5,3.96432333270296e-10
P001,S2_12,Sucralose,12,alpha,2.5,1.878965169089141e-10
P001,S1_12,Sucrose,12,alpha,2.5,1.2885449554300736e-10
P001,S1_5,Sucrose,5,alpha,2.5,1.2369150350156477e-10
P001,S1_7,Sucrose,7,alpha,2.5,2.5935125677961074e-10
P001,S1_5,Sucrose,5,beta,2.5,2.840992907217692e-10
P001,S1_7,Sucrose,7,beta,2.5,1.3343835872977457e-10
P001,H2O,Water,0,beta,2.5,2.8211120358154713e-10
P001,S1_12,Sucrose,12,beta,2.5,1.0721667816459355e-09
P001,S2_12,Sucralose,12,beta,2.5,7.487275935975979e-10
P001,S2_5,Sucralose,5,beta,2.5,5.522724971740299e-10
P001,S2_7,Sucralose,7,beta,2.5,4.916542917152605e-10
P001,S2_5,Sucralose,5,beta,2.5,3.630809214897632e-10
P001,S2_7,Sucralose,7,beta,2.5,1.4326145525012577e-10
P001,H2O,Water,0,beta,2.5,8.480902905948309e-10
P001,S2_12,Sucralose,12,beta,2.5,8.528329407012997e-10
P001,S1_12,Sucrose,12,beta,2.5,4.5717318230644557e-10
P001,S1_5,Sucrose,5,beta,2.5,3.6393212444336143e-10
P001,S1_7,Sucrose,7,beta,2.5,3.5803447171750474e-10
P001,S1_5,Sucrose,5,gamma,2.5,5.195094376679794e-10
P001,S1_7,Sucrose,7,gamma,2.5,1.7607580367096217e-10
P001,H2O,Water,0,gamma,2.5,4.5610169557939303e-10
P001,S1_12,Sucrose,12,gamma,2.5,5.640671592689332e-10
P001,S2_12,Sucralose,12,gamma,2.5,7.822421524003824e-10
P001,S2_5,Sucralose,5,gamma,2.5,6.067580394459781e-10
P001,S2_7,Sucralose,7,gamma,2.5,6.719097979630086e-10
P001,S2_5,Sucralose,5,gamma,2.5,2.270547949452355e-10
P001,S2_7,Sucralose,7,gamma,2.5,1.8716401699633527e-10
P001,H2O,Water,0,gamma,2.5,1.0814424790283995e-09
P001,S2_12,Sucralose,12,gamma,2.5,7.429487571308244e-10
P001,S1_12,Sucrose,12,gamma,2.5,3.952864090139406e-10
P001,S1_5,Sucrose,5,gamma,2.5,3.631468390394487e-10
P001,S1_7,Sucrose,7,gamma,2.5,6.312983343973656e-10
P001,S1_5,Sucrose,5,delta,3.0,7.48428333691461e-10
P001,S1_7,Sucrose,7,delta,3.0,1.5319368912712897e-09
P001,H2O,Water,0,delta,3.0,3.8140210711978553e-10
P001,S1_12,Sucrose,12,delta,3.0,1.4720692145545907e-09
P001,S2_12,Sucralose,12,delta,3.0,4.244109083353225e-10
P001,S2_5,Sucralose,5,delta,3.0,1.4551294704165667e-09
P001,S2_7,Sucralose,7,delta,3.0,2.9198168413839556e-10
P001,S2_5,Sucralose,5,delta,3.0,2.489057472404819e-10
P001,S2_7,Sucralose,7,delta,3.0,2.6062907997029563e-10
P001,H2O,Water,0,delta,3.0,1.0275182313633795e-09
P001,S2_12,Sucralose,12,delta,3.0,1.5327913870895479e-09
P001,S1_12,Sucrose,12,delta,3.0,5.585471350748455e-11
P001,S1_5,Sucrose,5,delta,3.0,4.998275560989338e-10
P001,S1_7,Sucrose,7,delta,3.0,1.2841012237412552e-09
P001,S1_5,Sucrose,5,theta,3.0,2.3267637497487423e-10
P001,S1_7,Sucrose,7,theta,3.0,3.8083513702881616e-10
P001,H2O,Water,0,theta,3.0,8.40508481891928e-11
P001,S1_12,Sucrose,12,theta,3.0,2.7334524841618454e-10
P001,S2_12,Sucralose,12,theta,3.0,6.046011785393608e-10
P001,S2_5,Sucralose,5,theta,3.0,1.8586813453842594e-10
P001,S2_7,Sucralose,7,theta,3.0,1.5470319076993616e-10
P001,S2_5,Sucralose,5,theta,3.0,1.9823088574172878e-10
P001,S2_7,Sucralose,7,theta,3.0,1.0437798252939827e-10
P001,H2O,Water,0,theta,3.0,2.78846668804905e-10
P001,S2_12,Sucralose,12,theta,3.0,2.6358928819426587e-10
P001,S1_12,Sucrose,12,theta,3.0,7.575326549866764e-11
P001,S1_5,Sucrose,5,theta,3.0,2.890787832421496e-10
P001,S1_7,Sucrose,7,theta,3.0,1.668858454849569e-09
P001,S1_5,Sucrose,5,alpha,3.0,1.0487631487020411e-10
P001,S1_7,Sucrose,7,alpha,3.0,1.6711750547116447e-10
P001,H2O,Water,0,alpha,3.0,6.800735839332117e-11
P001,S1_12,Sucrose,12,alpha,3.0,5.371745773274867e-10
P001,S2_12,Sucralose,12,alpha,3.0,1.6666530265394443e-10
P001,S2_5,Sucralose,5,alpha,3.0,1.1647833752203367e-10
P001,S2_7,Sucralose,7,alpha,3.0,2.9195479390716663e-10
P001,S2_5,Sucralose,5,alpha,3.0,1.773078177046859e-10
P001,S2_7,Sucralose,7,alpha,3.0,5.4787258225897053e-11
P001,H2O,Water,0,alpha,3.0,1.136506306160068e-10
P001,S2_12,Sucralose,12,alpha,3.0,1.7311531465652908e-10
P001,S1_12,Sucrose,12,alpha,3.0,1.0118399923840013e-10
P001,S1_5,Sucrose,5,alpha,3.0,2.650712883110925e-10
P001,S1_7,Sucrose,7,alpha,3.0,2.2067378701732545e-10
P001,S1_5,Sucrose,5,beta,3.0,3.054467864000032e-10
P001,S1_7,Sucrose,7,beta,3.0,5.466463028251286e-10
P001,H2O,Water,0,beta,3.0,1.8084996367885533e-10
P001,S1_12,Sucrose,12,beta,3.0,7.976197101416971e-10
P001,S2_12,Sucralose,12,beta,3.0,4.686495588503489e-10
P001,S2_5,Sucralose,5,beta,3.0,4.671175532971255e-10
P001,S2_7,Sucralose,7,beta,3.0,6.61401391648145e-10
P001,S2_5,Sucralose,5,beta,3.0,4.802279395656251e-10
P001,S2_7,Sucralose,7,beta,3.0,1.7162185100170998e-10
P001,H2O,Water,0,beta,3.0,6.352917011773397e-10
P001,S2_12,Sucralose,12,beta,3.0,3.5860816633687867e-10
P001,S1_12,Sucrose,12,beta,3.0,3.756060419343371e-10
P001,S1_5,Sucrose,5,beta,3.0,7.814510035685926e-10
P001,S1_7,Sucrose,7,beta,3.0,2.886882736952938e-10
P001,S1_5,Sucrose,5,gamma,3.0,5.02333871355018e-10
