window,summary_feature_index,node,source_feature,statistic,raw_icc1,raw_icck,raw_effective_repeats,raw_n_conditions,subject_centered_icc1,subject_centered_icck,subject_centered_effective_repeats,subject_centered_n_conditions
2:4,557,corner_vertical_L,velocity,slope_per_second,-0.01963751834437847,-0.10655770746196973,5.0,140,-0.06880635040542574,-0.47467413013219434,5.0,140
2:4,558,corner_vertical_L,acceleration,mean,0.06184998414527381,0.24791561363548642,5.0,140,0.006008601936983632,0.0293378908536765,5.0,140
2:4,559,corner_vertical_L,acceleration,std,0.3887191288395748,0.7607395631507856,5.0,140,0.07896140914841407,0.3000405478898813,5.0,140
2:4,560,corner_vertical_L,acceleration,quantile_10,0.32418206348902834,0.7057475409435681,5.0,140,0.06181795013769565,0.24781266645488764,5.0,140
2:4,561,corner_vertical_L,acceleration,quantile_90,0.4022084972397311,0.7708587417634718,5.0,140,0.08294114008056197,0.31139565712911244,5.0,140
2:4,562,corner_vertical_L,acceleration,late_minus_early,-0.02166412842396229,-0.11859792481592166,5.0,140,-0.05573411147582909,-0.358620032956111,5.0,140
2:4,563,corner_vertical_L,acceleration,slope_per_second,0.025587601073420008,0.11605929010301859,5.0,140,-0.004757670455132128,-0.024249843328238003,5.0,140
2:4,564,corner_vertical_L,abs_velocity,mean,0.36545769589431165,0.7422477985332343,5.0,140,0.05812812307053649,0.23581149657519995,5.0,140
2:4,565,corner_vertical_L,abs_velocity,std,0.25698514794921135,0.6336111348348502,5.0,140,0.02034056824606067,0.09405066532387278,5.0,140
2:4,566,corner_vertical_L,abs_velocity,quantile_10,0.21515284605612056,0.5781778180020058,5.0,140,0.0064609037544073105,0.031490685616327,5.0,140
2:4,567,corner_vertical_L,abs_velocity,quantile_90,0.3177772548195526,0.6996081036227547,5.0,140,0.041757935252973645,0.17890659604839335,5.0,140
2:4,568,corner_vertical_L,abs_velocity,late_minus_early,0.024654956841249995,0.11220877425990036,5.0,140,-0.03450291092466687,-0.20013559738042097,5.0,140
2:4,569,corner_vertical_L,abs_velocity,slope_per_second,0.01784683590853662,0.08328843911857378,5.0,140,-0.03944921830612898,-0.23420251630486652,5.0,140
2:4,570,corner_vertical_L,baseline_robust_z,mean,0.1622402590262828,0.49194691528156587,5.0,140,-0.012499367911555018,-0.06578597181848903,5.0,140
2:4,571,corner_vertical_L,baseline_robust_z,std,0.1766331268500758,0.5175205455627537,5.0,140,-0.017588384485592273,-0.09459716786671281,5.0,140
2:4,572,corner_vertical_L,baseline_robust_z,quantile_10,0.16924904404620617,0.5046196480639826,5.0,140,-0.0024900910871232364,-0.012575714130296428,5.0,140
2:4,573,corner_vertical_L,baseline_robust_z,quantile_90,0.15753185675580153,0.48318878065708093,5.0,140,-0.01379853038317238,-0.07302309764179668,5.0,140
2:4,574,corner_vertical_L,baseline_robust_z,late_minus_early,0.046276169673217536,0.19524085300320712,5.0,140,-0.02639978762381798,-0.14758364573578384,5.0,140
2:4,575,corner_vertical_L,baseline_robust_z,slope_per_second,0.04823803698469953,0.20217926204351946,5.0,140,-0.02217367859662453,-0.12165889382336316,5.0,140
2:4,576,inner_lip_aperture,value,mean,0.7880691284566256,0.9489603183126957,5.0,140,0.18095406908074904,0.5248647189558244,5.0,140
2:4,577,inner_lip_aperture,value,std,0.4364390834621722,0.7947520289435545,5.0,140,0.06363885078283155,0.2536310896433558,5.0,140
2:4,578,inner_lip_aperture,value,quantile_10,0.7281987484834341,0.9305352690498845,5.0,140,0.07768193861106633,0.29633132566115017,5.0,140
2:4,579,inner_lip_aperture,value,quantile_90,0.7602500652916232,0.9406706460743535,5.0,140,0.18266172324491334,0.5277267245729855,5.0,140
2:4,580,inner_lip_aperture,value,late_minus_early,0.08382752572071518,0.3138878584822214,5.0,140,-0.04939567544232322,-0.3077929373608868,5.0,140
2:4,581,inner_lip_aperture,value,slope_per_second,0.07335961032922601,0.2835836943833813,5.0,140,-0.05065335902413763,-0.31762109695060603,5.0,140
2:4,582,inner_lip_aperture,delta,mean,0.35090134221475117,0.7299479081737211,5.0,140,0.11451775570777324,0.3927029407847964,5.0,140
2:4,583,inner_lip_aperture,delta,std,0.43643908710373086,0.7947520313586445,5.0,140,0.06363885300479298,0.25363109670209,5.0,140
2:4,584,inner_lip_aperture,delta,quantile_10,0.25590324293980826,0.6322929495686572,5.0,140,0.09254908242051547,0.337721976098091,5.0,140
2:4,585,inner_lip_aperture,delta,quantile_90,0.41595623177214147,0.7807499425774236,5.0,140,0.10464579502317888,0.36883912234296845,5.0,140
2:4,586,inner_lip_aperture,delta,late_minus_early,0.0838275251531895,0.31388785689077786,5.0,140,-0.04939567694858479,-0.3077929490577615,5.0,140
2:4,587,inner_lip_aperture,delta,slope_per_second,0.07335961273064052,0.2835837015604253,5.0,140,-0.05065335773385534,-0.3176210868040908,5.0,140
2:4,588,inner_lip_aperture,velocity,mean,0.07482129359696846,0.2879325304093409,5.0,140,-0.04152395115140278,-0.248973151716573,5.0,140
2:4,589,inner_lip_aperture,velocity,std,0.4557361248884838,0.8071999377963267,5.0,140,0.1329062867033802,0.43387341537152846,5.0,140
2:4,590,inner_lip_aperture,velocity,quantile_10,0.445240094045953,0.800514990898461,5.0,140,0.09437966908651771,0.34257128671701187,5.0,140
2:4,591,inner_lip_aperture,velocity,quantile_90,0.4992561687334932,0.8329196834932503,5.0,140,0.1111066933427949,0.38460479752628973,5.0,140
2:4,592,inner_lip_aperture,velocity,late_minus_early,-0.01764266434783649,-0.09491127264348229,5.0,140,-0.05237253081394347,-0.3312579156483385,5.0,140
2:4,593,inner_lip_aperture,velocity,slope_per_second,-0.007407452954701459,-0.0381681807877134,5.0,140,-0.03765772948808181,-0.22168059965931383,5.0,140
2:4,594,inner_lip_aperture,acceleration,mean,-0.013349951969964505,-0.07051526125334938,5.0,140,-0.05160937309360294,-0.32517522310890745,5.0,140
2:4,595,inner_lip_aperture,acceleration,std,0.5101636008260473,0.8389042836825974,5.0,140,0.1812863633839954,0.5254234157833414,5.0,140
2:4,596,inner_lip_aperture,acceleration,quantile_10,0.4667110123720995,0.8139804682703028,5.0,140,0.11961728893113452,0.4045308908474148,5.0,140
2:4,597,inner_lip_aperture,acceleration,quantile_90,0.5308143859839617,0.8497768411935754,5.0,140,0.17161088493634627,0.5087952276251586,5.0,140
2:4,598,inner_lip_aperture,acceleration,late_minus_early,0.06497947151845322,0.25787185116064926,5.0,140,0.02952065254404938,0.13201463056203536,5.0,140
2:4,599,inner_lip_aperture,acceleration,slope_per_second,0.037340546899257095,0.16244029646270589,5.0,140,-0.009024615439614882,-0.04681295278394627,5.0,140
2:4,600,inner_lip_aperture,abs_velocity,mean,0.5129047562735258,0.8403813714225178,5.0,140,0.1429957042071188,0.4548259137323687,5.0,140
2:4,601,inner_lip_aperture,abs_velocity,std,0.3779997861652786,0.752388365594514,5.0,140,0.10803050521834434,0.3771693460605477,5.0,140
2:4,602,inner_lip_aperture,abs_velocity,quantile_10,0.3481650318577195,0.7275689260379036,5.0,140,0.08075105933960455,0.3051806527121806,5.0,140
2:4,603,inner_lip_aperture,abs_velocity,quantile_90,0.45777953905316754,0.8084783357568558,5.0,140,0.08979097906148607,0.33031696173001607,5.0,140
2:4,604,inner_lip_aperture,abs_velocity,late_minus_early,0.06569371293534844,0.2601164920443078,5.0,140,-0.010535015205341064,-0.05499246170778805,5.0,140
2:4,605,inner_lip_aperture,abs_velocity,slope_per_second,0.06266382887775546,0.25052397771223966,5.0,140,-0.008186908459160439,-0.04232043645255741,5.0,140
2:4,606,inner_lip_aperture,baseline_robust_z,mean,0.31800855524804106,0.6998322303199539,5.0,140,0.10224298460723256,0.36282832119864034,5.0,140
2:4,607,inner_lip_aperture,baseline_robust_z,std,0.19897633520251123,0.5539722241506414,5.0,140,-0.045858356920546794,-0.28079986663168494,5.0,140
2:4,608,inner_lip_aperture,baseline_robust_z,quantile_10,0.26065277345486504,0.6380381812366268,5.0,140,0.09448369468542317,0.3428453078588528,5.0,140
2:4,609,inner_lip_aperture,baseline_robust_z,quantile_90,0.33394696963749426,0.7148486656348342,5.0,140,0.06715506810207389,0.26467757753306875,5.0,140
2:4,610,inner_lip_aperture,baseline_robust_z,late_minus_early,0.0581990660492321,0.2360449481372508,5.0,140,-0.061638770514492965,-0.4090462955331501,5.0,140
2:4,611,inner_lip_aperture,baseline_robust_z,slope_per_second,0.0500803416492131,0.20861222270499416,5.0,140,-0.06404382277414805,-0.43050346410625023,5.0,140
2:4,612,outer_mouth_open,value,mean,0.6042222039565542,0.8841701274532853,5.0,140,0.10063773491791289,0.3587667729967547,5.0,140
2:4,613,outer_mouth_open,value,std,0.40639432348586063,0.7739142253083005,5.0,140,0.005015531217109593,0.024584439980831888,5.0,140
2:4,614,outer_mouth_open,value,quantile_10,0.5250753759439067,0.8468134071871016,5.0,140,0.07599182534860069,0.2913870051317181,5.0,140
2:4,615,outer_mouth_open,value,quantile_90,0.6385419070344494,0.8983002123749194,5.0,140,0.10609016225277611,0.3724132730233445,5.0,140
2:4,616,outer_mouth_open,value,late_minus_early,0.08706416647692447,0.3228768256017097,5.0,140,-0.02542715389265688,-0.1415306566076504,5.0,140
2:4,617,outer_mouth_open,value,slope_per_second,0.0797685371464327,0.3023656298319468,5.0,140,-0.01867128072512486,-0.10089149751732085,5.0,140
2:4,618,outer_mouth_open,delta,mean,0.2202129650715451,0.5854075212442268,5.0,140,-0.019981818793882233,-0.10858825750809159,5.0,140
2:4,619,outer_mouth_open,delta,std,0.4063943256020348,0.7739142268431711,5.0,140,0.0050155335180552645,0.02458445103747063,5.0,140
2:4,620,outer_mouth_open,delta,quantile_10,0.1702209062942995,0.5063435199934049,5.0,140,-0.04085714075005669,-0.24419397401723483,5.0,140
2:4,621,outer_mouth_open,delta,quantile_90,0.27338646840503983,0.6529268640583928,5.0,140,-0.016994147140811065,-0.09116802717763188,5.0,140
2:4,622,outer_mouth_open,delta,late_minus_early,0.08706417233602387,0.32287684171765224,5.0,140,-0.025427148282355153,-0.1415306218442906,5.0,140
2:4,623,outer_mouth_open,delta,slope_per_second,0.07976853574558225,0.3023656258064141,5.0,140,-0.01867128069058232,-0.1008914973156026,5.0,140
2:4,624,outer_mouth_open,velocity,mean,0.024668118602110035,0.11226329582613839,5.0,140,-0.08307464826583662,-0.6220943029532818,5.0,140
2:4,625,outer_mouth_open,velocity,std,0.438637861903805,0.7962056077833654,5.0,140,0.10023681528795421,0.35774656929463033,5.0,140
2:4,626,outer_mouth_open,velocity,quantile_10,0.3562197605504754,0.7345103701069796,5.0,140,0.02616025043233314,0.11841064378100606,5.0,140
2:4,627,outer_mouth_open,velocity,quantile_90,0.3847033262220967,0.7576439856396004,5.0,140,0.039107548339934226,0.16908737148377462,5.0,140
2:4,628,outer_mouth_open,velocity,late_minus_early,0.05983653787104052,0.2414036538516059,5.0,140,0.01950342888807701,0.09046002201411996,5.0,140
2:4,629,outer_mouth_open,velocity,slope_per_second,0.03702256428283169,0.16123542575536717,5.0,140,0.009150110097313811,0.04413518333967637,5.0,140
2:4,630,outer_mouth_open,acceleration,mean,0.04152902486336977,0.17806556689695424,5.0,140,-0.002278875867855464,-0.0114992003398942,5.0,140
2:4,631,outer_mouth_open,acceleration,std,0.5226671757064197,0.845556780687243,5.0,140,0.20168123601691895,0.5581403984019064,5.0,140
2:4,632,outer_mouth_open,acceleration,quantile_10,0.48640913583341194,0.8256435046852912,5.0,140,0.178014410894383,0.5198843963057295,5.0,140
2:4,633,outer_mouth_open,acceleration,quantile_90,0.514913082858348,0.8414568504538562,5.0,140,0.1936179998586235,0.5455651030851081,5.0,140
2:4,634,outer_mouth_open,acceleration,late_minus_early,0.0442568302424588,0.18800256142734437,5.0,140,0.009220160419496515,0.044461050042247444,5.0,140
2:4,635,outer_mouth_open,acceleration,slope_per_second,0.045570690118323036,0.19272331307647653,5.0,140,0.004546150889043924,0.02232478704336007,5.0,140
2:4,636,outer_mouth_open,abs_velocity,mean,0.44401174206660887,0.7997194340409196,5.0,140,0.07587581469928212,0.29104574226112884,5.0,140
2:4,637,outer_mouth_open,abs_velocity,std,0.4148205521867984,0.7799483462535992,5.0,140,0.1024255846279752,0.3632879858030771,5.0,140
