epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_trial_balanced_accuracy,validation_trial_macro_f1,validation_condition_balanced_accuracy,validation_condition_macro_f1,learning_rate
1,0.7119783311731676,0.6070588235294118,0.7527925596237183,0.28,0.5,0.21875000000000003,0.5,0.21875000000000003,0.001
2,0.6998146895801319,0.5576470588235294,0.747370777130127,0.392,0.42063492063492064,0.38311688311688313,0.45238095238095233,0.3961352657004831,0.001
3,0.6806035274617812,0.5952941176470589,0.7624158315658569,0.448,0.47698412698412695,0.4363113521992027,0.5238095238095238,0.4391025641025641,0.001
4,0.7006668863577001,0.5317647058823529,0.7474550867080688,0.496,0.4753968253968254,0.46065337990548594,0.4642857142857143,0.44821731748726656,0.001
5,0.6647471469991347,0.5764705882352941,0.79874911403656,0.328,0.48968253968253966,0.3121069182389937,0.45634920634920634,0.25,0.001
6,0.6620585607079899,0.6705882352941176,0.7710772981643677,0.648,0.5111111111111111,0.5061063218390804,0.4444444444444444,0.3902439024390244,0.001
7,0.6422426707604352,0.6,0.9161780862808228,0.28,0.48253968253968255,0.2328150572831424,0.5,0.21875000000000003,0.001
8,0.646528112187105,0.6305882352941177,0.8370475521087647,0.312,0.46111111111111114,0.2990349504434011,0.5,0.21875000000000003,0.001
9,0.644064970296972,0.6517647058823529,0.8116707396507263,0.4,0.4873015873015873,0.39984636066833107,0.3968253968253968,0.32,0.001
10,0.6355434173696182,0.6305882352941177,0.7673911933898926,0.4,0.46984126984126984,0.39861440759509914,0.5793650793650793,0.5129870129870129,0.001
11,0.6418043863072115,0.6164705882352941,0.8103287324905396,0.36,0.40714285714285714,0.3566649511065363,0.2976190476190476,0.24,0.001
12,0.6052564044559703,0.6823529411764706,0.8085665860176087,0.432,0.526984126984127,0.43185455476602014,0.5952380952380952,0.48,0.001
13,0.6143650261093588,0.6541176470588236,0.8385806827545166,0.384,0.47619047619047616,0.384,0.3968253968253968,0.32,0.001
14,0.5837281379980199,0.6329411764705882,0.9250723257064819,0.344,0.4658730158730159,0.3405815748841997,0.4126984126984127,0.2694805194805195,0.001
15,0.6266100410854115,0.6235294117647059,0.7975257377624512,0.608,0.4833333333333334,0.4800950683303625,0.4166666666666667,0.37499999999999994,0.001
16,0.6229435505586512,0.6517647058823529,0.7671132154464722,0.496,0.5015873015873016,0.473208910295003,0.39285714285714285,0.39236111111111116,0.001
17,0.6298522170852212,0.6705882352941176,0.9663935010433197,0.304,0.4992063492063492,0.26723266626238124,0.5,0.21875000000000003,0.001
18,0.5759630204649533,0.6964705882352941,0.8384745292663575,0.44,0.41904761904761906,0.40814393939393934,0.3492063492063492,0.35661764705882354,0.001
19,0.5881968834820915,0.6588235294117647,0.8474300718307495,0.48,0.5166666666666666,0.46898895497026344,0.4801587301587301,0.4318181818181818,0.001
20,0.5734324041534873,0.7223529411764706,0.7925452299118042,0.472,0.46746031746031746,0.44616004296455425,0.4365079365079365,0.41666666666666663,0.001
21,0.5516644594248603,0.72,1.0070747680664063,0.408,0.4753968253968254,0.4061376476630715,0.4801587301587301,0.4318181818181818,0.001
22,0.5555146988700418,0.691764705882353,0.858715947151184,0.424,0.4865079365079365,0.4209984559958826,0.4246031746031746,0.3589743589743589,0.001
23,0.5621646702990812,0.6729411764705883,0.906058123588562,0.416,0.4984126984126984,0.415401371003908,0.49603174603174605,0.4,0.001
24,0.5320490462639752,0.7152941176470589,0.8140411682128906,0.488,0.47857142857142854,0.4588744588744589,0.4642857142857143,0.44821731748726656,0.001
