subject_id,epoch_ix,condition,condition_label,repeat,jar,jar_group,jar_numeric
P027,0,189,Medium/189,1,3.0,Vua_phai,1
P027,1,189,Medium/189,2,3.0,Vua_phai,1
P027,2,189,Medium/189,3,3.0,Vua_phai,1
P027,3,189,Medium/189,4,3.0,Vua_phai,1
P027,4,189,Medium/189,5,3.0,Vua_phai,1
P027,5,762,MedHigh/762,1,3.0,Vua_phai,1
P027,6,762,MedHigh/762,2,3.0,Vua_phai,1
P027,7,762,MedHigh/762,3,3.0,Vua_phai,1
P027,8,762,MedHigh/762,4,3.0,Vua_phai,1
P027,9,762,MedHigh/762,5,3.0,Vua_phai,1
P027,10,453,MedLow/453,1,1.0,Khong_du,0
P027,11,453,MedLow/453,2,1.0,Khong_du,0
P027,12,453,MedLow/453,3,1.0,Khong_du,0
P027,13,453,MedLow/453,4,1.0,Khong_du,0
P027,14,453,MedLow/453,5,1.0,Khong_du,0
P027,15,893,High/893,1,3.0,Vua_phai,1
P027,16,893,High/893,2,3.0,Vua_phai,1
P027,17,893,High/893,3,3.0,Vua_phai,1
P027,18,893,High/893,4,3.0,Vua_phai,1
P027,19,893,High/893,5,3.0,Vua_phai,1
P027,20,258,Low/258,1,1.0,Khong_du,0
P027,21,258,Low/258,2,1.0,Khong_du,0
P027,22,258,Low/258,3,1.0,Khong_du,0
P027,23,258,Low/258,4,1.0,Khong_du,0
P027,24,258,Low/258,5,1.0,Khong_du,0
P027,25,605,Water/605,1,1.0,Khong_du,0
P027,26,605,Water/605,2,1.0,Khong_du,0
P027,27,605,Water/605,3,1.0,Khong_du,0
P027,28,605,Water/605,4,1.0,Khong_du,0
P027,29,605,Water/605,5,1.0,Khong_du,0
