fold,experiment,k_features,C,balanced_accuracy,macro_f1,negative_log_likelihood
1,video_raw,16,0.1,0.4988390092879257,0.4977168949771689,0.8060940640597752
1,video_trial_delta,16,0.1,0.4988390092879257,0.4977168949771689,0.8113970200080811
1,video_water_delta,16,0.1,0.46904024767801855,0.4607843137254902,0.8156133947500196
