intensity,n,t,p,mean_sucrose,mean_sucralose,mean_diff,p_fdr
5,23,3.8393760982130183,0.0008916354668736549,2.4130434782608696,1.826086956521739,0.5869565217391305,0.0026749064006209647
7,23,0.8903891243679882,0.38289100932485515,3.0217391304347827,2.847826086956522,0.17391304347826086,0.38289100932485515
12,23,-1.2321971673214192,0.23088285790290217,3.760869565217391,3.9130434782608696,-0.15217391304347827,0.3463242868543533
