intensity,n,t,p,mean_sucrose,mean_sucralose,mean_diff,p_fdr
5,23,6.885696806628978,6.476273525099461e-07,2.782608695652174,1.891304347826087,0.8913043478260869,1.9428820575298383e-06
7,23,1.784802611492641,0.08809073794014856,3.217391304347826,2.869565217391304,0.34782608695652173,0.13213610691022284
12,23,0.4124355619772684,0.6840116575091393,4.065217391304348,4.0,0.06521739130434782,0.6840116575091393
