epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_trial_balanced_accuracy,validation_trial_macro_f1,validation_condition_balanced_accuracy,validation_condition_macro_f1,learning_rate
1,1.1114673650965972,0.3411764705882353,1.1321460456848145,0.4,0.3333333333333333,0.1904761904761905,0.3333333333333333,0.1904761904761905,0.001
2,1.0756103975632612,0.4235294117647059,1.3257981595993042,0.24,0.24,0.24208251248015608,0.2392857142857143,0.23078149920255187,0.001
3,1.0582152318954468,0.4188235294117647,1.3013972272872925,0.296,0.25785714285714284,0.21128735762882103,0.27499999999999997,0.20683760683760685,0.001
4,1.0331375941108254,0.4611764705882353,1.4235767211914063,0.184,0.18857142857142858,0.1609778383273012,0.19999999999999998,0.15004748338081672,0.001
5,1.0290514572928933,0.44941176470588234,1.3884707498550415,0.328,0.2873809523809524,0.24047877740133558,0.27499999999999997,0.20683760683760685,0.001
6,0.9804910441005931,0.5152941176470588,1.5033475408554078,0.144,0.14809523809523809,0.13708494564215956,0.11666666666666665,0.10559006211180126,0.001
7,1.0081997468892265,0.4611764705882353,1.5717759914398193,0.328,0.3216666666666667,0.32112332112332115,0.20833333333333334,0.17107583774250443,0.001
8,0.9689475718666526,0.5317647058823529,1.409875283241272,0.296,0.2904761904761905,0.2789961013645224,0.30357142857142855,0.29572649572649573,0.001
9,0.943237258125754,0.5176470588235295,1.7072610445022582,0.192,0.2092857142857143,0.1961299865880113,0.2261904761904762,0.19166666666666665,0.001
10,0.9305457067489624,0.5035294117647059,1.4939916820526122,0.256,0.26166666666666666,0.25175848338979023,0.2988095238095238,0.2888888888888889,0.001
11,0.9232695725384881,0.5529411764705883,1.69846782207489,0.208,0.23428571428571424,0.18774205886526132,0.23214285714285712,0.17676767676767677,0.001
12,0.9275125015483183,0.5529411764705883,1.6177673559188843,0.224,0.2064285714285714,0.19970582002667567,0.27499999999999997,0.20853858784893267,0.001
13,0.8955687409288743,0.56,1.9232878847122192,0.272,0.3019047619047619,0.23851408104724323,0.3273809523809524,0.2272727272727273,0.001
