subject_id,epoch_ix,condition,condition_label,repeat,jar,jar_group,jar_numeric
P025,0,258,Low/258,1,1.0,Khong_du,0
P025,1,258,Low/258,2,1.0,Khong_du,0
P025,2,258,Low/258,3,1.0,Khong_du,0
P025,3,258,Low/258,4,1.0,Khong_du,0
P025,4,258,Low/258,5,1.0,Khong_du,0
P025,5,453,MedLow/453,1,1.0,Khong_du,0
P025,6,453,MedLow/453,2,1.0,Khong_du,0
P025,7,453,MedLow/453,3,1.0,Khong_du,0
P025,8,453,MedLow/453,4,1.0,Khong_du,0
P025,9,453,MedLow/453,5,1.0,Khong_du,0
P025,10,605,Water/605,1,1.0,Khong_du,0
P025,11,605,Water/605,2,1.0,Khong_du,0
P025,12,605,Water/605,3,1.0,Khong_du,0
P025,13,605,Water/605,4,1.0,Khong_du,0
P025,14,605,Water/605,5,1.0,Khong_du,0
P025,15,189,Medium/189,1,3.0,Vua_phai,1
P025,16,189,Medium/189,2,3.0,Vua_phai,1
P025,17,189,Medium/189,3,3.0,Vua_phai,1
P025,18,189,Medium/189,4,3.0,Vua_phai,1
P025,19,189,Medium/189,5,3.0,Vua_phai,1
P025,20,893,High/893,1,4.0,Qua_nhieu,2
P025,21,893,High/893,2,4.0,Qua_nhieu,2
P025,22,893,High/893,3,4.0,Qua_nhieu,2
P025,23,893,High/893,4,4.0,Qua_nhieu,2
P025,24,893,High/893,5,4.0,Qua_nhieu,2
P025,25,762,MedHigh/762,1,3.0,Vua_phai,1
P025,26,762,MedHigh/762,2,3.0,Vua_phai,1
P025,27,762,MedHigh/762,3,3.0,Vua_phai,1
P025,28,762,MedHigh/762,4,3.0,Vua_phai,1
P025,29,762,MedHigh/762,5,3.0,Vua_phai,1
