epoch,loss,accuracy
1,0.6194429467553678,0.6956521739130435
2,0.6213780418686244,0.6956521739130435
3,0.6167662485786106,0.6956521739130435
4,0.6128735438637112,0.6956521739130435
5,0.6120860548123069,0.6956521739130435
6,0.613731152596681,0.6956521739130435
7,0.6053334749263266,0.6956521739130435
