inner_fold,epoch,train_loss,train_accuracy,validation_n,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_per_class_recall,validation_per_class_precision,validation_per_class_f1,validation_support,validation_loss,validation_mae,validation_quadratic_weighted_kappa
1,1,0.7313767126628331,0.35714285714285715,40,0.275,0.5,0.21568627450980396,"[0.0, 1.0]","[0.0, 0.275]","[0.0, 0.4313725490196079]","[29, 11]",0.7300632357597351,0.725,0.0
1,2,0.7084857583045959,0.34285714285714286,40,0.275,0.5,0.21568627450980396,"[0.0, 1.0]","[0.0, 0.275]","[0.0, 0.4313725490196079]","[29, 11]",0.7152826666831971,0.725,0.0
1,3,0.6889535103525434,0.38571428571428573,40,0.275,0.5,0.21568627450980396,"[0.0, 1.0]","[0.0, 0.275]","[0.0, 0.4313725490196079]","[29, 11]",0.7049764275550843,0.725,0.0
1,4,0.6963727525302342,0.42857142857142855,40,0.425,0.4341692789968652,0.40683430045132174,"[0.41379310344827586, 0.45454545454545453]","[0.6666666666666666, 0.22727272727272727]","[0.5106382978723404, 0.30303030303030304]","[29, 11]",0.6950393438339233,0.575,-0.1004784688995215
1,5,0.7016551528658186,0.45714285714285713,40,0.75,0.6018808777429467,0.609375,"[0.9310344827586207, 0.2727272727272727]","[0.7714285714285715, 0.6]","[0.8437500000000001, 0.37499999999999994]","[29, 11]",0.6923415064811707,0.25,0.24528301886792447
1,6,0.7006095903260368,0.5285714285714286,40,0.725,0.5,0.42028985507246375,"[1.0, 0.0]","[0.725, 0.0]","[0.8405797101449275, 0.0]","[29, 11]",0.6882592916488648,0.275,0.0
1,7,0.695779401915414,0.5428571428571428,40,0.725,0.5,0.42028985507246375,"[1.0, 0.0]","[0.725, 0.0]","[0.8405797101449275, 0.0]","[29, 11]",0.6892530202865601,0.275,0.0
1,8,0.6967762027468,0.44285714285714284,40,0.725,0.6128526645768024,0.6203623813632442,"[0.8620689655172413, 0.36363636363636365]","[0.78125, 0.5]","[0.8196721311475409, 0.4210526315789474]","[29, 11]",0.6920356512069702,0.275,0.24657534246575352
1,9,0.6916788629123143,0.5,40,0.725,0.6410658307210031,0.6448748991121872,"[0.8275862068965517, 0.45454545454545453]","[0.8, 0.5]","[0.8135593220338982, 0.47619047619047616]","[29, 11]",0.6919206500053405,0.275,0.29032258064516125
1,10,0.6867200357573373,0.5571428571428572,40,0.675,0.5219435736677116,0.5144724556489263,"[0.8620689655172413, 0.18181818181818182]","[0.7352941176470589, 0.3333333333333333]","[0.7936507936507937, 0.23529411764705885]","[29, 11]",0.6906763434410095,0.325,0.05109489051094884
1,11,0.6738072037696838,0.6428571428571429,40,0.675,0.5501567398119123,0.551337359792925,"[0.8275862068965517, 0.2727272727272727]","[0.75, 0.375]","[0.7868852459016394, 0.3157894736842105]","[29, 11]",0.6931718111038208,0.325,0.10958904109589052
1,12,0.6950573819024223,0.5,40,0.65,0.5047021943573667,0.4982078853046595,"[0.8275862068965517, 0.18181818181818182]","[0.7272727272727273, 0.2857142857142857]","[0.7741935483870968, 0.2222222222222222]","[29, 11]",0.6945835471153259,0.35,0.010600706713780772
1,13,0.6933121527944293,0.5285714285714286,40,0.575,0.5376175548589341,0.5248078266946191,"[0.6206896551724138, 0.45454545454545453]","[0.75, 0.3125]","[0.679245283018868, 0.3703703703703703]","[29, 11]",0.6983272075653076,0.425,0.06593406593406592
1,14,0.7024361542293004,0.5,40,0.5,0.48589341692789967,0.4666666666666667,"[0.5172413793103449, 0.45454545454545453]","[0.7142857142857143, 0.2631578947368421]","[0.6000000000000001, 0.3333333333333333]","[29, 11]",0.7015982389450073,0.5,-0.023017902813299296
1,15,0.6920281665665763,0.4714285714285714,40,0.55,0.5203761755485893,0.5054945054945055,"[0.5862068965517241, 0.45454545454545453]","[0.7391304347826086, 0.29411764705882354]","[0.6538461538461539, 0.35714285714285715]","[29, 11]",0.7004433751106263,0.45,0.03485254691688999
1,16,0.6962345957756042,0.44285714285714284,40,0.575,0.5376175548589341,0.5248078266946191,"[0.6206896551724138, 0.45454545454545453]","[0.75, 0.3125]","[0.679245283018868, 0.3703703703703703]","[29, 11]",0.6997601509094238,0.425,0.06593406593406592
1,17,0.688275853225163,0.4857142857142857,40,0.625,0.5438871473354232,0.5423340961098398,"[0.7241379310344828, 0.36363636363636365]","[0.75, 0.3333333333333333]","[0.736842105263158, 0.34782608695652173]","[29, 11]",0.6989753723144532,0.375,0.08536585365853655
1,18,0.6923455936568124,0.4714285714285714,40,0.6,0.49843260188087773,0.4984326018808778,"[0.7241379310344828, 0.2727272727272727]","[0.7241379310344828, 0.2727272727272727]","[0.7241379310344829, 0.2727272727272727]","[29, 11]",0.6997048020362854,0.4,-0.0031347962382446415
1,19,0.6926604543413435,0.5714285714285714,40,0.6,0.49843260188087773,0.4984326018808778,"[0.7241379310344828, 0.2727272727272727]","[0.7241379310344828, 0.2727272727272727]","[0.7241379310344829, 0.2727272727272727]","[29, 11]",0.7022199034690857,0.4,-0.0031347962382446415
2,1,0.714140285650889,0.5466666666666666,35,0.6857142857142857,0.5615942028985508,0.5333333333333333,"[0.9565217391304348, 0.16666666666666666]","[0.6875, 0.6666666666666666]","[0.8, 0.26666666666666666]","[23, 12]",0.6917931539671761,0.3142857142857143,0.15011037527593818
2,2,0.6870900297164917,0.5866666666666667,35,0.6857142857142857,0.5815217391304348,0.5726970033296338,"[0.9130434782608695, 0.25]","[0.7, 0.6]","[0.7924528301886793, 0.35294117647058826]","[23, 12]",0.6880882450512478,0.3142857142857143,0.18947368421052646
2,3,0.6895001300175985,0.6533333333333333,35,0.6571428571428571,0.5597826086956521,0.5512820512820513,"[0.8695652173913043, 0.25]","[0.6896551724137931, 0.5]","[0.7692307692307693, 0.3333333333333333]","[23, 12]",0.6908013684409006,0.34285714285714286,0.13580246913580252
2,4,0.6966297276814779,0.6133333333333333,35,0.6285714285714286,0.5181159420289855,0.4950055493895671,"[0.8695652173913043, 0.16666666666666666]","[0.6666666666666666, 0.4]","[0.7547169811320754, 0.23529411764705882]","[23, 12]",0.6932844638824462,0.37142857142857144,0.04210526315789487
2,5,0.7156740673383077,0.5066666666666667,35,0.5428571428571428,0.45289855072463764,0.44000000000000006,"[0.7391304347826086, 0.16666666666666666]","[0.6296296296296297, 0.25]","[0.68, 0.2]","[23, 12]",0.6953498363494873,0.45714285714285713,-0.10236220472440927
2,6,0.7113570785522461,0.5333333333333333,35,0.6,0.4963768115942029,0.4764957264957265,"[0.8260869565217391, 0.16666666666666666]","[0.6551724137931034, 0.3333333333333333]","[0.7307692307692308, 0.2222222222222222]","[23, 12]",0.6945791227476937,0.4,-0.008230452674897082
2,7,0.7017466608683268,0.49333333333333335,35,0.5714285714285714,0.4945652173913043,0.4897959183673469,"[0.7391304347826086, 0.25]","[0.6538461538461539, 0.3333333333333333]","[0.693877551020408, 0.28571428571428575]","[23, 12]",0.69513156243733,0.42857142857142855,-0.01156069364161838
2,8,0.7133372513453166,0.5333333333333333,35,0.5714285714285714,0.4945652173913043,0.4897959183673469,"[0.7391304347826086, 0.25]","[0.6538461538461539, 0.3333333333333333]","[0.693877551020408, 0.28571428571428575]","[23, 12]",0.6957066263471331,0.42857142857142855,-0.01156069364161838
2,9,0.7084099618593852,0.49333333333333335,35,0.5142857142857142,0.47101449275362317,0.47111111111111115,"[0.6086956521739131, 0.3333333333333333]","[0.6363636363636364, 0.3076923076923077]","[0.6222222222222223, 0.32]","[23, 12]",0.6958325471196856,0.4857142857142857,-0.056838365896980436
2,10,0.6828342421849569,0.6266666666666667,35,0.4857142857142857,0.42934782608695654,0.42934782608695654,"[0.6086956521739131, 0.25]","[0.6086956521739131, 0.25]","[0.6086956521739131, 0.25]","[23, 12]",0.6973571896553039,0.5142857142857142,-0.14130434782608692
2,11,0.6905998833974203,0.52,35,0.42857142857142855,0.5253623188405797,0.41666666666666663,"[0.21739130434782608, 0.8333333333333334]","[0.7142857142857143, 0.35714285714285715]","[0.3333333333333333, 0.5]","[23, 12]",0.698178597858974,0.5714285714285714,0.038461538461538325
2,12,0.6893860721588134,0.5066666666666667,35,0.5142857142857142,0.5706521739130435,0.5142857142857143,"[0.391304347826087, 0.75]","[0.75, 0.391304347826087]","[0.5142857142857143, 0.5142857142857143]","[23, 12]",0.696945926121303,0.4857142857142857,0.1158989598811292
3,1,0.7409327248732249,0.6933333333333334,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.7494981374059405,0.34285714285714286,0.0
3,2,0.7077828653653463,0.6933333333333334,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.7328070555414472,0.34285714285714286,0.0
3,3,0.7107457311948141,0.68,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.7131194012505667,0.34285714285714286,0.0
3,4,0.6820096413294474,0.68,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.7027479069573539,0.34285714285714286,0.0
3,5,0.6875834941864014,0.68,35,0.5714285714285714,0.43478260869565216,0.36363636363636365,"[0.8695652173913043, 0.0]","[0.625, 0.0]","[0.7272727272727273, 0.0]","[23, 12]",0.6958603160721916,0.42857142857142855,-0.1589403973509933
3,6,0.6876061264673868,0.64,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.6966281958988735,0.34285714285714286,0.0
3,7,0.6834262959162394,0.6666666666666666,35,0.6285714285714286,0.4782608695652174,0.3859649122807018,"[0.9565217391304348, 0.0]","[0.6470588235294118, 0.0]","[0.7719298245614036, 0.0]","[23, 12]",0.6976348076547895,0.37142857142857144,-0.05568445475638062
3,8,0.6926851383845012,0.6666666666666666,35,0.6285714285714286,0.4782608695652174,0.3859649122807018,"[0.9565217391304348, 0.0]","[0.6470588235294118, 0.0]","[0.7719298245614036, 0.0]","[23, 12]",0.6995817422866821,0.37142857142857144,-0.05568445475638062
3,9,0.6772267246246337,0.6133333333333333,35,0.6857142857142857,0.5815217391304348,0.5726970033296338,"[0.9130434782608695, 0.25]","[0.7, 0.6]","[0.7924528301886793, 0.35294117647058826]","[23, 12]",0.7001431107521057,0.3142857142857143,0.18947368421052646
3,10,0.6812512063980103,0.64,35,0.6571428571428571,0.519927536231884,0.4642857142857142,"[0.9565217391304348, 0.08333333333333333]","[0.6666666666666666, 0.5]","[0.7857142857142856, 0.14285714285714285]","[23, 12]",0.7037709730012076,0.34285714285714286,0.04977375565610864
3,11,0.6768588121732076,0.6133333333333333,35,0.6285714285714286,0.49818840579710144,0.4484848484848484,"[0.9130434782608695, 0.08333333333333333]","[0.65625, 0.3333333333333333]","[0.7636363636363634, 0.13333333333333333]","[23, 12]",0.7071390424455916,0.37142857142857144,-0.004415011037527616
3,12,0.6730749734242757,0.64,35,0.6857142857142857,0.5815217391304348,0.5726970033296338,"[0.9130434782608695, 0.25]","[0.7, 0.6]","[0.7924528301886793, 0.35294117647058826]","[23, 12]",0.7041677253586905,0.3142857142857143,0.18947368421052646
3,13,0.6668352921803792,0.68,35,0.6571428571428571,0.5398550724637681,0.5138888888888888,"[0.9130434782608695, 0.16666666666666666]","[0.6774193548387096, 0.5]","[0.7777777777777777, 0.25]","[23, 12]",0.7043937018939427,0.34285714285714286,0.09482758620689646
3,14,0.7025223580996195,0.5066666666666667,35,0.6571428571428571,0.519927536231884,0.4642857142857142,"[0.9565217391304348, 0.08333333333333333]","[0.6666666666666666, 0.5]","[0.7857142857142856, 0.14285714285714285]","[23, 12]",0.7101101739065988,0.34285714285714286,0.04977375565610864
3,15,0.6637465540568034,0.6133333333333333,35,0.6857142857142857,0.5615942028985508,0.5333333333333333,"[0.9565217391304348, 0.16666666666666666]","[0.6875, 0.6666666666666666]","[0.8, 0.26666666666666666]","[23, 12]",0.7103454044886998,0.3142857142857143,0.15011037527593818
3,16,0.6802479672431946,0.5866666666666667,35,0.6571428571428571,0.519927536231884,0.4642857142857142,"[0.9565217391304348, 0.08333333333333333]","[0.6666666666666666, 0.5]","[0.7857142857142856, 0.14285714285714285]","[23, 12]",0.7163356917245047,0.34285714285714286,0.04977375565610864
3,17,0.6933088310559591,0.56,35,0.6571428571428571,0.5,0.39655172413793105,"[1.0, 0.0]","[0.6571428571428571, 0.0]","[0.7931034482758621, 0.0]","[23, 12]",0.7242451088769095,0.34285714285714286,0.0
3,18,0.6395279804865519,0.7333333333333333,35,0.6571428571428571,0.519927536231884,0.4642857142857142,"[0.9565217391304348, 0.08333333333333333]","[0.6666666666666666, 0.5]","[0.7857142857142856, 0.14285714285714285]","[23, 12]",0.7335388490131923,0.34285714285714286,0.04977375565610864
3,19,0.6672377769152323,0.6266666666666667,35,0.6857142857142857,0.5815217391304348,0.5726970033296338,"[0.9130434782608695, 0.25]","[0.7, 0.6]","[0.7924528301886793, 0.35294117647058826]","[23, 12]",0.7275266800607953,0.3142857142857143,0.18947368421052646
