epoch,loss,accuracy
1,0.716130974076011,0.6818181818181818
2,0.7014824325388128,0.6818181818181818
3,0.6932675632563504,0.6818181818181818
4,0.7023185762492093,0.6909090909090909
5,0.7001496585932645,0.6272727272727273
6,0.7088282747702165,0.6272727272727273
7,0.6835973978042602,0.5909090909090909
8,0.6852220849557357,0.5545454545454546
9,0.7108494119210677,0.4909090909090909
