inner_fold,epoch,train_loss,train_accuracy,validation_n,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_per_class_recall,validation_per_class_precision,validation_per_class_f1,validation_support,validation_loss,validation_mae,validation_quadratic_weighted_kappa
1,1,0.6746557172139486,0.29333333333333333,40,0.25,0.3333333333333333,0.13333333333333333,"[0.0, 0.0, 1.0]","[0.0, 0.0, 0.25]","[0.0, 0.0, 0.4]","[16, 14, 10]",0.6434967398643494,1.15,0.0
1,2,0.6323222486178081,0.4666666666666667,40,0.35,0.3541666666666667,0.2789554531490015,"[0.5625, 0.0, 0.5]","[0.47368421052631576, 0.0, 0.23809523809523808]","[0.5142857142857142, 0.0, 0.3225806451612903]","[16, 14, 10]",0.645230507850647,0.95,0.06906906906906896
1,3,0.6414965987205505,0.38666666666666666,40,0.425,0.4041666666666666,0.3217391304347827,"[0.8125, 0.0, 0.4]","[0.43333333333333335, 0.0, 0.4]","[0.5652173913043479, 0.0, 0.4000000000000001]","[16, 14, 10]",0.6308421492576599,0.8,0.16666666666666663
1,4,0.6105154132843018,0.48,40,0.4,0.37083333333333335,0.2945178071228491,"[0.8125, 0.0, 0.3]","[0.3939393939393939, 0.0, 0.42857142857142855]","[0.5306122448979591, 0.0, 0.3529411764705882]","[16, 14, 10]",0.6448814153671265,0.85,0.07216494845360821
1,5,0.5908641942342122,0.5333333333333333,40,0.375,0.375,0.2944862155388471,"[0.625, 0.0, 0.5]","[0.45454545454545453, 0.0, 0.2777777777777778]","[0.5263157894736842, 0.0, 0.35714285714285715]","[16, 14, 10]",0.6635837078094482,0.9,0.10493827160493818
1,6,0.6106604472796122,0.48,40,0.4,0.3958333333333333,0.3134920634920635,"[0.6875, 0.0, 0.5]","[0.4230769230769231, 0.0, 0.35714285714285715]","[0.5238095238095238, 0.0, 0.41666666666666663]","[16, 14, 10]",0.6552265167236329,0.85,0.13461538461538458
1,7,0.5465362008412679,0.6,40,0.45,0.425,0.3389324374766704,"[0.875, 0.0, 0.4]","[0.45161290322580644, 0.0, 0.4444444444444444]","[0.5957446808510638, 0.0, 0.4210526315789474]","[16, 14, 10]",0.6500854134559632,0.75,0.22558922558922567
1,8,0.5910665106773376,0.4666666666666667,40,0.4,0.3833333333333333,0.3047619047619048,"[0.75, 0.0, 0.4]","[0.41379310344827586, 0.0, 0.36363636363636365]","[0.5333333333333333, 0.0, 0.380952380952381]","[16, 14, 10]",0.6684549570083618,0.85,0.1089108910891089
1,9,0.5444836727778117,0.5866666666666667,40,0.375,0.3875,0.3007518796992481,"[0.5625, 0.0, 0.6]","[0.4090909090909091, 0.0, 0.3333333333333333]","[0.47368421052631576, 0.0, 0.42857142857142855]","[16, 14, 10]",0.6222129225730896,0.9,0.10493827160493818
1,10,0.5566548156738281,0.5333333333333333,40,0.425,0.4166666666666667,0.3333333333333333,"[0.75, 0.0, 0.5]","[0.42857142857142855, 0.0, 0.4166666666666667]","[0.5454545454545454, 0.0, 0.45454545454545453]","[16, 14, 10]",0.6940246939659118,0.8,0.18300653594771232
