inner_fold,epoch,train_loss,train_accuracy,validation_n,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,validation_per_class_recall,validation_per_class_precision,validation_per_class_f1,validation_support,validation_loss,validation_mae,validation_quadratic_weighted_kappa
1,1,0.7118311794598897,0.3333333333333333,40,0.35,0.4586894586894587,0.3350383631713555,"[0.14814814814814814, 0.7692307692307693]","[0.5714285714285714, 0.30303030303030304]","[0.23529411764705882, 0.43478260869565216]","[27, 13]",0.6985229253768921,0.65,-0.05906313645621197
1,2,0.7005965693791707,0.4533333333333333,40,0.55,0.566951566951567,0.5396419437340154,"[0.5185185185185185, 0.6153846153846154]","[0.7368421052631579, 0.38095238095238093]","[0.6086956521739131, 0.47058823529411764]","[27, 13]",0.6955163240432739,0.45,0.11547911547911549
1,3,0.7051634240150452,0.5333333333333333,40,0.6,0.5242165242165242,0.5238095238095238,"[0.7407407407407407, 0.3076923076923077]","[0.6896551724137931, 0.36363636363636365]","[0.7142857142857143, 0.33333333333333337]","[27, 13]",0.6952911734580993,0.4,0.05044510385756684
1,4,0.6935257879892985,0.5066666666666667,40,0.6,0.4843304843304843,0.4666666666666667,"[0.8148148148148148, 0.15384615384615385]","[0.6666666666666666, 0.2857142857142857]","[0.7333333333333333, 0.2]","[27, 13]",0.6967730283737182,0.4,-0.035598705501618255
1,5,0.7039238897959391,0.48,40,0.625,0.5028490028490029,0.4823123382226057,"[0.8518518518518519, 0.15384615384615385]","[0.6764705882352942, 0.3333333333333333]","[0.7540983606557378, 0.21052631578947367]","[27, 13]",0.6988404870033265,0.375,0.006622516556291536
1,6,0.6792883801460267,0.7066666666666667,40,0.65,0.48148148148148145,0.3939393939393939,"[0.9629629629629629, 0.0]","[0.6666666666666666, 0.0]","[0.7878787878787878, 0.0]","[27, 13]",0.7013328790664672,0.35,-0.04868913857677892
1,7,0.6761211864153545,0.6533333333333333,40,0.675,0.5,0.40298507462686567,"[1.0, 0.0]","[0.675, 0.0]","[0.8059701492537313, 0.0]","[27, 13]",0.7017134666442871,0.325,0.0
1,8,0.7104934104283651,0.52,40,0.675,0.5,0.40298507462686567,"[1.0, 0.0]","[0.675, 0.0]","[0.8059701492537313, 0.0]","[27, 13]",0.7022878646850585,0.325,0.0
1,9,0.6902852781613668,0.5866666666666667,40,0.65,0.48148148148148145,0.3939393939393939,"[0.9629629629629629, 0.0]","[0.6666666666666666, 0.0]","[0.7878787878787878, 0.0]","[27, 13]",0.7009008646011352,0.35,-0.04868913857677892
1,10,0.6858250610033672,0.49333333333333335,40,0.65,0.48148148148148145,0.3939393939393939,"[0.9629629629629629, 0.0]","[0.6666666666666666, 0.0]","[0.7878787878787878, 0.0]","[27, 13]",0.7023998379707337,0.35,-0.04868913857677892
1,11,0.6929594008127848,0.5733333333333334,40,0.625,0.48290598290598286,0.4397759103641457,"[0.8888888888888888, 0.07692307692307693]","[0.6666666666666666, 0.25]","[0.761904761904762, 0.11764705882352941]","[27, 13]",0.7017314672470093,0.375,-0.04166666666666674
1,12,0.6898170590400696,0.5466666666666666,40,0.525,0.4686609686609687,0.46890286512928026,"[0.6296296296296297, 0.3076923076923077]","[0.6538461538461539, 0.2857142857142857]","[0.6415094339622641, 0.29629629629629634]","[27, 13]",0.6973914623260498,0.475,-0.06145251396648055
2,1,0.7133723839124044,0.3333333333333333,40,0.3,0.5,0.23076923076923075,"[0.0, 1.0]","[0.0, 0.3]","[0.0, 0.4615384615384615]","[28, 12]",0.7034644246101379,0.7,0.0
2,2,0.7102173097928365,0.38666666666666666,40,0.325,0.5178571428571429,0.2697768762677485,"[0.03571428571428571, 1.0]","[1.0, 0.3076923076923077]","[0.0689655172413793, 0.47058823529411764]","[28, 12]",0.6971335053443909,0.675,0.021739130434782705
2,3,0.6953586411476135,0.44,40,0.3,0.5,0.23076923076923075,"[0.0, 1.0]","[0.0, 0.3]","[0.0, 0.4615384615384615]","[28, 12]",0.6948340177536011,0.7,0.0
2,4,0.6978710397084554,0.4,40,0.325,0.5178571428571429,0.2697768762677485,"[0.03571428571428571, 1.0]","[1.0, 0.3076923076923077]","[0.0689655172413793, 0.47058823529411764]","[28, 12]",0.692836606502533,0.675,0.021739130434782705
2,5,0.7128770629564921,0.37333333333333335,40,0.575,0.6726190476190476,0.5747342088805503,"[0.42857142857142855, 0.9166666666666666]","[0.9230769230769231, 0.4074074074074074]","[0.5853658536585366, 0.5641025641025641]","[28, 12]",0.689000129699707,0.425,0.2543859649122806
2,6,0.6910179670651754,0.5333333333333333,40,0.575,0.6488095238095238,0.5725958516656191,"[0.4642857142857143, 0.8333333333333334]","[0.8666666666666667, 0.4]","[0.6046511627906976, 0.5405405405405406]","[28, 12]",0.6885149836540222,0.425,0.2272727272727273
2,7,0.6892512702941894,0.5466666666666666,40,0.7,0.5,0.4117647058823529,"[1.0, 0.0]","[0.7, 0.0]","[0.8235294117647058, 0.0]","[28, 12]",0.6876976132392884,0.3,0.0
2,8,0.6793129825592041,0.6133333333333333,40,0.7,0.5,0.4117647058823529,"[1.0, 0.0]","[0.7, 0.0]","[0.8235294117647058, 0.0]","[28, 12]",0.6863254547119141,0.3,0.0
2,9,0.703404365380605,0.6133333333333333,40,0.7,0.5,0.4117647058823529,"[1.0, 0.0]","[0.7, 0.0]","[0.8235294117647058, 0.0]","[28, 12]",0.6863423347473144,0.3,0.0
2,10,0.6840442411104838,0.6,40,0.7,0.5,0.4117647058823529,"[1.0, 0.0]","[0.7, 0.0]","[0.8235294117647058, 0.0]","[28, 12]",0.6881750464439392,0.3,0.0
2,11,0.6949283250172933,0.5866666666666667,40,0.7,0.5,0.4117647058823529,"[1.0, 0.0]","[0.7, 0.0]","[0.8235294117647058, 0.0]","[28, 12]",0.6861158609390259,0.3,0.0
2,12,0.6855437183380126,0.5733333333333334,40,0.7,0.5,0.4117647058823529,"[1.0, 0.0]","[0.7, 0.0]","[0.8235294117647058, 0.0]","[28, 12]",0.6859981536865234,0.3,0.0
2,13,0.6866741903622945,0.6133333333333333,40,0.7,0.5,0.4117647058823529,"[1.0, 0.0]","[0.7, 0.0]","[0.8235294117647058, 0.0]","[28, 12]",0.6870949983596801,0.3,0.0
2,14,0.688881762822469,0.6133333333333333,40,0.7,0.5,0.4117647058823529,"[1.0, 0.0]","[0.7, 0.0]","[0.8235294117647058, 0.0]","[28, 12]",0.6873450994491577,0.3,0.0
2,15,0.6834909852345784,0.6666666666666666,40,0.7,0.5,0.4117647058823529,"[1.0, 0.0]","[0.7, 0.0]","[0.8235294117647058, 0.0]","[28, 12]",0.685983395576477,0.3,0.0
3,1,0.6770142018795013,0.6,35,0.42857142857142855,0.5452898550724637,0.40476190476190477,"[0.17391304347826086, 0.9166666666666666]","[0.8, 0.36666666666666664]","[0.2857142857142857, 0.5238095238095238]","[23, 12]",0.6939184171812874,0.5714285714285714,0.06666666666666676
3,2,0.6908002197742462,0.6125,35,0.42857142857142855,0.5054347826086957,0.42434210526315785,"[0.2608695652173913, 0.75]","[0.6666666666666666, 0.34615384615384615]","[0.37500000000000006, 0.4736842105263157]","[23, 12]",0.6949483837400164,0.5714285714285714,0.008498583569405027
3,3,0.70386244058609,0.5375,35,0.5428571428571428,0.41304347826086957,0.35185185185185186,"[0.8260869565217391, 0.0]","[0.6129032258064516, 0.0]","[0.7037037037037037, 0.0]","[23, 12]",0.6994619607925415,0.45714285714285713,-0.20689655172413812
3,4,0.6836265385150909,0.625,35,0.5714285714285714,0.43478260869565216,0.36363636363636365,"[0.8695652173913043, 0.0]","[0.625, 0.0]","[0.7272727272727273, 0.0]","[23, 12]",0.7018002561160497,0.42857142857142855,-0.1589403973509933
3,5,0.7011282742023468,0.5,35,0.5428571428571428,0.41304347826086957,0.35185185185185186,"[0.8260869565217391, 0.0]","[0.6129032258064516, 0.0]","[0.7037037037037037, 0.0]","[23, 12]",0.7007258909089225,0.45714285714285713,-0.20689655172413812
3,6,0.6999012887477875,0.5125,35,0.5142857142857142,0.391304347826087,0.33962264150943394,"[0.782608695652174, 0.0]","[0.6, 0.0]","[0.6792452830188679, 0.0]","[23, 12]",0.6989385587828499,0.4857142857142857,-0.2526315789473683
3,7,0.6879722893238067,0.6,35,0.42857142857142855,0.4257246376811594,0.4166666666666667,"[0.43478260869565216, 0.4166666666666667]","[0.5882352941176471, 0.2777777777777778]","[0.5, 0.33333333333333337]","[23, 12]",0.6966105205672127,0.5714285714285714,-0.1326860841423947
3,8,0.7002542018890381,0.45,35,0.5428571428571428,0.47282608695652173,0.46969696969696967,"[0.6956521739130435, 0.25]","[0.64, 0.3]","[0.6666666666666666, 0.2727272727272727]","[23, 12]",0.6978987949235099,0.45714285714285713,-0.05660377358490565
3,9,0.6944436013698578,0.525,35,0.5714285714285714,0.43478260869565216,0.36363636363636365,"[0.8695652173913043, 0.0]","[0.625, 0.0]","[0.7272727272727273, 0.0]","[23, 12]",0.6987722175461906,0.42857142857142855,-0.1589403973509933
3,10,0.6933064937591553,0.6375,35,0.5714285714285714,0.43478260869565216,0.36363636363636365,"[0.8695652173913043, 0.0]","[0.625, 0.0]","[0.7272727272727273, 0.0]","[23, 12]",0.6996569701603481,0.42857142857142855,-0.1589403973509933
3,11,0.7054603099822998,0.4875,35,0.5142857142857142,0.45108695652173914,0.44958371877890846,"[0.6521739130434783, 0.25]","[0.625, 0.2727272727272727]","[0.6382978723404256, 0.2608695652173913]","[23, 12]",0.7000127298491342,0.4857142857142857,-0.09981515711645117
