fold,selected_epochs,inner_selected_epochs,n_train_conditions,n_test_conditions,train_subjects,test_subjects,residual_gate,n,accuracy,balanced_accuracy,macro_f1,loss,mae,quadratic_weighted_kappa
1,1,1|1,110,30,P002|P004|P005|P007|P009|P010|P013|P014|P015|P016|P017|P018|P019|P021|P023|P024|P025|P026|P027|P028|P029|P030,P001|P003|P006|P008|P011|P020,0.09942561388015747,30,0.6666666666666666,0.6574074074074073,0.6626984126984128,0.8438812653223674,0.36666666666666664,0.656084656084656
