epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_trial_balanced_accuracy,validation_trial_macro_f1,validation_condition_balanced_accuracy,validation_condition_macro_f1,learning_rate
1,0.7429694234000312,0.4711111111111111,0.7042177157402039,0.448,0.5147058823529411,0.448,0.4595588235294118,0.4,0.001
2,0.6968055733044942,0.5088888888888888,0.810517484664917,0.336,0.4522058823529412,0.3185550082101807,0.375,0.19354838709677416,0.001
3,0.6872292937172784,0.5311111111111111,0.7308038091659546,0.568,0.49044117647058827,0.48956442831215974,0.5073529411764706,0.503968253968254,0.001
4,0.6592079038090176,0.6377777777777778,0.8234435424804688,0.368,0.4360294117647059,0.36735216862066755,0.3970588235294118,0.3589743589743589,0.001
5,0.6177681019571093,0.7022222222222222,0.7994372043609619,0.624,0.5647058823529412,0.5651047449848249,0.6286764705882353,0.6361746361746361,0.001
6,0.6262129460440742,0.6622222222222223,0.8059307508468628,0.52,0.475,0.4739057239057239,0.4485294117647059,0.4485294117647059,0.001
7,0.6182439661026001,0.6644444444444444,0.9581512804031372,0.4,0.45294117647058824,0.3998463606683311,0.43014705882352944,0.3589743589743589,0.001
8,0.6342164826393127,0.6866666666666666,0.8317696580886841,0.464,0.46691176470588236,0.44991789819376027,0.45588235294117646,0.4318181818181818,0.001
9,0.6183339977264404,0.6755555555555556,1.042034722328186,0.56,0.5110294117647058,0.5098039215686275,0.47794117647058826,0.47619047619047616,0.001
10,0.6151172690921359,0.6733333333333333,1.0989545707702637,0.408,0.4389705882352941,0.4049150797735461,0.43014705882352944,0.3589743589743589,0.001
11,0.5872398890389336,0.6911111111111111,1.0512867212295531,0.408,0.4389705882352941,0.4049150797735461,0.4595588235294118,0.4,0.001
12,0.5816012091106839,0.6955555555555556,0.9363148274421692,0.56,0.48455882352941176,0.48389760528488857,0.44485294117647056,0.4282744282744283,0.001
13,0.5824383136961195,0.6955555555555556,0.9570807864665986,0.536,0.48014705882352937,0.48006310958118187,0.44485294117647056,0.4282744282744283,0.001
14,0.597516672346327,0.68,0.986325924873352,0.552,0.48529411764705876,0.48529411764705876,0.5367647058823529,0.5322245322245323,0.001
15,0.5578981682989332,0.7133333333333334,1.1072222127914428,0.36,0.43676470588235294,0.35798664612223935,0.4007352941176471,0.3156199677938808,0.001
16,0.5697032353613112,0.7488888888888889,1.0177341177463533,0.528,0.4808823529411765,0.4799379451378606,0.5073529411764706,0.503968253968254,0.001
17,0.591230378680759,0.7133333333333334,0.9839909245967865,0.464,0.4073529411764706,0.4094210563429942,0.35661764705882354,0.35661764705882354,0.001
