subject_id,epoch_ix,condition,condition_label,repeat,jar,jar_group,jar_numeric
P029,0,893,High/893,1,3.0,Vua_phai,1
P029,1,893,High/893,2,3.0,Vua_phai,1
P029,2,893,High/893,3,3.0,Vua_phai,1
P029,3,893,High/893,4,3.0,Vua_phai,1
P029,4,893,High/893,5,3.0,Vua_phai,1
P029,5,605,Water/605,1,1.0,Khong_du,0
P029,6,605,Water/605,2,1.0,Khong_du,0
P029,7,605,Water/605,3,1.0,Khong_du,0
P029,8,605,Water/605,4,1.0,Khong_du,0
P029,9,605,Water/605,5,1.0,Khong_du,0
P029,10,762,MedHigh/762,1,4.0,Qua_nhieu,2
P029,11,762,MedHigh/762,2,4.0,Qua_nhieu,2
P029,12,762,MedHigh/762,3,4.0,Qua_nhieu,2
P029,13,762,MedHigh/762,4,4.0,Qua_nhieu,2
P029,14,762,MedHigh/762,5,4.0,Qua_nhieu,2
P029,15,258,Low/258,1,1.0,Khong_du,0
P029,16,258,Low/258,2,1.0,Khong_du,0
P029,17,258,Low/258,3,1.0,Khong_du,0
P029,18,258,Low/258,4,1.0,Khong_du,0
P029,19,258,Low/258,5,1.0,Khong_du,0
P029,20,189,Medium/189,1,4.0,Qua_nhieu,2
P029,21,189,Medium/189,2,4.0,Qua_nhieu,2
P029,22,189,Medium/189,3,4.0,Qua_nhieu,2
P029,23,189,Medium/189,4,4.0,Qua_nhieu,2
P029,24,189,Medium/189,5,4.0,Qua_nhieu,2
P029,25,453,MedLow/453,1,3.0,Vua_phai,1
P029,26,453,MedLow/453,2,3.0,Vua_phai,1
P029,27,453,MedLow/453,3,3.0,Vua_phai,1
P029,28,453,MedLow/453,4,3.0,Vua_phai,1
P029,29,453,MedLow/453,5,3.0,Vua_phai,1
