epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_trial_balanced_accuracy,validation_trial_macro_f1,validation_condition_balanced_accuracy,validation_condition_macro_f1,learning_rate
1,0.7272688084490159,0.48470588235294115,0.7423543548583984,0.296,0.5140350877192983,0.2793501048218029,0.5263157894736842,0.25,0.001
2,0.6999190051415387,0.5882352941176471,0.6681574811935425,0.728,0.5245614035087719,0.513507326007326,0.5,0.4318181818181818,0.001
3,0.6987197763779585,0.5505882352941176,0.7275592856407166,0.672,0.5105263157894737,0.5091466334642276,0.5043859649122807,0.5,0.001
4,0.6657741937917822,0.6023529411764705,0.7415285234451294,0.584,0.5096491228070176,0.5009213759213759,0.5350877192982456,0.5322245322245321,0.001
5,0.6705176230037914,0.571764705882353,0.7154557018280029,0.56,0.5394736842105263,0.5098039215686274,0.48245614035087714,0.47619047619047616,0.001
6,0.6718439643523272,0.6258823529411764,0.7012186169624328,0.648,0.5289473684210526,0.5281400137268359,0.587719298245614,0.592074592074592,0.001
7,0.6558076952485478,0.5929411764705882,0.7595218219757081,0.512,0.5535087719298245,0.4899324369523045,0.5964912280701754,0.5331069609507639,0.001
8,0.6494710818459006,0.6517647058823529,0.7533170351982117,0.688,0.5324561403508772,0.5330907001245091,0.5570175438596491,0.5535714285714286,0.001
9,0.6534812499495114,0.6282352941176471,0.6919091219902038,0.64,0.512280701754386,0.5120999219359875,0.5307017543859649,0.5257452574525745,0.001
10,0.6509303121005787,0.6470588235294118,0.7278365211486817,0.704,0.5429824561403509,0.5442900778401814,0.6140350877192983,0.625,0.001
11,0.6452396586362054,0.6211764705882353,0.7207275519371033,0.576,0.55,0.5220402568357262,0.513157894736842,0.47916666666666663,0.001
12,0.6543429669211892,0.611764705882353,0.6998703398704529,0.712,0.5368421052631579,0.5358910891089108,0.5570175438596491,0.5535714285714286,0.001
13,0.6428744808365316,0.6305882352941177,0.7264729213714599,0.536,0.5350877192982456,0.4965277777777778,0.4605263157894737,0.41666666666666663,0.001
14,0.631352025200339,0.6423529411764706,0.7247223920822143,0.632,0.5526315789473684,0.5436507936507937,0.6710526315789473,0.6710526315789473,0.001
15,0.6201336599798764,0.6847058823529412,0.6927495131492615,0.608,0.5596491228070175,0.5401996847083552,0.618421052631579,0.6031746031746031,0.001
16,0.6195848982474383,0.6588235294117647,0.7290560865402221,0.664,0.5394736842105263,0.5394736842105263,0.6140350877192983,0.625,0.001
17,0.5951685460876016,0.6658823529411765,0.6889693417549133,0.712,0.525438596491228,0.520460358056266,0.5570175438596491,0.5535714285714286,0.001
18,0.6225139923656688,0.6564705882352941,0.760093590259552,0.568,0.49912280701754386,0.4895644283121597,0.5394736842105263,0.5098039215686274,0.001
19,0.6045888534714194,0.6823529411764706,0.7421266174316407,0.536,0.5236842105263158,0.49144219977553316,0.5394736842105263,0.5098039215686274,0.001
20,0.6000425031605889,0.6823529411764706,0.8986295256614685,0.688,0.4982456140350877,0.4890472696782308,0.5570175438596491,0.5535714285714286,0.001
21,0.6159298060922062,0.6823529411764706,0.7243689966201782,0.624,0.5701754385964912,0.5523809523809523,0.618421052631579,0.6031746031746031,0.001
22,0.5942899332327001,0.6776470588235294,0.8186484446525574,0.496,0.49736842105263157,0.46065337990548594,0.4605263157894737,0.41666666666666663,0.001
23,0.5717168402671814,0.7035294117647058,0.8775262174606323,0.704,0.48596491228070177,0.46026374139339477,0.5,0.4318181818181818,0.001
24,0.5470577596916872,0.7011764705882353,0.8661244978904724,0.56,0.4710526315789474,0.4679204395944586,0.5614035087719298,0.5614035087719298,0.001
25,0.5920409281113569,0.6870588235294117,0.9021746673583985,0.448,0.4429824561403509,0.4142614601018676,0.4342105263157895,0.3842364532019704,0.001
26,0.5325102249313803,0.7411764705882353,0.9089151253700256,0.696,0.45789473684210524,0.410377358490566,0.5,0.4318181818181818,0.001
