subject_id,epoch_ix,condition,condition_label,repeat,jar,jar_group,jar_numeric
P024,0,605,Water/605,1,1.0,Khong_du,0
P024,1,605,Water/605,2,1.0,Khong_du,0
P024,2,605,Water/605,3,1.0,Khong_du,0
P024,3,605,Water/605,4,1.0,Khong_du,0
P024,4,605,Water/605,5,1.0,Khong_du,0
P024,5,258,Low/258,1,2.0,Khong_du,0
P024,6,258,Low/258,2,2.0,Khong_du,0
P024,7,258,Low/258,3,2.0,Khong_du,0
P024,8,258,Low/258,4,2.0,Khong_du,0
P024,9,258,Low/258,5,2.0,Khong_du,0
P024,10,893,High/893,1,4.0,Qua_nhieu,2
P024,11,893,High/893,2,4.0,Qua_nhieu,2
P024,12,893,High/893,3,4.0,Qua_nhieu,2
P024,13,893,High/893,4,4.0,Qua_nhieu,2
P024,14,893,High/893,5,4.0,Qua_nhieu,2
P024,15,453,MedLow/453,1,3.0,Vua_phai,1
P024,16,453,MedLow/453,2,3.0,Vua_phai,1
P024,17,453,MedLow/453,3,3.0,Vua_phai,1
P024,18,453,MedLow/453,4,3.0,Vua_phai,1
P024,19,453,MedLow/453,5,3.0,Vua_phai,1
P024,20,762,MedHigh/762,1,3.0,Vua_phai,1
P024,21,762,MedHigh/762,2,3.0,Vua_phai,1
P024,22,762,MedHigh/762,3,3.0,Vua_phai,1
P024,23,762,MedHigh/762,4,3.0,Vua_phai,1
P024,24,762,MedHigh/762,5,3.0,Vua_phai,1
P024,25,189,Medium/189,1,3.0,Vua_phai,1
P024,26,189,Medium/189,2,3.0,Vua_phai,1
P024,27,189,Medium/189,3,3.0,Vua_phai,1
P024,28,189,Medium/189,4,3.0,Vua_phai,1
P024,29,189,Medium/189,5,3.0,Vua_phai,1
