fold,selected_epochs,n_train,n_test,train_subjects,test_subjects,trial_n,trial_accuracy,trial_balanced_accuracy,trial_macro_f1,trial_loss,condition_n,condition_accuracy,condition_balanced_accuracy,condition_macro_f1
1,1,550,150,P001|P003|P004|P005|P006|P007|P008|P009|P010|P013|P014|P015|P017|P018|P020|P021|P023|P025|P026|P027|P028|P029,P002|P011|P016|P019|P024|P030,150,0.38,0.35925925925925933,0.3508012455380876,1.0777542050679525,30,0.5,0.4682539682539683,0.4666666666666666
2,12,575,125,P001|P002|P003|P004|P005|P007|P008|P009|P010|P011|P013|P014|P015|P016|P018|P019|P021|P023|P024|P026|P027|P028|P030,P006|P017|P020|P025|P029,125,0.28,0.2814814814814815,0.2844205044585514,1.348638735771179,25,0.32,0.3194444444444444,0.3331833858149647
3,13,550,150,P001|P002|P005|P006|P009|P010|P011|P013|P015|P016|P017|P018|P019|P020|P021|P023|P024|P025|P026|P028|P029|P030,P003|P004|P007|P008|P014|P027,150,0.3333333333333333,0.3277777777777778,0.32337009134912836,1.5409859450658163,30,0.26666666666666666,0.26851851851851855,0.2521645021645022
4,7,575,125,P002|P003|P004|P005|P006|P007|P008|P010|P011|P013|P014|P015|P016|P017|P019|P020|P023|P024|P025|P026|P027|P029|P030,P001|P009|P018|P021|P028,125,0.352,0.35000000000000003,0.3521662579387537,1.2382117595672608,25,0.28,0.2824074074074074,0.26666666666666666
5,4,550,150,P001|P002|P003|P004|P006|P007|P008|P009|P011|P014|P016|P017|P018|P019|P020|P021|P024|P025|P027|P028|P029|P030,P005|P010|P013|P015|P023|P026,150,0.36,0.36296296296296293,0.35454177059534536,1.131457896232605,30,0.3,0.3055555555555555,0.29444444444444445
