experiment,n,accuracy,balanced_accuracy,macro_f1,per_class_recall,per_class_precision,per_class_f1,support,mae,quadratic_weighted_kappa
code_only,30,0.6666666666666666,0.6574074074074073,0.6626984126984128,"[0.75, 0.6666666666666666, 0.5555555555555556]","[0.75, 0.5, 0.8333333333333334]","[0.75, 0.5714285714285715, 0.6666666666666667]","[12, 9, 9]",0.36666666666666664,0.656084656084656
face_raw,30,0.26666666666666666,0.25,0.22020568663036902,"[0.4166666666666667, 0.0, 0.3333333333333333]","[0.29411764705882354, 0.0, 0.3]","[0.3448275862068966, 0.0, 0.3157894736842105]","[12, 9, 9]",1.0666666666666667,-0.11587982832618038
face_trial_delta,30,0.26666666666666666,0.25,0.21904761904761905,"[0.4166666666666667, 0.0, 0.3333333333333333]","[0.3125, 0.0, 0.2727272727272727]","[0.35714285714285715, 0.0, 0.3]","[12, 9, 9]",1.0666666666666667,-0.1063829787234043
face_water_delta,30,0.4,0.3703703703703704,0.3259259259259259,"[0.6666666666666666, 0.0, 0.4444444444444444]","[0.4444444444444444, 0.0, 0.4444444444444444]","[0.5333333333333333, 0.0, 0.4444444444444444]","[12, 9, 9]",0.8,0.22077922077922085
fusion_raw,30,0.6666666666666666,0.6574074074074073,0.6626984126984128,"[0.75, 0.6666666666666666, 0.5555555555555556]","[0.75, 0.5, 0.8333333333333334]","[0.75, 0.5714285714285715, 0.6666666666666667]","[12, 9, 9]",0.36666666666666664,0.656084656084656
fusion_trial_delta,30,0.6666666666666666,0.6574074074074073,0.6626984126984128,"[0.75, 0.6666666666666666, 0.5555555555555556]","[0.75, 0.5, 0.8333333333333334]","[0.75, 0.5714285714285715, 0.6666666666666667]","[12, 9, 9]",0.36666666666666664,0.656084656084656
fusion_water_delta,30,0.6666666666666666,0.6574074074074073,0.6626984126984128,"[0.75, 0.6666666666666666, 0.5555555555555556]","[0.75, 0.5, 0.8333333333333334]","[0.75, 0.5714285714285715, 0.6666666666666667]","[12, 9, 9]",0.36666666666666664,0.656084656084656
