epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_trial_balanced_accuracy,validation_trial_macro_f1,validation_condition_balanced_accuracy,validation_condition_macro_f1,learning_rate
1,0.714054073305691,0.5294117647058824,0.7369645314216614,0.288,0.5055555555555555,0.23111479715253302,0.5,0.21875000000000003,0.001
2,0.6855986252953025,0.5247058823529411,0.7040490460395813,0.568,0.5777777777777777,0.5434253246753247,0.5753968253968254,0.5714285714285714,0.001
3,0.6934169279827791,0.5388235294117647,0.7313043670654297,0.424,0.4603174603174603,0.41558441558441556,0.4801587301587301,0.4318181818181818,0.001
4,0.6921341193423551,0.5435294117647059,0.6608403034210205,0.584,0.6238095238095238,0.5694223635400106,0.5634920634920635,0.533106960950764,0.001
5,0.6630638175852158,0.5952941176470589,0.7365031023025512,0.576,0.5222222222222223,0.5160347724450289,0.5317460317460317,0.5322245322245321,0.001
6,0.6799754628013162,0.5929411764705882,0.8460692319869995,0.376,0.46190476190476193,0.37596006144393235,0.45238095238095233,0.3961352657004831,0.001
7,0.6664394417931052,0.5788235294117647,0.7105462474822998,0.664,0.5571428571428572,0.5589717741935485,0.5436507936507936,0.5257452574525746,0.001
8,0.6694376831896165,0.5647058823529412,0.7915132818222046,0.456,0.4825396825396825,0.4431341719077567,0.4801587301587301,0.4318181818181818,0.001
9,0.661126750497257,0.5788235294117647,0.7375913572311401,0.488,0.5134920634920634,0.4731296101159115,0.6349206349206349,0.5833333333333334,0.001
10,0.6705233032563154,0.6047058823529412,0.9062592730522155,0.44,0.4888888888888889,0.4338768115942029,0.4801587301587301,0.4318181818181818,0.001
11,0.655284874158747,0.6211764705882353,0.8053509764671326,0.4,0.46984126984126984,0.39861440759509914,0.45238095238095233,0.3961352657004831,0.001
12,0.6314513031174155,0.6564705882352941,0.7693203597068786,0.608,0.5357142857142857,0.5333333333333333,0.6031746031746031,0.6031746031746031,0.001
13,0.6388417859638439,0.6282352941176471,0.8874233694076538,0.424,0.49523809523809526,0.42218798151001535,0.5515873015873016,0.47665056360708535,0.001
14,0.6373972561780145,0.6,0.8121964464187622,0.544,0.5523809523809524,0.5199110572063876,0.5634920634920635,0.533106960950764,0.001
15,0.633201723799986,0.6141176470588235,0.8505400505065918,0.576,0.5571428571428572,0.5376509177193105,0.6746031746031746,0.6666666666666666,0.001
16,0.6313785238826977,0.5929411764705882,0.8291234645843506,0.464,0.49682539682539684,0.45265015358473304,0.5515873015873016,0.47665056360708535,0.001
17,0.6187770110018113,0.6329411764705882,0.8326853275299072,0.624,0.48571428571428577,0.47865826603957756,0.4722222222222222,0.4047619047619048,0.001
18,0.6127365549872903,0.6564705882352941,0.7959712018966675,0.52,0.5444444444444444,0.5031796502384738,0.5793650793650793,0.5129870129870129,0.001
19,0.6126748702105353,0.668235294117647,1.0925568084716797,0.392,0.473015873015873,0.3916495901639344,0.45238095238095233,0.3961352657004831,0.001
20,0.6210231838506811,0.6588235294117647,0.7865490076541901,0.672,0.5452380952380953,0.5452125299494188,0.5436507936507936,0.5257452574525746,0.001
21,0.5835433875813204,0.691764705882353,0.8257425484657288,0.536,0.4857142857142857,0.4800631095811819,0.47619047619047616,0.47619047619047616,0.001
22,0.562170552926905,0.7035294117647058,0.9133927664756775,0.496,0.5015873015873016,0.473208910295003,0.5634920634920635,0.533106960950764,0.001
23,0.5809820687770844,0.6847058823529412,0.8286806063652039,0.616,0.55,0.5462794918330308,0.5595238095238095,0.5614035087719298,0.001
24,0.5785386486614452,0.6776470588235294,1.0562733783721925,0.408,0.4928571428571429,0.40765881147540983,0.5396825396825397,0.3961352657004831,0.001
25,0.5544258901652168,0.6870588235294117,0.9199739971160888,0.488,0.5047619047619047,0.47005829358770534,0.4801587301587301,0.4318181818181818,0.001
26,0.5570190773991978,0.7035294117647058,0.8937809429168702,0.568,0.5253968253968254,0.51592082616179,0.6190476190476191,0.5989304812834224,0.001
27,0.4925232784888324,0.7505882352941177,1.0478078927993775,0.56,0.46746031746031746,0.46792043959445867,0.43253968253968256,0.4282744282744283,0.001
