epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_trial_balanced_accuracy,validation_trial_macro_f1,validation_condition_balanced_accuracy,validation_condition_macro_f1,learning_rate
1,1.1458390148480733,0.34444444444444444,1.1042714190483094,0.352,0.3680952380952381,0.2514180847514181,0.38095238095238093,0.25,0.001
2,1.1148108667797512,0.35333333333333333,1.1349135990142822,0.36,0.35761904761904767,0.3576176909510243,0.37023809523809526,0.34265734265734266,0.001
3,1.0891019871499803,0.41333333333333333,1.1485576791763306,0.416,0.4173809523809524,0.3253467283072546,0.3666666666666667,0.2272727272727273,0.001
4,1.0783832587136162,0.4088888888888889,1.1062662477493286,0.48,0.46880952380952384,0.4687556799158177,0.33928571428571425,0.33207070707070707,0.001
5,1.0323317339685227,0.45111111111111113,1.136619240283966,0.328,0.34047619047619043,0.275879917184265,0.33928571428571425,0.22461170848267623,0.001
6,1.037676067882114,0.44222222222222224,1.2309692320823669,0.36,0.3595238095238095,0.2704890244936011,0.3666666666666667,0.2272727272727273,0.001
7,1.0119958437813652,0.4444444444444444,1.1612196130752563,0.408,0.3971428571428572,0.38226600985221676,0.46428571428571425,0.44166666666666665,0.001
8,1.0207315026389228,0.46444444444444444,1.36542422580719,0.464,0.4533333333333333,0.3541992696922274,0.39999999999999997,0.2831541218637993,0.001
9,1.0044639322492812,0.4533333333333333,1.1763054418563843,0.368,0.36047619047619045,0.3508104798427379,0.4226190476190476,0.4064327485380117,0.001
10,0.9636432388093736,0.5066666666666667,1.2783485388755798,0.44,0.39166666666666666,0.3280141843971631,0.4666666666666666,0.39206349206349206,0.001
11,0.9892311726676093,0.47333333333333333,1.2867071886062622,0.344,0.35023809523809524,0.2739855011945876,0.325,0.2111436950146628,0.001
12,0.9629299611515469,0.4911111111111111,1.3045558691024781,0.44,0.4166666666666667,0.3422632118284293,0.4916666666666667,0.40888888888888886,0.001
13,0.9540999166170756,0.5022222222222222,1.1482933034896852,0.392,0.38190476190476197,0.3847357321041532,0.4142857142857143,0.4084249084249083,0.001
14,0.9547247298558553,0.4777777777777778,1.242047559261322,0.48,0.44976190476190475,0.42055953562835957,0.47500000000000003,0.39855072463768115,0.001
15,0.9384564134809706,0.5266666666666666,1.3242221579551696,0.416,0.3973809523809524,0.35446961767258656,0.45,0.3844393592677346,0.001
16,0.9488982258902656,0.5111111111111111,1.210532377243042,0.384,0.3735714285714285,0.37958917094372774,0.38690476190476186,0.4044117647058824,0.001
17,0.9312659011946784,0.54,1.358604670524597,0.416,0.4030952380952381,0.37585418597466785,0.46428571428571425,0.4424074074074074,0.001
18,0.9308529880311754,0.5244444444444445,1.2027228450775147,0.416,0.39547619047619054,0.38607441979895935,0.4476190476190476,0.4342902711323764,0.001
19,0.9438428041670057,0.52,1.2984109230041503,0.456,0.4228571428571428,0.370592304572887,0.47500000000000003,0.4011544011544011,0.001
20,0.8926062467363146,0.5088888888888888,1.7222010164260864,0.44,0.4116666666666667,0.34649122807017546,0.45,0.37719298245614036,0.001
21,0.9230670626958212,0.54,1.3795427236557007,0.408,0.37000000000000005,0.33847979869914063,0.34761904761904766,0.26515151515151514,0.001
22,0.9095297503471375,0.5444444444444444,1.9321177756786347,0.336,0.3383333333333334,0.22777426382739474,0.3333333333333333,0.16161616161616163,0.001
23,0.8702191636297438,0.5666666666666667,1.361519868850708,0.432,0.395,0.3754346546835714,0.35595238095238096,0.31168831168831174,0.001
24,0.8458307970894707,0.5666666666666667,1.5270223340988158,0.392,0.374047619047619,0.33694415418553353,0.3833333333333333,0.32051282051282054,0.001
