subject,ma_mau,substance,intensity,repeat,channel,band,abs_power,rel_power
P012,S1_7,Sucrose,7,1,P3,delta,2.898945190126781e-10,0.042978486064981794
P012,S1_7,Sucrose,7,1,P3,theta,7.038173910968814e-10,0.104344870122316
P012,S1_7,Sucrose,7,1,P3,alpha,6.931587465359305e-10,0.10276466636994912
P012,S1_7,Sucrose,7,1,P3,beta,2.679955886393614e-09,0.3973184698710935
P012,S1_7,Sucrose,7,1,P3,gamma,2.3782811970141147e-09,0.3525935075716597
P012,S1_7,Sucrose,7,1,P4,delta,1.5523893873054347e-10,0.10373911746539426
P012,S1_7,Sucrose,7,1,P4,theta,1.402314489039698e-10,0.09371029504035845
P012,S1_7,Sucrose,7,1,P4,alpha,7.733575623488098e-11,0.051679966160107026
P012,S1_7,Sucrose,7,1,P4,beta,6.380091964104772e-10,0.4263525086660877
P012,S1_7,Sucrose,7,1,P4,gamma,4.856205512470513e-10,0.32451811266805225
P012,S1_7,Sucrose,7,1,O1,delta,4.63632896568325e-10,0.07861904884319208
P012,S1_7,Sucrose,7,1,O1,theta,5.567857376073696e-10,0.09441514056519414
P012,S1_7,Sucrose,7,1,O1,alpha,4.858829526781456e-10,0.08239203014156284
P012,S1_7,Sucrose,7,1,O1,beta,2.2912638513427414e-09,0.38853365663799233
P012,S1_7,Sucrose,7,1,O1,gamma,2.0996427243322473e-09,0.35604012381205874
P012,S1_7,Sucrose,7,1,O2,delta,9.2381525944648e-10,0.4297942692985602
P012,S1_7,Sucrose,7,1,O2,theta,1.9331048156296823e-10,0.08993544577396329
P012,S1_7,Sucrose,7,1,O2,alpha,1.2951226054724086e-10,0.06025406791879359
P012,S1_7,Sucrose,7,1,O2,beta,4.850740067290303e-10,0.22567502121879227
P012,S1_7,Sucrose,7,1,O2,gamma,4.1772395547010207e-10,0.19434119578989045
P012,S1_7,Sucrose,7,1,F7,delta,5.828008796807177e-10,0.101478592171791
P012,S1_7,Sucrose,7,1,F7,theta,6.045004600533775e-10,0.105256971621291
P012,S1_7,Sucrose,7,1,F7,alpha,4.771594863658947e-10,0.08308407657921377
P012,S1_7,Sucrose,7,1,F7,beta,2.1655449269243185e-09,0.3770695243106625
P012,S1_7,Sucrose,7,1,F7,gamma,1.9130861366828922e-09,0.33311083531704144
P012,S1_7,Sucrose,7,1,F8,delta,1.295824547384297e-10,0.09038792816431805
P012,S1_7,Sucrose,7,1,F8,theta,1.707669966509021e-10,0.11911547020215932
P012,S1_7,Sucrose,7,1,F8,alpha,1.0719851837845409e-10,0.07477441292551373
P012,S1_7,Sucrose,7,1,F8,beta,5.467840780897657e-10,0.3813994731889698
P012,S1_7,Sucrose,7,1,F8,gamma,4.792936294879805e-10,0.3343227155190396
P012,S1_7,Sucrose,7,1,T7,delta,4.5085261814319634e-10,0.07204604284826736
P012,S1_7,Sucrose,7,1,T7,theta,6.2601570741905e-10,0.10003702466262787
P012,S1_7,Sucrose,7,1,T7,alpha,6.889800643801306e-10,0.1100987002013309
P012,S1_7,Sucrose,7,1,T7,beta,2.1728947668575866e-09,0.3472275931822933
P012,S1_7,Sucrose,7,1,T7,gamma,2.319096973194612e-09,0.37059063910548024
P012,S1_7,Sucrose,7,1,T8,delta,2.7185287496361097e-09,0.5054124593600436
P012,S1_7,Sucrose,7,1,T8,theta,6.342150900545458e-10,0.11790944218288132
P012,S1_7,Sucrose,7,1,T8,alpha,3.276802419680474e-10,0.06092033310257739
P012,S1_7,Sucrose,7,1,T8,beta,9.833263946923921e-10,0.18281410912489013
P012,S1_7,Sucrose,7,1,T8,gamma,7.150816028547222e-10,0.1329436562296073
P012,S1_7,Sucrose,7,1,P7,delta,6.600660131542127e-10,0.11894195177776105
P012,S1_7,Sucrose,7,1,P7,theta,5.491957415916427e-10,0.09896345533803974
P012,S1_7,Sucrose,7,1,P7,alpha,4.975492758373667e-10,0.08965691429999709
P012,S1_7,Sucrose,7,1,P7,beta,2.026066314844359e-09,0.36509118348207104
P012,S1_7,Sucrose,7,1,P7,gamma,1.8166029118623248e-09,0.3273464951021315
P012,S1_7,Sucrose,7,1,P8,delta,1.4935594145927411e-10,0.11863523380007922
P012,S1_7,Sucrose,7,1,P8,theta,1.3646016681590717e-10,0.10839196376407507
P012,S1_7,Sucrose,7,1,P8,alpha,6.776110031354012e-11,0.05382346292825225
P012,S1_7,Sucrose,7,1,P8,beta,4.971095405410398e-10,0.39486013070606396
P012,S1_7,Sucrose,7,1,P8,gamma,4.0826421067501855e-10,0.32428920880152995
P012,S1_5,Sucrose,5,1,Fp1,delta,1.4745540004529693e-10,0.061948770676193136
P012,S1_5,Sucrose,5,1,Fp1,theta,2.0027126471716976e-10,0.08413770297448543
P012,S1_5,Sucrose,5,1,Fp1,alpha,1.5467740482078697e-10,0.06498286991923048
P012,S1_5,Sucrose,5,1,Fp1,beta,1.0975220919053143e-09,0.4610895522484232
P012,S1_5,Sucrose,5,1,Fp1,gamma,7.803535185723632e-10,0.3278411041816681
P012,S1_5,Sucrose,5,1,Fp2,delta,1.6329917217250842e-10,0.14676068140196874
P012,S1_5,Sucrose,5,1,Fp2,theta,7.290013186018766e-11,0.06551700712109108
P012,S1_5,Sucrose,5,1,Fp2,alpha,8.40203794889248e-11,0.07551102667207837
P012,S1_5,Sucrose,5,1,Fp2,beta,4.6490205227158546e-10,0.41781805179314957
P012,S1_5,Sucrose,5,1,Fp2,gamma,3.2756846578225403e-10,0.29439323301171283
P012,S1_5,Sucrose,5,1,F3,delta,1.846943184425733e-10,0.09616482443389947
P012,S1_5,Sucrose,5,1,F3,theta,1.7223828043329913e-10,0.08967933685418125
P012,S1_5,Sucrose,5,1,F3,alpha,1.6121409272614382e-10,0.08393937103214343
P012,S1_5,Sucrose,5,1,F3,beta,8.775641728941787e-10,0.45692149778872804
P012,S1_5,Sucrose,5,1,F3,gamma,5.248907643200261e-10,0.2732949698910475
P012,S1_5,Sucrose,5,1,F4,delta,4.807049551244946e-10,0.24937243824470928
P012,S1_5,Sucrose,5,1,F4,theta,2.4956745520116307e-10,0.12946661802960488
P012,S1_5,Sucrose,5,1,F4,alpha,2.075577590623425e-10,0.10767349889409708
P012,S1_5,Sucrose,5,1,F4,beta,6.261962162020276e-10,0.3248480707120419
P012,S1_5,Sucrose,5,1,F4,gamma,3.636323344677945e-10,0.18863937411954695
P012,S1_5,Sucrose,5,1,C3,delta,4.385147542965221e-10,0.08923185879280722
P012,S1_5,Sucrose,5,1,C3,theta,3.297955179912044e-10,0.0671089554081288
P012,S1_5,Sucrose,5,1,C3,alpha,6.924551812759459e-10,0.1409053226842657
P012,S1_5,Sucrose,5,1,C3,beta,1.8188192834595384e-09,0.3701052789698199
P012,S1_5,Sucrose,5,1,C3,gamma,1.6347447438266257e-09,0.33264858414497867
P012,S1_5,Sucrose,5,1,C4,delta,1.865162709180581e-10,0.15326464888668823
P012,S1_5,Sucrose,5,1,C4,theta,9.484091972142623e-11,0.07793293415983503
P012,S1_5,Sucrose,5,1,C4,alpha,8.961059084836138e-11,0.07363505433226562
P012,S1_5,Sucrose,5,1,C4,beta,4.98805424082201e-10,0.4098797268916044
P012,S1_5,Sucrose,5,1,C4,gamma,3.4718238251180454e-10,0.28528763572960675
P012,S1_5,Sucrose,5,1,P3,delta,6.995169959057227e-10,0.11902786319333654
P012,S1_5,Sucrose,5,1,P3,theta,4.439392951038217e-10,0.07553947365545584
P012,S1_5,Sucrose,5,1,P3,alpha,6.365715598135927e-10,0.10831724315169179
P012,S1_5,Sucrose,5,1,P3,beta,2.458523569349664e-09,0.41833552119952316
P012,S1_5,Sucrose,5,1,P3,gamma,1.638366615140491e-09,0.2787798987999926
P012,S1_5,Sucrose,5,1,P4,delta,1.7130360236717396e-10,0.12349964789657791
P012,S1_5,Sucrose,5,1,P4,theta,1.0251730735368852e-10,0.07390884480262351
P012,S1_5,Sucrose,5,1,P4,alpha,1.1305678932636726e-10,0.08150718070829958
P012,S1_5,Sucrose,5,1,P4,beta,4.980568452913322e-10,0.35906918579633285
P012,S1_5,Sucrose,5,1,P4,gamma,5.021431136530492e-10,0.36201514079616576
P012,S1_5,Sucrose,5,1,O1,delta,4.869468874066337e-10,0.08572174862941966
P012,S1_5,Sucrose,5,1,O1,theta,4.4224391718144597e-10,0.0778522727671949
P012,S1_5,Sucrose,5,1,O1,alpha,8.085774299848605e-10,0.14234133740894742
P012,S1_5,Sucrose,5,1,O1,beta,2.1342606769542343e-09,0.37571357778645803
P012,S1_5,Sucrose,5,1,O1,gamma,1.808523517608809e-09,0.31837106340798055
P012,S1_5,Sucrose,5,1,O2,delta,1.9500802006816338e-10,0.16488899580069938
P012,S1_5,Sucrose,5,1,O2,theta,9.750057620094194e-11,0.08244159442336468
P012,S1_5,Sucrose,5,1,O2,alpha,1.1762947052736127e-10,0.09946157734971581
P012,S1_5,Sucrose,5,1,O2,beta,4.559791378663345e-10,0.3855530768558542
P012,S1_5,Sucrose,5,1,O2,gamma,3.1654522299773647e-10,0.2676547555703656
P012,S1_5,Sucrose,5,1,F7,delta,5.468457632558327e-10,0.10755672526487993
P012,S1_5,Sucrose,5,1,F7,theta,4.831888214659715e-10,0.09503631702667727
P012,S1_5,Sucrose,5,1,F7,alpha,5.633561652760123e-10,0.11080408474614263
P012,S1_5,Sucrose,5,1,F7,beta,1.9910359528842023e-09,0.3916082401404258
P012,S1_5,Sucrose,5,1,F7,gamma,1.4998277861712314e-09,0.29499463282187477
P012,S1_5,Sucrose,5,1,F8,delta,2.671398846676018e-10,0.19574188579225021
P012,S1_5,Sucrose,5,1,F8,theta,9.72858958341518e-11,0.0712844685669462
P012,S1_5,Sucrose,5,1,F8,alpha,1.1033704701752957e-10,0.08084746193116377
P012,S1_5,Sucrose,5,1,F8,beta,5.223169982338778e-10,0.3827182689056766
P012,S1_5,Sucrose,5,1,F8,gamma,3.6767602906234576e-10,0.2694079148039629
P012,S1_5,Sucrose,5,1,T7,delta,4.728913656240827e-10,0.07657354992897857
P012,S1_5,Sucrose,5,1,T7,theta,5.756205608690419e-10,0.0932081085889201
P012,S1_5,Sucrose,5,1,T7,alpha,9.790427251053532e-10,0.1585327676569447
P012,S1_5,Sucrose,5,1,T7,beta,2.3859191978032864e-09,0.3863430717927962
P012,S1_5,Sucrose,5,1,T7,gamma,1.7621751320374638e-09,0.28534250203235956
P012,S1_5,Sucrose,5,1,T8,delta,2.0428546345909113e-10,0.18506629303744096
P012,S1_5,Sucrose,5,1,T8,theta,9.360979670717048e-11,0.08480298977344358
P012,S1_5,Sucrose,5,1,T8,alpha,9.111595665743601e-11,0.08254377012257945
P012,S1_5,Sucrose,5,1,T8,beta,4.2168433801433943e-10,0.3820122878390157
P012,S1_5,Sucrose,5,1,T8,gamma,2.931546390909131e-10,0.26557465922752027
P012,S1_5,Sucrose,5,1,P7,delta,6.546975985750727e-10,0.12418747207355822
P012,S1_5,Sucrose,5,1,P7,theta,4.203986331107362e-10,0.07974405836042638
P012,S1_5,Sucrose,5,1,P7,alpha,5.195912134813642e-10,0.09855957842876371
P012,S1_5,Sucrose,5,1,P7,beta,1.9048754665000653e-09,0.3613296723776772
P012,S1_5,Sucrose,5,1,P7,gamma,1.7722860731263709e-09,0.3361792187595743
P012,S1_5,Sucrose,5,1,P8,delta,1.90860855978489e-10,0.16690999948082602
P012,S1_5,Sucrose,5,1,P8,theta,7.635721087151677e-11,0.06677525342524185
P012,S1_5,Sucrose,5,1,P8,alpha,8.711152211558705e-11,0.07618002149547788
P012,S1_5,Sucrose,5,1,P8,beta,4.626696165648191e-10,0.40460986651622005
P012,S1_5,Sucrose,5,1,P8,gamma,3.2649643027428625e-10,0.2855248590822342
P012,S1_12,Sucrose,12,1,Fp1,delta,1.6305759007178e-10,0.07274975356399951
P012,S1_12,Sucrose,12,1,Fp1,theta,1.5533891320252487e-10,0.06930598967768635
P012,S1_12,Sucrose,12,1,Fp1,alpha,2.2683796134764723e-10,0.10120599586769814
P012,S1_12,Sucrose,12,1,Fp1,beta,1.088023779914073e-09,0.48543255070601565
P012,S1_12,Sucrose,12,1,Fp1,gamma,6.080907921769968e-10,0.2713057101846007
P012,S1_12,Sucrose,12,1,Fp2,delta,9.118939223610623e-11,0.09844833262894977
P012,S1_12,Sucrose,12,1,Fp2,theta,7.700819845295342e-11,0.08313827464518098
P012,S1_12,Sucrose,12,1,Fp2,alpha,6.887402341586187e-11,0.07435659565734125
P012,S1_12,Sucrose,12,1,Fp2,beta,3.853091244770647e-10,0.4159808495408305
P012,S1_12,Sucrose,12,1,Fp2,gamma,3.038857587877319e-10,0.32807594752769764
P012,S1_12,Sucrose,12,1,F3,delta,9.582070310141235e-11,0.05399994525127023
P012,S1_12,Sucrose,12,1,F3,theta,1.4924800348768035e-10,0.08410900521849056
P012,S1_12,Sucrose,12,1,F3,alpha,1.654204849618944e-10,0.09322303888677272
P012,S1_12,Sucrose,12,1,F3,beta,8.126634719513797e-10,0.45797809421871016
P012,S1_12,Sucrose,12,1,F3,gamma,5.513066004013943e-10,0.31068991642475646
P012,S1_12,Sucrose,12,1,F4,delta,3.247763553603968e-10,0.1572773459368139
P012,S1_12,Sucrose,12,1,F4,theta,3.2364690579802573e-10,0.1567303946991165
P012,S1_12,Sucrose,12,1,F4,alpha,1.4447412074194262e-10,0.0699635484289886
P012,S1_12,Sucrose,12,1,F4,beta,7.414062990167447e-10,0.35903603524583555
P012,S1_12,Sucrose,12,1,F4,gamma,5.306876465107802e-10,0.25699267568924544
P012,S1_12,Sucrose,12,1,C3,delta,2.25842422180319e-10,0.06770797953939547
P012,S1_12,Sucrose,12,1,C3,theta,2.9367984964883104e-10,0.08804576686340826
P012,S1_12,Sucrose,12,1,C3,alpha,3.164710216694633e-10,0.09487860275825057
P012,S1_12,Sucrose,12,1,C3,beta,1.1880130245621688e-09,0.3561685213213251
P012,S1_12,Sucrose,12,1,C3,gamma,1.3115299616610787e-09,0.39319912951762076
P012,S1_12,Sucrose,12,1,C4,delta,7.198560180116613e-11,0.06009647861615903
P012,S1_12,Sucrose,12,1,C4,theta,9.020041851069998e-11,0.07530294095713268
P012,S1_12,Sucrose,12,1,C4,alpha,6.17177230228991e-11,0.051524440014108455
P012,S1_12,Sucrose,12,1,C4,beta,5.481121606361583e-10,0.4575860993968103
P012,S1_12,Sucrose,12,1,C4,gamma,4.258180366987768e-10,0.3554900410157898
P012,S1_12,Sucrose,12,1,P3,delta,3.8855922859626414e-10,0.07829257930225796
P012,S1_12,Sucrose,12,1,P3,theta,3.801486453329348e-10,0.07659789234423267
P012,S1_12,Sucrose,12,1,P3,alpha,4.226868867155187e-10,0.08516911750559682
P012,S1_12,Sucrose,12,1,P3,beta,2.007460053936884e-09,0.4044923242121128
P012,S1_12,Sucrose,12,1,P3,gamma,1.7640577891299738e-09,0.3554480866357995
P012,S1_12,Sucrose,12,1,P4,delta,1.0830430119720766e-10,0.09694364664628212
P012,S1_12,Sucrose,12,1,P4,theta,1.189273291978975e-10,0.10645236478054389
P012,S1_12,Sucrose,12,1,P4,alpha,1.0589939635066485e-10,0.09479100595626315
P012,S1_12,Sucrose,12,1,P4,beta,4.223704593141054e-10,0.3780656179759387
P012,S1_12,Sucrose,12,1,P4,gamma,3.6168674590727025e-10,0.3237473646409718
P012,S1_12,Sucrose,12,1,O1,delta,3.712330339342589e-10,0.08294329312902139
P012,S1_12,Sucrose,12,1,O1,theta,3.241711419470702e-10,0.07242841986752444
P012,S1_12,Sucrose,12,1,O1,alpha,4.5268896189127313e-10,0.10114270506721526
P012,S1_12,Sucrose,12,1,O1,beta,1.761492054262935e-09,0.39356398392888176
P012,S1_12,Sucrose,12,1,O1,gamma,1.5661598613564468e-09,0.34992159800735706
P012,S1_12,Sucrose,12,1,O2,delta,1.3402543046346585e-10,0.15263522870596544
P012,S1_12,Sucrose,12,1,O2,theta,7.069463041645193e-11,0.08051077354935438
P012,S1_12,Sucrose,12,1,O2,alpha,6.646120496523992e-11,0.07568952537487797
P012,S1_12,Sucrose,12,1,O2,beta,3.4987441711609616e-10,0.39845543857021165
P012,S1_12,Sucrose,12,1,O2,gamma,2.5702096814824033e-10,0.29270903379959073
P012,S1_12,Sucrose,12,1,F7,delta,3.3394250143843395e-10,0.08176456072726888
P012,S1_12,Sucrose,12,1,F7,theta,3.382975807530769e-10,0.0828308854555091
P012,S1_12,Sucrose,12,1,F7,alpha,3.2920118558295907e-10,0.08060366744018421
P012,S1_12,Sucrose,12,1,F7,beta,1.6141174598337827e-09,0.3952105661814235
P012,S1_12,Sucrose,12,1,F7,gamma,1.4686373894885103e-09,0.35959032019561454
P012,S1_12,Sucrose,12,1,F8,delta,1.1408676514663055e-10,0.09766847716412007
P012,S1_12,Sucrose,12,1,F8,theta,8.214585431424022e-11,0.07032420005866438
P012,S1_12,Sucrose,12,1,F8,alpha,7.936773627990256e-11,0.06794588249091492
P012,S1_12,Sucrose,12,1,F8,beta,5.101347104582251e-10,0.4367209487882099
P012,S1_12,Sucrose,12,1,F8,gamma,3.823671553081676e-10,0.327340491498091
P012,S1_12,Sucrose,12,1,T7,delta,3.812720053061609e-10,0.06369158771131953
P012,S1_12,Sucrose,12,1,T7,theta,5.017663059359714e-10,0.08382019198981903
P012,S1_12,Sucrose,12,1,T7,alpha,5.360824824482811e-10,0.08955271820688504
P012,S1_12,Sucrose,12,1,T7,beta,2.4616322606528565e-09,0.4112163097746629
P012,S1_12,Sucrose,12,1,T7,gamma,2.105469286890652e-09,0.3517191923173134
P012,S1_12,Sucrose,12,1,T8,delta,1.4029772175805178e-10,0.16697088216083586
P012,S1_12,Sucrose,12,1,T8,theta,6.427707735954785e-11,0.07649732422563772
P012,S1_12,Sucrose,12,1,T8,alpha,7.995200156785927e-11,0.09515233793555061
P012,S1_12,Sucrose,12,1,T8,beta,3.19302146291586e-10,0.38000731853719244
P012,S1_12,Sucrose,12,1,T8,gamma,2.364236763690368e-10,0.2813721371407835
P012,S1_12,Sucrose,12,1,P7,delta,3.6581316090455996e-10,0.08382322726702839
P012,S1_12,Sucrose,12,1,P7,theta,4.054520756954151e-10,0.09290617484309742
P012,S1_12,Sucrose,12,1,P7,alpha,4.989516136050215e-10,0.11433086332663682
P012,S1_12,Sucrose,12,1,P7,beta,1.443186194406913e-09,0.33069483903552066
P012,S1_12,Sucrose,12,1,P7,gamma,1.6506995177867038e-09,0.3782448955277165
P012,S1_12,Sucrose,12,1,P8,delta,6.588943191287352e-11,0.06985152094478472
P012,S1_12,Sucrose,12,1,P8,theta,6.285282122831523e-11,0.06663231160156169
P012,S1_12,Sucrose,12,1,P8,alpha,7.248768609300136e-11,0.07684654392011808
P012,S1_12,Sucrose,12,1,P8,beta,4.3096747646505374e-10,0.4568825809368988
P012,S1_12,Sucrose,12,1,P8,gamma,3.1108099859551255e-10,0.3297870425966364
P012,H2O,Water,0,1,Fp1,delta,1.959562771558199e-10,0.07383213259372942
P012,H2O,Water,0,1,Fp1,theta,2.5924868888931695e-10,0.09767935914401031
P012,H2O,Water,0,1,Fp1,alpha,2.850573655230332e-10,0.10740351630267081
P012,H2O,Water,0,1,Fp1,beta,1.0786824970108255e-09,0.4064244856137443
P012,H2O,Water,0,1,Fp1,gamma,8.351336907845708e-10,0.31466050634584514
P012,H2O,Water,0,1,Fp2,delta,1.0636550036380158e-10,0.06544749070810817
P012,H2O,Water,0,1,Fp2,theta,1.3733807970650713e-10,0.08450515124469811
P012,H2O,Water,0,1,Fp2,alpha,1.3262912717070434e-10,0.0816076974060213
P012,H2O,Water,0,1,Fp2,beta,7.571273560625432e-10,0.4658661448615854
P012,H2O,Water,0,1,Fp2,gamma,4.917435803041906e-10,0.30257351577958674
P012,H2O,Water,0,1,F3,delta,1.8100961428807627e-10,0.07181920243279216
P012,H2O,Water,0,1,F3,theta,1.787209205509057e-10,0.07091111719398865
P012,H2O,Water,0,1,F3,alpha,2.4929489757088103e-10,0.0989127609852307
P012,H2O,Water,0,1,F3,beta,1.0983127476998522e-09,0.4357776567383579
P012,H2O,Water,0,1,F3,gamma,8.130130373444695e-10,0.3225792626496305
P012,H2O,Water,0,1,F4,delta,2.876284404346543e-10,0.11191237862531561
P012,H2O,Water,0,1,F4,theta,2.006700586318869e-10,0.0780780354906457
P012,H2O,Water,0,1,F4,alpha,1.7799214034235712e-10,0.06925436084214232
P012,H2O,Water,0,1,F4,beta,1.1049956282783075e-09,0.42993901765877396
P012,H2O,Water,0,1,F4,gamma,7.988355005010903e-10,0.3108162073831222
P012,H2O,Water,0,1,C3,delta,3.009589043184317e-10,0.05843218642135968
P012,H2O,Water,0,1,C3,theta,4.682297494259056e-10,0.09090838521106834
P012,H2O,Water,0,1,C3,alpha,6.670748799156367e-10,0.12951483800922858
P012,H2O,Water,0,1,C3,beta,1.936383513452895e-09,0.37595539064566397
P012,H2O,Water,0,1,C3,gamma,1.7779201787682656e-09,0.3451891997126798
P012,H2O,Water,0,1,C4,delta,1.4257277469775276e-10,0.07789449524186462
P012,H2O,Water,0,1,C4,theta,1.3790900513178252e-10,0.07534644932611555
P012,H2O,Water,0,1,C4,alpha,1.6310547704061422e-10,0.08911251697384859
P012,H2O,Water,0,1,C4,beta,8.346610823694407e-10,0.45601626149891256
P012,H2O,Water,0,1,C4,gamma,5.520834994232093e-10,0.30163027695925865
P012,H2O,Water,0,1,P3,delta,3.3877504362301533e-10,0.05905257734828817
P012,H2O,Water,0,1,P3,theta,4.696632625720521e-10,0.08186797304806329
P012,H2O,Water,0,1,P3,alpha,6.943533848547335e-10,0.12103417219778409
P012,H2O,Water,0,1,P3,beta,2.387946955502693e-09,0.416247964387693
P012,H2O,Water,0,1,P3,gamma,1.8460989113570015e-09,0.32179731301817077
P012,H2O,Water,0,1,P4,delta,1.0148685889857222e-10,0.08249034006641137
P012,H2O,Water,0,1,P4,theta,1.0819059396795695e-10,0.0879392562274815
P012,H2O,Water,0,1,P4,alpha,1.1893438980614822e-10,0.0966720062792122
P012,H2O,Water,0,1,P4,beta,4.952396837709517e-10,0.40253970190836763
P012,H2O,Water,0,1,P4,gamma,4.0643627230792296e-10,0.3303586955185271
P012,H2O,Water,0,1,O1,delta,2.3387037779179315e-10,0.04762607656054266
P012,H2O,Water,0,1,O1,theta,3.8691761270226614e-10,0.07879308195921152
P012,H2O,Water,0,1,O1,alpha,7.07631126931966e-10,0.14410415951817707
P012,H2O,Water,0,1,O1,beta,1.7990100199705409e-09,0.3663558837732676
P012,H2O,Water,0,1,O1,gamma,1.783123960432e-09,0.36312079818880144
P012,H2O,Water,0,1,O2,delta,1.8021467146243455e-10,0.10540822548418062
P012,H2O,Water,0,1,O2,theta,1.5249918372837036e-10,0.08919733456853589
P012,H2O,Water,0,1,O2,alpha,1.4525915039818617e-10,0.08496261239198925
P012,H2O,Water,0,1,O2,beta,7.094363746697321e-10,0.4149519500328508
P012,H2O,Water,0,1,O2,gamma,5.222738122496325e-10,0.3054798775224434
P012,H2O,Water,0,1,F7,delta,3.8228969007094547e-10,0.07117516728178516
P012,H2O,Water,0,1,F7,theta,5.171922647779799e-10,0.0962914954771252
P012,H2O,Water,0,1,F7,alpha,5.884818747998642e-10,0.10956428323611289
P012,H2O,Water,0,1,F7,beta,1.998446273035226e-09,0.3720731986273169
P012,H2O,Water,0,1,F7,gamma,1.8847004218258375e-09,0.35089585537766027
P012,H2O,Water,0,1,F8,delta,1.025987717852428e-10,0.07786414912751566
P012,H2O,Water,0,1,F8,theta,9.07799790185667e-11,0.06889464367945887
P012,H2O,Water,0,1,F8,alpha,1.2502180492326556e-10,0.09488141323087948
P012,H2O,Water,0,1,F8,beta,5.870797930613319e-10,0.4455459627953713
P012,H2O,Water,0,1,F8,gamma,4.1218346613648283e-10,0.3128138311667748
P012,H2O,Water,0,1,T7,delta,3.6349503796806677e-10,0.058744677274117474
P012,H2O,Water,0,1,T7,theta,5.57689190599986e-10,0.09012852473639012
P012,H2O,Water,0,1,T7,alpha,5.937783895064498e-10,0.09596092441560636
P012,H2O,Water,0,1,T7,beta,2.4825517841150655e-09,0.4012068615553864
P012,H2O,Water,0,1,T7,gamma,2.190195784248385e-09,0.3539590120184999
P012,H2O,Water,0,1,T8,delta,2.0057631545502864e-10,0.14008167472625624
P012,H2O,Water,0,1,T8,theta,1.215494715330356e-10,0.08488965158130365
P012,H2O,Water,0,1,T8,alpha,1.243781517292276e-10,0.0868651902098234
P012,H2O,Water,0,1,T8,beta,5.870778623952094e-10,0.4100127673223231
P012,H2O,Water,0,1,T8,gamma,3.982708366218026e-10,0.27815071616029413
P012,H2O,Water,0,1,P7,delta,4.3420721553605977e-10,0.07551314416838645
P012,H2O,Water,0,1,P7,theta,5.149860796501051e-10,0.0895614275532484
P012,H2O,Water,0,1,P7,alpha,5.264978996472123e-10,0.09156345260483319
P012,H2O,Water,0,1,P7,beta,2.3914363366415764e-09,0.41589561480545273
P012,H2O,Water,0,1,P7,gamma,1.882960354785258e-09,0.3274663608680794
P012,H2O,Water,0,1,P8,delta,8.99308485804246e-11,0.07485550796625046
P012,H2O,Water,0,1,P8,theta,8.715975897566583e-11,0.07254894327506209
P012,H2O,Water,0,1,P8,alpha,1.0952207308740546e-10,0.09116260486681417
P012,H2O,Water,0,1,P8,beta,5.502512108716385e-10,0.458011178022028
P012,H2O,Water,0,1,P8,gamma,3.6452864490277355e-10,0.3034217658698447
P012,S2_5,Sucralose,5,1,Fp1,delta,1.5677675606792405e-10,0.0642992220723699
P012,S2_5,Sucralose,5,1,Fp1,theta,1.8051268606497679e-10,0.07403409522737694
P012,S2_5,Sucralose,5,1,Fp1,alpha,2.831411739560309e-10,0.11612535989801093
P012,S2_5,Sucralose,5,1,Fp1,beta,1.0615251608922389e-09,0.435365826972759
P012,S2_5,Sucralose,5,1,Fp1,gamma,7.562814367050075e-10,0.31017549582948295
P012,S2_5,Sucralose,5,1,Fp2,delta,1.2990073743918205e-10,0.09756693501909643
P012,S2_5,Sucralose,5,1,Fp2,theta,9.97987833946124e-11,0.07495770698765895
P012,S2_5,Sucralose,5,1,Fp2,alpha,8.469205751186577e-11,0.0636112206504023
P012,S2_5,Sucralose,5,1,Fp2,beta,5.916835076723296e-10,0.44440660986982555
P012,S2_5,Sucralose,5,1,Fp2,gamma,4.2532614549304474e-10,0.3194575274730168
P012,S2_5,Sucralose,5,1,F3,delta,1.3010290912604903e-10,0.06104828072176282
P012,S2_5,Sucralose,5,1,F3,theta,1.1085080252680477e-10,0.0520146010288877
P012,S2_5,Sucralose,5,1,F3,alpha,2.3971749745618176e-10,0.1124828120825884
P012,S2_5,Sucralose,5,1,F3,beta,9.156881744054995e-10,0.42966901432270116
P012,S2_5,Sucralose,5,1,F3,gamma,7.347884160281508e-10,0.34478529184405976
P012,S2_5,Sucralose,5,1,F4,delta,3.9352318385964873e-10,0.14253726590038335
P012,S2_5,Sucralose,5,1,F4,theta,2.510299429023886e-10,0.09092506664917933
P012,S2_5,Sucralose,5,1,F4,alpha,1.7474260700974943e-10,0.06329317931204308
P012,S2_5,Sucralose,5,1,F4,beta,1.0590015176464097e-09,0.38357887692713827
P012,S2_5,Sucralose,5,1,F4,gamma,8.825469486850575e-10,0.31966561121125586
P012,S2_5,Sucralose,5,1,C3,delta,6.920332519488696e-10,0.11181066357234583
P012,S2_5,Sucralose,5,1,C3,theta,8.081583230486337e-10,0.13057279851381795
P012,S2_5,Sucralose,5,1,C3,alpha,7.731641982220173e-10,0.1249188558644168
P012,S2_5,Sucralose,5,1,C3,beta,2.0358357645052996e-09,0.32892660448412914
P012,S2_5,Sucralose,5,1,C3,gamma,1.8801398716277162e-09,0.30377107756529015
P012,S2_5,Sucralose,5,1,C4,delta,7.42484378659011e-11,0.052100711121677905
P012,S2_5,Sucralose,5,1,C4,theta,7.931671023744277e-11,0.05565715759119945
