subj_remove,n_subjects,n_samples,majority,iso_contam,sampling,model,K,accuracy,balanced_acc,f1_macro,recall_vua_phai,recall_others,oracle_acc,oracle_bacc,oracle_thr
2,26,112,0.7679,0.15,smote,XGB_gpu,13,0.6607,0.5644,0.558,0.3846,0.7442,0.7857,0.5935,0.87
2,26,112,0.7679,0.15,smote,XGB_gpu,14,0.6518,0.5854,0.5694,0.4615,0.7093,0.7946,0.5979,0.87
2,26,112,0.7679,0.15,smote,XGB_gpu,15,0.6339,0.5604,0.5473,0.4231,0.6977,0.7589,0.5894,0.89
2,26,112,0.7679,0.15,smote,XGB_gpu,16,0.6696,0.5702,0.5647,0.3846,0.7558,0.75,0.6024,0.88
2,26,112,0.7679,0.15,smote,XGB_gpu,17,0.6786,0.5894,0.5812,0.4231,0.7558,0.7589,0.6047,0.9
2,26,112,0.7679,0.15,smote,XGB_gpu,18,0.6607,0.5778,0.5675,0.4231,0.7326,0.7679,0.6185,0.89
2,26,112,0.7679,0.15,smote,XGB_gpu,19,0.6339,0.547,0.5382,0.3846,0.7093,0.7768,0.5966,0.88
2,26,112,0.7679,0.15,smote,XGB_gpu,20,0.6518,0.572,0.5607,0.4231,0.7209,0.75,0.6011,0.82
2,26,112,0.7679,0.15,smote,XGB_gpu,21,0.6786,0.5894,0.5812,0.4231,0.7558,0.7679,0.597,0.86
2,26,112,0.7679,0.15,smote,XGB_gpu,22,0.6875,0.6087,0.5973,0.4615,0.7558,0.7857,0.6203,0.89
2,26,112,0.7679,0.15,smote,XGB_gpu,23,0.7054,0.6069,0.6024,0.4231,0.7907,0.7768,0.6261,0.8
2,26,112,0.7679,0.15,smote,XGB_gpu,24,0.6786,0.576,0.5714,0.3846,0.7674,0.7768,0.61,0.79
2,26,112,0.7679,0.15,smote,XGB_gpu,25,0.7143,0.6261,0.619,0.4615,0.7907,0.7589,0.6391,0.86
2,26,112,0.7679,0.15,smote,XGB_gpu,26,0.6607,0.5644,0.558,0.3846,0.7442,0.7768,0.6096,0.9
2,26,112,0.7679,0.15,smote,XGB_gpu,27,0.6696,0.5836,0.5743,0.4231,0.7442,0.7679,0.5912,0.89
2,26,112,0.7679,0.15,smote,XGB_gpu,28,0.6607,0.5644,0.558,0.3846,0.7442,0.7946,0.6078,0.86
2,26,112,0.7679,0.15,smote,XGB_gpu,29,0.6518,0.5183,0.518,0.2692,0.7674,0.7679,0.6015,0.88
2,26,112,0.7679,0.15,smote,XGB_gpu,30,0.6429,0.5394,0.5347,0.3462,0.7326,0.7768,0.606,0.87
2,26,112,0.7679,0.15,smote,LGBM_gpu,1,0.5982,0.6042,0.5547,0.6154,0.593,0.7679,0.6579,0.89
2,26,112,0.7679,0.15,smote,LGBM_gpu,2,0.6429,0.5662,0.554,0.4231,0.7093,0.7589,0.6292,0.89
2,26,112,0.7679,0.15,smote,LGBM_gpu,3,0.5625,0.487,0.4783,0.3462,0.6279,0.7679,0.5917,0.88
2,26,112,0.7679,0.15,smote,LGBM_gpu,4,0.6429,0.5662,0.554,0.4231,0.7093,0.7679,0.6167,0.87
2,26,112,0.7679,0.15,smote,LGBM_gpu,5,0.6429,0.5259,0.5238,0.3077,0.7442,0.75,0.6315,0.86
2,26,112,0.7679,0.15,smote,LGBM_gpu,6,0.6161,0.5085,0.5053,0.3077,0.7093,0.75,0.5376,0.88
2,26,112,0.7679,0.15,smote,LGBM_gpu,7,0.625,0.5009,0.5,0.2692,0.7326,0.7232,0.5461,0.87
2,26,112,0.7679,0.15,smote,LGBM_gpu,8,0.5714,0.4526,0.4537,0.2308,0.6744,0.7411,0.5572,0.82
2,26,112,0.7679,0.15,smote,LGBM_gpu,9,0.5982,0.47,0.4705,0.2308,0.7093,0.7589,0.5474,0.87
2,26,112,0.7679,0.15,smote,LGBM_gpu,10,0.6339,0.4933,0.4933,0.2308,0.7558,0.75,0.5362,0.89
2,26,112,0.7679,0.15,smote,LGBM_gpu,11,0.6071,0.449,0.449,0.1538,0.7442,0.7589,0.559,0.83
2,26,112,0.7679,0.15,smote,LGBM_gpu,12,0.6696,0.5434,0.5428,0.3077,0.7791,0.7589,0.5608,0.84
2,26,112,0.7679,0.15,smote,LGBM_gpu,13,0.6875,0.5282,0.5288,0.2308,0.8256,0.7589,0.5698,0.73
2,26,112,0.7679,0.15,smote,LGBM_gpu,14,0.6964,0.5474,0.5492,0.2692,0.8256,0.7768,0.5988,0.82
2,26,112,0.7679,0.15,smote,LGBM_gpu,15,0.6607,0.5242,0.5242,0.2692,0.7791,0.75,0.5407,0.84
2,26,112,0.7679,0.15,smote,LGBM_gpu,16,0.6696,0.5031,0.5019,0.1923,0.814,0.7589,0.5908,0.9
2,26,112,0.7679,0.15,smote,LGBM_gpu,17,0.6786,0.5358,0.5366,0.2692,0.8023,0.7679,0.5832,0.89
2,26,112,0.7679,0.15,smote,LGBM_gpu,18,0.6786,0.5492,0.5492,0.3077,0.7907,0.7589,0.5962,0.86
2,26,112,0.7679,0.15,smote,LGBM_gpu,19,0.6964,0.5742,0.5742,0.3462,0.8023,0.7589,0.576,0.85
2,26,112,0.7679,0.15,smote,LGBM_gpu,20,0.6696,0.53,0.5303,0.2692,0.7907,0.7589,0.5778,0.81
2,26,112,0.7679,0.15,smote,LGBM_gpu,21,0.7321,0.6109,0.6138,0.3846,0.8372,0.7679,0.6225,0.83
2,26,112,0.7679,0.15,smote,LGBM_gpu,22,0.6964,0.5608,0.5623,0.3077,0.814,0.7679,0.5993,0.87
2,26,112,0.7679,0.15,smote,LGBM_gpu,23,0.7232,0.6051,0.6065,0.3846,0.8256,0.7679,0.627,0.87
2,26,112,0.7679,0.15,smote,LGBM_gpu,24,0.6786,0.5492,0.5492,0.3077,0.7907,0.7679,0.597,0.88
2,26,112,0.7679,0.15,smote,LGBM_gpu,25,0.7232,0.6051,0.6065,0.3846,0.8256,0.7768,0.6369,0.89
2,26,112,0.7679,0.15,smote,LGBM_gpu,26,0.6875,0.5953,0.5882,0.4231,0.7674,0.7679,0.6292,0.87
2,26,112,0.7679,0.15,smote,LGBM_gpu,27,0.6786,0.5492,0.5492,0.3077,0.7907,0.7679,0.6369,0.88
2,26,112,0.7679,0.15,smote,LGBM_gpu,28,0.6786,0.5626,0.5608,0.3462,0.7791,0.7768,0.631,0.9
2,26,112,0.7679,0.15,smote,LGBM_gpu,29,0.6607,0.5107,0.5108,0.2308,0.7907,0.7679,0.627,0.87
2,26,112,0.7679,0.15,smote,LGBM_gpu,30,0.6964,0.5877,0.5852,0.3846,0.7907,0.7589,0.6351,0.89
2,26,112,0.7679,0.15,smote,SVM_RBF,1,0.625,0.6351,0.5818,0.6538,0.6163,0.7679,0.6789,0.87
2,26,112,0.7679,0.15,smote,SVM_RBF,2,0.6696,0.6239,0.599,0.5385,0.7093,0.8036,0.6471,0.87
2,26,112,0.7679,0.15,smote,SVM_RBF,3,0.7143,0.6395,0.6278,0.5,0.7791,0.8036,0.653,0.84
2,26,112,0.7679,0.15,smote,SVM_RBF,4,0.6875,0.6221,0.6058,0.5,0.7442,0.8125,0.6919,0.74
2,26,112,0.7679,0.15,smote,SVM_RBF,5,0.7232,0.6588,0.6433,0.5385,0.7791,0.7857,0.6606,0.72
2,26,112,0.7679,0.15,smote,SVM_RBF,6,0.6875,0.5684,0.5675,0.3462,0.7907,0.7679,0.5809,0.67
2,26,112,0.7679,0.15,smote,SVM_RBF,7,0.6518,0.5318,0.5301,0.3077,0.7558,0.7679,0.6064,0.82
2,26,112,0.7679,0.15,smote,SVM_RBF,8,0.6607,0.5242,0.5242,0.2692,0.7791,0.7679,0.5572,0.89
2,26,112,0.7679,0.15,smote,SVM_RBF,9,0.6964,0.5474,0.5492,0.2692,0.8256,0.7768,0.5733,0.86
2,26,112,0.7679,0.15,smote,SVM_RBF,10,0.6786,0.5358,0.5366,0.2692,0.8023,0.7768,0.5501,0.89
2,26,112,0.7679,0.15,smote,SVM_RBF,11,0.6696,0.5165,0.5167,0.2308,0.8023,0.7679,0.5465,0.9
2,26,112,0.7679,0.15,smote,SVM_RBF,12,0.6518,0.5049,0.5049,0.2308,0.7791,0.7589,0.5577,0.82
2,26,112,0.7679,0.15,smote,SVM_RBF,13,0.6875,0.5282,0.5288,0.2308,0.8256,0.7679,0.5425,0.9
2,26,112,0.7679,0.15,smote,SVM_RBF,14,0.6607,0.4839,0.4802,0.1538,0.814,0.7679,0.5617,0.88
2,26,112,0.7679,0.15,smote,SVM_RBF,15,0.6607,0.4705,0.4626,0.1154,0.8256,0.7679,0.5492,0.87
2,26,112,0.7679,0.15,smote,SVM_RBF,16,0.6786,0.4955,0.4909,0.1538,0.8372,0.7679,0.5268,0.83
2,26,112,0.7679,0.15,smote,SVM_RBF,17,0.7054,0.513,0.5074,0.1538,0.8721,0.7679,0.538,0.9
2,26,112,0.7679,0.15,smote,SVM_RBF,18,0.6875,0.5148,0.5133,0.1923,0.8372,0.7768,0.5407,0.87
2,26,112,0.7679,0.15,smote,SVM_RBF,19,0.6696,0.4763,0.4676,0.1154,0.8372,0.7768,0.5461,0.85
2,26,112,0.7679,0.15,smote,SVM_RBF,20,0.6607,0.4705,0.4626,0.1154,0.8256,0.7589,0.5228,0.88
2,26,112,0.7679,0.15,smote,SVM_RBF,21,0.6607,0.4839,0.4802,0.1538,0.814,0.7411,0.5264,0.9
2,26,112,0.7679,0.15,smote,SVM_RBF,22,0.6696,0.4897,0.4855,0.1538,0.8256,0.7589,0.5344,0.79
2,26,112,0.7679,0.15,smote,SVM_RBF,23,0.7054,0.5264,0.5251,0.1923,0.8605,0.7768,0.5452,0.86
2,26,112,0.7679,0.15,smote,SVM_RBF,24,0.6964,0.5072,0.5018,0.1538,0.8605,0.7857,0.5742,0.9
2,26,112,0.7679,0.15,smote,SVM_RBF,25,0.7143,0.5188,0.513,0.1538,0.8837,0.7857,0.5438,0.85
2,26,112,0.7679,0.15,smote,SVM_RBF,26,0.6964,0.4937,0.4826,0.1154,0.8721,0.7768,0.5326,0.79
2,26,112,0.7679,0.15,smote,SVM_RBF,27,0.7143,0.5188,0.513,0.1538,0.8837,0.7768,0.5608,0.9
2,26,112,0.7679,0.15,smote,SVM_RBF,28,0.7143,0.5054,0.4929,0.1154,0.8953,0.7679,0.5268,0.75
2,26,112,0.7679,0.15,smote,SVM_RBF,29,0.7321,0.517,0.5035,0.1154,0.9186,0.7768,0.5286,0.9
2,26,112,0.7679,0.15,smote,SVM_RBF,30,0.7321,0.517,0.5035,0.1154,0.9186,0.7768,0.5492,0.89
2,26,112,0.7679,0.15,smote,LogReg_C1,1,0.6071,0.6234,0.5673,0.6538,0.593,0.7679,0.6449,0.69
2,26,112,0.7679,0.15,smote,LogReg_C1,2,0.5,0.5,0.4614,0.5,0.5,0.7679,0.6011,0.71
2,26,112,0.7679,0.15,smote,LogReg_C1,3,0.5179,0.4982,0.4689,0.4615,0.5349,0.7679,0.5394,0.8
2,26,112,0.7679,0.15,smote,LogReg_C1,4,0.5,0.5,0.4614,0.5,0.5,0.7589,0.572,0.84
2,26,112,0.7679,0.15,smote,LogReg_C1,5,0.5268,0.5174,0.4818,0.5,0.5349,0.7589,0.5564,0.85
2,26,112,0.7679,0.15,smote,LogReg_C1,6,0.5,0.5,0.4614,0.5,0.5,0.7589,0.5157,0.88
2,26,112,0.7679,0.15,smote,LogReg_C1,7,0.4643,0.4365,0.4167,0.3846,0.4884,0.7679,0.5134,0.9
2,26,112,0.7679,0.15,smote,LogReg_C1,8,0.5179,0.4848,0.4623,0.4231,0.5465,0.7411,0.559,0.9
2,26,112,0.7679,0.15,smote,LogReg_C1,9,0.5446,0.5157,0.4889,0.4615,0.5698,0.7589,0.5555,0.86
2,26,112,0.7679,0.15,smote,LogReg_C1,10,0.5179,0.4848,0.4623,0.4231,0.5465,0.75,0.5648,0.79
2,26,112,0.7679,0.15,smote,LogReg_C1,11,0.5179,0.4714,0.4551,0.3846,0.5581,0.7589,0.5975,0.8
2,26,112,0.7679,0.15,smote,LogReg_C1,12,0.5536,0.5215,0.4955,0.4615,0.5814,0.7589,0.6015,0.77
2,26,112,0.7679,0.15,smote,LogReg_C1,13,0.5714,0.5465,0.5157,0.5,0.593,0.75,0.6109,0.78
2,26,112,0.7679,0.15,smote,LogReg_C1,14,0.6071,0.5698,0.5429,0.5,0.6395,0.7679,0.5935,0.86
2,26,112,0.7679,0.15,smote,LogReg_C1,15,0.5714,0.5465,0.5157,0.5,0.593,0.75,0.5823,0.81
2,26,112,0.7679,0.15,smote,LogReg_C1,16,0.5893,0.5447,0.5221,0.4615,0.6279,0.75,0.5564,0.9
2,26,112,0.7679,0.15,smote,LogReg_C1,17,0.5804,0.5389,0.5154,0.4615,0.6163,0.7411,0.5738,0.89
2,26,112,0.7679,0.15,smote,LogReg_C1,18,0.5982,0.5505,0.5288,0.4615,0.6395,0.7232,0.5505,0.84
2,26,112,0.7679,0.15,smote,LogReg_C1,19,0.5714,0.5063,0.4932,0.3846,0.6279,0.7321,0.5246,0.85
2,26,112,0.7679,0.15,smote,LogReg_C1,20,0.5893,0.5045,0.4969,0.3462,0.6628,0.7054,0.5121,0.89
2,26,112,0.7679,0.15,smote,LogReg_C1,21,0.5714,0.4928,0.4845,0.3462,0.6395,0.6964,0.5273,0.9
2,26,112,0.7679,0.15,smote,LogReg_C1,22,0.5625,0.4602,0.4589,0.2692,0.6512,0.7054,0.5179,0.89
2,26,112,0.7679,0.15,smote,LogReg_C1,23,0.5625,0.4736,0.469,0.3077,0.6395,0.7321,0.5264,0.9
2,26,112,0.7679,0.15,smote,LogReg_C1,24,0.5982,0.5103,0.5031,0.3462,0.6744,0.75,0.542,0.9
2,26,112,0.7679,0.15,smote,LogReg_C1,25,0.5625,0.4736,0.469,0.3077,0.6395,0.7143,0.5318,0.86
2,26,112,0.7679,0.15,smote,LogReg_C1,26,0.5446,0.462,0.457,0.3077,0.6163,0.7143,0.534,0.89
2,26,112,0.7679,0.15,smote,LogReg_C1,27,0.5357,0.4562,0.451,0.3077,0.6047,0.7143,0.5376,0.9
2,26,112,0.7679,0.15,smote,LogReg_C1,28,0.5446,0.4754,0.4659,0.3462,0.6047,0.6786,0.5009,0.89
2,26,112,0.7679,0.15,smote,LogReg_C1,29,0.5714,0.4794,0.475,0.3077,0.6512,0.6786,0.4888,0.9
2,26,112,0.7679,0.15,smote,LogReg_C1,30,0.5446,0.4352,0.4369,0.2308,0.6395,0.7143,0.513,0.88
2,26,112,0.7679,0.15,smote,LogReg_C01,1,0.6071,0.6234,0.5673,0.6538,0.593,0.7679,0.6257,0.66
2,26,112,0.7679,0.15,smote,LogReg_C01,2,0.4911,0.4942,0.4545,0.5,0.4884,0.7679,0.593,0.67
2,26,112,0.7679,0.15,smote,LogReg_C01,3,0.5089,0.4924,0.4622,0.4615,0.5233,0.7679,0.5452,0.74
2,26,112,0.7679,0.15,smote,LogReg_C01,4,0.5268,0.5174,0.4818,0.5,0.5349,0.7589,0.576,0.79
2,26,112,0.7679,0.15,smote,LogReg_C01,5,0.5357,0.5367,0.4944,0.5385,0.5349,0.7589,0.5604,0.78
2,26,112,0.7679,0.15,smote,LogReg_C01,6,0.5357,0.5367,0.4944,0.5385,0.5349,0.7589,0.5367,0.79
2,26,112,0.7679,0.15,smote,LogReg_C01,7,0.5179,0.4982,0.4689,0.4615,0.5349,0.7679,0.5134,0.8
2,26,112,0.7679,0.15,smote,LogReg_C01,8,0.5357,0.4964,0.4753,0.4231,0.5698,0.7589,0.5608,0.84
2,26,112,0.7679,0.15,smote,LogReg_C01,9,0.5536,0.5215,0.4955,0.4615,0.5814,0.7589,0.5555,0.83
2,26,112,0.7679,0.15,smote,LogReg_C01,10,0.5268,0.4906,0.4688,0.4231,0.5581,0.7589,0.5318,0.76
2,26,112,0.7679,0.15,smote,LogReg_C01,11,0.5357,0.483,0.4678,0.3846,0.5814,0.7589,0.5684,0.75
2,26,112,0.7679,0.15,smote,LogReg_C01,12,0.5625,0.5139,0.4948,0.4231,0.6047,0.7679,0.5957,0.75
2,26,112,0.7679,0.15,smote,LogReg_C01,13,0.5714,0.5331,0.5088,0.4615,0.6047,0.7768,0.5975,0.75
2,26,112,0.7679,0.15,smote,LogReg_C01,14,0.6071,0.5698,0.5429,0.5,0.6395,0.7768,0.5939,0.75
2,26,112,0.7679,0.15,smote,LogReg_C01,15,0.5982,0.564,0.536,0.5,0.6279,0.7857,0.5841,0.81
2,26,112,0.7679,0.15,smote,LogReg_C01,16,0.5714,0.5331,0.5088,0.4615,0.6047,0.7589,0.5796,0.81
2,26,112,0.7679,0.15,smote,LogReg_C01,17,0.5714,0.5331,0.5088,0.4615,0.6047,0.7589,0.5854,0.84
2,26,112,0.7679,0.15,smote,LogReg_C01,18,0.5536,0.5215,0.4955,0.4615,0.5814,0.7589,0.5644,0.84
2,26,112,0.7679,0.15,smote,LogReg_C01,19,0.5625,0.487,0.4783,0.3462,0.6279,0.7589,0.5362,0.9
2,26,112,0.7679,0.15,smote,LogReg_C01,20,0.5893,0.5179,0.5059,0.3846,0.6512,0.7589,0.5411,0.87
2,26,112,0.7679,0.15,smote,LogReg_C01,21,0.5982,0.5237,0.5123,0.3846,0.6628,0.7589,0.5313,0.82
2,26,112,0.7679,0.15,smote,LogReg_C01,22,0.5804,0.5121,0.4996,0.3846,0.6395,0.7589,0.5608,0.89
2,26,112,0.7679,0.15,smote,LogReg_C01,23,0.5982,0.5237,0.5123,0.3846,0.6628,0.7589,0.5376,0.83
2,26,112,0.7679,0.15,smote,LogReg_C01,24,0.625,0.5411,0.5317,0.3846,0.6977,0.75,0.5568,0.83
2,26,112,0.7679,0.15,smote,LogReg_C01,25,0.5893,0.5179,0.5059,0.3846,0.6512,0.7589,0.5707,0.88
2,26,112,0.7679,0.15,smote,LogReg_C01,26,0.6161,0.5487,0.534,0.4231,0.6744,0.7589,0.5496,0.79
2,26,112,0.7679,0.15,smote,LogReg_C01,27,0.5982,0.5371,0.5209,0.4231,0.6512,0.7679,0.5429,0.89
2,26,112,0.7679,0.15,smote,LogReg_C01,28,0.5804,0.5121,0.4996,0.3846,0.6395,0.7679,0.53,0.88
2,26,112,0.7679,0.15,smote,LogReg_C01,29,0.5714,0.4794,0.475,0.3077,0.6512,0.7589,0.5277,0.9
2,26,112,0.7679,0.15,smote,LogReg_C01,30,0.5893,0.5045,0.4969,0.3462,0.6628,0.75,0.5398,0.89
3,25,108,0.7685,0.05,none,XGB_gpu,1,0.5556,0.4872,0.4764,0.36,0.6145,0.75,0.5749,0.88
3,25,108,0.7685,0.05,none,XGB_gpu,2,0.6204,0.5154,0.5114,0.32,0.7108,0.7778,0.593,0.87
3,25,108,0.7685,0.05,none,XGB_gpu,3,0.6759,0.5096,0.5088,0.2,0.8193,0.7593,0.587,0.88
3,25,108,0.7685,0.05,none,XGB_gpu,4,0.6759,0.5096,0.5088,0.2,0.8193,0.7685,0.6275,0.89
3,25,108,0.7685,0.05,none,XGB_gpu,5,0.6852,0.5296,0.5304,0.24,0.8193,0.7685,0.6653,0.9
3,25,108,0.7685,0.05,none,XGB_gpu,6,0.6944,0.5077,0.5033,0.16,0.8554,0.7685,0.6429,0.87
3,25,108,0.7685,0.05,none,XGB_gpu,7,0.6852,0.5157,0.5148,0.2,0.8313,0.7685,0.6631,0.9
3,25,108,0.7685,0.05,none,XGB_gpu,8,0.7593,0.6337,0.6409,0.4,0.8675,0.7685,0.6477,0.84
3,25,108,0.7685,0.05,none,XGB_gpu,9,0.713,0.5477,0.5499,0.24,0.8554,0.7685,0.6171,0.79
3,25,108,0.7685,0.05,none,XGB_gpu,10,0.713,0.5757,0.5785,0.32,0.8313,0.7685,0.6212,0.88
3,25,108,0.7685,0.05,none,XGB_gpu,11,0.7315,0.5877,0.593,0.32,0.8554,0.7593,0.6255,0.89
3,25,108,0.7685,0.05,none,XGB_gpu,12,0.7037,0.5277,0.5271,0.2,0.8554,0.7593,0.6436,0.9
3,25,108,0.7685,0.05,none,XGB_gpu,13,0.6667,0.4896,0.4863,0.16,0.8193,0.7593,0.5971,0.82
3,25,108,0.7685,0.05,none,XGB_gpu,14,0.6759,0.4957,0.4919,0.16,0.8313,0.7593,0.6313,0.87
3,25,108,0.7685,0.05,none,XGB_gpu,15,0.6944,0.5077,0.5033,0.16,0.8554,0.7593,0.5993,0.82
3,25,108,0.7685,0.05,none,XGB_gpu,16,0.6852,0.5017,0.4975,0.16,0.8434,0.75,0.6051,0.75
3,25,108,0.7685,0.05,none,XGB_gpu,17,0.6574,0.4696,0.4628,0.12,0.8193,0.7685,0.5969,0.78
3,25,108,0.7685,0.05,none,XGB_gpu,18,0.6759,0.4817,0.4732,0.12,0.8434,0.7778,0.6207,0.83
3,25,108,0.7685,0.05,none,XGB_gpu,19,0.6667,0.4896,0.4863,0.16,0.8193,0.7685,0.6388,0.71
3,25,108,0.7685,0.05,none,XGB_gpu,20,0.6944,0.4937,0.4837,0.12,0.8675,0.7685,0.6029,0.77
3,25,108,0.7685,0.05,none,XGB_gpu,21,0.6944,0.5217,0.5209,0.2,0.8434,0.7685,0.6027,0.89
3,25,108,0.7685,0.05,none,XGB_gpu,22,0.7037,0.5277,0.5271,0.2,0.8554,0.7778,0.6113,0.89
3,25,108,0.7685,0.05,none,XGB_gpu,23,0.6852,0.5017,0.4975,0.16,0.8434,0.7685,0.6135,0.85
3,25,108,0.7685,0.05,none,XGB_gpu,24,0.6759,0.4817,0.4732,0.12,0.8434,0.7778,0.647,0.9
3,25,108,0.7685,0.05,none,XGB_gpu,25,0.6944,0.5077,0.5033,0.16,0.8554,0.7778,0.6472,0.87
3,25,108,0.7685,0.05,none,XGB_gpu,26,0.713,0.5477,0.5499,0.24,0.8554,0.787,0.6513,0.85
3,25,108,0.7685,0.05,none,XGB_gpu,27,0.7037,0.5137,0.5091,0.16,0.8675,0.787,0.6694,0.88
3,25,108,0.7685,0.05,none,XGB_gpu,28,0.713,0.5337,0.5334,0.2,0.8675,0.787,0.621,0.86
3,25,108,0.7685,0.05,none,XGB_gpu,29,0.7222,0.5398,0.5398,0.2,0.8795,0.787,0.6614,0.84
3,25,108,0.7685,0.05,none,XGB_gpu,30,0.7037,0.5137,0.5091,0.16,0.8675,0.7778,0.6571,0.89
3,25,108,0.7685,0.05,none,LGBM_gpu,1,0.5278,0.539,0.4911,0.56,0.5181,0.7685,0.5969,0.8
3,25,108,0.7685,0.05,none,LGBM_gpu,2,0.5833,0.5193,0.5048,0.4,0.6386,0.7685,0.6027,0.81
3,25,108,0.7685,0.05,none,LGBM_gpu,3,0.5926,0.4973,0.4923,0.32,0.6747,0.7685,0.6306,0.89
3,25,108,0.7685,0.05,none,LGBM_gpu,4,0.6296,0.5494,0.5385,0.4,0.6988,0.7593,0.5908,0.9
3,25,108,0.7685,0.05,none,LGBM_gpu,5,0.6111,0.5234,0.5154,0.36,0.6867,0.75,0.6046,0.88
3,25,108,0.7685,0.05,none,LGBM_gpu,6,0.6296,0.5075,0.5062,0.28,0.7349,0.7593,0.6246,0.84
3,25,108,0.7685,0.05,none,LGBM_gpu,7,0.5648,0.4373,0.4399,0.2,0.6747,0.7685,0.6227,0.9
3,25,108,0.7685,0.05,none,LGBM_gpu,8,0.6204,0.5154,0.5114,0.32,0.7108,0.7593,0.573,0.9
3,25,108,0.7685,0.05,none,LGBM_gpu,9,0.6389,0.5275,0.5243,0.32,0.7349,0.7593,0.5689,0.86
3,25,108,0.7685,0.05,none,LGBM_gpu,10,0.6574,0.5535,0.5487,0.36,0.747,0.7593,0.6152,0.88
3,25,108,0.7685,0.05,none,LGBM_gpu,11,0.6481,0.5614,0.5522,0.4,0.7229,0.75,0.6612,0.89
3,25,108,0.7685,0.05,none,LGBM_gpu,12,0.6481,0.5754,0.5615,0.44,0.7108,0.75,0.6311,0.89
3,25,108,0.7685,0.05,none,LGBM_gpu,13,0.6574,0.5675,0.5591,0.4,0.7349,0.75,0.5795,0.79
3,25,108,0.7685,0.05,none,LGBM_gpu,14,0.6019,0.4754,0.4756,0.24,0.7108,0.75,0.5749,0.76
3,25,108,0.7685,0.05,none,LGBM_gpu,15,0.5926,0.4694,0.4696,0.24,0.6988,0.7593,0.5704,0.83
3,25,108,0.7685,0.05,none,LGBM_gpu,16,0.6111,0.4814,0.4815,0.24,0.7229,0.7593,0.5484,0.76
3,25,108,0.7685,0.05,none,LGBM_gpu,17,0.5926,0.4973,0.4923,0.32,0.6747,0.7685,0.5484,0.78
3,25,108,0.7685,0.05,none,LGBM_gpu,18,0.6204,0.5154,0.5114,0.32,0.7108,0.7593,0.5304,0.81
3,25,108,0.7685,0.05,none,LGBM_gpu,19,0.6296,0.5214,0.5179,0.32,0.7229,0.7685,0.539,0.87
3,25,108,0.7685,0.05,none,LGBM_gpu,20,0.6389,0.5135,0.5124,0.28,0.747,0.7685,0.5631,0.81
3,25,108,0.7685,0.05,none,LGBM_gpu,21,0.6667,0.5455,0.5441,0.32,0.7711,0.7685,0.5455,0.76
3,25,108,0.7685,0.05,none,LGBM_gpu,22,0.6389,0.5414,0.5353,0.36,0.7229,0.7685,0.5655,0.82
3,25,108,0.7685,0.05,none,LGBM_gpu,23,0.6481,0.5475,0.542,0.36,0.7349,0.7685,0.5573,0.77
3,25,108,0.7685,0.05,none,LGBM_gpu,24,0.6574,0.5395,0.5374,0.32,0.759,0.7685,0.5925,0.83
3,25,108,0.7685,0.05,none,LGBM_gpu,25,0.7037,0.5976,0.5947,0.4,0.7952,0.787,0.6255,0.79
3,25,108,0.7685,0.05,none,LGBM_gpu,26,0.6852,0.5855,0.5802,0.4,0.7711,0.7778,0.5995,0.88
3,25,108,0.7685,0.05,none,LGBM_gpu,27,0.6944,0.5776,0.5765,0.36,0.7952,0.7778,0.6116,0.89
3,25,108,0.7685,0.05,none,LGBM_gpu,28,0.7315,0.6157,0.6173,0.4,0.8313,0.7778,0.6296,0.88
3,25,108,0.7685,0.05,none,LGBM_gpu,29,0.7315,0.6017,0.6057,0.36,0.8434,0.787,0.6255,0.79
3,25,108,0.7685,0.05,none,LGBM_gpu,30,0.7593,0.6337,0.6409,0.4,0.8675,0.787,0.6537,0.79
3,25,108,0.7685,0.05,none,SVM_RBF,1,0.5278,0.553,0.4963,0.6,0.506,0.7685,0.6176,0.52
3,25,108,0.7685,0.05,none,SVM_RBF,2,0.6481,0.6173,0.5855,0.56,0.6747,0.787,0.6937,0.28
3,25,108,0.7685,0.05,none,SVM_RBF,3,0.5741,0.4993,0.4893,0.36,0.6386,0.7685,0.5518,0.78
3,25,108,0.7685,0.05,none,SVM_RBF,4,0.5463,0.4533,0.451,0.28,0.6265,0.7778,0.534,0.46
3,25,108,0.7685,0.05,none,SVM_RBF,5,0.5833,0.5053,0.4958,0.36,0.6506,0.7778,0.5798,0.44
3,25,108,0.7685,0.05,none,SVM_RBF,6,0.5741,0.4853,0.4797,0.32,0.6506,0.7778,0.5759,0.32
3,25,108,0.7685,0.05,none,SVM_RBF,7,0.5926,0.5253,0.5115,0.4,0.6506,0.7685,0.5239,0.59
3,25,108,0.7685,0.05,none,SVM_RBF,8,0.6019,0.5313,0.5182,0.4,0.6627,0.7778,0.5499,0.38
3,25,108,0.7685,0.05,none,SVM_RBF,9,0.5833,0.4913,0.486,0.32,0.6627,0.7685,0.514,0.42
3,25,108,0.7685,0.05,none,SVM_RBF,10,0.5741,0.4434,0.4455,0.2,0.6867,0.7685,0.506,0.65
3,25,108,0.7685,0.05,none,SVM_RBF,11,0.6019,0.4754,0.4756,0.24,0.7108,0.7685,0.5,0.63
3,25,108,0.7685,0.05,none,SVM_RBF,12,0.6481,0.5195,0.5188,0.28,0.759,0.7685,0.512,0.64
3,25,108,0.7685,0.05,none,SVM_RBF,13,0.6389,0.4716,0.4697,0.16,0.7831,0.7685,0.5,0.6
