subj_remove,n_subjects,n_samples,majority,iso_contam,sampling,model,K,accuracy,balanced_acc,f1_macro,recall_vua_phai,recall_others,oracle_acc,oracle_bacc,oracle_thr
0,28,119,0.7563,0.15,smote,SVM_RBF,8,0.6891,0.5958,0.5922,0.4138,0.7778,0.7731,0.6031,0.9
0,28,119,0.7563,0.15,smote,SVM_RBF,9,0.6975,0.5897,0.5897,0.3793,0.8,0.7479,0.5902,0.9
0,28,119,0.7563,0.15,smote,SVM_RBF,10,0.6807,0.5552,0.5563,0.3103,0.8,0.7311,0.608,0.85
0,28,119,0.7563,0.15,smote,SVM_RBF,11,0.6891,0.5958,0.5922,0.4138,0.7778,0.7395,0.613,0.89
0,28,119,0.7563,0.15,smote,SVM_RBF,12,0.6891,0.5841,0.5831,0.3793,0.7889,0.7563,0.6015,0.9
0,28,119,0.7563,0.15,smote,SVM_RBF,13,0.6555,0.5151,0.5153,0.2414,0.7889,0.7647,0.5525,0.9
0,28,119,0.7563,0.15,smote,SVM_RBF,14,0.6303,0.4634,0.4586,0.1379,0.7889,0.7647,0.5653,0.89
0,28,119,0.7563,0.15,smote,SVM_RBF,15,0.6387,0.4923,0.4916,0.2069,0.7778,0.7563,0.5648,0.88
0,28,119,0.7563,0.15,smote,SVM_RBF,16,0.6134,0.464,0.4629,0.1724,0.7556,0.7647,0.5234,0.87
0,28,119,0.7563,0.15,smote,SVM_RBF,17,0.6807,0.5435,0.5449,0.2759,0.8111,0.7647,0.549,0.87
0,28,119,0.7563,0.15,smote,SVM_RBF,18,0.6387,0.5157,0.5155,0.2759,0.7556,0.7731,0.5345,0.87
0,28,119,0.7563,0.15,smote,SVM_RBF,19,0.6303,0.4751,0.473,0.1724,0.7778,0.7647,0.5172,0.9
0,28,119,0.7563,0.15,smote,SVM_RBF,20,0.6387,0.4807,0.4781,0.1724,0.7889,0.7647,0.5172,0.9
0,28,119,0.7563,0.15,smote,SVM_RBF,21,0.6555,0.4801,0.4732,0.1379,0.8222,0.7647,0.5172,0.9
0,28,119,0.7563,0.15,smote,SVM_RBF,22,0.6471,0.4745,0.4683,0.1379,0.8111,0.7479,0.5061,0.78
0,28,119,0.7563,0.15,smote,SVM_RBF,23,0.6723,0.4795,0.4656,0.1034,0.8556,0.7647,0.5259,0.9
0,28,119,0.7563,0.15,smote,SVM_RBF,24,0.6723,0.4795,0.4656,0.1034,0.8556,0.7479,0.5084,0.82
0,28,119,0.7563,0.15,smote,SVM_RBF,25,0.6807,0.5084,0.5042,0.1724,0.8444,0.7479,0.5291,0.83
0,28,119,0.7563,0.15,smote,SVM_RBF,26,0.6891,0.5023,0.493,0.1379,0.8667,0.7479,0.5186,0.74
0,28,119,0.7563,0.15,smote,SVM_RBF,27,0.6975,0.5195,0.5149,0.1724,0.8667,0.7395,0.5575,0.68
0,28,119,0.7563,0.15,smote,SVM_RBF,28,0.7059,0.5251,0.5204,0.1724,0.8778,0.7479,0.5563,0.9
0,28,119,0.7563,0.15,smote,SVM_RBF,29,0.7059,0.5251,0.5204,0.1724,0.8778,0.7563,0.5508,0.9
0,28,119,0.7563,0.15,smote,SVM_RBF,30,0.6975,0.5195,0.5149,0.1724,0.8667,0.7563,0.5341,0.82
0,28,119,0.7563,0.15,smote,LogReg_C1,1,0.6639,0.6843,0.6279,0.7241,0.6444,0.7563,0.6843,0.8
0,28,119,0.7563,0.15,smote,LogReg_C1,2,0.5798,0.582,0.54,0.5862,0.5778,0.7563,0.6036,0.8
0,28,119,0.7563,0.15,smote,LogReg_C1,3,0.5546,0.5887,0.5285,0.6552,0.5222,0.7563,0.6109,0.81
0,28,119,0.7563,0.15,smote,LogReg_C1,4,0.6218,0.6448,0.5882,0.6897,0.6,0.7731,0.6492,0.72
0,28,119,0.7563,0.15,smote,LogReg_C1,5,0.6134,0.6042,0.5669,0.5862,0.6222,0.7731,0.6337,0.76
0,28,119,0.7563,0.15,smote,LogReg_C1,6,0.5882,0.6109,0.5561,0.6552,0.5667,0.7563,0.627,0.76
0,28,119,0.7563,0.15,smote,LogReg_C1,7,0.5798,0.617,0.5533,0.6897,0.5444,0.7647,0.6226,0.89
0,28,119,0.7563,0.15,smote,LogReg_C1,8,0.5546,0.5653,0.5199,0.5862,0.5444,0.7647,0.6042,0.9
0,28,119,0.7563,0.15,smote,LogReg_C1,9,0.605,0.587,0.5547,0.5517,0.6222,0.7647,0.5925,0.9
0,28,119,0.7563,0.15,smote,LogReg_C1,10,0.6218,0.5747,0.5554,0.4828,0.6667,0.7563,0.622,0.89
0,28,119,0.7563,0.15,smote,LogReg_C1,11,0.6218,0.6215,0.5789,0.6207,0.6222,0.7647,0.6215,0.87
0,28,119,0.7563,0.15,smote,LogReg_C1,12,0.6134,0.5458,0.5345,0.4138,0.6778,0.7647,0.586,0.9
0,28,119,0.7563,0.15,smote,LogReg_C1,13,0.563,0.5241,0.5042,0.4483,0.6,0.7563,0.5703,0.85
0,28,119,0.7563,0.15,smote,LogReg_C1,14,0.5714,0.5297,0.5104,0.4483,0.6111,0.7563,0.5638,0.9
0,28,119,0.7563,0.15,smote,LogReg_C1,15,0.521,0.473,0.46,0.3793,0.5667,0.7311,0.5421,0.87
0,28,119,0.7563,0.15,smote,LogReg_C1,16,0.521,0.4847,0.4666,0.4138,0.5556,0.7479,0.5412,0.88
0,28,119,0.7563,0.15,smote,LogReg_C1,17,0.5378,0.449,0.448,0.2759,0.6222,0.7395,0.5479,0.89
0,28,119,0.7563,0.15,smote,LogReg_C1,18,0.5126,0.4674,0.454,0.3793,0.5556,0.7395,0.5534,0.9
0,28,119,0.7563,0.15,smote,LogReg_C1,19,0.5378,0.4724,0.4646,0.3448,0.6,0.7479,0.559,0.9
0,28,119,0.7563,0.15,smote,LogReg_C1,20,0.5462,0.478,0.4705,0.3448,0.6111,0.7395,0.559,0.87
0,28,119,0.7563,0.15,smote,LogReg_C1,21,0.5126,0.4441,0.4394,0.3103,0.5778,0.7311,0.5418,0.86
0,28,119,0.7563,0.15,smote,LogReg_C1,22,0.4958,0.433,0.4279,0.3103,0.5556,0.7227,0.5362,0.86
0,28,119,0.7563,0.15,smote,LogReg_C1,23,0.5462,0.4663,0.4623,0.3103,0.6222,0.7311,0.5534,0.84
0,28,119,0.7563,0.15,smote,LogReg_C1,24,0.5546,0.4718,0.4681,0.3103,0.6333,0.7311,0.5307,0.9
0,28,119,0.7563,0.15,smote,LogReg_C1,25,0.563,0.4657,0.4647,0.2759,0.6556,0.7311,0.5534,0.87
0,28,119,0.7563,0.15,smote,LogReg_C1,26,0.5714,0.483,0.4795,0.3103,0.6556,0.6891,0.518,0.9
0,28,119,0.7563,0.15,smote,LogReg_C1,27,0.5714,0.4713,0.4703,0.2759,0.6667,0.6975,0.5312,0.86
0,28,119,0.7563,0.15,smote,LogReg_C1,28,0.5798,0.4768,0.4759,0.2759,0.6778,0.7143,0.5312,0.89
0,28,119,0.7563,0.15,smote,LogReg_C1,29,0.5714,0.4596,0.4603,0.2414,0.6778,0.7143,0.5307,0.89
0,28,119,0.7563,0.15,smote,LogReg_C1,30,0.5966,0.5113,0.5059,0.3448,0.6778,0.7059,0.5251,0.9
0,28,119,0.7563,0.15,smote,LogReg_C01,1,0.6639,0.6843,0.6279,0.7241,0.6444,0.7563,0.6843,0.75
0,28,119,0.7563,0.15,smote,LogReg_C01,2,0.563,0.5709,0.5266,0.5862,0.5556,0.7563,0.5925,0.75
0,28,119,0.7563,0.15,smote,LogReg_C01,3,0.5714,0.5998,0.5423,0.6552,0.5444,0.7563,0.6109,0.75
0,28,119,0.7563,0.15,smote,LogReg_C01,4,0.6303,0.6504,0.5952,0.6897,0.6111,0.7731,0.6504,0.68
0,28,119,0.7563,0.15,smote,LogReg_C01,5,0.6303,0.627,0.5858,0.6207,0.6333,0.7731,0.627,0.68
0,28,119,0.7563,0.15,smote,LogReg_C01,6,0.5882,0.6109,0.5561,0.6552,0.5667,0.7647,0.632,0.72
0,28,119,0.7563,0.15,smote,LogReg_C01,7,0.5714,0.5998,0.5423,0.6552,0.5444,0.7647,0.6165,0.83
0,28,119,0.7563,0.15,smote,LogReg_C01,8,0.563,0.5709,0.5266,0.5862,0.5556,0.7647,0.587,0.84
0,28,119,0.7563,0.15,smote,LogReg_C01,9,0.5966,0.5814,0.5481,0.5517,0.6111,0.7647,0.5814,0.84
0,28,119,0.7563,0.15,smote,LogReg_C01,10,0.5882,0.5408,0.523,0.4483,0.6333,0.7647,0.5826,0.84
0,28,119,0.7563,0.15,smote,LogReg_C01,11,0.5966,0.5814,0.5481,0.5517,0.6111,0.7647,0.5998,0.81
0,28,119,0.7563,0.15,smote,LogReg_C01,12,0.5882,0.5174,0.5082,0.3793,0.6556,0.7647,0.5898,0.83
0,28,119,0.7563,0.15,smote,LogReg_C01,13,0.5714,0.518,0.5036,0.4138,0.6222,0.7647,0.5703,0.87
0,28,119,0.7563,0.15,smote,LogReg_C01,14,0.5462,0.4897,0.4781,0.3793,0.6,0.7563,0.5477,0.84
0,28,119,0.7563,0.15,smote,LogReg_C01,15,0.5126,0.4674,0.454,0.3793,0.5556,0.7563,0.5425,0.85
0,28,119,0.7563,0.15,smote,LogReg_C01,16,0.5294,0.4902,0.4728,0.4138,0.5667,0.7563,0.5487,0.87
0,28,119,0.7563,0.15,smote,LogReg_C01,17,0.563,0.5008,0.4901,0.3793,0.6222,0.7479,0.5529,0.77
0,28,119,0.7563,0.15,smote,LogReg_C01,18,0.5378,0.4958,0.4789,0.4138,0.5778,0.7563,0.5701,0.76
0,28,119,0.7563,0.15,smote,LogReg_C01,19,0.521,0.4613,0.4529,0.3448,0.5778,0.7563,0.5701,0.77
0,28,119,0.7563,0.15,smote,LogReg_C01,20,0.5378,0.4841,0.472,0.3793,0.5889,0.7479,0.5529,0.78
0,28,119,0.7563,0.15,smote,LogReg_C01,21,0.5378,0.4724,0.4646,0.3448,0.6,0.7395,0.5473,0.77
0,28,119,0.7563,0.15,smote,LogReg_C01,22,0.5126,0.4441,0.4394,0.3103,0.5778,0.7395,0.5483,0.88
0,28,119,0.7563,0.15,smote,LogReg_C01,23,0.5126,0.4441,0.4394,0.3103,0.5778,0.7395,0.5473,0.77
0,28,119,0.7563,0.15,smote,LogReg_C01,24,0.5546,0.4718,0.4681,0.3103,0.6333,0.7395,0.5307,0.85
0,28,119,0.7563,0.15,smote,LogReg_C01,25,0.563,0.4657,0.4647,0.2759,0.6556,0.7395,0.5473,0.76
0,28,119,0.7563,0.15,smote,LogReg_C01,26,0.5546,0.4718,0.4681,0.3103,0.6333,0.7395,0.5184,0.88
0,28,119,0.7563,0.15,smote,LogReg_C01,27,0.5798,0.4885,0.4853,0.3103,0.6667,0.7395,0.5301,0.8
0,28,119,0.7563,0.15,smote,LogReg_C01,28,0.5798,0.4885,0.4853,0.3103,0.6667,0.7395,0.5251,0.81
0,28,119,0.7563,0.15,smote,LogReg_C01,29,0.5546,0.4602,0.4591,0.2759,0.6444,0.7479,0.5232,0.83
0,28,119,0.7563,0.15,smote,LogReg_C01,30,0.5546,0.4602,0.4591,0.2759,0.6444,0.7563,0.5559,0.84
2,26,112,0.7679,0.05,none,XGB_gpu,1,0.6071,0.5027,0.4992,0.3077,0.6977,0.7589,0.6185,0.9
2,26,112,0.7679,0.05,none,XGB_gpu,2,0.7232,0.6185,0.6169,0.4231,0.814,0.7589,0.6427,0.82
2,26,112,0.7679,0.05,none,XGB_gpu,3,0.7232,0.6185,0.6169,0.4231,0.814,0.7679,0.6413,0.79
2,26,112,0.7679,0.05,none,XGB_gpu,4,0.7411,0.5899,0.5968,0.3077,0.8721,0.7589,0.6467,0.69
2,26,112,0.7679,0.05,none,XGB_gpu,5,0.75,0.5957,0.604,0.3077,0.8837,0.7768,0.6136,0.89
2,26,112,0.7679,0.05,none,XGB_gpu,6,0.7321,0.5572,0.5604,0.2308,0.8837,0.7857,0.6038,0.81
2,26,112,0.7679,0.05,none,XGB_gpu,7,0.7411,0.5631,0.5671,0.2308,0.8953,0.7857,0.6735,0.78
2,26,112,0.7679,0.05,none,XGB_gpu,8,0.7321,0.5707,0.5758,0.2692,0.8721,0.7857,0.6525,0.69
2,26,112,0.7679,0.05,none,XGB_gpu,9,0.7143,0.5456,0.5475,0.2308,0.8605,0.7857,0.6301,0.66
2,26,112,0.7679,0.05,none,XGB_gpu,10,0.75,0.5689,0.5739,0.2308,0.907,0.7857,0.6194,0.65
2,26,112,0.7679,0.05,none,XGB_gpu,11,0.75,0.5823,0.5897,0.2692,0.8953,0.7768,0.6418,0.61
2,26,112,0.7679,0.05,none,XGB_gpu,12,0.7321,0.5438,0.5435,0.1923,0.8953,0.7768,0.6145,0.79
2,26,112,0.7679,0.05,none,XGB_gpu,13,0.7679,0.6073,0.619,0.3077,0.907,0.7857,0.6346,0.9
2,26,112,0.7679,0.05,none,XGB_gpu,14,0.75,0.5823,0.5897,0.2692,0.8953,0.7946,0.631,0.71
2,26,112,0.7679,0.05,none,XGB_gpu,15,0.7321,0.5572,0.5604,0.2308,0.8837,0.7946,0.6619,0.7
2,26,112,0.7679,0.05,none,XGB_gpu,16,0.7679,0.6073,0.619,0.3077,0.907,0.8036,0.619,0.68
2,26,112,0.7679,0.05,none,XGB_gpu,17,0.7411,0.5765,0.5827,0.2692,0.8837,0.8036,0.6239,0.77
2,26,112,0.7679,0.05,none,XGB_gpu,18,0.75,0.5823,0.5897,0.2692,0.8953,0.7946,0.6239,0.8
2,26,112,0.7679,0.05,none,XGB_gpu,19,0.7321,0.5572,0.5604,0.2308,0.8837,0.7946,0.6261,0.73
2,26,112,0.7679,0.05,none,XGB_gpu,20,0.7321,0.5707,0.5758,0.2692,0.8721,0.8125,0.6292,0.75
2,26,112,0.7679,0.05,none,XGB_gpu,21,0.75,0.5823,0.5897,0.2692,0.8953,0.8036,0.6172,0.61
2,26,112,0.7679,0.05,none,XGB_gpu,22,0.7411,0.5765,0.5827,0.2692,0.8837,0.8036,0.6333,0.59
2,26,112,0.7679,0.05,none,XGB_gpu,23,0.7768,0.6266,0.6402,0.3462,0.907,0.8125,0.6266,0.64
2,26,112,0.7679,0.05,none,XGB_gpu,24,0.7589,0.5881,0.597,0.2692,0.907,0.7946,0.6172,0.61
2,26,112,0.7679,0.05,none,XGB_gpu,25,0.7411,0.5765,0.5827,0.2692,0.8837,0.8036,0.6364,0.61
2,26,112,0.7679,0.05,none,XGB_gpu,26,0.7768,0.6131,0.6268,0.3077,0.9186,0.7946,0.6243,0.64
2,26,112,0.7679,0.05,none,XGB_gpu,27,0.7589,0.6015,0.6115,0.3077,0.8953,0.7946,0.6646,0.72
2,26,112,0.7679,0.05,none,XGB_gpu,28,0.7679,0.6208,0.6323,0.3462,0.8953,0.8036,0.6512,0.7
2,26,112,0.7679,0.05,none,XGB_gpu,29,0.7679,0.6073,0.619,0.3077,0.907,0.7946,0.6704,0.65
2,26,112,0.7679,0.05,none,XGB_gpu,30,0.7411,0.5631,0.5671,0.2308,0.8953,0.7857,0.6726,0.38
2,26,112,0.7679,0.05,none,LGBM_gpu,1,0.5893,0.5313,0.5143,0.4231,0.6395,0.7679,0.6346,0.82
2,26,112,0.7679,0.05,none,LGBM_gpu,2,0.6429,0.5796,0.5625,0.4615,0.6977,0.7679,0.597,0.9
2,26,112,0.7679,0.05,none,LGBM_gpu,3,0.6696,0.5836,0.5743,0.4231,0.7442,0.7589,0.627,0.73
2,26,112,0.7679,0.05,none,LGBM_gpu,4,0.6339,0.5067,0.506,0.2692,0.7442,0.7679,0.6167,0.87
2,26,112,0.7679,0.05,none,LGBM_gpu,5,0.6339,0.5067,0.506,0.2692,0.7442,0.7679,0.5751,0.89
2,26,112,0.7679,0.05,none,LGBM_gpu,6,0.6071,0.449,0.449,0.1538,0.7442,0.7946,0.5711,0.84
2,26,112,0.7679,0.05,none,LGBM_gpu,7,0.6518,0.5183,0.518,0.2692,0.7674,0.7768,0.5769,0.86
2,26,112,0.7679,0.05,none,LGBM_gpu,8,0.6429,0.4991,0.4991,0.2308,0.7674,0.7679,0.5988,0.85
2,26,112,0.7679,0.05,none,LGBM_gpu,9,0.6875,0.5416,0.5429,0.2692,0.814,0.7857,0.6087,0.87
2,26,112,0.7679,0.05,none,LGBM_gpu,10,0.6696,0.5165,0.5167,0.2308,0.8023,0.7768,0.5662,0.87
2,26,112,0.7679,0.05,none,LGBM_gpu,11,0.7054,0.5801,0.5811,0.3462,0.814,0.7589,0.5801,0.76
2,26,112,0.7679,0.05,none,LGBM_gpu,12,0.6786,0.5224,0.5227,0.2308,0.814,0.7679,0.589,0.76
2,26,112,0.7679,0.05,none,LGBM_gpu,13,0.6964,0.5474,0.5492,0.2692,0.8256,0.7768,0.5903,0.9
2,26,112,0.7679,0.05,none,LGBM_gpu,14,0.7054,0.5532,0.5557,0.2692,0.8372,0.7768,0.6373,0.72
2,26,112,0.7679,0.05,none,LGBM_gpu,15,0.7143,0.5725,0.5758,0.3077,0.8372,0.7857,0.6216,0.71
2,26,112,0.7679,0.05,none,LGBM_gpu,16,0.6696,0.53,0.5303,0.2692,0.7907,0.7857,0.6136,0.69
2,26,112,0.7679,0.05,none,LGBM_gpu,17,0.6786,0.576,0.5714,0.3846,0.7674,0.8125,0.6498,0.71
2,26,112,0.7679,0.05,none,LGBM_gpu,18,0.7054,0.5935,0.5922,0.3846,0.8023,0.8036,0.6266,0.73
2,26,112,0.7679,0.05,none,LGBM_gpu,19,0.7054,0.5935,0.5922,0.3846,0.8023,0.7946,0.6208,0.78
2,26,112,0.7679,0.05,none,LGBM_gpu,20,0.6964,0.5877,0.5852,0.3846,0.7907,0.7946,0.6208,0.73
2,26,112,0.7679,0.05,none,LGBM_gpu,21,0.7143,0.5993,0.5993,0.3846,0.814,0.7768,0.6109,0.7
2,26,112,0.7679,0.05,none,LGBM_gpu,22,0.7054,0.5801,0.5811,0.3462,0.814,0.7857,0.6181,0.77
2,26,112,0.7679,0.05,none,LGBM_gpu,23,0.7232,0.6185,0.6169,0.4231,0.814,0.7768,0.6266,0.62
2,26,112,0.7679,0.05,none,LGBM_gpu,24,0.7321,0.6377,0.634,0.4615,0.814,0.7768,0.6601,0.71
2,26,112,0.7679,0.05,none,LGBM_gpu,25,0.7321,0.6377,0.634,0.4615,0.814,0.7857,0.6592,0.55
2,26,112,0.7679,0.05,none,LGBM_gpu,26,0.75,0.6494,0.6494,0.4615,0.8372,0.7768,0.6552,0.76
2,26,112,0.7679,0.05,none,LGBM_gpu,27,0.7857,0.6995,0.6995,0.5385,0.8605,0.8036,0.6995,0.57
2,26,112,0.7679,0.05,none,LGBM_gpu,28,0.7589,0.6686,0.6663,0.5,0.8372,0.7946,0.6954,0.62
2,26,112,0.7679,0.05,none,LGBM_gpu,29,0.7679,0.6744,0.6744,0.5,0.8488,0.8214,0.7093,0.55
2,26,112,0.7679,0.05,none,LGBM_gpu,30,0.7679,0.6476,0.6553,0.4231,0.8721,0.8125,0.6767,0.53
2,26,112,0.7679,0.05,none,SVM_RBF,1,0.6161,0.6024,0.5631,0.5769,0.6279,0.7679,0.6297,0.6
2,26,112,0.7679,0.05,none,SVM_RBF,2,0.6429,0.6199,0.5844,0.5769,0.6628,0.7768,0.6704,0.36
2,26,112,0.7679,0.05,none,SVM_RBF,3,0.6161,0.6024,0.5631,0.5769,0.6279,0.7679,0.6234,0.39
2,26,112,0.7679,0.05,none,SVM_RBF,4,0.5268,0.4772,0.4615,0.3846,0.5698,0.7679,0.5823,0.36
2,26,112,0.7679,0.05,none,SVM_RBF,5,0.5536,0.4812,0.4721,0.3462,0.6163,0.7679,0.5358,0.71
2,26,112,0.7679,0.05,none,SVM_RBF,6,0.5982,0.5103,0.5031,0.3462,0.6744,0.7679,0.551,0.72
2,26,112,0.7679,0.05,none,SVM_RBF,7,0.6518,0.572,0.5607,0.4231,0.7209,0.7679,0.5787,0.66
2,26,112,0.7679,0.05,none,SVM_RBF,8,0.625,0.5546,0.5406,0.4231,0.686,0.7768,0.5581,0.69
2,26,112,0.7679,0.05,none,SVM_RBF,9,0.5982,0.5103,0.5031,0.3462,0.6744,0.7768,0.5608,0.68
2,26,112,0.7679,0.05,none,SVM_RBF,10,0.625,0.5009,0.5,0.2692,0.7326,0.7679,0.5447,0.61
2,26,112,0.7679,0.05,none,SVM_RBF,11,0.625,0.4875,0.4876,0.2308,0.7442,0.7679,0.5537,0.61
2,26,112,0.7679,0.05,none,SVM_RBF,12,0.625,0.4875,0.4876,0.2308,0.7442,0.7679,0.5537,0.47
2,26,112,0.7679,0.05,none,SVM_RBF,13,0.6607,0.5376,0.5364,0.3077,0.7674,0.7679,0.5845,0.56
2,26,112,0.7679,0.05,none,SVM_RBF,14,0.6786,0.5358,0.5366,0.2692,0.8023,0.7679,0.5662,0.62
2,26,112,0.7679,0.05,none,SVM_RBF,15,0.6786,0.5358,0.5366,0.2692,0.8023,0.7679,0.5993,0.39
2,26,112,0.7679,0.05,none,SVM_RBF,16,0.6518,0.5049,0.5049,0.2308,0.7791,0.7679,0.5546,0.45
2,26,112,0.7679,0.05,none,SVM_RBF,17,0.6607,0.5242,0.5242,0.2692,0.7791,0.7679,0.5894,0.68
2,26,112,0.7679,0.05,none,SVM_RBF,18,0.6429,0.4991,0.4991,0.2308,0.7674,0.7679,0.6069,0.61
2,26,112,0.7679,0.05,none,SVM_RBF,19,0.6786,0.5358,0.5366,0.2692,0.8023,0.7679,0.6078,0.61
2,26,112,0.7679,0.05,none,SVM_RBF,20,0.6875,0.5416,0.5429,0.2692,0.814,0.7679,0.5886,0.63
2,26,112,0.7679,0.05,none,SVM_RBF,21,0.6786,0.5358,0.5366,0.2692,0.8023,0.7679,0.585,0.61
2,26,112,0.7679,0.05,none,SVM_RBF,22,0.6786,0.5224,0.5227,0.2308,0.814,0.7679,0.5827,0.64
2,26,112,0.7679,0.05,none,SVM_RBF,23,0.6607,0.4973,0.4962,0.1923,0.8023,0.7679,0.5886,0.63
2,26,112,0.7679,0.05,none,SVM_RBF,24,0.6607,0.4973,0.4962,0.1923,0.8023,0.7679,0.5635,0.62
2,26,112,0.7679,0.05,none,SVM_RBF,25,0.6875,0.555,0.5557,0.3077,0.8023,0.7679,0.5626,0.54
2,26,112,0.7679,0.05,none,SVM_RBF,26,0.6875,0.555,0.5557,0.3077,0.8023,0.7679,0.5599,0.48
2,26,112,0.7679,0.05,none,SVM_RBF,27,0.6696,0.5165,0.5167,0.2308,0.8023,0.7768,0.5541,0.51
2,26,112,0.7679,0.05,none,SVM_RBF,28,0.6429,0.4857,0.4851,0.1923,0.7791,0.7768,0.5349,0.49
2,26,112,0.7679,0.05,none,SVM_RBF,29,0.6429,0.4589,0.4529,0.1154,0.8023,0.7768,0.568,0.49
2,26,112,0.7679,0.05,none,SVM_RBF,30,0.6518,0.4781,0.4749,0.1538,0.8023,0.7768,0.5487,0.51
2,26,112,0.7679,0.05,none,LogReg_C1,1,0.4821,0.5018,0.4526,0.5385,0.4651,0.7679,0.5318,0.7
2,26,112,0.7679,0.05,none,LogReg_C1,2,0.4821,0.4884,0.4476,0.5,0.4767,0.7679,0.5434,0.74
2,26,112,0.7679,0.05,none,LogReg_C1,3,0.4375,0.4056,0.3908,0.3462,0.4651,0.7679,0.5,0.73
2,26,112,0.7679,0.05,none,LogReg_C1,4,0.4464,0.4517,0.4149,0.4615,0.4419,0.7679,0.5,0.74
2,26,112,0.7679,0.05,none,LogReg_C1,5,0.4018,0.3824,0.3649,0.3462,0.4186,0.7589,0.4942,0.82
2,26,112,0.7679,0.05,none,LogReg_C1,6,0.4554,0.4173,0.4036,0.3462,0.4884,0.7589,0.4982,0.84
2,26,112,0.7679,0.05,none,LogReg_C1,7,0.4554,0.4307,0.4102,0.3846,0.4767,0.75,0.5242,0.84
2,26,112,0.7679,0.05,none,LogReg_C1,8,0.5,0.5,0.4614,0.5,0.5,0.75,0.5358,0.83
2,26,112,0.7679,0.05,none,LogReg_C1,9,0.5179,0.525,0.4806,0.5385,0.5116,0.7411,0.5532,0.84
2,26,112,0.7679,0.05,none,LogReg_C1,10,0.5268,0.4906,0.4688,0.4231,0.5581,0.7411,0.5492,0.9
2,26,112,0.7679,0.05,none,LogReg_C1,11,0.5179,0.4714,0.4551,0.3846,0.5581,0.75,0.5376,0.9
2,26,112,0.7679,0.05,none,LogReg_C1,12,0.5357,0.483,0.4678,0.3846,0.5814,0.7589,0.5318,0.89
2,26,112,0.7679,0.05,none,LogReg_C1,13,0.5625,0.5139,0.4948,0.4231,0.6047,0.7411,0.5568,0.87
2,26,112,0.7679,0.05,none,LogReg_C1,14,0.6161,0.5487,0.534,0.4231,0.6744,0.75,0.5662,0.89
2,26,112,0.7679,0.05,none,LogReg_C1,15,0.5893,0.5313,0.5143,0.4231,0.6395,0.75,0.5604,0.9
2,26,112,0.7679,0.05,none,LogReg_C1,16,0.6071,0.5429,0.5274,0.4231,0.6628,0.75,0.5894,0.88
2,26,112,0.7679,0.05,none,LogReg_C1,17,0.6071,0.5429,0.5274,0.4231,0.6628,0.7411,0.5818,0.88
2,26,112,0.7679,0.05,none,LogReg_C1,18,0.625,0.5546,0.5406,0.4231,0.686,0.7321,0.585,0.88
2,26,112,0.7679,0.05,none,LogReg_C1,19,0.6339,0.547,0.5382,0.3846,0.7093,0.7321,0.5684,0.87
2,26,112,0.7679,0.05,none,LogReg_C1,20,0.6339,0.547,0.5382,0.3846,0.7093,0.7321,0.5801,0.88
2,26,112,0.7679,0.05,none,LogReg_C1,21,0.6339,0.547,0.5382,0.3846,0.7093,0.7321,0.547,0.88
2,26,112,0.7679,0.05,none,LogReg_C1,22,0.625,0.5411,0.5317,0.3846,0.6977,0.7321,0.5604,0.86
2,26,112,0.7679,0.05,none,LogReg_C1,23,0.6518,0.5586,0.5513,0.3846,0.7326,0.7321,0.5912,0.86
2,26,112,0.7679,0.05,none,LogReg_C1,24,0.6429,0.5662,0.554,0.4231,0.7093,0.7411,0.593,0.86
2,26,112,0.7679,0.05,none,LogReg_C1,25,0.6429,0.5528,0.5447,0.3846,0.7209,0.7411,0.5993,0.82
2,26,112,0.7679,0.05,none,LogReg_C1,26,0.6607,0.5778,0.5675,0.4231,0.7326,0.7411,0.5953,0.83
2,26,112,0.7679,0.05,none,LogReg_C1,27,0.6429,0.5259,0.5238,0.3077,0.7442,0.75,0.572,0.75
2,26,112,0.7679,0.05,none,LogReg_C1,28,0.6518,0.5452,0.5411,0.3462,0.7442,0.7321,0.5814,0.75
2,26,112,0.7679,0.05,none,LogReg_C1,29,0.6607,0.551,0.5476,0.3462,0.7558,0.7321,0.5908,0.77
2,26,112,0.7679,0.05,none,LogReg_C1,30,0.6786,0.576,0.5714,0.3846,0.7674,0.7321,0.5774,0.88
2,26,112,0.7679,0.05,none,LogReg_C01,1,0.4821,0.5018,0.4526,0.5385,0.4651,0.7679,0.5331,0.66
2,26,112,0.7679,0.05,none,LogReg_C01,2,0.4821,0.4884,0.4476,0.5,0.4767,0.7679,0.5492,0.68
2,26,112,0.7679,0.05,none,LogReg_C01,3,0.4375,0.4325,0.4028,0.4231,0.4419,0.7679,0.5,0.68
2,26,112,0.7679,0.05,none,LogReg_C01,4,0.4464,0.4651,0.4198,0.5,0.4302,0.7679,0.5,0.68
2,26,112,0.7679,0.05,none,LogReg_C01,5,0.4107,0.415,0.3824,0.4231,0.407,0.7589,0.5,0.74
2,26,112,0.7679,0.05,none,LogReg_C01,6,0.4554,0.4173,0.4036,0.3462,0.4884,0.7589,0.4942,0.75
2,26,112,0.7679,0.05,none,LogReg_C01,7,0.4732,0.4557,0.4295,0.4231,0.4884,0.7589,0.513,0.86
2,26,112,0.7679,0.05,none,LogReg_C01,8,0.4911,0.4942,0.4545,0.5,0.4884,0.7589,0.5394,0.84
